group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,rmse_improvement_pct,compact_c_force_only_corrected_rmse_nm
straightish_abs_yaw_lt_0p05,35367,49,0.025841853669827997,0.0139787688086555,0.014403131442389798,0.008498320782489464,0.006082492,0.004824995063521113,0.000224911,0.0001313845589470744,45.90647796687821,0.012084542929370473
straightish_forward_abs_yaw_lt_0p05_vf_ge_0p05,21746,47,0.024100230475114524,0.011579091875410735,0.012090499429458293,0.007122465537999679,0.005326237,0.004432731320645021,0.000309861,0.0001575094687431556,51.95443509402492,0.011577239692369172
low_speed_yaw_vf_lt_0p05_yaw_ge_0p2,19704,49,0.07350293824740096,0.03461490963209472,0.06093638546954933,0.02474561298784487,0.054369194499999995,0.01813758877290504,-0.007716965,-0.0028879755513052615,52.90676746066176,0.03234038847930374
high_transition_speed_ge_0p5,7626,39,0.07600463534157978,0.0454022990381,0.059320521812090216,0.028764495613515437,0.050916347,0.01595870908078874,0.0004483385,-0.0005410601485477781,40.263776236734586,0.0454022990381
limiter_active,31216,44,0.07460143692454368,0.04010136172864783,0.06141388811106484,0.028806930837606236,0.053156194000000004,0.02068729815634451,0.0026020225,-0.0003331131797430151,46.24585881742637,0.03967994766351839
