group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_corrected_rmse_nm,run_balanced_baseline_mae_nm,run_balanced_corrected_mae_nm,prediction_rmse_nm,improvement_fraction_rmse,run_balanced_improvement_fraction_rmse
straightish_abs_yaw_lt_0p05,35367,49,0.025841853669827997,0.015947729356549544,0.014403131442389798,0.009925394491578341,0.006082492,0.005326757137254982,0.000224911,6.500685606440453e-05,0.03269181254921283,0.0192635962044936,0.01764818270760048,0.01160378102635424,0.01637875195259517,0.38287208184413146,0.41075166219385906
straightish_forward_abs_yaw_lt_0p05_vf_ge_0p05,21746,47,0.024100230475114524,0.012968493145214834,0.012090499429458291,0.007948351224928424,0.005326237,0.00479270228983813,0.000309861,0.00024208023459051345,0.027317452372534017,0.013836402697836495,0.013720559806596236,0.008499379400174738,0.018532509300832452,0.4618933973014958,0.4934958608457892
low_speed_yaw_vf_lt_0p05_yaw_ge_0p2,19704,49,0.07350293824740096,0.03997235772601801,0.06093638546954933,0.03147739733441124,0.054369194499999995,0.026326260024898025,-0.007716965,-0.004356039821073826,0.06444265861528606,0.0370513232664945,0.049161559123019706,0.027928677105571193,0.05209788394829342,0.4561801381126228,0.4250497409226103
high_forward_vf_ge_0p5,3120,35,0.0464149473391518,0.030068860413344427,0.027171509688461538,0.018561455850482276,0.0127547745,0.013231262209575625,0.0015737250000000002,-2.6782768067234314e-05,0.05949307082470585,0.03140299077370871,0.037331071337629675,0.0189569705139925,0.04219726599578566,0.35217290685190916,0.47215717161017845
limiter_active,31216,44,0.07460143692454368,0.04316346024377803,0.061413888111064845,0.033078245579949,0.053156194000000004,0.026372361930869025,0.0026020225,-0.0025560747317426025,0.0782592041154691,0.04308408505462936,0.06511373824802048,0.032860667661605336,0.06616324103640404,0.4214124818073395,0.4494694197111936
