group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_corrected_rmse_nm,run_balanced_baseline_mae_nm,run_balanced_corrected_mae_nm,prediction_rmse_nm,improvement_fraction_rmse,run_balanced_improvement_fraction_rmse
primary_open_floor_fit_authoritative,47317,15,0.036866176895009706,0.024120243843366647,0.02548019573643722,0.01669606586387381,0.016044602,0.011181824817033309,0.001648731,0.0005578482308696663,0.03636331610641916,0.023521516272812893,0.02457345343167676,0.016125014578884485,0.027665969504054172,0.3457351460104445,0.35315260566511764
open_floor_fit_downweighted,31165,9,0.043194073119807955,0.033092937468878494,0.027849684910123535,0.021125958685861815,0.013314394,0.01073425948805395,0.000637863,-4.325883496210706e-05,0.04144061576621013,0.03114220224546606,0.02621486053140455,0.019887111543511884,0.04244901875567835,0.23385466850768644,0.24851014711854724
open_floor_validation_only,14542,9,0.016930709100069437,0.014417143137851248,0.010368821404827396,0.009193881856653647,0.005201232,0.004979686312639682,-0.000858939,-0.0006477305053374269,0.013964777505761389,0.012191766691266965,0.00853482944415432,0.007777185945522142,0.006116370071559121,0.14846194257793255,0.12696305499768545
diag_validation_only,11108,3,0.0846209251204878,0.03876675590868194,0.0738060716588945,0.03102652010118408,0.082360023,0.02844152954191214,-0.006359523000000001,-0.002185375541096989,0.08439010276311168,0.03867578393188678,0.07338767615724866,0.030913018227776565,0.06391435604018882,0.5418774274390907,0.5417023718948164
aux_downweighted_validation,14448,13,0.05126637392308136,0.028529439179585198,0.03305637759772979,0.0179203984053372,0.016359514999999998,0.010514517823441278,-0.0012553224999999999,-0.001494414575889196,0.057454043661302946,0.03265297315869658,0.03863710067442005,0.021189232108696558,0.03459310564392445,0.44350581099435715,0.4316679718630605
validation_non_authoritative,71263,34,0.05023383204822011,0.03034172395599833,0.032501511564374225,0.019584418756558176,0.014290832,0.010204284198448349,-0.000435785,-0.0006304424181525796,0.04895637249734892,0.02890885715045163,0.03044683961821284,0.018152286749932096,0.04092704789935728,0.3959902575843126,0.409497565367673
