candidate,vrel_knee_mps,fwd_knee_mps,ridge,feature_count,train_rb_baseline_rmse_nm,train_rb_corrected_rmse_nm,objective_score,validation_rb_corrected_rmse_nm,validation_rb_baseline_rmse_nm,straight_rb_corrected_rmse_nm,straight_rb_baseline_rmse_nm,high_forward_rb_corrected_rmse_nm,high_forward_rb_baseline_rmse_nm
saturation_aware_surface,0.06,0.7,0.001,28,0.03636331610641916,0.023521516272812893,0.02890885715045163,0.02890885715045163,0.04895637249734892,0.0192635962044936,0.03269181254921283,0.03140299077370871,0.05949307082470585
front_rear_gain_surface,0.06,0.7,0.001,20,0.03636331610641916,0.02766012855055569,0.030643634069378062,0.030643634069378062,0.04895637249734892,0.019574571579602157,0.03269181254921283,0.035714747991183675,0.05949307082470585
compact_gain_surface,0.06,0.7,0.001,10,0.03636331610641916,0.02766011931725792,0.030643691285431478,0.030643691285431478,0.04895637249734892,0.019574706119117706,0.03269181254921283,0.03571475735421366,0.05949307082470585
