group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_corrected_rmse_nm,run_balanced_baseline_mae_nm,run_balanced_corrected_mae_nm,prediction_rmse_nm,improvement_fraction_rmse,run_balanced_improvement_fraction_rmse,run_id,dataset_split
2026-04-16_02-43-36,376,1,0.008534201354206385,0.008815207816467321,0.006595607515957447,0.006143729965654814,0.005189394,0.0043917123705681065,-0.0017507019999999998,-0.001482502375740553,0.008534201354206385,0.008815207816467321,0.006595607515957447,0.006143729965654814,0.00445159402174349,-0.032927095412675245,-0.032927095412675245,2026-04-16_02-43-36,open_floor_validation_only
