candidate_id,split,stage,log_parameter,measurement_dimension,parameter_field,parameter_value_kind,parameter_value,launch_command_signature,count,sum_nis,sum_nis_sq,rms_nis,sqrt_mean_nis,accepted_count,rejected_count,segment_count
candidate_3_load_sensitive,all,SEC_20_LAUNCH,right_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=0.25,0.25;mag=0.25;linear=0;yaw=0",347,172.326218909,337.986631459,0.986926985406,0.704710824067,347,0,1
candidate_3_load_sensitive,all,SEC_20_LAUNCH,yaw_rate_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=0.25,0.25;mag=0.25;linear=0;yaw=0",347,2435.86505917,64550.9487422,13.6391271305,2.64948750369,347,0,1
candidate_3_load_sensitive,all,SEC_30_STRAIGHT,forward_accel_nis,1,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",33126,277608.918769,45209898.5302,36.9430091405,2.89489094982,31444,1682,1
candidate_3_load_sensitive,all,SEC_30_STRAIGHT,right_accel_nis,1,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",33126,68328.8971714,3361706.15062,10.0738475807,1.43620920823,32660,466,1
candidate_3_load_sensitive,all,SEC_30_STRAIGHT,yaw_rate_nis,1,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",33126,2166464.12224,6916931375.45,456.95373842,8.08707092348,33126,0,1
candidate_3_load_sensitive,all,SEC_50_SMOOTH,forward_accel_nis,1,smooth_speed_mps,legacy_smooth_speed_bin_mps,,,254,0.00372679825056,1.32118243555e-07,2.28068096229e-05,0.0038304613374,254,0,1
candidate_3_load_sensitive,all,SEC_50_SMOOTH,right_accel_nis,1,smooth_speed_mps,legacy_smooth_speed_bin_mps,,,254,0.00223986221265,5.71950227965e-08,1.50059073403e-05,0.00296957154618,254,0,1
candidate_3_load_sensitive,all,SEC_50_SMOOTH,yaw_rate_nis,1,smooth_speed_mps,legacy_smooth_speed_bin_mps,,,254,1.8656908272,0.0531168979993,0.0144610388861,0.0857043725672,254,0,1
candidate_3_load_sensitive,all,launch,yaw_rate_nis,1,drive_command_bin,logged_drive_command_bin,0.25,"pair=0.25,0.25;mag=0.25",546,1629.1696859,15523.7963561,5.33215354787,1.72737583159,546,0,1
candidate_3_load_sensitive,all,mixed_launch,forward_accel_nis,1,observed_drive_command_pair,observed_drive_command_pair,"-0.4,-0.3","pair=-0.4,-0.3;mag=0.4",1088,2444.43228733,39476.6486581,6.02359397938,1.49890655223,1077,11,1
candidate_3_load_sensitive,all,mixed_launch,right_accel_nis,1,observed_drive_command_pair,observed_drive_command_pair,"-0.4,-0.3","pair=-0.4,-0.3;mag=0.4",1088,567.261884729,2078.54469898,1.38218201154,0.722066761981,1088,0,1
candidate_3_load_sensitive,all,mixed_launch,yaw_rate_nis,1,observed_drive_command_pair,observed_drive_command_pair,"-0.4,-0.3","pair=-0.4,-0.3;mag=0.4",1088,4516.85111587,91404.7476623,9.16579056063,2.03752731754,1088,0,1
candidate_3_load_sensitive,all,static,yaw_rate_nis,1,none,none,,,42,7.21955074782,3.71001281423,0.297209754944,0.414601091924,42,0,1
candidate_3_load_sensitive,all,yaw_launch,yaw_rate_nis,1,drive_command_bin,logged_drive_command_bin,-0.7,"pair=-0.7,0.7;mag=0.7",425,31157.6306359,9048043.93431,145.909270232,8.5622469063,425,0,1
candidate_3_load_sensitive,held_out,yaw_launch,yaw_rate_nis,1,drive_command_bin,logged_drive_command_bin,-0.7,"pair=-0.7,0.7;mag=0.7",425,31157.6306359,9048043.93431,145.909270232,8.5622469063,425,0,1
candidate_3_load_sensitive,train,SEC_10_STATIC,forward_accel_nis,1,none,none,,,1559,57.0009847691,33.0465921907,0.145592928936,0.191213311043,1559,0,1
candidate_3_load_sensitive,train,SEC_10_STATIC,right_accel_nis,1,none,none,,,1559,45.9112678209,33.859221905,0.147372153322,0.171607626763,1559,0,1
candidate_3_load_sensitive,train,SEC_10_STATIC,yaw_rate_nis,1,none,none,,,1559,3268.33552737,48902.6790959,5.60071235595,1.44790564001,1559,0,1
candidate_3_load_sensitive,train,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=0.25,0.25;mag=0.25;linear=0;yaw=0",347,913.006873805,16315.910684,6.85710693485,1.62208006231,343,4,1
candidate_3_load_sensitive,train,SEC_20_LAUNCH,right_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=0.25,0.25;mag=0.25;linear=0;yaw=0",347,172.326218909,337.986631459,0.986926985406,0.704710824067,347,0,1
candidate_3_load_sensitive,train,SEC_20_LAUNCH,yaw_rate_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=0.25,0.25;mag=0.25;linear=0;yaw=0",347,2435.86505917,64550.9487422,13.6391271305,2.64948750369,347,0,1
candidate_3_load_sensitive,train,SEC_30_STRAIGHT,forward_accel_nis,1,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",33126,277608.918769,45209898.5302,36.9430091405,2.89489094982,31444,1682,1
candidate_3_load_sensitive,train,SEC_30_STRAIGHT,right_accel_nis,1,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",33126,68328.8971714,3361706.15062,10.0738475807,1.43620920823,32660,466,1
candidate_3_load_sensitive,train,SEC_30_STRAIGHT,yaw_rate_nis,1,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",33126,2166464.12224,6916931375.45,456.95373842,8.08707092348,33126,0,1
candidate_3_load_sensitive,train,SEC_50_SMOOTH,forward_accel_nis,1,smooth_speed_mps,legacy_smooth_speed_bin_mps,,,254,0.00372679825056,1.32118243555e-07,2.28068096229e-05,0.0038304613374,254,0,1
candidate_3_load_sensitive,train,SEC_50_SMOOTH,right_accel_nis,1,smooth_speed_mps,legacy_smooth_speed_bin_mps,,,254,0.00223986221265,5.71950227965e-08,1.50059073403e-05,0.00296957154618,254,0,1
candidate_3_load_sensitive,train,SEC_50_SMOOTH,yaw_rate_nis,1,smooth_speed_mps,legacy_smooth_speed_bin_mps,,,254,1.8656908272,0.0531168979993,0.0144610388861,0.0857043725672,254,0,1
candidate_3_load_sensitive,train,launch,yaw_rate_nis,1,drive_command_bin,logged_drive_command_bin,0.25,"pair=0.25,0.25;mag=0.25",546,1629.1696859,15523.7963561,5.33215354787,1.72737583159,546,0,1
candidate_3_load_sensitive,train,mixed_launch,forward_accel_nis,1,observed_drive_command_pair,observed_drive_command_pair,"-0.4,-0.3","pair=-0.4,-0.3;mag=0.4",1088,2444.43228733,39476.6486581,6.02359397938,1.49890655223,1077,11,1
candidate_3_load_sensitive,train,mixed_launch,right_accel_nis,1,observed_drive_command_pair,observed_drive_command_pair,"-0.4,-0.3","pair=-0.4,-0.3;mag=0.4",1088,567.261884729,2078.54469898,1.38218201154,0.722066761981,1088,0,1
candidate_3_load_sensitive,train,mixed_launch,yaw_rate_nis,1,observed_drive_command_pair,observed_drive_command_pair,"-0.4,-0.3","pair=-0.4,-0.3;mag=0.4",1088,4516.85111587,91404.7476623,9.16579056063,2.03752731754,1088,0,1
candidate_3_load_sensitive,train,static,yaw_rate_nis,1,none,none,,,42,7.21955074782,3.71001281423,0.297209754944,0.414601091924,42,0,1
