variant,run_label,iteration,event,dimension,objective,step_norm,interpretation
standard,round2_seed00_reach_x2,35,coordinate_accept,stribeck_speed_mps,0.03756221514290033,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,36,coordinate_accept,stribeck_speed_mps,0.03756219463358163,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,37,coordinate_accept,stribeck_speed_mps,0.03756217548951717,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,38,coordinate_accept,stribeck_speed_mps,0.03756215771482728,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,39,coordinate_accept,stribeck_speed_mps,0.037562141313723825,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,40,coordinate_accept,stribeck_speed_mps,0.0375621262905103,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,41,coordinate_accept,stribeck_speed_mps,0.03756211264958202,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,42,coordinate_accept,stribeck_speed_mps,0.037562100395426276,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,43,coordinate_accept,stribeck_speed_mps,0.03756208953262251,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,44,coordinate_accept,stribeck_speed_mps,0.03756208006584247,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,45,coordinate_accept,stribeck_speed_mps,0.03756207199985046,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,46,coordinate_accept,stribeck_speed_mps,0.037562065339503486,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,47,coordinate_accept,stribeck_speed_mps,0.03756206008975149,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,48,coordinate_accept,stribeck_speed_mps,0.03756205625563759,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,49,coordinate_accept,stribeck_speed_mps,0.037562053842298236,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,50,coordinate_accept,stribeck_speed_mps,0.03756205285496355,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,51,coordinate_accept,k3_radps,0.037562048646902456,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,52,coordinate_accept,k3_radps,0.037562045264429904,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,53,coordinate_accept,k3_radps,0.03756204271838119,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,54,coordinate_accept,k3_radps,0.037562041012012604,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,55,coordinate_accept,stribeck_speed_mps,0.03756204062322325,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,56,coordinate_accept,k3_radps,0.037562039398729076,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,57,coordinate_accept,k3_radps,0.037562038991149016,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,58,coordinate_accept,speed_fade_mps,0.03756203785440419,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,59,coordinate_accept,rel_weight,0.03756177743284397,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,60,coordinate_accept,stribeck_speed_mps,0.03756174037779321,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,61,coordinate_accept,stribeck_speed_mps,0.03756170450872075,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,62,coordinate_accept,stribeck_speed_mps,0.03756166982911743,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,63,coordinate_accept,stribeck_speed_mps,0.037561636342554494,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,64,coordinate_accept,stribeck_speed_mps,0.03756160405268358,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,65,coordinate_accept,stribeck_speed_mps,0.037561572963236825,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,66,coordinate_accept,stribeck_speed_mps,0.03756154307802691,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,67,coordinate_accept,stribeck_speed_mps,0.037561514400947085,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,68,coordinate_accept,stribeck_speed_mps,0.03756148693597131,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,69,coordinate_accept,stribeck_speed_mps,0.037561460687154276,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,70,coordinate_accept,stribeck_speed_mps,0.03756143565863151,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,71,coordinate_accept,stribeck_speed_mps,0.03756141185461948,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,72,coordinate_accept,stribeck_speed_mps,0.0375613892794157,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,73,coordinate_accept,stribeck_speed_mps,0.037561367937398824,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,74,coordinate_accept,stribeck_speed_mps,0.03756134783302878,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,75,coordinate_accept,stribeck_speed_mps,0.03756132897084687,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,76,coordinate_accept,stribeck_speed_mps,0.037561311355475975,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,77,coordinate_accept,stribeck_speed_mps,0.03756129499162059,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,78,coordinate_accept,stribeck_speed_mps,0.03756127988406708,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,79,coordinate_accept,stribeck_speed_mps,0.03756126603768376,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,80,coordinate_accept,stribeck_speed_mps,0.037561253457421125,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,81,coordinate_accept,stribeck_speed_mps,0.03756124214831197,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,82,coordinate_accept,stribeck_speed_mps,0.03756123211547163,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,83,coordinate_accept,stribeck_speed_mps,0.03756122336409815,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,84,coordinate_accept,stribeck_speed_mps,0.03756121589947246,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,85,coordinate_accept,stribeck_speed_mps,0.03756120972695861,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,86,coordinate_accept,stribeck_speed_mps,0.03756120485200404,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,87,coordinate_accept,stribeck_speed_mps,0.0375612012801397,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,88,coordinate_accept,stribeck_speed_mps,0.0375611990169804,0.00983974200505496,reach_x2
standard,round2_seed00_reach_x2,89,coordinate_accept,stribeck_speed_mps,0.03756119806822498,0.00983974200505496,reach_x2
standard,round2_seed01_reach_x2,0,coordinate_accept,delta_k,0.037734583119693896,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,1,coordinate_accept,delta_k,0.03773457664242276,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,2,coordinate_accept,delta_k,0.03773453756956751,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,3,coordinate_accept,k1,0.037734380067091025,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,4,coordinate_accept,delta_k,0.03773436792881332,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,5,coordinate_accept,k3_radps,0.03766527457946863,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,6,coordinate_accept,delta_k,0.03766524312156112,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,7,coordinate_accept,delta_k,0.037665239649292526,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,8,coordinate_accept,delta_k,0.037665239392897565,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,9,coordinate_accept,k1,0.03766454149436273,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,10,coordinate_accept,k1,0.037664457858948716,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,11,coordinate_accept,k1,0.037664447425887544,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,12,coordinate_accept,k1,0.037664446438362295,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,13,coordinate_accept,speed_fade_mps,0.03759473579728555,3.8846940157612257,reach_x2
standard,round2_seed01_reach_x2,14,shrink,,0.03759473579728555,2.1365817086686745,reach_x2
standard,round2_seed01_reach_x2,15,coordinate_accept,stribeck_speed_mps,0.03757981717590195,2.1365817086686745,reach_x2
standard,round2_seed01_reach_x2,16,shrink,,0.03757981717590195,1.175119939767771,reach_x2
standard,round2_seed01_reach_x2,17,coordinate_accept,stribeck_speed_mps,0.03757468802055072,1.175119939767771,reach_x2
standard,round2_seed01_reach_x2,18,shrink,,0.03757468802055072,0.6463159668722741,reach_x2
standard,round2_seed01_reach_x2,19,coordinate_accept,stribeck_speed_mps,0.037573472335704655,0.6463159668722741,reach_x2
standard,round2_seed01_reach_x2,20,coordinate_accept,speed_fade_mps,0.03757223498944314,0.6463159668722741,reach_x2
standard,round2_seed01_reach_x2,21,shrink,,0.03757223498944314,0.3554737817797508,reach_x2
standard,round2_seed01_reach_x2,22,coordinate_accept,stribeck_speed_mps,0.03757222977077842,0.3554737817797508,reach_x2
standard,round2_seed01_reach_x2,23,coordinate_accept,k3_radps,0.03757202616584584,0.3554737817797508,reach_x2
standard,round2_seed01_reach_x2,24,coordinate_accept,speed_fade_mps,0.03757154883927194,0.3554737817797508,reach_x2
standard,round2_seed01_reach_x2,25,shrink,,0.03757154883927194,0.19551057997886295,reach_x2
standard,round2_seed01_reach_x2,26,shrink,,0.03757154883927194,0.10753081898837465,reach_x2
standard,round2_seed01_reach_x2,27,coordinate_accept,stribeck_speed_mps,0.03757146826557538,0.10753081898837465,reach_x2
standard,round2_seed01_reach_x2,28,coordinate_accept,k3_radps,0.03757143245833612,0.10753081898837465,reach_x2
standard,round2_seed01_reach_x2,29,coordinate_accept,speed_fade_mps,0.037571343958383546,0.10753081898837465,reach_x2
standard,round2_seed01_reach_x2,30,shrink,,0.037571343958383546,0.05914195044360605,reach_x2
standard,round2_seed01_reach_x2,31,shrink,,0.037571343958383546,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,32,coordinate_accept,rel_weight,0.03756967059262839,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,33,coordinate_accept,stribeck_speed_mps,0.037569422714234704,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,34,coordinate_accept,stribeck_speed_mps,0.0375691958065665,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,35,coordinate_accept,stribeck_speed_mps,0.03756898982645589,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,36,coordinate_accept,stribeck_speed_mps,0.03756880474369073,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,37,coordinate_accept,stribeck_speed_mps,0.03756864054117584,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,38,coordinate_accept,stribeck_speed_mps,0.03756849721509248,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,39,coordinate_accept,stribeck_speed_mps,0.037568374775056826,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,40,coordinate_accept,stribeck_speed_mps,0.03756827324427829,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,41,coordinate_accept,stribeck_speed_mps,0.03756819265971829,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,42,coordinate_accept,stribeck_speed_mps,0.037568133072250244,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,43,coordinate_accept,stribeck_speed_mps,0.03756809454682161,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,44,coordinate_accept,stribeck_speed_mps,0.03756807716261846,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,45,coordinate_accept,k3_radps,0.037568014830259025,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,46,coordinate_accept,k3_radps,0.037567961494095206,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,47,coordinate_accept,k3_radps,0.03756791706625865,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,48,coordinate_accept,k3_radps,0.03756788132558906,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,49,coordinate_accept,k3_radps,0.03756785434150441,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,50,coordinate_accept,stribeck_speed_mps,0.03756785164376487,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,51,coordinate_accept,k3_radps,0.03756782934445527,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,52,coordinate_accept,k3_radps,0.03756781624558564,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,53,coordinate_accept,k3_radps,0.03756781229393098,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,54,coordinate_accept,rel_weight,0.03756696042544867,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,55,coordinate_accept,stribeck_speed_mps,0.037566687245702564,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,56,coordinate_accept,stribeck_speed_mps,0.037566431145163504,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,57,coordinate_accept,stribeck_speed_mps,0.03756619209034103,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,58,coordinate_accept,stribeck_speed_mps,0.03756597005980752,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,59,coordinate_accept,stribeck_speed_mps,0.03756576504422447,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,60,coordinate_accept,stribeck_speed_mps,0.03756557704637048,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,61,coordinate_accept,stribeck_speed_mps,0.03756540608117138,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,62,coordinate_accept,stribeck_speed_mps,0.03756525217573355,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,63,coordinate_accept,stribeck_speed_mps,0.03756511536938106,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,64,coordinate_accept,stribeck_speed_mps,0.037564995713697265,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,65,coordinate_accept,stribeck_speed_mps,0.03756489327257173,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,66,coordinate_accept,stribeck_speed_mps,0.03756480812225298,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,67,coordinate_accept,stribeck_speed_mps,0.037564740351407805,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,68,coordinate_accept,stribeck_speed_mps,0.03756469006118775,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,69,coordinate_accept,stribeck_speed_mps,0.03756465736530338,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,70,coordinate_accept,stribeck_speed_mps,0.037564642390106866,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,71,coordinate_accept,k3_radps,0.037564583511276235,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,72,coordinate_accept,k3_radps,0.037564533210443916,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,73,coordinate_accept,k3_radps,0.03756449121440683,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,74,coordinate_accept,k3_radps,0.03756445752103646,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,75,coordinate_accept,stribeck_speed_mps,0.03756445727422797,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,76,coordinate_accept,k3_radps,0.03756442801703952,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,77,coordinate_accept,k3_radps,0.03756440709447255,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,78,coordinate_accept,k3_radps,0.03756439475103915,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,79,coordinate_accept,k3_radps,0.03756439150653322,0.03252807274398334,reach_x2
standard,round2_seed01_reach_x2,80,shrink,,0.03756439150653322,0.017890440009190836,reach_x2
standard,round2_seed01_reach_x2,81,coordinate_accept,stribeck_speed_mps,0.03756439074532346,0.017890440009190836,reach_x2
standard,round2_seed01_reach_x2,82,coordinate_accept,rel_weight,0.03756391339908215,0.017890440009190836,reach_x2
standard,round2_seed01_reach_x2,83,coordinate_accept,stribeck_speed_mps,0.03756381029215835,0.017890440009190836,reach_x2
standard,round2_seed01_reach_x2,84,coordinate_accept,stribeck_speed_mps,0.03756371169987757,0.017890440009190836,reach_x2
standard,round2_seed01_reach_x2,85,coordinate_accept,stribeck_speed_mps,0.03756361763061135,0.017890440009190836,reach_x2
standard,round2_seed01_reach_x2,86,coordinate_accept,stribeck_speed_mps,0.03756352809376072,0.017890440009190836,reach_x2
standard,round2_seed01_reach_x2,87,coordinate_accept,stribeck_speed_mps,0.03756344309975608,0.017890440009190836,reach_x2
standard,round2_seed01_reach_x2,88,coordinate_accept,stribeck_speed_mps,0.03756336266005722,0.017890440009190836,reach_x2
standard,round2_seed01_reach_x2,89,coordinate_accept,stribeck_speed_mps,0.03756328678715357,0.017890440009190836,reach_x2
standard,round2_seed02_reach_x2,0,coordinate_accept,delta_k,0.03776527984548727,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,1,coordinate_accept,k1,0.03776230509232297,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,2,coordinate_accept,delta_k,0.037762304981544315,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,3,coordinate_accept,k1,0.0377618969329202,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,4,coordinate_accept,k1,0.03776184611121707,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,5,coordinate_accept,k1,0.03776183976445479,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,6,coordinate_accept,k1,0.037761838971291276,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,7,coordinate_accept,k3_radps,0.03773665906505389,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,8,coordinate_accept,k1,0.03773665893641694,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,9,coordinate_accept,speed_fade_mps,0.03760812531123892,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,10,coordinate_accept,speed_fade_mps,0.03760237322370104,3.8846940157612257,reach_x2
standard,round2_seed02_reach_x2,11,shrink,,0.03760237322370104,2.1365817086686745,reach_x2
standard,round2_seed02_reach_x2,12,coordinate_accept,stribeck_speed_mps,0.03759275724397806,2.1365817086686745,reach_x2
standard,round2_seed02_reach_x2,13,coordinate_accept,speed_fade_mps,0.037565518253851335,2.1365817086686745,reach_x2
standard,round2_seed02_reach_x2,14,shrink,,0.037565518253851335,1.175119939767771,reach_x2
standard,round2_seed02_reach_x2,15,coordinate_accept,k3_radps,0.037564521823379236,1.175119939767771,reach_x2
standard,round2_seed02_reach_x2,16,coordinate_accept,stribeck_speed_mps,0.03756291574908274,1.175119939767771,reach_x2
standard,round2_seed02_reach_x2,17,shrink,,0.03756291574908274,0.6463159668722741,reach_x2
standard,round2_seed02_reach_x2,18,coordinate_accept,stribeck_speed_mps,0.0375613539375705,0.6463159668722741,reach_x2
standard,round2_seed02_reach_x2,19,shrink,,0.0375613539375705,0.3554737817797508,reach_x2
standard,round2_seed02_reach_x2,20,coordinate_accept,speed_fade_mps,0.03756098012838573,0.3554737817797508,reach_x2
standard,round2_seed02_reach_x2,21,shrink,,0.03756098012838573,0.19551057997886295,reach_x2
standard,round2_seed02_reach_x2,22,coordinate_accept,stribeck_speed_mps,0.03756082483595835,0.19551057997886295,reach_x2
standard,round2_seed02_reach_x2,23,coordinate_accept,speed_fade_mps,0.03756081573790547,0.19551057997886295,reach_x2
standard,round2_seed02_reach_x2,24,shrink,,0.03756081573790547,0.10753081898837465,reach_x2
standard,round2_seed02_reach_x2,25,coordinate_accept,stribeck_speed_mps,0.03756081460353966,0.10753081898837465,reach_x2
standard,round2_seed02_reach_x2,26,coordinate_accept,k3_radps,0.03756076378609314,0.10753081898837465,reach_x2
standard,round2_seed02_reach_x2,27,coordinate_accept,speed_fade_mps,0.03756072020578007,0.10753081898837465,reach_x2
standard,round2_seed02_reach_x2,28,shrink,,0.03756072020578007,0.05914195044360605,reach_x2
standard,round2_seed02_reach_x2,29,coordinate_accept,stribeck_speed_mps,0.03756071778642632,0.05914195044360605,reach_x2
standard,round2_seed02_reach_x2,30,coordinate_accept,k3_radps,0.03756071294445881,0.05914195044360605,reach_x2
standard,round2_seed02_reach_x2,31,shrink,,0.03756071294445881,0.03252807274398334,reach_x2
standard,round2_seed02_reach_x2,32,coordinate_accept,k3_radps,0.037560711996406,0.03252807274398334,reach_x2
standard,round2_seed02_reach_x2,33,coordinate_accept,stribeck_speed_mps,0.03756071065446454,0.03252807274398334,reach_x2
standard,round2_seed02_reach_x2,34,coordinate_accept,speed_fade_mps,0.03756070622722823,0.03252807274398334,reach_x2
standard,round2_seed02_reach_x2,35,shrink,,0.03756070622722823,0.017890440009190836,reach_x2
standard,round2_seed02_reach_x2,36,coordinate_accept,stribeck_speed_mps,0.03756070584733182,0.017890440009190836,reach_x2
standard,round2_seed02_reach_x2,37,shrink,,0.03756070584733182,0.00983974200505496,reach_x2
standard,round2_seed02_reach_x2,38,coordinate_accept,stribeck_speed_mps,0.03756070553544458,0.00983974200505496,reach_x2
standard,round2_seed02_reach_x2,39,coordinate_accept,speed_fade_mps,0.03756070499624378,0.00983974200505496,reach_x2
standard,round2_seed02_reach_x2,40,shrink,,0.03756070499624378,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,41,coordinate_accept,rel_weight,0.0375605496137696,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,42,coordinate_accept,stribeck_speed_mps,0.03756053638244868,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,43,coordinate_accept,stribeck_speed_mps,0.03756052348195475,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,44,coordinate_accept,stribeck_speed_mps,0.037560510913095854,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,45,coordinate_accept,stribeck_speed_mps,0.037560498676686434,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,46,coordinate_accept,stribeck_speed_mps,0.03756048677354739,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,47,coordinate_accept,stribeck_speed_mps,0.03756047520450608,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,48,coordinate_accept,stribeck_speed_mps,0.03756046397039632,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,49,coordinate_accept,stribeck_speed_mps,0.037560453072058374,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,50,coordinate_accept,stribeck_speed_mps,0.03756044251033898,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,51,coordinate_accept,stribeck_speed_mps,0.037560432286091384,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,52,coordinate_accept,stribeck_speed_mps,0.03756042240017528,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,53,coordinate_accept,stribeck_speed_mps,0.03756041285345691,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,54,coordinate_accept,stribeck_speed_mps,0.037560403646808974,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,55,coordinate_accept,stribeck_speed_mps,0.03756039478111073,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,56,coordinate_accept,stribeck_speed_mps,0.037560386257247926,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,57,coordinate_accept,stribeck_speed_mps,0.037560378076112864,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,58,coordinate_accept,stribeck_speed_mps,0.0375603702386044,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,59,coordinate_accept,stribeck_speed_mps,0.03756036274562792,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,60,coordinate_accept,stribeck_speed_mps,0.037560355598095396,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,61,coordinate_accept,stribeck_speed_mps,0.03756034879692537,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,62,coordinate_accept,stribeck_speed_mps,0.03756034234304296,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,63,coordinate_accept,stribeck_speed_mps,0.03756033623737989,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,64,coordinate_accept,stribeck_speed_mps,0.03756033048087449,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,65,coordinate_accept,stribeck_speed_mps,0.03756032507447171,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,66,coordinate_accept,stribeck_speed_mps,0.03756032001912313,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,67,coordinate_accept,stribeck_speed_mps,0.03756031531578697,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,68,coordinate_accept,stribeck_speed_mps,0.03756031096542812,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,69,coordinate_accept,stribeck_speed_mps,0.0375603069690181,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,70,coordinate_accept,stribeck_speed_mps,0.03756030332753515,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,71,coordinate_accept,stribeck_speed_mps,0.037560300041964166,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,72,coordinate_accept,stribeck_speed_mps,0.03756029711329679,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,73,coordinate_accept,stribeck_speed_mps,0.03756029454253134,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,74,coordinate_accept,stribeck_speed_mps,0.03756029233067288,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,75,coordinate_accept,stribeck_speed_mps,0.03756029047873324,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,76,coordinate_accept,stribeck_speed_mps,0.03756028898773097,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,77,coordinate_accept,stribeck_speed_mps,0.03756028785869142,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,78,coordinate_accept,stribeck_speed_mps,0.037560287092646714,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,79,coordinate_accept,stribeck_speed_mps,0.03756028669063579,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,80,coordinate_accept,k3_radps,0.037560285469050075,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,81,coordinate_accept,k3_radps,0.03756028449043067,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,82,coordinate_accept,k3_radps,0.03756028375427784,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,83,coordinate_accept,k3_radps,0.03756028325963019,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,84,coordinate_accept,k3_radps,0.03756028300593106,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,85,coordinate_accept,stribeck_speed_mps,0.037560282902647055,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,86,coordinate_accept,k3_radps,0.037560282786025245,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,87,coordinate_accept,speed_fade_mps,0.03756028251749727,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,88,coordinate_accept,rel_weight,0.03756021142628574,0.005411858102780229,reach_x2
standard,round2_seed02_reach_x2,89,coordinate_accept,stribeck_speed_mps,0.037560197110501334,0.005411858102780229,reach_x2
standard,round2_seed03_reach_x2,0,coordinate_accept,delta_k,0.037757966662468216,3.8846940157612257,reach_x2
standard,round2_seed03_reach_x2,1,coordinate_accept,delta_k,0.037757966124591175,3.8846940157612257,reach_x2
standard,round2_seed03_reach_x2,2,coordinate_accept,k1,0.037757332716376255,3.8846940157612257,reach_x2
standard,round2_seed03_reach_x2,3,coordinate_accept,k1,0.03775725574214524,3.8846940157612257,reach_x2
standard,round2_seed03_reach_x2,4,coordinate_accept,k1,0.03775724613796021,3.8846940157612257,reach_x2
