variant,interpretation,k1,delta_k,k3_radps,stribeck_speed_mps,speed_fade_mps,rel_weight,load_exponent,k2,coarse_exact_launch_rmse_nm,peak_nm,launch_max_abs_command,gate_pass,round_index
standard,meet_x1,0.01264869176620696,0.0003851573423052384,0.039240461634486114,0.2408746105104466,0.015436735823488751,-0.7109968667541198,1.0,0.0130338491085122,0.04127616332057426,0.09601183705822305,0.6459999999999998,True,1
standard,meet_x1,0.0005102932956051066,0.00025129456372617414,0.04220897225046188,0.0164213266837213,0.013404758764283403,0.6763770975468599,1.0,0.0007615878593312807,0.0413181550903499,0.10188714798109445,0.6459999999999998,True,1
standard,reach_x2,0.00856627895456322,0.04661708756102727,0.04192401860229768,0.033361446990974444,0.3438761456990254,0.06400044121134707,1.0,0.055183366515590485,0.04133803129904086,0.06562098785745048,0.6459999999999998,True,1
standard,reach_x2,0.02678164563913972,0.3642591182555823,0.03777457701672231,0.0007736986529349173,0.03346296554543969,-0.8699141906762211,1.0,0.39104076389472203,0.04136826001910403,0.07520850215914889,0.6459999999999998,True,1
standard,meet_x1,0.001970452194344571,0.003496543637026624,0.10983296414312703,0.029664452522365544,4.338992403183595,0.1841632464793781,1.0,0.005466995831371195,0.041369942884031494,0.06611782575534991,0.6459999999999998,True,1
standard,reach_x2,0.0011023881537224332,0.00020670032522532598,0.015754229947113715,0.01622043561856401,0.09748346924525453,0.795494072332998,1.0,0.0013090884789477592,0.04139187577167419,0.10027677652717788,0.6459999999999998,True,1
standard,meet_x1,0.08,0.45,0.06,0.025,0.64,0.75,1.0,0.53,0.04142185901327065,0.07843004333431068,0.6459999999999998,True,1
standard,reach_x2,1.7055614035857058,0.08291250428958505,0.5356729592638793,0.0004120151320557028,0.16734713653136524,1.7869629236559028,1.0,1.788473907875291,0.04143240563183933,0.06719455556519985,0.6459999999999998,True,1
standard,reach_x2,0.00014536469085768046,1.6479686227862527,0.00840881913248515,0.022515407788964624,2.363839650724416,0.9010743609388312,1.0,1.6481139874771102,0.04143284540785997,0.08841823057989269,0.6459999999999998,True,1
standard,reach_x2,0.00018893121443101183,0.00042956795891712626,0.023679530861578507,0.012951509796952752,0.014023592575709287,0.78308307777472,1.0,0.0006184991733481381,0.041447983752406235,0.11004884090241518,0.6459999999999998,True,1
standard,reach_x2,0.0035320288988866825,0.02851196515584593,1.7866694091531385,0.09823504546020351,1.4277529807384535,-0.5945560822277525,1.0,0.032043994054732614,0.04145003492028497,0.0824187198023975,0.6459999999999998,True,1
standard,reach_x2,0.007292064156081857,3.234612102258495,0.1050661194663355,0.06985669893872397,3.5161383628449516,-1.674993917125837,1.0,3.2419041664145767,0.04168738358381825,0.07377300412705255,0.6459999999999998,True,1
standard,reach_x2,1.2554155484484173,0.0005341920930035994,0.13081900610089817,0.0003498276599614613,0.051653014468899416,2.0036383197413237,1.0,1.2559497405414208,0.04176464350445429,0.08703261660823174,0.6459999999999998,True,1
standard,meet_x1,0.7365412922999417,0.6356031588767727,0.63998675205835,0.0001621863854353011,0.0339723004707552,-0.10072145794622056,1.0,1.3721444511767142,0.041875937422683966,0.06569338626325709,0.6459999999999998,True,1
standard,meet_x1,0.0011922872021957961,3.6341540816308107,0.0069993706796046655,0.030435033764958583,1.650648023821505,0.7898671630846863,1.0,3.6353463688330065,0.04199038094463372,0.07517981645621695,0.6459999999999998,True,1
standard,reach_x2,1.833875585897044,0.0008465359683643497,0.0835014285490177,0.002088038295002918,0.07199973103016392,-0.5671999845536622,1.0,1.8347221218654082,0.04214464674288831,0.06645328635101436,0.6459999999999998,True,1
standard,reach_x2,0.0004509407275744881,0.018999555433353847,0.009011520626347327,0.03588446766261722,1.0763604357057652,0.16571336072262088,1.0,0.019450496160928334,0.04217274308843621,0.06587254703995729,0.6459999999999998,True,1
standard,reach_x2,1.99180771337788,0.0060021289700244755,0.19656739159351772,0.00019726513491140756,0.1274126586948582,-1.663366277049412,1.0,1.9978098423479045,0.04219744363069755,0.06799922712334092,0.6459999999999998,True,1
standard,reach_x2,0.000999876527809599,0.0033075331036736383,0.017859403021147968,0.011137186440264396,0.02372867381278936,-1.021394355302436,1.0,0.004307409631483237,0.042212085528133866,0.0919991353038596,0.6459999999999998,True,1
standard,meet_x1,0.0790166752987572,0.008886343517170402,0.19235827705710026,0.0687868574143382,0.04857923408176748,-0.783027286548684,1.0,0.0879030188159276,0.04227159211084401,0.0712271729075662,0.6459999999999998,True,1
standard,meet_x1,0.0008921816501638584,0.0012423747191596178,1.3201231379356175,0.008080593691767779,0.03264177426949118,1.055485877831977,1.0,0.0021345563693234764,0.042295932552985645,0.09462496629576313,0.6459999999999998,True,1
standard,meet_x1,0.0039205623530283885,0.5793190180946817,1.7159097568638693,0.026437863311524867,4.218479289767907,-1.41329344059622,1.0,0.5832395804477101,0.04237177154141843,0.08443286498133024,0.6459999999999998,True,1
standard,reach_x2,0.003419981886320875,0.000136475771241486,0.2410686286563998,0.07050391099406834,2.293627303629154,-0.06846925498606282,1.0,0.003556457657562361,0.04244347494710544,0.06558146058793529,0.6459999999999998,True,1
standard,reach_x2,0.007215025326847167,0.8739528456087063,0.00868966369125996,0.04264287361537295,4.137337875909171,-0.31494118340471733,1.0,0.8811678709355535,0.04250064468534726,0.06634618950376828,0.6459999999999998,True,1
standard,reach_x2,0.0016400452305458668,0.014652384695676243,0.13692146795496649,0.006867418438961246,0.06174956410186879,1.6612388268557812,1.0,0.01629242992622211,0.042544192884277986,0.07589257179816823,0.6459999999999998,True,1
standard,reach_x2,0.01331652806374221,1.6037086884335823,1.3432691919428799,0.2779625209010875,0.1774885476478268,0.23708321669438703,1.0,1.6170252164973244,0.04254495148727383,0.070193661403166,0.6459999999999998,True,1
standard,meet_x1,0.15,0.45,0.1,0.04,0.64,0.35,1.0,0.6,0.04260874927873605,0.06666450610727083,0.6459999999999998,True,1
standard,meet_x1,0.0048367125805910864,0.01431921363418975,0.02756668451503073,0.11615039561952542,0.040673446143694204,-0.9108797697972193,1.0,0.019155926214780836,0.04268967421022592,0.07369548753513969,0.6459999999999998,True,1
standard,reach_x2,0.1436845440816673,0.08473070403525937,0.22558468915651828,0.010781176524500582,0.039464744313852794,2.4181822683283336,1.0,0.22841524811692668,0.04270033297238709,0.11912735888130337,0.6459999999999998,True,1
standard,meet_x1,0.015216801993217443,0.0003000514084938807,0.4147746428274709,0.00027070184219066116,0.03495087829480251,-0.897754507363282,1.0,0.015516853401711323,0.042712071693900205,0.07497984296673615,0.6459999999999998,True,1
standard,reach_x2,2.3254948579891312,0.03176856678204003,0.08209310325787043,0.10203213201756561,1.2040479713822374,1.1488354277319992,1.0,2.3572634247711712,0.04273057923456866,0.06738983569206344,0.6459999999999998,True,1
standard,meet_x1,0.003701613163470463,0.017186227226523982,0.10910990459571536,0.0011416230170977774,0.04028773751543117,-0.4510282550498985,1.0,0.020887840389994444,0.04273842903390155,0.06735587138006717,0.6459999999999998,True,1
standard,meet_x1,0.00035400243025037007,0.006940312390937058,0.3265747061162126,0.012043823856770554,0.021703801977607354,-1.0053754046845862,1.0,0.007294314821187428,0.042779822171518114,0.09617781699532812,0.6459999999999998,True,1
standard,reach_x2,0.0006,0.0006,1.2556479123954565,0.0007593924270789436,0.04975416899692402,-0.023863804533446446,1.0,0.0012,0.03777456961255417,0.08111346611454445,0.646,True,2
standard,reach_x2,0.00455860817318195,5.9332777877285325e-05,0.17091568345323033,0.0022618788743134543,0.21020630136414686,-0.04604015708749465,1.0,0.004617940951059236,0.03787596545228506,0.07093285117352843,0.6459999999999998,True,2
standard,reach_x2,1.5750126027449052,0.002187846972113169,1.6307100919457511,0.001163456829825442,0.011197345504694154,-0.016772588590329818,1.0,1.5772004497170184,0.037904086165117916,0.08099293880176926,0.6459999999999998,True,2
standard,reach_x2,0.08137101471865697,0.00683154264349703,0.6020888364191457,0.011649840131423147,3.677906062731122,-0.3980052885717127,1.0,0.088202557362154,0.037924258118860445,0.08221818280453726,0.6459999999999998,True,2
standard,reach_x2,2.595925772456243e-05,0.0010997235343998151,0.24849941302550707,0.005047782284539242,0.0720515705589507,0.22344864363000871,1.0,0.0011256827921243776,0.038031795224460804,0.08966979310539783,0.6459999999999998,True,2
standard,reach_x2,0.0009603963966175071,0.006566333724640528,0.2114186743693495,0.0033645523190393607,2.6385220900325326,0.14379963306147303,1.0,0.0075267301212580354,0.038059796886874435,0.09053577130268657,0.646,True,2
standard,reach_x2,0.20725739637450055,0.04587641439114356,0.14175736504433367,0.00145976473104538,1.2366728176328066,-0.08423353898930319,1.0,0.2531338107656441,0.038196451831033026,0.11003836570943579,0.6459999999999998,True,2
