group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_corrected_rmse_nm,median_support_nm,rmse_improvement_pct
straightish_abs_yaw_lt_0p05,35367,49,0.025841853669827997,0.0258337119690526,0.014403131442389798,0.014526946845358886,0.006082492,0.006364730352224572,0.000224911,0.00029805239785504235,0.03270670889053708,0.00048772750200145524,0.03150586981653604
straightish_forward_abs_yaw_lt_0p05_vf_ge_0p05,21746,47,0.024100230475114524,0.023877648063351242,0.012090499429458293,0.011924187463871966,0.005326237,0.005286253827097452,0.000309861,0.0003284152062974717,0.027078577318779926,0.000226327874345402,0.9235696396892006
low_speed_yaw_vf_lt_0p05_yaw_ge_0p2,19704,49,0.07350293824740096,0.0833147086672448,0.06093638546954933,0.06841489897197232,0.054369194499999995,0.05958466592823632,-0.007716965,-0.0071567235972544545,0.07321214397375835,0.01314302867848494,-13.348813875737514
low_speed_yaw_vf_lt_0p15_yaw_ge_0p5,20694,45,0.0728316980229981,0.08053945127084533,0.06032932463143907,0.06529022478714652,0.052169427500000004,0.05265347132433959,-0.003849287,-0.0026672360349562305,0.07973103532312224,0.010869976089531958,-10.582965188335091
high_forward_vf_ge_0p5,3120,35,0.0464149473391518,0.0463911851989457,0.027171509688461538,0.02710255514870849,0.0127547745,0.012706167918777664,0.0015737250000000002,0.001607707033460607,0.05949028161312617,7.58097877790835e-05,0.051195017054466246
high_speed_abs_vf_ge_0p7,144,17,0.08879277130149174,0.08881809574806976,0.055096948680555556,0.055125123157856525,0.0279539725,0.027976866518639242,-0.0061936149999999995,-0.006174154933775907,0.08951383184718434,6.29485438988921e-05,-0.028520842639351594
limiter_active,30265,43,0.07473562868724314,0.07940599663941589,0.06146764182725921,0.06429648363846992,0.053030135,0.05317404241419196,0.002856139,0.0028780998702661385,0.08267459605928548,0.0044151762731981835,-6.249185340659284
hardware_saturation_evidence,5017,24,0.06367306128234744,0.06470775914324524,0.05109065278532988,0.05172773006133812,0.043237809,0.04339569760815894,0.003758487,0.003465328192083618,0.06113297270736782,0.0023450099998631613,-1.6250166711941265
may4_latest_logs,5217,2,0.032157544166236535,0.032744811994813855,0.02518525240540541,0.025046887987807256,0.020284213,0.02005494955704469,0.005072003,0.003981178147028195,0.03174738989275636,0.00915443811637832,-1.8262210122186997
april_rows,87807,31,0.0371567051200026,0.03765837040955804,0.0238360699141868,0.024140371553911043,0.012086683,0.012250684235164878,0.000549932,0.0008557523060592311,0.03478117621777653,0.0012568420489131053,-1.350133947386448
