variant,round_index,run_label,method,interpretation,start_json,finish_json,objective_nm,optimizer_evaluations,convergence_status,bounds_json
standard,2,round2_seed06_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.04587641439114356, ""k1"": 0.20725739637450055, ""k3_radps"": 0.14175736504433367, ""load_exponent"": 1.0, ""rel_weight"": -0.08423353898930319, ""speed_fade_mps"": 1.2366728176328066, ""stribeck_speed_mps"": 0.00145976473104538}","{""delta_k"": 2.4000000000000004e-05, ""k1"": 2.4000000000000004e-05, ""k3_radps"": 0.6722408436718189, ""load_exponent"": 1.0, ""rel_weight"": -0.06614700840492818, ""speed_fade_mps"": 0.05787683426066636, ""stribeck_speed_mps"": 0.0015527033051886338}",0.03757831457140109,500,max_iterations,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed07_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.3211022658547, ""k1"": 0.0009746904128111827, ""k3_radps"": 0.018679781544181564, ""load_exponent"": 1.0, ""rel_weight"": 0.006408230678003335, ""speed_fade_mps"": 0.6509169491145169, ""stribeck_speed_mps"": 0.0009731462885971764}","{""delta_k"": 2.4000000000000004e-05, ""k1"": 2.4000000000000004e-05, ""k3_radps"": 0.37017664856984867, ""load_exponent"": 1.0, ""rel_weight"": 0.006408230678003335, ""speed_fade_mps"": 0.060305983686122416, ""stribeck_speed_mps"": 0.0002747293284255272}",0.03755831552957829,287,step_tolerance,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed08_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.0220710121922473, ""k1"": 0.00045340354155651747, ""k3_radps"": 0.5795480938438461, ""load_exponent"": 1.0, ""rel_weight"": -0.9563113505726673, ""speed_fade_mps"": 0.017610137659230394, ""stribeck_speed_mps"": 0.17923090229340677}","{""delta_k"": 0.00022639862503354236, ""k1"": 2.6939437874764145e-05, ""k3_radps"": 1.3277745993630425, ""load_exponent"": 1.0, ""rel_weight"": -0.7882282843226674, ""speed_fade_mps"": 0.015162280002041163, ""stribeck_speed_mps"": 0.21776243942801135}",0.03757287639609815,478,step_tolerance,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed09_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 3.9257215208319627, ""k1"": 0.001235763877837329, ""k3_radps"": 0.7458180241671288, ""load_exponent"": 1.0, ""rel_weight"": 1.6805372196607298, ""speed_fade_mps"": 0.10887921830118728, ""stribeck_speed_mps"": 0.050596877850988695}","{""delta_k"": 4.999999999999999, ""k1"": 2.6939437874764145e-05, ""k3_radps"": 1.3565465228501263, ""load_exponent"": 1.0, ""rel_weight"": 0.8667439784366402, ""speed_fade_mps"": 0.020492892160870715, ""stribeck_speed_mps"": 0.02042845844632791}",0.0375742724225286,634,max_iterations,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed10_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 1.6665563584305314, ""k1"": 0.08861979171775312, ""k3_radps"": 0.17022361690927815, ""load_exponent"": 1.0, ""rel_weight"": -0.3093263729434983, ""speed_fade_mps"": 0.01134794374159675, ""stribeck_speed_mps"": 0.004668975784087037}","{""delta_k"": 2.4000000000000004e-05, ""k1"": 2.4000000000000004e-05, ""k3_radps"": 1.1473633977201825, ""load_exponent"": 1.0, ""rel_weight"": 0.2846736270565018, ""speed_fade_mps"": 0.04910153111403176, ""stribeck_speed_mps"": 0.004232916058244936}",0.03757417621930145,270,step_tolerance,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed11_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 3.7251217684068023, ""k1"": 0.8323973562708059, ""k3_radps"": 0.4184361428280389, ""load_exponent"": 1.0, ""rel_weight"": -0.4581686451396574, ""speed_fade_mps"": 0.027529009998655075, ""stribeck_speed_mps"": 0.23200837615322614}","{""delta_k"": 8.167461913940663e-05, ""k1"": 2.4000000000000004e-05, ""k3_radps"": 1.2615799671734038, ""load_exponent"": 1.0, ""rel_weight"": 0.5896226351140557, ""speed_fade_mps"": 0.05416550540978381, ""stribeck_speed_mps"": 0.009784825632443525}",0.03757001565653598,524,step_tolerance,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed12_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.17653410179738827, ""k1"": 0.7632397000399512, ""k3_radps"": 0.8210170294402489, ""load_exponent"": 1.0, ""rel_weight"": 1.4246366796809236, ""speed_fade_mps"": 3.1906253063863277, ""stribeck_speed_mps"": 0.04623022339136091}","{""delta_k"": 0.011191551731218403, ""k1"": 2.6939437874764145e-05, ""k3_radps"": 1.2610223719818419, ""load_exponent"": 1.0, ""rel_weight"": 0.7219272546809234, ""speed_fade_mps"": 0.057364675689746195, ""stribeck_speed_mps"": 0.013620596672985789}",0.037573971626509335,327,max_iterations,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed13_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 3.047596724011756, ""k1"": 5.618274111600992e-05, ""k3_radps"": 0.9648301019488972, ""load_exponent"": 1.0, ""rel_weight"": 1.5804714955748072, ""speed_fade_mps"": 0.06096573900295988, ""stribeck_speed_mps"": 0.33538791510902816}","{""delta_k"": 4.999999999999999, ""k1"": 2.6939437874764145e-05, ""k3_radps"": 1.355075541677594, ""load_exponent"": 1.0, ""rel_weight"": 0.8658482301511161, ""speed_fade_mps"": 0.020394922900230556, ""stribeck_speed_mps"": 0.020325319854575606}",0.03757427079185524,501,step_tolerance,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed14_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.0005316686232128696, ""k1"": 1.3913934801491812, ""k3_radps"": 0.6670862181094405, ""load_exponent"": 1.0, ""rel_weight"": -1.550673966517608, ""speed_fade_mps"": 1.2585156537134607, ""stribeck_speed_mps"": 0.03741235601978445}","{""delta_k"": 4.999999999999999, ""k1"": 2.6939437874764145e-05, ""k3_radps"": 1.3544630256008445, ""load_exponent"": 1.0, ""rel_weight"": -0.8651703747303424, ""speed_fade_mps"": 0.020364288862927446, ""stribeck_speed_mps"": 0.020353757359177365}",0.03757427067627505,544,step_tolerance,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed15_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.0006275078352193324, ""k1"": 0.00011795733297249759, ""k3_radps"": 1.654713419817531, ""load_exponent"": 1.0, ""rel_weight"": -1.7963551207191237, ""speed_fade_mps"": 0.06745766255440662, ""stribeck_speed_mps"": 0.21065512089308855}","{""delta_k"": 3.151793294281291, ""k1"": 3.0203970969458287e-05, ""k3_radps"": 1.3068295454030416, ""load_exponent"": 1.0, ""rel_weight"": -0.7652839890722489, ""speed_fade_mps"": 0.058460685157067815, ""stribeck_speed_mps"": 0.013796198114498092}",0.03757444654263096,419,max_iterations,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed16_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.009292070962341841, ""k1"": 0.00014085813063856618, ""k3_radps"": 0.11599920951383033, ""load_exponent"": 1.0, ""rel_weight"": -0.2092897431927856, ""speed_fade_mps"": 2.1661586264759434, ""stribeck_speed_mps"": 0.003687868741789577}","{""delta_k"": 2.4000000000000004e-05, ""k1"": 2.4000000000000004e-05, ""k3_radps"": 1.1010241242452838, ""load_exponent"": 1.0, ""rel_weight"": -0.2092897431927856, ""speed_fade_mps"": 0.049653992464872274, ""stribeck_speed_mps"": 0.003046574638974024}",0.0375770441777604,272,step_tolerance,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,2,round2_seed17_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 3.93586265694665e-05, ""k1"": 0.0005709737770435827, ""k3_radps"": 0.6640847935375505, ""load_exponent"": 1.0, ""rel_weight"": -1.475259352133522, ""speed_fade_mps"": 0.054059928243953295, ""stribeck_speed_mps"": 0.1422648159505987}","{""delta_k"": 4.999999999999999, ""k1"": 2.6939437874764145e-05, ""k3_radps"": 1.3540642878164473, ""load_exponent"": 1.0, ""rel_weight"": -0.8645067031797447, ""speed_fade_mps"": 0.020353629600319584, ""stribeck_speed_mps"": 0.02026885593848622}",0.03757427061071769,378,step_tolerance,"{""delta_k"": [2.4e-05, 5.0], ""k1"": [2.4e-05, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed00_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.0006, ""k1"": 0.0006, ""k3_radps"": 1.2556479123954565, ""load_exponent"": 1.0, ""rel_weight"": -0.023863804533446446, ""speed_fade_mps"": 0.04975416899692402, ""stribeck_speed_mps"": 0.0007593924270789436}","{""delta_k"": 4.8e-06, ""k1"": 5.2497629401310495e-06, ""k3_radps"": 0.39957848130801804, ""load_exponent"": 1.0, ""rel_weight"": -0.018392629031673, ""speed_fade_mps"": 0.06106651614413577, ""stribeck_speed_mps"": 0.0007054955713298584}",0.03756119737010384,548,max_iterations,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed01_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.016945406519203506, ""k1"": 0.0797242652536661, ""k3_radps"": 1.6541558125856057, ""load_exponent"": 1.0, ""rel_weight"": -0.010345278211839393, ""speed_fade_mps"": 0.24793200962169215, ""stribeck_speed_mps"": 0.0004916871801571473}","{""delta_k"": 9.538464283430103e-06, ""k1"": 6.103337837732789e-06, ""k3_radps"": 0.3751744861061835, ""load_exponent"": 1.0, ""rel_weight"": -0.010345278211839393, ""speed_fade_mps"": 0.060488702340218026, ""stribeck_speed_mps"": 0.00043133163983859966}",0.03755906231875387,302,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed02_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.12333750086942634, ""k1"": 4.0835063638147436e-05, ""k3_radps"": 0.6517783811475744, ""load_exponent"": 1.0, ""rel_weight"": 0.049010271887679036, ""speed_fade_mps"": 1.3112849117898338, ""stribeck_speed_mps"": 0.002240194727197884}","{""delta_k"": 5.7323200749877284e-06, ""k1"": 4.8e-06, ""k3_radps"": 0.4179072558410074, ""load_exponent"": 1.0, ""rel_weight"": 0.022620379535022772, ""speed_fade_mps"": 0.061264288749020984, ""stribeck_speed_mps"": 0.0009120745040716576}",0.03756309550298948,563,max_iterations,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed03_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.3369867997674675, ""k1"": 0.02901478887722129, ""k3_radps"": 0.5787173039690325, ""load_exponent"": 1.0, ""rel_weight"": 0.14423912434198183, ""speed_fade_mps"": 0.016577511031396996, ""stribeck_speed_mps"": 0.00917122218897803}","{""delta_k"": 1.5662034528800585e-05, ""k1"": 4.8e-06, ""k3_radps"": 1.0739592907229054, ""load_exponent"": 1.0, ""rel_weight"": 0.17097666858649574, ""speed_fade_mps"": 0.051007912158016165, ""stribeck_speed_mps"": 0.0024878687590946624}",0.03757855293243009,580,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed04_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.9709941999181836, ""k1"": 0.003190191555549181, ""k3_radps"": 0.4407262812393936, ""load_exponent"": 1.0, ""rel_weight"": 0.34170235039681707, ""speed_fade_mps"": 0.04764135695048909, ""stribeck_speed_mps"": 0.005845981513526132}","{""delta_k"": 4.8e-06, ""k1"": 4.8e-06, ""k3_radps"": 1.1482071777298943, ""load_exponent"": 1.0, ""rel_weight"": 0.34170235039681707, ""speed_fade_mps"": 0.04918403165210987, ""stribeck_speed_mps"": 0.005098196270222673}",0.037572382286614366,200,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed05_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.0028337767451155657, ""k1"": 0.0003091230245112599, ""k3_radps"": 0.3553630021005688, ""load_exponent"": 1.0, ""rel_weight"": -0.3164829631947472, ""speed_fade_mps"": 0.07221153604746725, ""stribeck_speed_mps"": 0.006168215413623508}","{""delta_k"": 4.8e-06, ""k1"": 4.8e-06, ""k3_radps"": 1.1627756841243715, ""load_exponent"": 1.0, ""rel_weight"": -0.3164829631947472, ""speed_fade_mps"": 0.04918988122711149, ""stribeck_speed_mps"": 0.004749479090444655}",0.03757306267791655,220,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed06_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 3.5133103932216156e-05, ""k1"": 0.0025573151899657364, ""k3_radps"": 0.7947461833784546, ""load_exponent"": 1.0, ""rel_weight"": -0.055807587830213556, ""speed_fade_mps"": 0.03510626676917211, ""stribeck_speed_mps"": 0.012849157780238176}","{""delta_k"": 4.8e-06, ""k1"": 4.8e-06, ""k3_radps"": 0.41041767337297413, ""load_exponent"": 1.0, ""rel_weight"": 0.01995883567470834, ""speed_fade_mps"": 0.06112433601304205, ""stribeck_speed_mps"": 0.0008521511013219262}",0.03756249494986424,488,max_iterations,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed07_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.14167260172615653, ""k1"": 0.01024246401367798, ""k3_radps"": 0.5116552836731869, ""load_exponent"": 1.0, ""rel_weight"": 0.6487077863792692, ""speed_fade_mps"": 0.1476219376609227, ""stribeck_speed_mps"": 0.011130298140274143}","{""delta_k"": 1.918731096212924e-05, ""k1"": 8.382761502753708e-06, ""k3_radps"": 1.205252149218272, ""load_exponent"": 1.0, ""rel_weight"": -0.4312922136207309, ""speed_fade_mps"": 0.050766641999323424, ""stribeck_speed_mps"": 0.006707920665357705}",0.037570230311917995,285,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed08_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.009705184388564, ""k1"": 8.946651326130691e-05, ""k3_radps"": 0.36174208925889667, ""load_exponent"": 1.0, ""rel_weight"": 0.027312104054195707, ""speed_fade_mps"": 0.010728905244370208, ""stribeck_speed_mps"": 0.028453404909098323}","{""delta_k"": 5.462988128937043e-06, ""k1"": 8.368637059118176e-06, ""k3_radps"": 0.4032188058256154, ""load_exponent"": 1.0, ""rel_weight"": -0.019333224784214464, ""speed_fade_mps"": 0.06105058626713702, ""stribeck_speed_mps"": 0.0007624313207528162}",0.03756156272000169,661,max_iterations,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed09_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 8.609149318510147e-05, ""k1"": 0.001349122558462597, ""k3_radps"": 0.931935607683729, ""load_exponent"": 1.0, ""rel_weight"": -0.39006807712715386, ""speed_fade_mps"": 0.03224965831603448, ""stribeck_speed_mps"": 0.34513672299662623}","{""delta_k"": 1.918731096212924e-05, ""k1"": 1.180428934851955e-05, ""k3_radps"": 1.1943596379612411, ""load_exponent"": 1.0, ""rel_weight"": -0.39006807712715386, ""speed_fade_mps"": 0.05011996679439648, ""stribeck_speed_mps"": 0.005997307152442153}",0.03757100696267468,345,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed10_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.006549531940024263, ""k1"": 1.9496153072671025e-05, ""k3_radps"": 0.6028899582392279, ""load_exponent"": 1.0, ""rel_weight"": -0.22312112212298452, ""speed_fade_mps"": 0.022942588998623628, ""stribeck_speed_mps"": 0.4073689861620976}","{""delta_k"": 1.918731096212924e-05, ""k1"": 4.8e-06, ""k3_radps"": 1.1114131375249965, ""load_exponent"": 1.0, ""rel_weight"": -0.22312112212298452, ""speed_fade_mps"": 0.04942338184357863, ""stribeck_speed_mps"": 0.003261280385603998}",0.0375765117104307,242,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed11_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.08922039596849259, ""k1"": 0.0011983417037199342, ""k3_radps"": 1.196208486145497, ""load_exponent"": 1.0, ""rel_weight"": -0.32482973434324247, ""speed_fade_mps"": 0.5473936746710324, ""stribeck_speed_mps"": 0.03270852074293986}","{""delta_k"": 1.918731096212924e-05, ""k1"": 1.0485016443004034e-05, ""k3_radps"": 1.1597362166792067, ""load_exponent"": 1.0, ""rel_weight"": -0.32482973434324247, ""speed_fade_mps"": 0.04919201535831331, ""stribeck_speed_mps"": 0.004871619859444885}",0.03757278088858191,242,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed12_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 6.617211321060773e-06, ""k1"": 4.792264895748442e-05, ""k3_radps"": 0.7946023339825079, ""load_exponent"": 1.0, ""rel_weight"": -1.7117597557701647, ""speed_fade_mps"": 4.810850498797927, ""stribeck_speed_mps"": 0.034125257156854424}","{""delta_k"": 0.0003378189197460641, ""k1"": 4.8e-06, ""k3_radps"": 1.261754700803005, ""load_exponent"": 1.0, ""rel_weight"": -0.5913168253399894, ""speed_fade_mps"": 0.05420575095391963, ""stribeck_speed_mps"": 0.009819932316112497}",0.037570035277951906,405,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed13_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.00010262349560515354, ""k1"": 0.10112329875877664, ""k3_radps"": 0.007918011500596083, ""load_exponent"": 1.0, ""rel_weight"": -0.03519389237704473, ""speed_fade_mps"": 0.5546113983417842, ""stribeck_speed_mps"": 0.00261370462173673}","{""delta_k"": 8.473359363274088e-06, ""k1"": 7.74155338562267e-06, ""k3_radps"": 0.41391305333076966, ""load_exponent"": 1.0, ""rel_weight"": -0.0211768311741541, ""speed_fade_mps"": 0.06119141774093027, ""stribeck_speed_mps"": 0.0008906856505227936}",0.03756289048649552,582,max_iterations,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed14_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 0.16993034466320328, ""k1"": 0.3986422236055505, ""k3_radps"": 0.6063682644480911, ""load_exponent"": 1.0, ""rel_weight"": 1.2305156961421684, ""speed_fade_mps"": 0.03567384614028454, ""stribeck_speed_mps"": 0.004535353394598882}","{""delta_k"": 4.999999999999999, ""k1"": 5.475303848650728e-06, ""k3_radps"": 1.354467870662302, ""load_exponent"": 1.0, ""rel_weight"": 0.8650185540162815, ""speed_fade_mps"": 0.020375344617893098, ""stribeck_speed_mps"": 0.02028076152693569}",0.03757427041988389,387,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed15_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 1.4388929577796743, ""k1"": 1.1648874916745826e-05, ""k3_radps"": 0.14915194736236542, ""load_exponent"": 1.0, ""rel_weight"": 0.2938871311104405, ""speed_fade_mps"": 0.03344361175552426, ""stribeck_speed_mps"": 0.01319002596482194}","{""delta_k"": 1.918731096212924e-05, ""k1"": 4.863600967105773e-06, ""k3_radps"": 1.1539650884540105, ""load_exponent"": 1.0, ""rel_weight"": -0.30011286888955957, ""speed_fade_mps"": 0.04906834903082295, ""stribeck_speed_mps"": 0.0044865157833570745}",0.03757362906572409,380,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
standard,3,round3_seed16_reach_x2,bounded_coordinate_pattern_search,reach_x2,"{""delta_k"": 1.5208369126861327e-05, ""k1"": 0.0004322114980603628, ""k3_radps"": 0.11489366935955946, ""load_exponent"": 1.0, ""rel_weight"": 0.2427265221459427, ""speed_fade_mps"": 0.3920512658057576, ""stribeck_speed_mps"": 0.010573398533843268}","{""delta_k"": 1.918731096212924e-05, ""k1"": 4.8e-06, ""k3_radps"": 1.12198277058405, ""load_exponent"": 1.0, ""rel_weight"": 0.2427265221459427, ""speed_fade_mps"": 0.04911039950447823, ""stribeck_speed_mps"": 0.0035627483197709633}",0.037575749705074844,286,step_tolerance,"{""delta_k"": [4.8e-06, 5.0], ""k1"": [4.8e-06, 2.5], ""k3_radps"": [0.004, 2.0], ""load_exponent"": [0.0, 1.5], ""rel_weight"": [-3.0, 3.0], ""speed_fade_mps"": [0.01, 5.0], ""stribeck_speed_mps"": [0.00016, 0.65]}"
