variant,stage,interpretation,k1,k2,delta_k,k3_radps,stribeck_speed_mps,speed_fade_mps,rel_weight,load_exponent,sliding_nm,static_extra_nm,peak_nm,coarse_train_rmse_nm,train_weighted_rmse_nm,primary_rmse_nm,validation_rmse_nm,selected_log_rmse_nm,latest_rmse_nm,launch_extra_nm,launch_left_command,launch_right_command,launch_max_abs_command,launch_target_abs_error,gate_pass,gate_reason,objective
standard,continuous_optimizer,reach_x2,6.103337837732789e-06,1.564180212116289e-05,9.538464283430103e-06,0.3751744861061835,0.00043133163983859966,0.060488702340218026,-0.010345278211839393,1.0,0.014549299308528134,0.05740437315208693,0.07195367246061506,0.03755906231875387,0.03755906231875387,0.0362961405283782,0.055219589871545405,0.05542242057062858,0.032744811994813855,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03755906231875387
latest_weighted,continuous_optimizer,reach_x2,5.2497629401310495e-06,1.004976294013105e-05,4.8e-06,1.2425964758531518,0.0006649493134704142,0.04926763594190004,-0.019350084744483357,1.0,0.01969494717212864,0.05814547989942415,0.0778404270715528,0.036284606468097114,0.036284606468097114,0.036365900083606684,0.054975638438099425,0.055263304547434326,0.030977548187309675,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.036284606468097114
