candidate_id,trial_id,baseline_candidate_id,baseline_trial_id,split,source_log_count,bootstrap_iterations,observed_delta_vs_baseline,ci_low,ci_high,probability_candidate_better
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_094,baseline/current_holdover,baseline/current_holdover:fixed,held_out,1,500,-3.18712246166,-3.18712246166,-3.18712246166,1
candidate_2_stribeck,candidate_2_stribeck:trial_005,baseline/current_holdover,baseline/current_holdover:fixed,held_out,1,500,-3.14554454962,-3.14554454962,-3.14554454962,1
candidate_3_load_sensitive,candidate_3_load_sensitive:trial_003,baseline/current_holdover,baseline/current_holdover:fixed,held_out,1,500,-3.27044493197,-3.27044493197,-3.27044493197,1
