phase,candidate_id,trial_id,split,stage,log_parameter,count,accepted_count,finite_count,nonfinite_count,rms_nis,accepted_only_rms_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,rejected_count,rejected_rate
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,forward_accel_residual_tail,18,0,18,0,172.088201815,,1.73205080757,172.088201815,0,false,18,1
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,right_accel_residual_tail,18,18,18,0,0.242699729169,0.242699729169,1.73205080757,1.73205080757,1.4893510784,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,yaw_rate_residual_tail,18,18,18,0,26.812239884,26.812239884,1.73205080757,26.812239884,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,forward_accel_residual_tail,110,85,110,0,32.6009758231,15.9314744017,1.73205080757,32.6009758231,0,false,25,0.227272727273
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,right_accel_residual_tail,110,85,110,0,23.6127377716,15.956457174,1.73205080757,23.6127377716,0,false,25,0.227272727273
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,yaw_rate_residual_tail,110,110,110,0,19.5421377556,19.5421377556,1.73205080757,19.5421377556,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,forward_accel_residual_tail,48,19,48,0,131.518855232,7.52850104218,1.73205080757,131.518855232,0,false,29,0.604166666667
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,right_accel_residual_tail,48,48,48,0,0.0615448070742,0.0615448070742,1.73205080757,1.73205080757,1.67050600049,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,48,48,48,0,2.60041321949,2.60041321949,1.73205080757,2.60041321949,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,forward_accel_residual_tail,12,0,12,0,204.98333489,,1.73205080757,204.98333489,0,false,12,1
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,right_accel_residual_tail,12,12,12,0,4.78575101133,4.78575101133,1.73205080757,4.78575101133,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,yaw_rate_residual_tail,12,12,12,0,19.4554986878,19.4554986878,1.73205080757,19.4554986878,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,forward_accel_residual_tail,30,0,30,0,172.868822035,,1.73205080757,172.868822035,0,false,30,1
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,right_accel_residual_tail,30,30,30,0,0.332909986209,0.332909986209,1.73205080757,1.73205080757,1.39914082136,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,yaw_rate_residual_tail,30,30,30,0,247.939097945,247.939097945,1.73205080757,247.939097945,0,false,0,0
