phase,candidate_id,trial_id,split,stage,log_parameter,count,accepted_count,finite_count,nonfinite_count,rms_nis,accepted_only_rms_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,rejected_count,rejected_rate
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,forward_accel_residual_tail,28,5,28,0,256.978469997,21.1684656492,1.73205080757,256.978469997,0,false,23,0.821428571429
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,right_accel_residual_tail,28,3,28,0,590.572235595,19.7012902483,1.73205080757,590.572235595,0,false,25,0.892857142857
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,yaw_rate_residual_tail,28,28,28,0,500597.471738,500597.471738,1.73205080757,500597.471738,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,held_out,launch,forward_accel_residual_tail,18,0,18,0,219.632627984,,1.73205080757,219.632627984,0,false,18,1
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,held_out,launch,right_accel_residual_tail,18,18,18,0,0.793857084707,0.793857084707,1.73205080757,1.73205080757,0.938193722862,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,held_out,launch,yaw_rate_residual_tail,18,18,18,0,26.8163323181,26.8163323181,1.73205080757,26.8163323181,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,held_out,yaw_launch,forward_accel_residual_tail,110,93,110,0,21.2643447107,14.9740278359,1.73205080757,21.2643447107,0,false,17,0.154545454545
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,held_out,yaw_launch,right_accel_residual_tail,110,96,110,0,18.478585573,15.1215182665,1.73205080757,18.478585573,0,false,14,0.127272727273
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,held_out,yaw_launch,yaw_rate_residual_tail,110,110,110,0,20.1095677864,20.1095677864,1.73205080757,20.1095677864,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,SEC_20_LAUNCH,forward_accel_residual_tail,48,19,48,0,131.607738324,7.12623415742,1.73205080757,131.607738324,0,false,29,0.604166666667
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,SEC_20_LAUNCH,right_accel_residual_tail,48,48,48,0,0.0615289711535,0.0615289711535,1.73205080757,1.73205080757,1.67052183642,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,48,48,48,0,2.6005515162,2.6005515162,1.73205080757,2.6005515162,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,launch,forward_accel_residual_tail,12,0,12,0,246.178047184,,1.73205080757,246.178047184,0,false,12,1
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,launch,right_accel_residual_tail,12,12,12,0,1.45290351679,1.45290351679,1.73205080757,1.73205080757,0.279147290783,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,launch,yaw_rate_residual_tail,12,12,12,0,20.758703348,20.758703348,1.73205080757,20.758703348,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,mixed_launch,forward_accel_residual_tail,30,0,30,0,226.864289576,,1.73205080757,226.864289576,0,false,30,1
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,mixed_launch,right_accel_residual_tail,30,30,30,0,0.332909986209,0.332909986209,1.73205080757,1.73205080757,1.39914082136,true,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,mixed_launch,yaw_rate_residual_tail,30,30,30,0,247.939097945,247.939097945,1.73205080757,247.939097945,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,yaw_launch,forward_accel_residual_tail,28,8,28,0,215.054554083,19.3982592249,1.73205080757,215.054554083,0,false,20,0.714285714286
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,yaw_launch,right_accel_residual_tail,28,6,28,0,545.13421288,20.2614200215,1.73205080757,545.13421288,0,false,22,0.785714285714
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,yaw_launch,yaw_rate_residual_tail,28,28,28,0,503104.794497,503104.794497,1.73205080757,503104.794497,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,held_out,launch,forward_accel_residual_tail,18,0,18,0,465.673386153,,1.73205080757,465.673386153,0,false,18,1
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,held_out,launch,right_accel_residual_tail,18,18,18,0,4.24079992472,4.24079992472,1.73205080757,4.24079992472,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,held_out,launch,yaw_rate_residual_tail,18,18,18,0,26.8125662693,26.8125662693,1.73205080757,26.8125662693,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,held_out,yaw_launch,forward_accel_residual_tail,110,93,110,0,23.2084584459,14.2642392293,1.73205080757,23.2084584459,0,false,17,0.154545454545
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,held_out,yaw_launch,right_accel_residual_tail,110,96,110,0,18.3901120003,14.4642492725,1.73205080757,18.3901120003,0,false,14,0.127272727273
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,held_out,yaw_launch,yaw_rate_residual_tail,110,110,110,0,19.4436623632,19.4436623632,1.73205080757,19.4436623632,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,SEC_20_LAUNCH,forward_accel_residual_tail,48,19,48,0,298.768260651,6.9665517279,1.73205080757,298.768260651,0,false,29,0.604166666667
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,SEC_20_LAUNCH,right_accel_residual_tail,48,48,48,0,0.0630168520516,0.0630168520516,1.73205080757,1.73205080757,1.66903395552,true,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,48,48,48,0,2.60059145168,2.60059145168,1.73205080757,2.60059145168,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,launch,forward_accel_residual_tail,12,0,12,0,531.391824207,,1.73205080757,531.391824207,0,false,12,1
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,launch,right_accel_residual_tail,12,12,12,0,3.62657084848,3.62657084848,1.73205080757,3.62657084848,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,launch,yaw_rate_residual_tail,12,12,12,0,17.5794958878,17.5794958878,1.73205080757,17.5794958878,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,mixed_launch,forward_accel_residual_tail,30,0,30,0,531.023219862,,1.73205080757,531.023219862,0,false,30,1
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,mixed_launch,right_accel_residual_tail,30,30,30,0,0.332909986209,0.332909986209,1.73205080757,1.73205080757,1.39914082136,true,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,mixed_launch,yaw_rate_residual_tail,30,30,30,0,247.939097945,247.939097945,1.73205080757,247.939097945,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,yaw_launch,forward_accel_residual_tail,28,8,28,0,370.278137071,16.9939597438,1.73205080757,370.278137071,0,false,20,0.714285714286
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,yaw_launch,right_accel_residual_tail,28,8,28,0,726.801089259,20.3919866087,1.73205080757,726.801089259,0,false,20,0.714285714286
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:nominal,validation,yaw_launch,yaw_rate_residual_tail,28,28,28,0,495778.977984,495778.977984,1.73205080757,495778.977984,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,held_out,launch,forward_accel_residual_tail,18,0,18,0,800.236804362,,1.73205080757,800.236804362,0,false,18,1
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,held_out,launch,right_accel_residual_tail,18,18,18,0,2.501581811,2.501581811,1.73205080757,2.501581811,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,held_out,launch,yaw_rate_residual_tail,18,18,18,0,18.7152572093,18.7152572093,1.73205080757,18.7152572093,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,held_out,yaw_launch,forward_accel_residual_tail,110,97,110,0,20.1889218026,13.7552256217,1.73205080757,20.1889218026,0,false,13,0.118181818182
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,held_out,yaw_launch,right_accel_residual_tail,110,101,110,0,16.5535878109,14.0016696012,1.73205080757,16.5535878109,0,false,9,0.0818181818182
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,held_out,yaw_launch,yaw_rate_residual_tail,110,110,110,0,20.1893836862,20.1893836862,1.73205080757,20.1893836862,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,SEC_20_LAUNCH,forward_accel_residual_tail,48,19,48,0,494.432599043,7.0005678631,1.73205080757,494.432599043,0,false,29,0.604166666667
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,SEC_20_LAUNCH,right_accel_residual_tail,48,48,48,0,0.797156376339,0.797156376339,1.73205080757,1.73205080757,0.93489443123,true,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,48,48,48,0,2.68219999673,2.68219999673,1.73205080757,2.68219999673,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,launch,forward_accel_residual_tail,12,0,12,0,676.841137027,,1.73205080757,676.841137027,0,false,12,1
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,launch,right_accel_residual_tail,12,12,12,0,1.75018440541,1.75018440541,1.73205080757,1.75018440541,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,launch,yaw_rate_residual_tail,12,12,12,0,23.8156438814,23.8156438814,1.73205080757,23.8156438814,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,mixed_launch,forward_accel_residual_tail,30,0,30,0,1055.83793328,,1.73205080757,1055.83793328,0,false,30,1
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,mixed_launch,right_accel_residual_tail,30,30,30,0,0.332909986209,0.332909986209,1.73205080757,1.73205080757,1.39914082136,true,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,mixed_launch,yaw_rate_residual_tail,30,30,30,0,247.939097945,247.939097945,1.73205080757,247.939097945,0,false,0,0
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,yaw_launch,forward_accel_residual_tail,28,12,28,0,562.320305177,20.7619370095,1.73205080757,562.320305177,0,false,16,0.571428571429
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,yaw_launch,right_accel_residual_tail,28,9,28,0,971.018244214,19.2308645098,1.73205080757,971.018244214,0,false,19,0.678571428571
stress_full_rows,candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,yaw_launch,yaw_rate_residual_tail,28,28,28,0,487483.671501,487483.671501,1.73205080757,487483.671501,0,false,0,0
