segment_id,log_id,log_path,schema_kind,stage,family,section_id,section_name,phase_id,phase_name,primitive_id,primitive_name,direction_id,direction_name,speed_bin,speed_bin_label,repeat_index,slot_occurrence_index,parameter,test_value_kind,test_value,fan_duty_cycle,active_command_rows,observed_command_pair_mode,observed_command_pair_distinct_count,observed_command_magnitude_max,observed_command_magnitude_median,left_drive_command_min,left_drive_command_max,right_drive_command_min,right_drive_command_max,cmd_linear_mps_median,cmd_yaw_radps_median,segment_start_row_index,segment_end_row_index,segment_start_time_us,segment_end_time_us,segment_duration_s,active_start_row_index,active_end_row_index,active_start_time_us,active_end_time_us,start_criterion,end_criterion,end_reason,corruption_note
ofnis_000505,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,26,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,244,"[-0.23, -0.23]",1,0.23,0.23,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,0.0,0.0,29936,30558,41785142,42413969,0.628827,29937,30180,41786826,42032308,last row of preceding reliable stationary run; rows=279; row_index=29658..29936,first reliable stationary run after active command; rows=271; row_index=30288..30558,reliable_stationary,
ofnis_000506,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,27,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,247,"[0.23, 0.23]",1,0.23,0.23,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.0,0.0,30558,31179,42413969,43043008,0.629039,30559,30805,42414979,42663170,last row of preceding reliable stationary run; rows=271; row_index=30288..30558,first reliable stationary run after active command; rows=285; row_index=30895..31179,reliable_stationary,
ofnis_000507,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,28,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,244,"[-0.23, -0.23]",1,0.23,0.23,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,0.0,0.0,31179,31853,43043008,43724166,0.6811579999999999,31180,31423,43044641,43290108,last row of preceding reliable stationary run; rows=285; row_index=30895..31179,first reliable stationary run after active command; rows=300; row_index=31554..31853,reliable_stationary,
ofnis_000508,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,29,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,246,"[0.23, 0.23]",1,0.23,0.23,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.0,0.0,31853,32529,43724166,44408565,0.684399,31854,32099,43725179,43972383,last row of preceding reliable stationary run; rows=300; row_index=31554..31853,first reliable stationary run after active command; rows=284; row_index=32246..32529,reliable_stationary,
ofnis_000509,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,30,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,244,"[-0.23, -0.23]",1,0.23,0.23,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,0.0,0.0,32529,33205,44408565,45092991,0.684426,32530,32773,44410200,44655561,last row of preceding reliable stationary run; rows=284; row_index=32246..32529,first reliable stationary run after active command; rows=288; row_index=32918..33205,reliable_stationary,
ofnis_000510,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,31,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,246,"[0.23, 0.23]",1,0.23,0.23,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.0,0.0,33205,33878,45092991,45772197,0.679206,33206,33451,45093993,45341245,last row of preceding reliable stationary run; rows=288; row_index=32918..33205,first reliable stationary run after active command; rows=281; row_index=33598..33878,reliable_stationary,
ofnis_000511,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,32,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,246,"[-0.23, -0.23]",1,0.23,0.23,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,0.0,0.0,33878,34586,45772197,46491148,0.718951,33879,34124,45773206,46020588,last row of preceding reliable stationary run; rows=281; row_index=33598..33878,first reliable stationary run after active command; rows=317; row_index=34270..34586,reliable_stationary,
ofnis_000512,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,33,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,242,"[0.23, 0.23]",1,0.23,0.23,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.0,0.0,34586,35250,46491148,47163139,0.671991,34587,34828,46492626,46735670,last row of preceding reliable stationary run; rows=317; row_index=34270..34586,first reliable stationary run after active command; rows=264; row_index=34987..35250,reliable_stationary,
ofnis_000513,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,34,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,244,"[-0.23, -0.23]",1,0.23,0.23,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,0.0,0.0,35250,35951,47163139,47871637,0.708498,35251,35494,47164822,47410289,last row of preceding reliable stationary run; rows=264; row_index=34987..35250,first reliable stationary run after active command; rows=312; row_index=35640..35951,reliable_stationary,
ofnis_000514,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,35,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,247,"[0.23, 0.23]",1,0.23,0.23,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.0,0.0,35951,36615,47871637,48544102,0.672465,35952,36198,47872651,48120954,last row of preceding reliable stationary run; rows=312; row_index=35640..35951,first reliable stationary run after active command; rows=270; row_index=36346..36615,reliable_stationary,
ofnis_000515,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,36,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,244,"[-0.23, -0.23]",1,0.23,0.23,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,0.0,0.0,36615,37322,48544102,49260104,0.7160019999999999,36616,36859,48545739,48791123,last row of preceding reliable stationary run; rows=270; row_index=36346..36615,first reliable stationary run after active command; rows=315; row_index=37008..37322,reliable_stationary,
ofnis_000516,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,37,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,245,"[0.23, 0.23]",1,0.23,0.23,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.0,0.0,37322,38022,49260104,49967349,0.707245,37323,37567,49261791,49508016,last row of preceding reliable stationary run; rows=315; row_index=37008..37322,first reliable stationary run after active command; rows=311; row_index=37712..38022,reliable_stationary,
ofnis_000517,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,38,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,247,"[-0.23, -0.23]",1,0.23,0.23,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,0.0,0.0,38022,38728,49967349,50684362,0.717013,38023,38269,49968366,50216824,last row of preceding reliable stationary run; rows=311; row_index=37712..38022,first reliable stationary run after active command; rows=308; row_index=38421..38728,reliable_stationary,
ofnis_000518,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,39,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,242,"[0.23, 0.23]",1,0.23,0.23,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.0,0.0,38728,39397,50684362,51360137,0.675775,38729,38970,50685999,50929151,last row of preceding reliable stationary run; rows=308; row_index=38421..38728,first reliable stationary run after active command; rows=285; row_index=39113..39397,reliable_stationary,
ofnis_000519,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,40,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,0.800000011920929,246,"[-0.23, -0.23]",1,0.23,0.23,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,-0.23000000417232513,0.0,0.0,39397,40095,51360137,52067498,0.707361,39398,39643,51361145,51608530,last row of preceding reliable stationary run; rows=285; row_index=39113..39397,first reliable stationary run after active command; rows=309; row_index=39787..40095,reliable_stationary,
ofnis_000520,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,41,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,244,"[0.26, 0.26]",1,0.26,0.26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.0,0.0,40095,40836,52067498,52816161,0.748663,40096,40339,52069137,52314179,last row of preceding reliable stationary run; rows=309; row_index=39787..40095,first reliable stationary run after active command; rows=272; row_index=40565..40836,reliable_stationary,
ofnis_000521,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,42,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,246,"[-0.26, -0.26]",1,0.26,0.26,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,0.0,0.0,40836,41506,52816161,53493110,0.676949,40837,41082,52817172,53065170,last row of preceding reliable stationary run; rows=272; row_index=40565..40836,first reliable stationary run after active command; rows=276; row_index=41231..41506,reliable_stationary,
ofnis_000522,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,43,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,247,"[0.26, 0.26]",1,0.26,0.26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.0,0.0,41506,42250,53493110,54246130,0.7530199999999999,41507,41753,53494121,53742268,last row of preceding reliable stationary run; rows=276; row_index=41231..41506,first reliable stationary run after active command; rows=303; row_index=41948..42250,reliable_stationary,
ofnis_000523,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,44,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,244,"[-0.26, -0.26]",1,0.26,0.26,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,0.0,0.0,42250,42911,54246130,54914930,0.6688,42251,42494,54247133,54492571,last row of preceding reliable stationary run; rows=303; row_index=41948..42250,first reliable stationary run after active command; rows=260; row_index=42652..42911,reliable_stationary,
ofnis_000524,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,45,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,245,"[0.26, 0.26]",1,0.26,0.26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.0,0.0,42911,43669,54914930,55680357,0.765427,42912,43156,54916413,55162623,last row of preceding reliable stationary run; rows=260; row_index=42652..42911,first reliable stationary run after active command; rows=328; row_index=43342..43669,reliable_stationary,
ofnis_000525,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,46,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,247,"[-0.26, -0.26]",1,0.26,0.26,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,0.0,0.0,43669,44337,55680357,56356776,0.676419,43670,43916,55681366,55929803,last row of preceding reliable stationary run; rows=328; row_index=43342..43669,first reliable stationary run after active command; rows=256; row_index=44082..44337,reliable_stationary,
ofnis_000526,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,47,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,244,"[0.26, 0.26]",1,0.26,0.26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.0,0.0,44337,45080,56356776,57107375,0.750599,44338,44581,56358461,56603625,last row of preceding reliable stationary run; rows=256; row_index=44082..44337,first reliable stationary run after active command; rows=309; row_index=44772..45080,reliable_stationary,
ofnis_000527,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,48,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,247,"[-0.26, -0.26]",1,0.26,0.26,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,0.0,0.0,45080,45767,57107375,57803679,0.6963039999999999,45081,45327,57108386,57356874,last row of preceding reliable stationary run; rows=309; row_index=44772..45080,first reliable stationary run after active command; rows=277; row_index=45491..45767,reliable_stationary,
ofnis_000528,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,49,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,243,"[0.26, 0.26]",1,0.26,0.26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.0,0.0,45767,46462,57803679,58507314,0.703635,45768,46010,57805324,58049483,last row of preceding reliable stationary run; rows=277; row_index=45491..45767,first reliable stationary run after active command; rows=253; row_index=46210..46462,reliable_stationary,
ofnis_000529,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,50,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,244,"[-0.26, -0.26]",1,0.26,0.26,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,0.0,0.0,46462,47136,58507314,59188392,0.681078,46463,46706,58508966,58754330,last row of preceding reliable stationary run; rows=253; row_index=46210..46462,first reliable stationary run after active command; rows=274; row_index=46863..47136,reliable_stationary,
ofnis_000530,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,51,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,247,"[0.26, 0.26]",1,0.26,0.26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.0,0.0,47136,47828,59188392,59888932,0.7005399999999999,47137,47383,59189403,59437664,last row of preceding reliable stationary run; rows=274; row_index=46863..47136,first reliable stationary run after active command; rows=265; row_index=47564..47828,reliable_stationary,
ofnis_000531,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,52,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,244,"[-0.26, -0.26]",1,0.26,0.26,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,0.0,0.0,47828,48498,59888932,60569727,0.6807949999999999,47829,48072,59890618,60136059,last row of preceding reliable stationary run; rows=265; row_index=47564..47828,first reliable stationary run after active command; rows=262; row_index=48237..48498,reliable_stationary,
ofnis_000532,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,53,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,242,"[0.26, 0.26]",1,0.26,0.26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.0,0.0,48498,49225,60569727,61304212,0.7344849999999999,48499,48740,60571367,60814638,last row of preceding reliable stationary run; rows=262; row_index=48237..48498,first reliable stationary run after active command; rows=297; row_index=48929..49225,reliable_stationary,
ofnis_000533,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,54,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,246,"[-0.26, -0.26]",1,0.26,0.26,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,0.0,0.0,49225,49896,61304212,61984177,0.6799649999999999,49226,49471,61305223,61552555,last row of preceding reliable stationary run; rows=297; row_index=48929..49225,first reliable stationary run after active command; rows=263; row_index=49634..49896,reliable_stationary,
ofnis_000534,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,55,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,244,"[0.26, 0.26]",1,0.26,0.26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.0,0.0,49896,50598,61984177,62693350,0.7091729999999999,49897,50140,61985861,62231151,last row of preceding reliable stationary run; rows=263; row_index=49634..49896,first reliable stationary run after active command; rows=269; row_index=50330..50598,reliable_stationary,
ofnis_000535,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,56,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,247,"[-0.26, -0.26]",1,0.26,0.26,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,0.0,0.0,50598,51289,62693350,63393408,0.700058,50599,50845,62694362,62942839,last row of preceding reliable stationary run; rows=269; row_index=50330..50598,first reliable stationary run after active command; rows=274; row_index=51016..51289,reliable_stationary,
ofnis_000536,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,57,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,244,"[0.26, 0.26]",1,0.26,0.26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.0,0.0,51289,52016,63393408,64128723,0.7353149999999999,51290,51533,63394410,63639544,last row of preceding reliable stationary run; rows=274; row_index=51016..51289,first reliable stationary run after active command; rows=286; row_index=51731..52016,reliable_stationary,
ofnis_000537,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,58,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,244,"[-0.26, -0.26]",1,0.26,0.26,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,0.0,0.0,52016,52748,64128723,64868402,0.739679,52017,52260,64130256,64375691,last row of preceding reliable stationary run; rows=286; row_index=51731..52016,first reliable stationary run after active command; rows=320; row_index=52429..52748,reliable_stationary,
ofnis_000538,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,59,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,247,"[0.26, 0.26]",1,0.26,0.26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.0,0.0,52748,53481,64868402,65610721,0.742319,52749,52995,64869410,65117673,last row of preceding reliable stationary run; rows=320; row_index=52429..52748,first reliable stationary run after active command; rows=296; row_index=53186..53481,reliable_stationary,
ofnis_000539,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,60,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,0.800000011920929,244,"[-0.26, -0.26]",1,0.26,0.26,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,-0.25999999046325684,0.0,0.0,53481,54153,65610721,66293941,0.6832199999999999,53482,53725,65612407,65857926,last row of preceding reliable stationary run; rows=296; row_index=53186..53481,first reliable stationary run after active command; rows=265; row_index=53889..54153,reliable_stationary,
ofnis_000540,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,1,POSITIVE,0.0,NONE,61,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.29,0.800000011920929,242,"[0.29, 0.29]",1,0.29,0.29,0.28999999165534973,0.28999999165534973,0.28999999165534973,0.28999999165534973,0.0,0.0,54153,54892,66293941,67040469,0.746528,54154,54395,66295584,66538804,last row of preceding reliable stationary run; rows=265; row_index=53889..54153,first reliable stationary run after active command; rows=270; row_index=54623..54892,reliable_stationary,
ofnis_000541,mmlog_decode_2026-04-12_20-14-49,TestResults/mmlog_decode_2026-04-12_20-14-49/open_floor_main.csv,legacy_section_phase,SEC_20_LAUNCH,launch,2,SEC_20_LAUNCH,2,launch_pulse,3,OPEN_LOOP_LAUNCH,2,NEGATIVE,0.0,NONE,62,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.29,0.800000011920929,247,"[-0.29, -0.29]",1,0.29,0.29,-0.28999999165534973,-0.28999999165534973,-0.28999999165534973,-0.28999999165534973,0.0,0.0,54892,55662,67040469,67820175,0.779706,54893,55139,67041479,67289870,last row of preceding reliable stationary run; rows=270; row_index=54623..54892,first reliable stationary run after active command; rows=282; row_index=55381..55662,reliable_stationary,
