objective,rank,objective_score,label,source,tool_score,tool_failed,oscillation_flagged,acceptance_blocked,velocity_kp,velocity_kd,heading_kp,heading_kd,yawrate_kp,yawrate_kd,launch_saturation_max,broad_saturation_max,yaw_launch_final_error_radps,yaw_launch_step_rms_norm,yaw_launch_late_rms_norm,yaw_launch_overshoot_percent,heading_final_error_rad,heading_step_rms_norm,heading_late_rms_norm,heading_overshoot_percent,forward_brake_overshoot_percent,max_scenario_overshoot_percent,maneuver_tracking_mean,smooth_blockers,failed_scenario_count,nonfinite_scenario_count,combined_turn_failed,combined_heading_failed,launch_with_saturation,launch_without_saturation,nonlaunch_with_saturation,nonlaunch_without_saturation,balanced
launch_without_saturation,14,182.33000034662481,manual_grid_h1200_d80_y10,manual_low_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,10.0,5.0,0.0,1.0,7.683208942,0.8577318113333333,0.8536898824444444,0.0,0.3032319546,0.0,0.0,1195.8287580474246,0.00568934047,1195.8287580474246,10.581367059647059,0,2,2,True,True,1000193.8210632701,182.33000034662481,577071.1710454184,1578066.1710454184,1000335.0037246057
launch_without_saturation,15,185.53718002889542,manual_grid_h600_d80_y10,manual_low_authority_grid,,True,True,False,5.5,0.01,600.0,80.0,10.0,5.0,0.0,1.0,7.683208942,0.8577318113333333,0.8536898824444444,0.0,1.765268803,0.0,0.0,1108.1523541686747,0.00568934047,1108.1523541686747,10.864473045117647,0,2,2,True,True,1000201.697459483,185.53718002889542,556282.8916067088,1557277.8916067088,1000456.4963682452
launch_without_saturation,16,187.26562011986013,manual_grid_h0_d0_y10,manual_low_authority_grid,,True,True,False,5.5,0.01,0.0,0.0,10.0,5.0,0.0,0.9797979593,7.683208942,0.8577318113333333,0.8536898824444444,0.0,-0.2617993951,0.0,0.2617993951,0.0,0.00568934047,0.00568934047,15.599851951882352,0,1,1,True,False,1000203.650870257,187.26562011986013,10000968.952524263,10001943.851493767,11000409.560633238
launch_without_saturation,17,188.94725376713072,manual_grid_h300_d40_y10,manual_low_authority_grid,,True,True,False,5.5,0.01,300.0,40.0,10.0,5.0,0.0,0.9898989797,7.683208942,0.8577318113333333,0.8536898824444444,0.0,2.445829391,0.0,0.0,1161.7138763205644,0.00568934047,1161.7138763205644,12.913425607352941,0,2,2,True,True,1000209.1981675475,188.94725376713072,399761.42977236747,400746.37925716897,1000542.512333845
launch_without_saturation,18,189.43629324801307,manual_grid_h300_d80_y10,manual_low_authority_grid,,True,True,False,5.5,0.01,300.0,80.0,10.0,5.0,0.0,0.9897959232,7.683208942,0.8577318113333333,0.8536898824444444,0.0,-2.723093033,0.0,0.0,1119.228370592977,0.00568934047,1119.228370592977,12.847937804235293,0,2,2,True,True,1000210.4535101512,189.43629324801307,561616.8555283889,562601.7024719728,1000563.6332535751
launch_without_saturation,19,192.10936745366013,manual_grid_h100_d20_y10,manual_low_authority_grid,,True,True,False,5.5,0.01,100.0,20.0,10.0,5.0,0.0,0.9797979593,7.683208942,0.8577318113333333,0.8536898824444444,0.0,3.015626907,0.0,0.0,1172.9478071662666,0.00568934047,1172.9478071662666,14.935944261882353,0,2,2,True,True,1000216.0921924366,192.10936745366013,10317310.014755527,10318284.91372503,11000619.24431115
launch_without_saturation,20,193.00887227842483,manual_grid_h50_d0_y10,manual_low_authority_grid,,True,True,False,5.5,0.01,50.0,0.0,10.0,5.0,0.0,0.9797979593,7.683208942,0.8577318113333333,0.8536898824444444,0.0,2.828890324,0.0,0.0,1199.8788777950083,0.00568934047,1199.8788777950083,16.208922252647056,0,2,2,True,True,1000217.7044655031,193.00887227842483,10256770.210500121,10257745.109469624,11000624.673032362
launch_without_saturation,21,199.00141589716995,manual_grid_h600_d80_y5,manual_low_authority_grid,,True,True,False,5.5,0.01,600.0,80.0,5.0,5.0,0.0,1.0,8.283842087,0.9226729345555555,0.9204268985555556,0.0,1.913324952,0.0,0.0,1108.9052229823124,0.00568934047,1108.9052229823124,10.864782682058824,0,2,2,True,True,1000215.6061734352,199.00141589716995,537629.0233035099,1538624.02330351,1000469.9693424369
launch_without_saturation,22,200.9702177590523,manual_grid_h1200_d80_y5,manual_low_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,5.0,5.0,0.0,1.0,8.283842087,0.9226729345555555,0.9204268985555556,0.0,-3.033914328,0.0,0.0,1195.1200574030663,0.00568958494,1195.1200574030663,10.592405791941175,0,2,2,True,True,1000220.664366535,200.9702177590523,541778.5179927679,1542773.517992768,1000555.2584622749
launch_without_saturation,23,201.00632749095817,manual_grid_h0_d0_y5,manual_low_authority_grid,,True,True,False,5.5,0.01,0.0,0.0,5.0,5.0,0.0,0.9696969986,8.283842087,0.9226729345555555,0.9204268985555556,0.0,-0.2617993951,0.0,0.2617993951,0.0,0.00568934047,0.00568934047,16.17274538964706,0,1,1,True,False,1000217.9644710659,201.00632749095817,10000979.538806956,10001944.387320563,11000419.138341038
launch_without_saturation,24,202.2015215002876,manual_grid_h300_d40_y5,manual_low_authority_grid,,True,True,False,5.5,0.01,300.0,40.0,5.0,5.0,0.0,0.9897959232,8.283842087,0.9226729345555555,0.9204268985555556,0.0,-2.46711874,0.0,0.0,1197.7752709482866,0.00568934047,1197.7752709482866,12.95730070917647,0,2,2,True,True,1000222.5601784295,202.2015215002876,380802.4257242539,381787.2726678379,1000546.5286446947
launch_without_saturation,25,202.23665309734642,manual_grid_h300_d80_y5,manual_low_authority_grid,,True,True,False,5.5,0.01,300.0,80.0,5.0,5.0,0.0,0.9897959232,8.283842087,0.9226729345555555,0.9204268985555556,0.0,-2.555593491,0.0,0.0,1168.1766922462994,0.00568934047,1168.1766922462994,12.815482804235295,0,2,2,True,True,1000222.7189163746,202.23665309734642,541697.7830522452,542682.6299958291,1000551.3375382957
launch_without_saturation,26,204.63658383875818,manual_grid_h100_d20_y5,manual_low_authority_grid,,True,True,False,5.5,0.01,100.0,20.0,5.0,5.0,0.0,0.9797979593,8.283842087,0.9226729345555555,0.9204268985555556,0.0,2.679059505,0.0,0.0,1182.6854709948107,0.00568934047,1182.6854709948107,14.968481517647058,0,2,2,True,True,1000227.6422438713,204.63658383875818,10305747.926259186,10306722.825228691,11000594.463043163
launch_without_saturation,27,206.77834919264055,manual_grid_h50_d0_y5,manual_low_authority_grid,,True,True,False,5.5,0.01,50.0,0.0,5.0,5.0,0.0,0.9696969986,8.283842087,0.9226729345555555,0.9204268985555556,0.0,-2.998795986,0.0,0.0,1116.3969385351725,0.00568934047,1116.3969385351725,16.470773909529413,0,2,2,True,True,1000232.2455110601,206.77834919264055,10246091.308320118,10247056.156833725,11000642.86652463
launch_without_saturation,28,207.75391505070584,manual_grid_h1200_d80_y2,manual_low_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,2.0,5.0,0.0,1.0,8.696457863,0.967127610111111,0.9662730958888888,0.0,-1.901146412,0.0,0.0,1195.2570256339754,0.00568934047,1195.2570256339754,10.611551626705882,0,2,2,True,True,1000224.0689059134,207.75391505070584,530775.4581946913,1531770.4581946912,1000466.05472924
launch_without_saturation,29,208.735614095647,manual_grid_h600_d80_y2,manual_low_authority_grid,,True,True,False,5.5,0.01,600.0,80.0,2.0,5.0,0.0,1.0,8.696457863,0.967127610111111,0.9662730958888888,0.0,2.259099483,0.0,0.0,1109.3881629828104,0.00568934047,1109.3881629828104,10.87734452964706,0,2,2,True,True,1000226.3902570743,208.735614095647,524550.9926228242,1525545.9926228242,1000498.9436613672
launch_without_saturation,30,209.14626434005876,manual_grid_h300_d80_y2,manual_low_authority_grid,,True,True,False,5.5,0.01,300.0,80.0,2.0,5.0,0.0,0.9897959232,8.696457863,0.967127610111111,0.9662730958888888,0.0,-1.499185085,0.0,0.0,1166.351848075756,0.00568934047,1166.351848075756,12.807823570058824,0,2,2,True,True,1000226.4516431651,209.14626434005876,536716.5193137276,537701.3662573115,1000467.8136849577
launch_without_saturation,31,210.39003556561173,manual_grid_h0_d0_y2,manual_low_authority_grid,,True,True,False,5.5,0.01,0.0,0.0,2.0,5.0,0.0,0.9700000286,8.696457863,0.967127610111111,0.9662730958888888,0.0,-0.2617993951,0.0,0.2617993951,0.0,0.00568934047,0.00568934047,16.526366175411766,0,1,1,True,False,1000227.7017999263,210.39003556561173,10000986.127769627,10001951.277798085,11000425.9440041
launch_without_saturation,32,211.07701315870585,manual_grid_h300_d40_y2,manual_low_authority_grid,,True,True,False,5.5,0.01,300.0,40.0,2.0,5.0,0.0,0.9898989797,8.696457863,0.967127610111111,0.9662730958888888,0.0,2.378661156,0.0,0.0,1169.910012141201,0.00568934047,1169.910012141201,12.979620246705883,0,2,2,True,True,1000231.1926168734,211.07701315870585,363877.20786906977,364862.15735387127,1000540.932884244
launch_without_saturation,33,212.82195254737255,manual_grid_h1200_d80_y1,manual_low_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,1.0,5.0,0.0,1.0,8.844973564,0.9831431482222222,0.9827748404444444,0.0,2.804682255,0.0,0.0,1195.3025601165723,0.00568934047,1195.3025601165723,10.620789170705883,0,2,2,True,True,1000231.8567884831,212.82195254737255,524222.4298482138,1525217.4298482137,1000538.8857858368
launch_without_saturation,34,213.30878894160784,manual_grid_h600_d80_y1,manual_low_authority_grid,,True,True,False,5.5,0.01,600.0,80.0,1.0,5.0,0.0,1.0,8.844973564,0.9831431482222222,0.9827748404444444,0.0,-2.917829037,0.0,0.0,1192.0039432512806,0.00568934047,1192.0039432512806,10.881332000941176,0,2,2,True,True,1000232.9436080535,213.30878894160784,523302.970766118,1524297.9707661178,1000552.1062136806
launch_without_saturation,35,213.67933160552937,manual_grid_h100_d20_y2,manual_low_authority_grid,,True,True,False,5.5,0.01,100.0,20.0,2.0,5.0,0.0,0.9797979593,8.696457863,0.967127610111111,0.9662730958888888,0.0,-2.621598482,0.0,0.0,1198.2164098590767,0.00568934047,1198.2164098590767,15.09606404152941,0,2,2,True,True,1000236.6401910931,213.67933160552937,10300662.431899555,10301637.330869058,11000593.018848592
launch_without_saturation,36,213.72540646180784,manual_grid_h0_d0_y1,manual_low_authority_grid,,True,True,False,5.5,0.01,0.0,0.0,1.0,5.0,0.0,0.9696969986,8.844973564,0.9831431482222222,0.9827748404444444,0.0,-0.2617993951,0.0,0.2617993951,0.0,0.00568934047,0.00568934047,16.610008804941177,0,1,1,True,False,1000231.120813452,213.72540646180784,10000987.711899498,10001952.560413105,11000427.646311024
launch_without_saturation,37,213.95722687205878,manual_grid_h50_d0_y2,manual_low_authority_grid,,True,True,False,5.5,0.01,50.0,0.0,2.0,5.0,0.0,0.9700000286,8.696457863,0.967127610111111,0.9662730958888888,0.0,-1.982652664,0.0,0.0,1179.5259163301255,0.00568934047,1179.5259163301255,16.651850944058822,0,2,2,True,True,1000236.5570358081,213.95722687205878,10245219.799845107,10246184.949873563,11000565.62002191
launch_without_saturation,38,214.85377578384313,manual_grid_h300_d40_y1,manual_low_authority_grid,,True,True,False,5.5,0.01,300.0,40.0,1.0,5.0,0.0,0.9898989797,8.844973564,0.9831431482222222,0.9827748404444444,0.0,2.631111622,0.0,0.0,1171.53350252336,0.00568934047,1171.53350252336,12.999753673176471,0,2,2,True,True,1000235.746864323,214.85377578384313,363888.78950291674,364873.73898771824,1000561.8514448004
launch_without_saturation,39,215.42344547907842,manual_grid_h300_d80_y1,manual_low_authority_grid,,True,True,False,5.5,0.01,300.0,80.0,1.0,5.0,0.0,0.9898989797,8.844973564,0.9831431482222222,0.9827748404444444,0.0,-3.01462841,0.0,0.0,1149.5643364074374,0.00568934047,1149.5643364074374,12.802389792411766,0,2,2,True,True,1000237.2697205015,215.42344547907842,524537.8240217031,525522.7735065046,1000589.3749657482
launch_without_saturation,40,215.85133128519607,manual_grid_h100_d20_y1,manual_low_authority_grid,,True,True,False,5.5,0.01,100.0,20.0,1.0,5.0,0.0,0.9800000191,8.844973564,0.9831431482222222,0.9827748404444444,0.0,2.05115056,0.0,0.0,1178.620961985561,0.00568934047,1178.620961985561,15.157231298529412,0,2,2,True,True,1000237.1620142637,215.85133128519607,10286341.89936401,10287316.999383016,11000548.786326574
launch_without_saturation,41,217.20365415860783,manual_grid_h50_d0_y1,manual_low_authority_grid,,True,True,False,5.5,0.01,50.0,0.0,1.0,5.0,0.0,0.9700000286,8.844973564,0.9831431482222222,0.9827748404444444,0.0,1.956245422,0.0,0.0,1161.4964942292947,0.00568934047,1161.4964942292947,16.69936444794118,0,2,2,True,True,1000239.7717548725,217.20365415860783,10235020.672274107,10235985.822302565,11000564.668047065
launch_without_saturation,42,1000158.3799582301,manual_authority_h1200_d0_y122,manual_authority_grid,450887.8422,True,True,False,5.5,0.01,1200.0,0.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-0.7186927795,0.0,0.0,1193.6951889465997,0.00568934047,1193.6951889465997,10.539227182176472,0,2,2,True,True,171.07526375074184,1000158.3799582301,711048.2279418593,1712543.2279418593,364.51506887482356
launch_without_saturation,43,1000159.8124879748,manual_authority_h600_d80_y122,manual_authority_grid,451050.0463,True,True,False,5.5,0.01,600.0,80.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-0.9719874859,0.0,0.0,1193.6012968274426,0.00568934047,1193.6012968274426,11.465167514058823,0,2,2,True,True,174.19361794650655,1000159.8124879748,1061181.0194336253,2062676.0194336253,399.59369069694117
launch_without_saturation,44,1000160.0984194403,manual_grid_h1200_d80_y48,manual_low_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,48.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-1.58154726,0.0,0.0,1193.5205185659345,0.00568934047,1193.5205185659345,10.531979431411765,0,2,2,True,True,175.37504065171245,1000160.0984194403,735752.8039048854,1737247.8039048854,433.42746330258825
launch_without_saturation,45,1000160.162024478,compact_prior_broad,manual_review_anchor,,True,True,False,5.5,0.01,600.0,80.0,48.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.391984701,0.0,0.0,1196.8056571724294,0.00568958494,1196.8056571724294,10.974709587058824,0,2,2,True,True,175.31268816800656,1000160.162024478,721436.3479151672,1722931.3479151672,425.3461410729412
launch_without_saturation,46,1000160.2086049501,manual_authority_h1200_d0_y100,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,0.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.625470638,0.0,0.0,1194.4904050696946,0.00568958494,1194.4904050696946,10.554318185235294,0,2,2,True,True,175.6393350493595,1000160.2086049501,595525.3658602943,1597020.3658602943,437.2987536037647
launch_without_saturation,47,1000160.5634855159,manual_authority_h600_d80_y126,manual_authority_grid,,True,True,False,5.5,0.01,600.0,80.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-1.33377409,0.0,0.0,1193.4950188889875,0.00568934047,1193.4950188889875,11.492591847,0,2,2,True,True,176.05739963288892,1000160.5634855159,1084615.400200766,2086110.400200766,428.975408352
launch_without_saturation,48,1000160.615277192,manual_grid_h1200_d80_y60,manual_low_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,60.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-1.843389511,0.0,0.0,1193.177096458463,0.00568934047,1193.177096458463,10.525152681058824,0,2,2,True,True,176.67059840600655,1000160.615277192,781417.140277659,1782912.140277659,454.2656153769412
launch_without_saturation,49,1000160.657768115,low_saturation_rank_7,pdtuning_search_low_saturation.json,451096.1498,True,True,False,4.582575798,0.009999999776,1200.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-1.859681129,0.0,0.0,1193.580441928225,0.0,1193.580441928225,10.535060368117646,0,2,2,True,True,176.7718718701242,1000160.657768115,724381.987757066,1725876.987757066,455.7274678098823
launch_without_saturation,50,1000160.9449559058,broad_rank_5,pdtuning_search_broad.json,451111.1641,True,True,False,8.0,0.009999999776,2500.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.607159376,0.0,0.0,1191.6240027248252,0.0,1191.6240027248252,11.327291664941177,0,2,2,True,True,177.09372569877124,1000160.9449559058,711174.2528055691,1712669.2528055692,448.20142831905883
launch_without_saturation,51,1000160.9843844754,manual_authority_h2500_d0_y122,manual_authority_grid,451285.4043,True,True,False,5.5,0.01,2500.0,0.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.612554908,0.0,0.0,1191.6317433844217,0.00568934047,1191.6317433844217,11.355929170470588,0,2,2,True,True,177.17797836983007,1000160.9843844754,695718.2040856284,1697213.2040856285,449.0912709675294
launch_without_saturation,52,1000161.058175608,manual_authority_h1200_d80_y80,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.068565845,0.0,0.0,1192.6806781991684,0.00568934047,1192.6806781991684,10.517698429117647,0,2,2,True,True,177.7815715721242,1000161.058175608,864993.766226644,1866488.7662266442,472.16045406588233
launch_without_saturation,53,1000161.0581779926,manual_authority_h1200_d0_y160,manual_authority_grid,451349.9799,True,True,False,5.5,0.01,1200.0,0.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.068565845,0.0,0.0,1192.6806781991684,0.00568934047,1192.6806781991684,10.517700813705883,0,2,2,True,True,177.78157634130068,1000161.0581779926,864993.7721255666,1866488.7721255666,472.1604922192941
launch_without_saturation,54,1000161.2147366004,manual_authority_h3500_d20_y160,manual_authority_grid,451585.2766,True,True,False,5.5,0.01,3500.0,20.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.524926419529413,0,2,2,True,True,177.66936005794773,1000161.2147366004,946826.4166787517,1948321.4166787518,454.24942199247056
launch_without_saturation,55,1000161.2295923273,manual_authority_h3500_d20_y126,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.539782146352941,0,2,2,True,True,177.6990715115948,1000161.2295923273,797912.9667058344,1799407.9667058345,454.48711362164704
launch_without_saturation,56,1000161.2304429282,nonlaunch_broad_rank_8,pdtuning_search_nonlaunch_broad.json,451334.4249,True,True,False,4.489848137,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.540632747294117,0,2,2,True,True,177.70077271347714,1000161.2304429282,797912.9820166513,1799407.9820166514,454.5007232367058
launch_without_saturation,57,1000161.2305031825,nonlaunch_broad_rank_2,pdtuning_search_nonlaunch_broad.json,451113.5534,True,True,False,8.0,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.540693001647059,0,2,2,True,True,177.70089322218303,1000161.2305031825,797912.9831012296,1799407.9831012296,454.50168730635295
launch_without_saturation,58,1000161.2328327133,nonlaunch_broad_rank_6,pdtuning_search_nonlaunch_broad.json,451329.9154,True,True,False,5.039684296,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.543022532411765,0,2,2,True,True,177.70555228371245,1000161.2328327133,797913.0250327834,1799408.0250327834,454.5389597985882
launch_without_saturation,59,1000161.2338757543,nonlaunch_broad_rank_5,pdtuning_search_nonlaunch_broad.json,451329.3917,True,True,False,5.137659073,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.007402939810000001,1191.51244287959,11.544065573411766,0,2,2,True,True,177.70763836571246,1000161.2338757543,797913.0438075215,1799408.0438075215,454.55564845458827
launch_without_saturation,60,1000161.233904451,nonlaunch_broad_rank_3,pdtuning_search_nonlaunch_broad.json,451210.7319,True,True,False,5.5,0.009999999776,3500.0,20.0,125.0167999,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.544094270176473,0,2,2,True,True,177.70769575924186,1000161.233904451,793627.9685480633,1795122.9685480632,454.55610760282354
launch_without_saturation,61,1000161.2359116614,manual_authority_h3500_d20_y122,manual_authority_grid,451287.2237,True,True,False,5.5,0.01,3500.0,20.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.54610148047059,0,2,2,True,True,177.7117101798301,1000161.2359116614,782204.4972538485,1783699.4972538485,454.5882229675294
launch_without_saturation,62,1000161.2366109692,nonlaunch_broad_rank_4,pdtuning_search_nonlaunch_broad.json,451213.6784,True,True,False,5.5,0.009999999776,3500.0,20.0,129.9879913,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.546800788294117,0,2,2,True,True,177.71310879547715,1000161.2366109692,815308.1757293894,1816803.1757293893,454.59941189270586
launch_without_saturation,63,1000161.2528779977,manual_authority_h3500_d20_y100,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.563067816764706,0,2,2,True,True,177.7456428524183,1000161.2528779977,685154.8270319018,1686649.8270319018,454.85968434823525
launch_without_saturation,64,1000161.276083899,manual_authority_h3500_d20_y80,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.586273718058823,0,2,2,True,True,177.79205465500655,1000161.276083899,599470.712194125,1600965.7121941252,455.23097876894116
launch_without_saturation,65,1000161.3311759413,manual_authority_h3500_d20_y60,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,60.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.641365760411766,0,2,2,True,True,177.90223873971246,1000161.3311759413,515225.2018668874,1516720.2018668875,456.11245144658824
launch_without_saturation,66,1000161.395458239,manual_authority_h3500_d20_y48,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,48.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.705648058117648,0,2,2,True,True,178.0308033351242,1000161.395458239,465707.9934762462,1467202.9934762463,457.1409682098824
launch_without_saturation,67,1000161.4335035334,launch_authority_rank_6,pdtuning_search_launch_authority.json,451309.0052,True,True,False,5.5,0.009999999776,6000.0,0.0,121.150589,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.743693352470588,0,2,2,True,True,178.10689392383009,1000161.4335035334,690231.2069315445,1691726.2069315445,457.7496929195294
launch_without_saturation,68,1000161.437906558,launch_authority_rank_5,pdtuning_search_launch_authority.json,451300.1869,True,True,False,5.5,0.009999999776,6000.0,0.0,126.5423584,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.748096377117648,0,2,2,True,True,178.1156999731242,1000161.437906558,713517.9879459882,1715012.9879459883,457.82014131388235
launch_without_saturation,69,1000161.438898602,launch_authority_rank_4,pdtuning_search_launch_authority.json,451298.665,True,True,False,5.5,0.009999999776,6000.0,0.0,125.7846298,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.749088421117646,0,2,2,True,True,178.1176840611242,1000161.438898602,710241.6692267801,1711736.66922678,457.8360140178823
launch_without_saturation,70,1000161.438930884,launch_authority_rank_3,pdtuning_search_launch_authority.json,451118.5005,True,True,False,8.0,0.009999999776,6000.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.749120703058823,0,2,2,True,True,178.11774862500656,1000161.438930884,711172.7821598551,1712667.7821598551,457.8365305289412
launch_without_saturation,71,1000161.4393386017,high_authority_search_anchor,manual_review_anchor,,True,True,False,5.5,0.01,6000.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.749528420823529,0,2,2,True,True,178.11856406053596,1000161.4393386017,711172.7894987749,1712667.7894987748,457.8430540131764
launch_without_saturation,72,1000161.439416614,launch_authority_rank_2,pdtuning_search_launch_authority.json,451114.0304,True,True,False,5.5,0.009999999776,6000.0,0.0,125.9736328,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.74960643317647,0,2,2,True,True,178.11872008524185,1000161.439416614,711058.8029029972,1712553.8029029972,457.8443022108235
launch_without_saturation,73,1000161.4497849055,launch_authority_rank_8,pdtuning_search_launch_authority.json,451314.3567,True,True,False,5.5,0.009999999776,6000.0,0.0,122.2469482,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.759974724588236,0,2,2,True,True,178.13945666806538,1000161.4497849055,694961.4302682425,1696456.4302682425,458.01019487341176
launch_without_saturation,74,1000161.520746474,low_saturation_rank_2,pdtuning_search_low_saturation.json,450838.8394,True,True,False,5.5,0.009999999776,1200.0,0.0,112.3614578,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.288142681,0.0,0.0,1194.0310522130767,0.00568934047,1194.0310522130767,10.541115623117648,0,2,2,True,True,178.9262901401242,1000161.520746474,660860.615106216,1662355.6151062162,490.10127604988236
launch_without_saturation,75,1000161.5490508066,manual_authority_h2500_d0_y160,manual_authority_grid,451585.5391,True,True,False,5.5,0.01,2500.0,0.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.927792549,0.0,0.0,1191.5681771565712,0.00568958494,1191.5681771565712,11.290120219705884,0,2,2,True,True,178.62254867330068,1000161.5490508066,857933.7123679947,1859428.7123679947,473.25733903529414
launch_without_saturation,76,1000161.5870215642,broad_rank_6,pdtuning_search_broad.json,451176.2641,True,True,False,5.5,0.009999999776,2500.0,0.0,126.287262,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.919922471,0.0,0.0,1191.6231830132292,0.00568958494,1191.6231830132292,11.343831133352941,0,2,2,True,True,178.69062011059478,1000161.5870215642,711343.9069666003,1712838.9069666003,473.48710741364704
