objective,rank,objective_score,label,source,tool_score,tool_failed,oscillation_flagged,acceptance_blocked,velocity_kp,velocity_kd,heading_kp,heading_kd,yawrate_kp,yawrate_kd,launch_saturation_max,broad_saturation_max,yaw_launch_final_error_radps,yaw_launch_step_rms_norm,yaw_launch_late_rms_norm,yaw_launch_overshoot_percent,heading_final_error_rad,heading_step_rms_norm,heading_late_rms_norm,heading_overshoot_percent,forward_brake_overshoot_percent,max_scenario_overshoot_percent,maneuver_tracking_mean,smooth_blockers,failed_scenario_count,nonfinite_scenario_count,combined_turn_failed,combined_heading_failed,launch_with_saturation,launch_without_saturation,nonlaunch_with_saturation,nonlaunch_without_saturation,balanced
launch_with_saturation,14,177.70089322218303,nonlaunch_broad_rank_2,pdtuning_search_nonlaunch_broad.json,451113.5534,True,True,False,8.0,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.540693001647059,0,2,2,True,True,177.70089322218303,1000161.2305031825,797912.9831012296,1799407.9831012296,454.50168730635295
launch_with_saturation,15,177.70555228371245,nonlaunch_broad_rank_6,pdtuning_search_nonlaunch_broad.json,451329.9154,True,True,False,5.039684296,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.543022532411765,0,2,2,True,True,177.70555228371245,1000161.2328327133,797913.0250327834,1799408.0250327834,454.5389597985882
launch_with_saturation,16,177.70763836571246,nonlaunch_broad_rank_5,pdtuning_search_nonlaunch_broad.json,451329.3917,True,True,False,5.137659073,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.007402939810000001,1191.51244287959,11.544065573411766,0,2,2,True,True,177.70763836571246,1000161.2338757543,797913.0438075215,1799408.0438075215,454.55564845458827
launch_with_saturation,17,177.70769575924186,nonlaunch_broad_rank_3,pdtuning_search_nonlaunch_broad.json,451210.7319,True,True,False,5.5,0.009999999776,3500.0,20.0,125.0167999,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.544094270176473,0,2,2,True,True,177.70769575924186,1000161.233904451,793627.9685480633,1795122.9685480632,454.55610760282354
launch_with_saturation,18,177.7117101798301,manual_authority_h3500_d20_y122,manual_authority_grid,451287.2237,True,True,False,5.5,0.01,3500.0,20.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.54610148047059,0,2,2,True,True,177.7117101798301,1000161.2359116614,782204.4972538485,1783699.4972538485,454.5882229675294
launch_with_saturation,19,177.71310879547715,nonlaunch_broad_rank_4,pdtuning_search_nonlaunch_broad.json,451213.6784,True,True,False,5.5,0.009999999776,3500.0,20.0,129.9879913,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.546800788294117,0,2,2,True,True,177.71310879547715,1000161.2366109692,815308.1757293894,1816803.1757293893,454.59941189270586
launch_with_saturation,20,177.7456428524183,manual_authority_h3500_d20_y100,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.563067816764706,0,2,2,True,True,177.7456428524183,1000161.2528779977,685154.8270319018,1686649.8270319018,454.85968434823525
launch_with_saturation,21,177.7815715721242,manual_authority_h1200_d80_y80,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.068565845,0.0,0.0,1192.6806781991684,0.00568934047,1192.6806781991684,10.517698429117647,0,2,2,True,True,177.7815715721242,1000161.058175608,864993.766226644,1866488.7662266442,472.16045406588233
launch_with_saturation,22,177.78157634130068,manual_authority_h1200_d0_y160,manual_authority_grid,451349.9799,True,True,False,5.5,0.01,1200.0,0.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.068565845,0.0,0.0,1192.6806781991684,0.00568934047,1192.6806781991684,10.517700813705883,0,2,2,True,True,177.78157634130068,1000161.0581779926,864993.7721255666,1866488.7721255666,472.1604922192941
launch_with_saturation,23,177.79205465500655,manual_authority_h3500_d20_y80,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.586273718058823,0,2,2,True,True,177.79205465500655,1000161.276083899,599470.712194125,1600965.7121941252,455.23097876894116
launch_with_saturation,24,177.90223873971246,manual_authority_h3500_d20_y60,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,60.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.641365760411766,0,2,2,True,True,177.90223873971246,1000161.3311759413,515225.2018668874,1516720.2018668875,456.11245144658824
launch_with_saturation,25,178.0308033351242,manual_authority_h3500_d20_y48,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,48.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.705648058117648,0,2,2,True,True,178.0308033351242,1000161.395458239,465707.9934762462,1467202.9934762463,457.1409682098824
launch_with_saturation,26,178.10689392383009,launch_authority_rank_6,pdtuning_search_launch_authority.json,451309.0052,True,True,False,5.5,0.009999999776,6000.0,0.0,121.150589,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.743693352470588,0,2,2,True,True,178.10689392383009,1000161.4335035334,690231.2069315445,1691726.2069315445,457.7496929195294
launch_with_saturation,27,178.1156999731242,launch_authority_rank_5,pdtuning_search_launch_authority.json,451300.1869,True,True,False,5.5,0.009999999776,6000.0,0.0,126.5423584,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.748096377117648,0,2,2,True,True,178.1156999731242,1000161.437906558,713517.9879459882,1715012.9879459883,457.82014131388235
launch_with_saturation,28,178.1176840611242,launch_authority_rank_4,pdtuning_search_launch_authority.json,451298.665,True,True,False,5.5,0.009999999776,6000.0,0.0,125.7846298,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.749088421117646,0,2,2,True,True,178.1176840611242,1000161.438898602,710241.6692267801,1711736.66922678,457.8360140178823
launch_with_saturation,29,178.11774862500656,launch_authority_rank_3,pdtuning_search_launch_authority.json,451118.5005,True,True,False,8.0,0.009999999776,6000.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.749120703058823,0,2,2,True,True,178.11774862500656,1000161.438930884,711172.7821598551,1712667.7821598551,457.8365305289412
launch_with_saturation,30,178.11856406053596,high_authority_search_anchor,manual_review_anchor,,True,True,False,5.5,0.01,6000.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.749528420823529,0,2,2,True,True,178.11856406053596,1000161.4393386017,711172.7894987749,1712667.7894987748,457.8430540131764
launch_with_saturation,31,178.11872008524185,launch_authority_rank_2,pdtuning_search_launch_authority.json,451114.0304,True,True,False,5.5,0.009999999776,6000.0,0.0,125.9736328,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.74960643317647,0,2,2,True,True,178.11872008524185,1000161.439416614,711058.8029029972,1712553.8029029972,457.8443022108235
launch_with_saturation,32,178.13945666806538,launch_authority_rank_8,pdtuning_search_launch_authority.json,451314.3567,True,True,False,5.5,0.009999999776,6000.0,0.0,122.2469482,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.759974724588236,0,2,2,True,True,178.13945666806538,1000161.4497849055,694961.4302682425,1696456.4302682425,458.01019487341176
launch_with_saturation,33,178.4958764091242,current,current_core_config,,True,True,False,5.5,0.009999999776,9718.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.938184595117647,0,2,2,True,True,178.4958764091242,1000161.627994776,711379.3393579122,1712874.339357912,460.86155280188234
launch_with_saturation,34,178.62254867330068,manual_authority_h2500_d0_y160,manual_authority_grid,451585.5391,True,True,False,5.5,0.01,2500.0,0.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.927792549,0.0,0.0,1191.5681771565712,0.00568958494,1191.5681771565712,11.290120219705884,0,2,2,True,True,178.62254867330068,1000161.5490508066,857933.7123679947,1859428.7123679947,473.25733903529414
launch_with_saturation,35,178.69062011059478,broad_rank_6,pdtuning_search_broad.json,451176.2641,True,True,False,5.5,0.009999999776,2500.0,0.0,126.287262,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.919922471,0.0,0.0,1191.6231830132292,0.00568958494,1191.6231830132292,11.343831133352941,0,2,2,True,True,178.69062011059478,1000161.5870215642,711343.9069666003,1712838.9069666003,473.48710741364704
launch_with_saturation,36,178.73658013147713,broad_rank_2,pdtuning_search_broad.json,451077.9891,True,True,False,5.5,0.009999999776,2500.0,0.0,125.8208084,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.927180648,0.0,0.0,1191.6239114335524,0.00568958494,1191.6239114335524,11.348665701294117,0,2,2,True,True,178.73658013147713,1000161.6063724862,709308.1379903834,1710803.1379903834,474.1451146607058
launch_with_saturation,37,178.9262901401242,low_saturation_rank_2,pdtuning_search_low_saturation.json,450838.8394,True,True,False,5.5,0.009999999776,1200.0,0.0,112.3614578,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.288142681,0.0,0.0,1194.0310522130767,0.00568934047,1194.0310522130767,10.541115623117648,0,2,2,True,True,178.9262901401242,1000161.520746474,660860.615106216,1662355.6151062162,490.10127604988236
launch_with_saturation,38,179.4807633246536,low_saturation_rank_4,pdtuning_search_low_saturation.json,451064.3487,True,True,False,5.5,0.009999999776,1200.0,0.0,130.1041565,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.402424574,0.0,0.0,1193.4578629589814,0.00568934047,1193.4578629589814,10.532647482882354,0,2,2,True,True,179.4807633246536,1000161.7408421198,740295.7720417319,1741790.772041732,499.1083372461176
launch_with_saturation,39,179.7616356314183,manual_authority_h2500_d0_y80,manual_authority_grid,,True,True,False,5.5,0.01,2500.0,0.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.068404675,0.0,0.0,1191.737110320008,0.00568934047,1191.737110320008,11.508133383764706,0,2,2,True,True,179.7616356314183,1000162.0482882226,514265.1192002278,1515760.1192002278,487.99451974023526
launch_with_saturation,40,179.87850967900653,manual_authority_h1200_d0_y126,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.481227398,0.0,0.0,1193.5820809694453,0.00568934047,1193.5820809694453,10.534513600058823,0,2,2,True,True,179.87850967900653,1000161.900313885,722879.0183585612,1724374.0183585612,505.44242104094116
launch_with_saturation,41,179.8880371627124,low_saturation_rank_8,pdtuning_search_low_saturation.json,451112.8141,True,True,False,3.979057312,0.009999999776,1200.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.481886387,0.0,0.0,1193.5794400160553,0.0,1193.5794400160553,10.537629869411765,0,2,2,True,True,179.8880371627124,1000161.9047481323,722815.9332403295,1724310.9332403294,505.5450004705882
launch_with_saturation,42,179.9468927615948,manual_authority_h1200_d80_y122,manual_authority_grid,451127.8462,True,True,False,5.5,0.01,1200.0,80.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.508171082,0.0,0.0,1198.3371675865267,0.00568934047,1198.3371675865267,10.50134593135294,0,2,2,True,True,179.9468927615948,1000161.9210335843,1048663.5562920445,2050158.5562920445,507.0672330616471
launch_with_saturation,43,180.6124791458889,manual_authority_h600_d80_y160,manual_authority_grid,451369.7032,True,True,False,5.5,0.01,600.0,80.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.105612993,0.0,0.0,1192.92383307726,0.00568934047,1192.92383307726,11.840534346,0,2,2,True,True,180.6124791458889,1000162.4551058209,1216984.278858588,2218479.278858588,496.28960057599994
launch_with_saturation,44,180.93296987571244,low_saturation_rank_6,pdtuning_search_low_saturation.json,451094.0201,True,True,False,5.5,0.009999999776,1200.0,0.0,126.1902466,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.692408562,0.0,0.0,1193.575250930746,0.00568934047,1193.575250930746,10.533790788411764,0,2,2,True,True,180.93296987571244,1000162.3219534013,724551.9423458714,1726046.9423458714,522.3253491745882
launch_with_saturation,45,180.98975757477126,manual_authority_h1200_d0_y80,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,0.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.666316032,0.0,0.0,1195.349734022361,0.00568934047,1195.349734022361,10.627415962941177,0,2,2,True,True,180.98975757477126,1000162.3633935158,520410.5710666129,1521905.5710666128,521.7359495670589
launch_with_saturation,46,181.40123100883008,manual_authority_h600_d80_y80,manual_authority_grid,,True,True,False,5.5,0.01,600.0,80.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.537612915,0.0,0.0,1195.1729689080553,0.0056899458275,1195.1729689080553,11.154910472470588,0,2,2,True,True,181.40123100883008,1000162.6334817914,868088.2967750244,1869583.2967750244,519.8796123595293
launch_with_saturation,47,181.6942215594183,manual_authority_h1200_d0_y48,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,0.0,48.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.572993755,0.0,0.0,1197.64895782221,0.00568934047,1197.64895782221,11.212953647764706,0,2,2,True,True,181.6942215594183,1000162.7622866466,389084.56924337975,1390579.5692433799,523.6387703642354
launch_with_saturation,48,181.71214269483008,moderate_heading_high_yaw,manual_review_anchor,,True,True,False,5.5,0.01,1200.0,80.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.861282349,0.0,0.0,1197.8737165539005,0.00568934047,1197.8737165539005,10.501192730470589,0,2,2,True,True,181.71214269483008,1000162.6271029174,1062698.8205291885,2064193.8205291885,535.3136832075295
launch_with_saturation,49,181.72445877530066,manual_authority_h1200_d80_y160,manual_authority_grid,451432.2701,True,True,False,5.5,0.01,1200.0,80.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.824146271,0.0,0.0,1192.8789361056854,0.00568934047,1192.8789361056854,10.600190965705883,0,2,2,True,True,181.72445877530066,1000162.6518289966,1206557.8501555827,2208052.8501555827,533.926768731294
launch_with_saturation,50,182.00292106500655,manual_grid_h300_d40_y48,manual_low_authority_grid,,True,True,False,5.5,0.01,300.0,40.0,48.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-1.986531734,0.0,0.0,1175.7159461060953,0.00568934047,1175.7159461060953,12.833458453058824,0,2,2,True,True,182.00292106500655,1000163.2098674099,557214.6591719951,1558709.6591719952,502.6498855689412
launch_with_saturation,51,182.09037193059478,manual_authority_h1200_d80_y100,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.930934429,0.0,0.0,1192.4667567728843,0.00568934047,1192.4667567728843,10.516177148352941,0,2,2,True,True,182.09037193059478,1000162.7813914953,948759.9426231103,1950254.9426231103,541.125600293647
launch_with_saturation,52,182.295077451183,manual_authority_h600_d80_y100,manual_authority_grid,,True,True,False,5.5,0.01,600.0,80.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.667695045,0.0,0.0,1194.357899415941,0.0056899458275,1194.357899415941,11.276628368647058,0,2,2,True,True,182.295077451183,1000163.0153639475,952243.1991415556,1953738.1991415555,532.233669098353
launch_with_saturation,53,182.43858438065362,low_heading_damped,manual_review_anchor,,True,True,False,5.5,0.01,300.0,80.0,48.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.889054298,0.0,0.0,1195.3881653563835,0.0056899458275,1195.3881653563835,13.294983700882353,0,2,2,True,True,182.43858438065362,1000163.4764377858,721295.1281443759,1722790.128144376,502.2360946541176
launch_with_saturation,54,182.6715380688889,manual_grid_h100_d20_y48,manual_low_authority_grid,,True,True,False,5.5,0.01,100.0,20.0,48.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.438750148,0.0,0.0,1172.1056902472576,0.00568934047,1172.1056902472576,14.53722092,0,2,2,True,True,182.6715380688889,1000163.8180667049,10465877.07438832,11467372.07438832,10000486.08755816
launch_with_saturation,55,183.28336122106538,compact_prior_balanced,manual_review_anchor,,True,True,False,5.5,0.01,600.0,80.0,60.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.962713003,0.0,0.0,1196.1405788595728,0.00568958494,1196.1405788595728,11.033225358588236,0,2,2,True,True,183.28336122106538,1000163.3619968535,768940.9203876146,1770435.9203876145,551.9406575774118
launch_with_saturation,56,183.3351647901242,manual_authority_h2500_d0_y48,manual_authority_grid,,True,True,False,5.5,0.01,2500.0,0.0,48.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.641040325,0.0,0.0,1191.9166080609482,0.00568934047,1191.9166080609482,11.863308838117646,0,2,2,True,True,183.3351647901242,1000163.548734977,387430.18893240613,1388925.1889324063,539.4881790098823
launch_with_saturation,57,183.70305784571244,broad_rank_8,pdtuning_search_broad.json,451192.3327,True,True,False,5.137659073,0.009999999776,2500.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.920969486,0.0,0.0,1191.6238205242514,0.007402939810000001,1191.6238205242514,11.347432463411765,0,2,2,True,True,183.70305784571244,1000163.5927169243,714368.0969227414,1715863.0969227413,553.6284898945883
launch_with_saturation,58,183.70483215077127,high_authority_current_yaw,manual_review_anchor,,True,True,False,5.5,0.01,2500.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.920969486,0.0,0.0,1191.6238205242514,0.00568958494,1191.6238205242514,11.348319615941177,0,2,2,True,True,183.70483215077127,1000163.5936040769,714368.112891487,1715863.1128914868,553.6426843350589
launch_with_saturation,59,183.93133626559478,manual_authority_h1200_d0_y60,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,0.0,60.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,3.139393806,0.0,0.0,1199.1600686475383,0.00568934047,1199.1600686475383,10.915510873352941,0,2,2,True,True,183.93133626559478,1000163.5976439742,435836.2825517204,1437331.2825517203,564.1916900536471
launch_with_saturation,60,184.08590950324185,manual_grid_h300_d80_y60,manual_low_authority_grid,,True,True,False,5.5,0.01,300.0,80.0,60.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.131759644,0.0,0.0,1198.9452366003575,0.0056899458275,1198.9452366003575,13.51188289717647,0,2,2,True,True,184.08590950324185,1000164.1787476741,783759.9289307892,1785254.9289307892,525.1229094748235
launch_with_saturation,61,184.33308774794773,broad_rank_3,pdtuning_search_broad.json,451093.0554,True,True,False,5.5,0.009999999776,2500.0,0.0,129.1225433,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,3.05152607,0.0,0.0,1191.617354504728,0.00568958494,1191.617354504728,11.336055954529412,0,2,2,True,True,184.33308774794773,1000163.8424535834,727423.4375891016,1728918.4375891015,563.8909924724705
launch_with_saturation,62,184.5911900454183,manual_authority_h2500_d0_y100,manual_authority_grid,,True,True,False,5.5,0.01,2500.0,0.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,3.070455551,0.0,0.0,1191.6824688644974,0.00568934047,1191.6824688644974,11.417783400764705,0,2,2,True,True,184.5911900454183,1000163.9620399916,601910.3092578137,1603405.3092578137,566.7129900922353
