label,scenario,failed,final_error,settled,command_saturation_fraction,plant_clip_request_fraction,overshoot,overshoot_percent,step_rms_norm,accel_rms_norm,late_rms_norm,score
manual_grid_h600_d80_y1,forward_launch_0_to_4_mps,False,0.004457235336,True,0.009600000456,0.008799999952,0,0.0,0.4516434955,0.03756902693,0.00330054786,33.80057477
manual_grid_h600_d80_y1,forward_brake_4_to_0_mps,False,0.0002275736188,True,0,0,0.0002275736188,0.00568934047,0.45164531925,0.03756615282,0.0029674357375,33.81110376
manual_grid_h600_d80_y1,forward_high_speed_disturbance_4_to_2_mps,False,-0.008115768433,True,0,0,0,0.0,0.21204198775,0.0001228183657,0.0046926604375,30.01487775
manual_grid_h600_d80_y1,yaw_rate_max_effort_0_to_9_radps,False,8.844973564,False,0,0,0,0.0,0.9831431482222222,0.0784105177,0.9827748404444444,73471.12988
manual_grid_h600_d80_y1,yaw_rate_reversal_9_to_minus9_radps,False,-8.844973564,False,0,0,0,0.0,0.5212705102222223,1.183411719,0.4913874202222222,133.3642658
manual_grid_h600_d80_y1,combined_3mps_16p5mps2_turn,True,,True,0.9696969986,0.9696969986,0,0.0,865.6774069090909,2320.166546,0.0,
manual_grid_h600_d80_y1,combined_3mps_heading_correction_15deg,True,-2.917829037,False,1,1,3.120659113,1192.0039432512806,0.0,5247.918739,0.0,104655.0767
manual_grid_h1200_d80_y1,forward_launch_0_to_4_mps,False,0.004457235336,True,0.009600000456,0.008799999952,0,0.0,0.4516434955,0.03756902693,0.00330054786,33.80057477
manual_grid_h1200_d80_y1,forward_brake_4_to_0_mps,False,0.0002275736188,True,0,0,0.0002275736188,0.00568934047,0.45164531925,0.03756615282,0.0029674357375,33.81110376
manual_grid_h1200_d80_y1,forward_high_speed_disturbance_4_to_2_mps,False,-0.008115768433,True,0,0,0,0.0,0.21204198775,0.0001228183657,0.0046926604375,30.01487775
manual_grid_h1200_d80_y1,yaw_rate_max_effort_0_to_9_radps,False,8.844973564,False,0,0,0,0.0,0.9831431482222222,0.0784105177,0.9827748404444444,73471.12988
manual_grid_h1200_d80_y1,yaw_rate_reversal_9_to_minus9_radps,False,-8.844973564,False,0,0,0,0.0,0.5212705102222223,1.183411719,0.4913874202222222,133.3642658
manual_grid_h1200_d80_y1,combined_3mps_16p5mps2_turn,True,,True,0.9696969986,0.9696969986,0,0.0,865.6774069090909,2320.166546,0.0,
manual_grid_h1200_d80_y1,combined_3mps_heading_correction_15deg,True,2.804682255,False,1,1,3.129294872,1195.3025601165723,0.0,5257.875301,0.0,104725.7201
manual_grid_h0_d0_y2,forward_launch_0_to_4_mps,False,0.004457235336,True,0.009600000456,0.008799999952,0,0.0,0.4516434955,0.03756902693,0.00330054786,33.80057477
manual_grid_h0_d0_y2,forward_brake_4_to_0_mps,False,0.0002275736188,True,0,0,0.0002275736188,0.00568934047,0.45164531925,0.03756615282,0.0029674357375,33.81110376
manual_grid_h0_d0_y2,forward_high_speed_disturbance_4_to_2_mps,False,-0.008115768433,True,0,0,0,0.0,0.21204198775,0.0001228183657,0.0046926604375,30.01487775
manual_grid_h0_d0_y2,yaw_rate_max_effort_0_to_9_radps,False,8.696457863,False,0,0,0,0.0,0.967127610111111,0.1543728589,0.9662730958888888,67290.7257
manual_grid_h0_d0_y2,yaw_rate_reversal_9_to_minus9_radps,False,-8.696457863,False,0,0,0,0.0,0.5130829658888889,1.13117829,0.4831365479444444,130.4662495
manual_grid_h0_d0_y2,combined_3mps_16p5mps2_turn,True,,True,0.9700000286,0.9700000286,0,0.0,852.8359401818183,2246.7472270000003,0.0,
manual_grid_h0_d0_y2,combined_3mps_heading_correction_15deg,False,-0.2617993951,False,0,0,0,0.0,0.0,0.0,0.2617993951,80153
manual_grid_h50_d0_y2,forward_launch_0_to_4_mps,False,0.004457235336,True,0.009600000456,0.008799999952,0,0.0,0.4516434955,0.03756902693,0.00330054786,33.80057477
manual_grid_h50_d0_y2,forward_brake_4_to_0_mps,False,0.0002275736188,True,0,0,0.0002275736188,0.00568934047,0.45164531925,0.03756615282,0.0029674357375,33.81110376
manual_grid_h50_d0_y2,forward_high_speed_disturbance_4_to_2_mps,False,-0.008115768433,True,0,0,0,0.0,0.21204198775,0.0001228183657,0.0046926604375,30.01487775
manual_grid_h50_d0_y2,yaw_rate_max_effort_0_to_9_radps,False,8.696457863,False,0,0,0,0.0,0.967127610111111,0.1543728589,0.9662730958888888,67290.7257
manual_grid_h50_d0_y2,yaw_rate_reversal_9_to_minus9_radps,False,-8.696457863,False,0,0,0,0.0,0.5130829658888889,1.13117829,0.4831365479444444,130.4662495
manual_grid_h50_d0_y2,combined_3mps_16p5mps2_turn,True,,True,0.9700000286,0.9700000286,0,0.0,852.8359401818183,2246.7472270000003,0.0,
manual_grid_h50_d0_y2,combined_3mps_heading_correction_15deg,True,-1.982652664,False,0.9696969986,0.9696969986,3.087991714,1179.5259163301255,0.0,2352.867064,0.0,105604.5613
manual_grid_h100_d20_y2,forward_launch_0_to_4_mps,False,0.004457235336,True,0.009600000456,0.008799999952,0,0.0,0.4516434955,0.03756902693,0.00330054786,33.80057477
manual_grid_h100_d20_y2,forward_brake_4_to_0_mps,False,0.0002275736188,True,0,0,0.0002275736188,0.00568934047,0.45164531925,0.03756615282,0.0029674357375,33.81110376
manual_grid_h100_d20_y2,forward_high_speed_disturbance_4_to_2_mps,False,-0.008115768433,True,0,0,0,0.0,0.21204198775,0.0001228183657,0.0046926604375,30.01487775
manual_grid_h100_d20_y2,yaw_rate_max_effort_0_to_9_radps,False,8.696457863,False,0,0,0,0.0,0.967127610111111,0.1543728589,0.9662730958888888,67290.7257
manual_grid_h100_d20_y2,yaw_rate_reversal_9_to_minus9_radps,False,-8.696457863,False,0,0,0,0.0,0.5130829658888889,1.13117829,0.4831365479444444,130.4662495
manual_grid_h100_d20_y2,combined_3mps_16p5mps2_turn,True,,True,0.9700000286,0.9700000286,0,0.0,852.8359401818183,2246.7472270000003,0.0,
