group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_corrected_rmse_nm,run_balanced_baseline_mae_nm,run_balanced_corrected_mae_nm,rmse_improvement_pct,run_balanced_rmse_improvement_pct
straightish_abs_yaw_lt_0p05,35367,49,0.025841853669827997,0.01077830322871577,0.014403131442389798,0.006865294388260432,0.006082492,0.004364417292742386,0.000224911,0.00011979469205207526,0.03269181254921283,0.010595242006049098,0.01764818270760048,0.00664612330190469,58.291292233033104,67.59053359277806
straightish_forward_abs_yaw_lt_0p05_vf_ge_0p05,21746,47,0.024100230475114524,0.011340525319719023,0.012090499429458293,0.0072233633088187085,0.005326237,0.004818026436865786,0.000309861,0.00018993559391168916,0.027317452372534017,0.011532112936552982,0.013720559806596236,0.0072623471401042595,52.94432834810833,57.78481543854434
low_speed_yaw_vf_lt_0p05_yaw_ge_0p2,19704,49,0.07350293824740096,0.07714636149975751,0.06093638546954933,0.06064272328420402,0.054369194499999995,0.04680871910563656,-0.007716965,-0.0037422803786866885,0.06444265861528607,0.0690267724173457,0.049161559123019706,0.05572357284722235,-4.956840283164293,-7.113477160255236
high_forward_vf_ge_0p5,3120,35,0.0464149473391518,0.028414756860792995,0.027171509688461538,0.01660874854602661,0.0127547745,0.011106955704471268,0.0015737250000000002,0.0010218510095312736,0.05949307082470585,0.02959930302848201,0.037331071337629675,0.0175008305943058,38.781021007806544,50.247478205158934
limiter_active,31216,44,0.07460143692454368,0.05731610125285811,0.06141388811106484,0.042692159135280315,0.053156194000000004,0.03235735505643953,0.0026020225,-0.000955849087666221,0.0782592041154691,0.05179236297187714,0.06511373824802048,0.037281433830050455,23.170244950065754,33.8194611646458
