run_id,present,dataset_split,count,hybrid_baseline_rmse_nm,hybrid_corrected_rmse_nm,b_corrected_rmse_nm,c_corrected_rmse_nm,hybrid_vs_b_rmse_pct,hybrid_vs_c_rmse_pct
2026-05-04_20-35-47,True,open_floor_fit_downweighted,3456,0.035845955637305665,0.03576557225325902,0.02112858006895,0.0280764431993315,-69.27579674802263,-27.38640717179803
2026-05-04_16-57-53,True,open_floor_validation_only,1761,0.023277853453219116,0.03839364131621985,0.0152890656664383,0.0193411614259728,-151.11829691790402,-98.5074239888299
2026-04-22_12-10-34,True,open_floor_fit_downweighted,2187,0.016217132966177106,0.017238845003336587,0.0134986585856597,0.0144029198633694,-27.70783773767176,-19.689932089254533
2026-04-22_01-06-32,True,primary_open_floor_fit_authoritative,1031,0.04497527944035794,0.018098794351385075,0.0340445888950484,0.0186084888432157,46.837970617946134,2.7390428966318305
2026-04-21_05-32-06,True,primary_open_floor_fit_authoritative,8880,0.04258417382836224,0.02059284398441471,0.0278350871048762,0.0237544646016017,26.018395750566132,13.309584830524068
2026-04-21_00-16-10,True,primary_open_floor_fit_authoritative,3757,0.039823975586254654,0.033817734300452394,0.0351460067765235,0.0277430795778103,3.779298412240538,-21.89610820098276
2026-04-20_12-10-58,True,primary_open_floor_fit_authoritative,2925,0.04035482301988178,0.034916614786478416,0.0365035838377679,0.029338119985341,4.347433551572415,-19.014493102914404
2026-04-20_08-38-39,True,open_floor_fit_downweighted,7284,0.05622535775152191,0.055895622290476524,0.0562595977614696,0.0413122972466065,0.6469571157196374,-35.30020360963573
diag003,True,diag_validation_only,5580,0.08523812922205401,0.07445499562625685,0.0850339682694812,0.0389704590376687,12.440878461297403,-91.05496179629019
