group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_corrected_rmse_nm,run_balanced_baseline_mae_nm,run_balanced_corrected_mae_nm,rmse_improvement_pct,run_balanced_rmse_improvement_pct
primary_open_floor_fit_authoritative,47317,15,0.036866176895009706,0.02090746467558048,0.025480195736437217,0.014761084841497235,0.016044602,0.010609307871580048,0.001648731,0.0004097594236420962,0.03636331610641915,0.020790350420137705,0.02457345343167676,0.014760544193647149,43.28822124647656,42.8260328092915
open_floor_fit_downweighted,31165,9,0.043194073119807955,0.025782005520034183,0.027849684910123535,0.016993178090490495,0.013314394,0.009626255756829615,0.000637863,-4.2346880020883385e-05,0.04144061576621012,0.024922947580229584,0.026214860531404545,0.016384820381431645,40.311242589875,39.8586456320196
open_floor_validation_only,14542,9,0.01693070910006944,0.010405365503533538,0.010368821404827396,0.006962305992841087,0.005201232,0.004506534267023376,-0.000858939,0.00011634171578689943,0.013964777505761389,0.011127624753207574,0.008534829444154322,0.007113272882296653,38.541466621200996,20.316490909957594
diag_validation_only,11108,3,0.0846209251204878,0.05789645914577849,0.0738060716588945,0.052408692343279356,0.082360023,0.05757906142594228,-0.006359523000000001,-0.010168617114813518,0.0843901027631117,0.057555448115029634,0.07338767615724866,0.05200138136897006,31.581391879913372,31.798343371388725
aux_downweighted_validation,14448,13,0.05126637392308135,0.03763189880377543,0.03305637759772979,0.026327909448238006,0.016359514999999998,0.01641707357877415,-0.0012553224999999999,-0.0021823997086816162,0.05745404366130294,0.03812981762888752,0.03863710067442005,0.027610091551907797,26.595356909311956,33.634231467385604
validation_non_authoritative,71263,34,0.05023383204822011,0.03350209863982204,0.032501511564374225,0.022359143443235915,0.014290832,0.011054022769333182,-0.000435785,-0.0005789055838105969,0.04895637249734892,0.03233244767173214,0.03044683961821284,0.02136524040162548,33.3076986687718,33.95661070786442
