group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_corrected_rmse_nm,run_balanced_baseline_mae_nm,run_balanced_corrected_mae_nm,rmse_improvement_pct,run_balanced_rmse_improvement_pct,run_id,present,dataset_split
2026-05-04_20-35-47,3456,1,0.035845955637305665,0.03576557225325902,0.028876796463541667,0.023453769289378746,0.025485003,0.012507812798653276,0.0093600005,0.001474824135899723,0.035845955637305665,0.03576557225325903,0.028876796463541667,0.023453769289378743,0.22424673193253714,0.2242467319325178,2026-05-04_20-35-47,True,open_floor_fit_downweighted
2026-05-04_16-57-53,1761,1,0.023277853453219116,0.03839364131621985,0.017940518580919933,0.02364346583168727,0.013238941,0.01054781538769426,-0.000686103,-0.0004864646713589344,0.02327785345321911,0.038393641316219834,0.017940518580919926,0.02364346583168726,-64.93634773231359,-64.93634773231358,2026-05-04_16-57-53,True,open_floor_validation_only
2026-04-22_12-10-34,2187,1,0.016217132966177106,0.017238845003336587,0.013081637973022406,0.012853246053480252,0.011327229,0.010051991440407288,-0.003115615,-0.0006967558764038458,0.01621713296617711,0.017238845003336587,0.013081637973022406,0.012853246053480252,-6.300201393738288,-6.3002013937382655,2026-04-22_12-10-34,True,open_floor_fit_downweighted
2026-04-22_01-06-32,1031,1,0.04497527944035794,0.018098794351385075,0.033356145290009694,0.013481979561910643,0.026813516,0.010423976331959094,0.009991152,-0.00040274086655808783,0.04497527944035793,0.01809879435138507,0.03335614529000969,0.013481979561910641,59.75835041695289,59.75835041695289,2026-04-22_01-06-32,True,primary_open_floor_fit_authoritative
2026-04-21_05-32-06,8880,1,0.04258417382836224,0.02059284398441471,0.0365598928268018,0.015293792433756908,0.034704941,0.012416988653738276,0.0121550075,0.001326177194770498,0.04258417382836225,0.02059284398441471,0.036559892826801804,0.015293792433756906,51.642025350978386,51.6420253509784,2026-04-21_05-32-06,True,primary_open_floor_fit_authoritative
2026-04-21_00-16-10,3757,1,0.039823975586254654,0.033817734300452394,0.02832533189938781,0.02373847299509418,0.019252263,0.015726265444955957,0.008941154,-0.0016787897033072063,0.039823975586254654,0.0338177343004524,0.02832533189938781,0.023738472995094184,15.0819731013378,15.08197310133778,2026-04-21_00-16-10,True,primary_open_floor_fit_authoritative
2026-04-20_12-10-58,2925,1,0.04035482301988178,0.034916614786478416,0.027066004325470086,0.023611511007824,0.015359407,0.014539023862341478,0.003674954,-0.000504342100230995,0.04035482301988178,0.034916614786478416,0.02706600432547009,0.023611511007824004,13.475980877735731,13.475980877735731,2026-04-20_12-10-58,True,primary_open_floor_fit_authoritative
2026-04-20_08-38-39,7284,1,0.05622535775152191,0.055895622290476524,0.04229161872130697,0.04116846676925496,0.036814327499999994,0.033034667028747966,0.0001673695,0.00044483427923592867,0.056225357751521904,0.05589562229047651,0.042291618721306955,0.04116846676925494,0.5864532912402176,0.5864532912402299,2026-04-20_08-38-39,True,open_floor_fit_downweighted
diag003,5580,1,0.08523812922205401,0.07445499562625685,0.07495094215232975,0.053416754852783445,0.085086003,0.03321270169308058,-0.0124400895,-0.005655489744834397,0.08523812922205401,0.07445499562625685,0.07495094215232975,0.053416754852783445,12.650598616149823,12.650598616149823,diag003,True,diag_validation_only
