vf_mps,yaw_rate_radps,variant,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,required_applied_bank_torque_nm,left_command,right_command,lr_delta_command,left_surface_mps,right_surface_mps,left_command_torque_nm,right_command_torque_nm,left_launch_torque_nm,right_launch_torque_nm,max_abs_command,in_place_acceptance_min_abs_command,in_place_acceptance_gate_applies,in_place_acceptance_pass,command_outside_unit,contact_utilization_raw,limiter_activity_proxy,contact_projection_sensitive,low_speed_launch_sensitive,caveat
0.0,0.2,Baseline,0.00295885,0.0,0.00295885,0.00044084714952442834,0.20399569675432425,-0.20399569675432425,0.4079913935086485,0.0084635,-0.0084635,0.004561249124841082,-0.004561249124841082,0.00040040197531665246,0.00040040197531665246,0.20399569675432425,,False,,False,0.08099765281844126,0.0,False,True,current raw right-contact scrub approximation
0.0,0.2,B_stribeck,0.00295885,0.0007180364192025853,0.0036768864192025853,0.0005478293583759035,0.2082036921217661,-0.2082036921217661,0.4164073842435322,0.0084635,-0.0084635,0.004668231333692556,-0.004668231333692556,0.00040040197531665246,0.00040040197531665246,0.2082036921217661,,False,,False,0.08099765281844126,0.0,False,True,request-activated Stribeck scrub
0.0,0.2,C_combined_slip,0.00295885,0.003793280091604756,0.006752130091604755,0.0010060183193139477,0.22622591325310418,-0.22622591325310418,0.45245182650620835,0.0084635,-0.0084635,0.005126420294630601,-0.005126420294630601,0.00040040197531665246,0.00040040197531665246,0.22622591325310418,,False,,False,0.08099765281844126,0.0,False,True,saturation-aware moving contact surface
0.0,0.2,Hybrid_BC_adhesion_partition,0.00295885,-0.026457545980348066,-0.023498695980348067,-0.0035011349478606857,-0.029657293510883875,0.029657293510883875,-0.05931458702176775,0.0084635,-0.0084635,-0.0001815369231773379,0.0001815369231773379,0.00040040197531665246,0.00040040197531665246,0.029657293510883875,,False,,False,0.08099765281844126,0.0,False,True,B-calibrated static adhesion reservoir plus gated moving contact surface
0.0,0.844444444,Baseline,0.012492922215646997,0.0,0.012492922215646997,0.0018613546303457035,0.24745279363875658,-0.24745279363875658,0.49490558727751316,0.03573477775897,-0.03573477775897,0.005581354630345704,-0.005581354630345704,4.608237110562176e-25,4.608237110562176e-25,0.24745279363875658,,False,,False,0.3419900894978683,0.0,False,False,current raw right-contact scrub approximation
0.0,0.844444444,B_stribeck,0.012492922215646997,0.06489582296613733,0.07738874518178432,0.011530360686977022,0.6277696064142172,-0.6277696064142172,1.2555392128284344,0.03573477775897,-0.03573477775897,0.015250360686977021,-0.015250360686977021,4.608237110562176e-25,4.608237110562176e-25,0.6277696064142172,,False,,False,0.3419900894978683,0.0,False,False,request-activated Stribeck scrub
0.0,0.844444444,C_combined_slip,0.012492922215646997,0.01578763806222554,0.028280560277872537,0.004213597980787767,0.3399749917502008,-0.3399749917502008,0.6799499835004016,0.03573477775897,-0.03573477775897,0.007933597980787768,-0.007933597980787768,4.608237110562176e-25,4.608237110562176e-25,0.3399749917502008,,False,,False,0.3419900894978683,0.0,False,False,saturation-aware moving contact surface
0.0,0.844444444,Hybrid_BC_adhesion_partition,0.012492922215646997,0.0557181570555141,0.0682110792711611,0.010162955155778832,0.5739846247572695,-0.5739846247572695,1.147969249514539,0.03573477775897,-0.03573477775897,0.013882955155778833,-0.013882955155778833,4.608237110562176e-25,4.608237110562176e-25,0.5739846247572695,,False,,False,0.3419900894978683,0.0,False,False,B-calibrated static adhesion reservoir plus gated moving contact surface
0.0,1.488888889,Baseline,0.022026994446088247,0.0,0.022026994446088247,0.003281862113371215,0.30665914159179297,-0.30665914159179297,0.6133182831835859,0.0630060555602575,-0.0630060555602575,0.007001862113371215,-0.007001862113371215,7.673684805205212e-72,7.673684805205212e-72,0.30665914159179297,,False,,False,0.6029825265822837,0.0,False,False,current raw right-contact scrub approximation
0.0,1.488888889,B_stribeck,0.022026994446088247,0.06518418665555997,0.08721118110164822,0.012993832264332534,0.6886658868508683,-0.6886658868508683,1.3773317737017365,0.0630060555602575,-0.0630060555602575,0.016713832264332533,-0.016713832264332533,7.673684805205212e-72,7.673684805205212e-72,0.6886658868508683,,False,,False,0.6029825265822837,0.0,False,False,request-activated Stribeck scrub
0.0,1.488888889,C_combined_slip,0.022026994446088247,0.024369356811155964,0.046396351257244214,0.006912719198367691,0.4494738203831057,-0.4494738203831057,0.8989476407662114,0.0630060555602575,-0.0630060555602575,0.010632719198367691,-0.010632719198367691,7.673684805205212e-72,7.673684805205212e-72,0.4494738203831057,,False,,False,0.6029825265822837,0.0,False,False,saturation-aware moving contact surface
0.0,1.488888889,Hybrid_BC_adhesion_partition,0.022026994446088247,0.07507742008282559,0.09710441452891383,0.014467852155841005,0.7466443950680246,-0.7466443950680246,1.4932887901360492,0.0630060555602575,-0.0630060555602575,0.018187852155841004,-0.018187852155841004,7.673684805205212e-72,7.673684805205212e-72,0.7466443950680246,,False,,False,0.6029825265822837,0.0,False,False,B-calibrated static adhesion reservoir plus gated moving contact surface
0.0,2.133333333,Baseline,0.03156106666173525,0.0,0.03156106666173525,0.004702369594192491,0.3658654894529572,-0.3658654894529572,0.7317309789059144,0.09027733331922749,-0.09027733331922749,0.008422369594192491,-0.008422369594192491,1.84885893097964e-144,1.84885893097964e-144,0.3658654894529572,,False,,False,0.8639749632617107,0.0,False,False,current raw right-contact scrub approximation
0.0,2.133333333,B_stribeck,0.03156106666173525,0.06517324235302697,0.09673430901476222,0.014412709123603139,0.7478080964968571,-0.7478080964968571,1.4956161929937142,0.09027733331922749,-0.09027733331922749,0.01813270912360314,-0.01813270912360314,1.84885893097964e-144,1.84885893097964e-144,0.7478080964968571,,False,,False,0.8639749632617107,0.0,False,False,request-activated Stribeck scrub
0.0,2.133333333,C_combined_slip,0.03156106666173525,0.028608635658985523,0.060169702320720775,0.008964848422807219,0.5335241250073153,-0.5335241250073153,1.0670482500146306,0.09027733331922749,-0.09027733331922749,0.012684848422807218,-0.012684848422807218,1.84885893097964e-144,1.84885893097964e-144,0.5335241250073153,,False,,False,0.8639749632617107,0.0,False,False,saturation-aware moving contact surface
0.0,2.133333333,Hybrid_BC_adhesion_partition,0.03156106666173525,0.07596762270992509,0.10752868937166034,0.01602099335944511,0.8110677046747776,-0.8110677046747776,1.6221354093495552,0.09027733331922749,-0.09027733331922749,0.01974099335944511,-0.01974099335944511,1.84885893097964e-144,1.84885893097964e-144,0.8110677046747776,,False,,False,0.8639749632617107,0.0,False,False,B-calibrated static adhesion reservoir plus gated moving contact surface
0.0,2.777777778,Baseline,0.041095138892176496,0.0,0.041095138892176496,0.006122877077218002,0.4250718374059936,-0.4250718374059936,0.8501436748119872,0.117548611120515,-0.117548611120515,0.009842877077218003,-0.009842877077218003,6.445165119808532e-243,6.445165119808532e-243,0.4250718374059936,,False,,False,1.124967400346126,0.12496740034612608,True,False,current raw right-contact scrub approximation
0.0,2.777777778,B_stribeck,0.041095138892176496,0.06505079771562476,0.10614593660780125,0.015814973245399346,0.8062968673839155,-0.8062968673839155,1.612593734767831,0.117548611120515,-0.117548611120515,0.019534973245399347,-0.019534973245399347,6.445165119808532e-243,6.445165119808532e-243,0.8062968673839155,,False,,False,1.124967400346126,0.12496740034612608,True,False,request-activated Stribeck scrub
0.0,2.777777778,C_combined_slip,0.041095138892176496,0.04594735808050143,0.08704249697267794,0.01296869955485873,0.6943426776840702,-0.6943426776840702,1.3886853553681404,0.117548611120515,-0.117548611120515,0.01668869955485873,-0.01668869955485873,6.445165119808532e-243,6.445165119808532e-243,0.6943426776840702,,False,,False,1.124967400346126,0.12496740034612608,True,False,saturation-aware moving contact surface
0.0,2.777777778,Hybrid_BC_adhesion_partition,0.041095138892176496,0.07559770684485613,0.11669284573703262,0.017386386066567984,0.8681061901003361,-0.8681061901003361,1.7362123802006721,0.117548611120515,-0.117548611120515,0.021106386066567985,-0.021106386066567985,6.445165119808532e-243,6.445165119808532e-243,0.8681061901003361,,False,,False,1.124967400346126,0.12496740034612608,True,False,B-calibrated static adhesion reservoir plus gated moving contact surface
0.0,3.422222222,Baseline,0.050629211107823494,0.0,0.050629211107823494,0.007543384558039277,0.4842781852671579,-0.4842781852671579,0.9685563705343158,0.144819888879485,-0.144819888879485,0.011263384558039278,-0.011263384558039278,0.0,0.0,0.4842781852671579,,False,,False,1.385959837025553,0.38595983702555303,True,False,current raw right-contact scrub approximation
0.0,3.422222222,B_stribeck,0.050629211107823494,0.0648753170282825,0.115504528136106,0.01720933537893657,0.8644748246235681,-0.8644748246235681,1.7289496492471361,0.144819888879485,-0.144819888879485,0.02092933537893657,-0.02092933537893657,0.0,0.0,0.8644748246235681,,False,,False,1.385959837025553,0.38595983702555303,True,False,request-activated Stribeck scrub
0.0,3.422222222,C_combined_slip,0.050629211107823494,0.053236944941299394,0.10386615604912289,0.015475302508175573,0.7962690699893149,-0.7962690699893149,1.5925381399786298,0.144819888879485,-0.144819888879485,0.019195302508175572,-0.019195302508175572,0.0,0.0,0.7962690699893149,,False,,False,1.385959837025553,0.38595983702555303,True,False,saturation-aware moving contact surface
0.0,3.422222222,Hybrid_BC_adhesion_partition,0.050629211107823494,0.07507421313487739,0.12570342424270087,0.01872889678856806,0.9242446446798172,-0.9242446446798172,1.8484892893596343,0.144819888879485,-0.144819888879485,0.02244889678856806,-0.02244889678856806,0.0,0.0,0.9242446446798172,,False,,False,1.385959837025553,0.38595983702555303,True,False,B-calibrated static adhesion reservoir plus gated moving contact surface
0.0,4.066666667,Baseline,0.060163283338264734,0.0,0.060163283338264734,0.008963892041064788,0.5434845332201941,-0.5434845332201941,1.0869690664403882,0.17209116668077248,-0.17209116668077248,0.01268389204106479,-0.01268389204106479,0.0,0.0,0.5434845332201941,,False,,False,1.6469522741099683,0.6469522741099683,True,False,current raw right-contact scrub approximation
0.0,4.066666667,B_stribeck,0.060163283338264734,0.06466499733341713,0.12482828067168186,0.018598506755714637,0.9224486107203992,-0.9224486107203992,1.8448972214407984,0.17209116668077248,-0.17209116668077248,0.02231850675571464,-0.02231850675571464,0.0,0.0,0.9224486107203992,,False,,False,1.6469522741099683,0.6469522741099683,True,False,request-activated Stribeck scrub
0.0,4.066666667,C_combined_slip,0.060163283338264734,0.05824502911614593,0.11840831245441066,0.01764197814202302,0.8848248972221302,-0.8848248972221302,1.7696497944442604,0.17209116668077248,-0.17209116668077248,0.021361978142023022,-0.021361978142023022,0.0,0.0,0.8848248972221302,,False,,False,1.6469522741099683,0.6469522741099683,True,False,saturation-aware moving contact surface
0.0,4.066666667,Hybrid_BC_adhesion_partition,0.060163283338264734,0.07453399812573158,0.13469728146399632,0.02006891616070176,0.9802851055063581,-0.9802851055063581,1.9605702110127161,0.17209116668077248,-0.17209116668077248,0.02378891616070176,-0.02378891616070176,0.0,0.0,0.9802851055063581,,False,,False,1.6469522741099683,0.6469522741099683,True,False,B-calibrated static adhesion reservoir plus gated moving contact surface
0.0,4.711111111,Baseline,0.06969735555391174,0.0,0.06969735555391174,0.010384399521886063,0.6026908810813584,-0.6026908810813584,1.2053817621627168,0.19936244443974252,-0.19936244443974252,0.014104399521886062,-0.014104399521886062,0.0,0.0,0.6026908810813584,,False,,False,1.9079447107893954,0.9079447107893954,True,False,current raw right-contact scrub approximation
0.0,4.711111111,B_stribeck,0.06969735555391174,0.06442681707718241,0.13412417263109416,0.019983527109093135,0.9802591221197241,-0.9802591221197241,1.9605182442394482,0.19936244443974252,-0.19936244443974252,0.023703527109093136,-0.023703527109093136,0.0,0.0,0.9802591221197241,,False,,False,1.9079447107893954,0.9079447107893954,True,False,request-activated Stribeck scrub
0.0,4.711111111,C_combined_slip,0.06969735555391174,0.056370647143827994,0.12606800269773974,0.01878321632916049,0.933046578504558,-0.933046578504558,1.866093157009116,0.19936244443974252,-0.19936244443974252,0.02250321632916049,-0.02250321632916049,0.0,0.0,0.933046578504558,,False,,False,1.9079447107893954,0.9079447107893954,True,False,saturation-aware moving contact surface
0.0,4.711111111,Hybrid_BC_adhesion_partition,0.06969735555391174,0.07420490978954254,0.1439022653434543,0.021440391870750385,1.0375628573282014,-1.0375628573282014,2.075125714656403,0.19936244443974252,-0.19936244443974252,0.025160391870750386,-0.025160391870750386,0.0,0.0,1.0375628573282014,,False,,True,1.9079447107893954,0.9079447107893954,True,False,B-calibrated static adhesion reservoir plus gated moving contact surface
0.0,5.355555556,Baseline,0.07923142778435298,0.0,0.07923142778435298,0.011804907004911573,0.6618972290343944,-0.6618972290343944,1.3237944580687888,0.22663372224102998,-0.22663372224102998,0.015524907004911572,-0.015524907004911572,0.0,0.0,0.6618972290343944,,False,,False,2.1689371478738106,1.1689371478738106,True,False,current raw right-contact scrub approximation
