mono_time_us,control_tick_sequence,dt_us,section_id,logger_flags,control_start_us,control_end_us,pwm_latch_us,encoder_latch_us,encoder_read_done_us,ukf_predict_start_us,ukf_predict_end_us,ukf_predict_duration_us,ukf_update_start_us,ukf_update_end_us,ukf_update_duration_us,imu_drdy_us,imu_read_start_us,imu_read_done_us,front_led_on_us,front_adc_on_us,front_led_off_us,front_adc_off_us,front_ready_us,left_led_on_us,left_adc_on_us,left_led_off_us,left_adc_off_us,left_ready_us,right_led_on_us,right_adc_on_us,right_led_off_us,right_adc_off_us,right_ready_us,cycle_counter_start,cycle_counter_end
32005539,97,1008,0,0,32005539,32006334,32006334,32005539,32005540,32005716,32005999,283,32005999,32006288,289,0,32006024,32006043,32005715,32005820,32004856,32005584,32005864,32005864,32006087,32005080,32005671,32006088,32006088,32006162,32005153,32005714,32006162,2023171598,2023648596
32006546,98,1007,0,0,32006546,32007341,32007341,32006546,32006547,32006723,32007007,284,32007007,32007296,289,0,32007031,32007051,32006722,32006827,32005864,32006591,32006871,32006871,32007095,32006088,32006678,32007095,32007095,32007168,32006162,32006722,32007168,2023776050,2024253056
32007560,99,1014,0,0,32007560,32008354,32008354,32007560,32007560,32007736,32008019,283,32008019,32008308,289,0,32008044,32008063,32007735,32007840,32006871,32007604,32007885,32007885,32008107,32007095,32007692,32008108,32008108,32008181,32007168,32007735,32008182,2024383914,2024860632
32008566,100,1006,0,0,32008566,32009361,32009361,32008566,32008567,32008743,32009026,283,32009026,32009315,289,0,32009051,32009070,32008742,32008846,32007885,32008611,32008891,32008891,32009114,32008108,32008698,32009115,32009115,32009188,32008182,32008742,32009189,2024988070,2025464772
32009573,101,1007,0,0,32009573,32010368,32010368,32009574,32009574,32009750,32010033,283,32010033,32010322,289,0,32010057,32010077,32009749,32009853,32008891,32009618,32009898,32009898,32010121,32009115,32009705,32010121,32010122,32010195,32009189,32009749,32010195,2025592290,2026069108
32010586,102,1013,0,0,32010586,32011380,32011380,32010586,32010587,32010763,32011046,283,32011046,32011335,289,0,32011070,32011090,32010762,32010866,32009898,32010631,32010910,32010911,32011134,32010121,32010718,32011134,32011134,32011207,32010195,32010762,32011207,2026199922,2026676472
32011593,103,1007,0,0,32011593,32012387,32012387,32011593,32011594,32011770,32012052,282,32012053,32012341,288,0,32012077,32012097,32011769,32011873,32010910,32011638,32011917,32011917,32012141,32011134,32011725,32012141,32012141,32012214,32011207,32011768,32012214,2026803994,2027280592
32012600,104,1007,0,0,32012600,32013395,32013395,32012600,32012600,32012776,32013060,284,32013060,32013349,289,0,32013085,32013104,32012775,32012880,32011917,32012645,32012925,32012925,32013148,32012141,32012732,32013149,32013149,32013223,32012214,32012775,32013223,2027408046,2027885068
32013607,105,1007,0,0,32013607,32014402,32014402,32013607,32013608,32013784,32014068,284,32014068,32014357,289,0,32014092,32014112,32013783,32013888,32012925,32013652,32013932,32013932,32014156,32013149,32013739,32014156,32014156,32014229,32013223,32013783,32014229,2028012586,2028489372
32014620,106,1013,0,0,32014620,32015415,32015415,32014620,32014621,32014797,32015080,283,32015081,32015370,289,0,32015105,32015125,32014796,32014901,32013932,32014665,32014945,32014945,32015169,32014156,32014752,32015169,32015169,32015242,32014229,32014796,32015242,2028620274,2029097184
32015627,107,1007,0,0,32015627,32016421,32016421,32015628,32015628,32015804,32016087,283,32016087,32016376,289,0,32016111,32016131,32015803,32015907,32014945,32015672,32015952,32015952,32016175,32015169,32015760,32016176,32016176,32016249,32015242,32015803,32016249,2029224706,2029700824
32016633,108,1006,0,0,32016633,32017427,32017427,32016634,32016634,32016810,32017093,283,32017093,32017382,289,0,32017118,32017137,32016809,32016913,32015952,32016678,32016958,32016958,32017181,32016176,32016765,32017182,32017182,32017255,32016249,32016809,32017255,2029828282,2030304396
32017640,109,1007,0,0,32017640,32018433,32018433,32017640,32017640,32017816,32018099,283,32018099,32018388,289,0,32018124,32018143,32017815,32017919,32016958,32017684,32017964,32017964,32018187,32017182,32017772,32018188,32018188,32018261,32017255,32017815,32018261,2030431914,2030907844
32018651,110,1011,0,0,32018651,32019443,32019443,32018651,32018652,32018827,32019110,283,32019110,32019399,289,0,32019135,32019155,32018826,32018931,32017964,32018696,32018975,32018975,32019199,32018188,32018783,32019199,32019199,32019272,32018261,32018826,32019272,2031038702,2031514308
32019656,111,1005,0,0,32019656,32020450,32020450,32019656,32019657,32019833,32020116,283,32020116,32020405,289,0,32020141,32020161,32019832,32019937,32018975,32019701,32019981,32019981,32020204,32019199,32019788,32020205,32020205,32020279,32019272,32019832,32020279,2031641830,2032117940
32020662,112,1006,0,0,32020662,32021456,32021456,32020662,32020663,32020839,32021122,283,32021122,32021411,289,0,32021147,32021166,32020838,32020943,32019981,32020707,32020987,32020987,32021210,32020205,32020794,32021211,32021211,32021285,32020279,32020837,32021285,2032245394,2032721696
32021674,113,1012,0,0,32021674,32022468,32022468,32021674,32021675,32021851,32022134,283,32022134,32022423,289,0,32022159,32022179,32021850,32021955,32020987,32021719,32021999,32021999,32022222,32021211,32021806,32022223,32022223,32022297,32021285,32021850,32022297,2032852626,2033328972
32022680,114,1006,0,0,32022680,32023473,32023473,32022680,32022681,32022857,32023140,283,32023140,32023429,289,0,32023164,32023184,32022856,32022960,32021999,32022725,32023005,32023005,32023228,32022223,32022812,32023228,32023228,32023301,32022297,32022856,32023301,2033456422,2033932264
32023686,115,1006,0,0,32023686,32024479,32024479,32023686,32023687,32023863,32024145,282,32024145,32024434,289,0,32024170,32024190,32023862,32023966,32023005,32023731,32024010,32024010,32024233,32023228,32023818,32024234,32024234,32024308,32023301,32023861,32024308,2034059786,2034535572
32024691,116,1005,0,0,32024691,32025485,32025485,32024691,32024692,32024868,32025151,283,32025151,32025440,289,0,32025175,32025195,32024867,32024971,32024010,32024736,32025016,32025016,32025239,32024234,32024823,32025239,32025240,32025313,32024308,32024867,32025313,2034663030,2035138984
32025703,117,1012,0,0,32025703,32026496,32026496,32025703,32025704,32025880,32026162,282,32026162,32026451,289,0,32026187,32026206,32025879,32025983,32025016,32025748,32026027,32026028,32026250,32025239,32025835,32026251,32026251,32026324,32025313,32025879,32026324,2035270102,2035745632
32026708,118,1005,0,0,32026708,32027502,32027502,32026708,32026709,32026885,32027168,283,32027168,32027457,289,0,32027193,32027213,32026884,32026989,32026027,32026753,32027033,32027033,32027257,32026251,32026840,32027257,32027257,32027330,32026324,32026884,32027330,2035873082,2036349624
32027715,119,1007,0,0,32027715,32028509,32028509,32027715,32027716,32027892,32028175,283,32028175,32028464,289,0,32028200,32028219,32027890,32027996,32027033,32027760,32028040,32028040,32028263,32027257,32027847,32028264,32028264,32028338,32027330,32027890,32028338,2036477146,2036953720
32028728,120,1013,0,0,32028728,32029521,32029521,32028728,32028728,32028904,32029188,284,32029188,32029477,289,0,32029212,32029232,32028903,32029008,32028040,32028773,32029053,32029053,32029276,32028264,32028860,32029276,32029276,32029349,32028338,32028903,32029349,2037084778,2037561040
32029734,121,1006,0,0,32029734,32030527,32030527,32029734,32029735,32029911,32030193,282,32030193,32030482,289,0,32030218,32030238,32029909,32030014,32029053,32029779,32030058,32030058,32030282,32029276,32029866,32030282,32030282,32030355,32029349,32029909,32030355,2037688558,2038164536
32030740,122,1006,0,0,32030740,32031533,32031533,32030740,32030740,32030916,32031199,283,32031199,32031488,289,0,32031224,32031243,32030915,32031019,32030058,32030785,32031064,32031064,32031287,32030282,32030872,32031288,32031288,32031361,32030355,32030915,32031362,2038291994,2038767776
32031745,123,1005,0,0,32031745,32032539,32032539,32031745,32031746,32031922,32032204,282,32032204,32032493,289,0,32032229,32032249,32031921,32032025,32031064,32031790,32032069,32032069,32032292,32031288,32031877,32032293,32032293,32032367,32031362,32031921,32032367,2038895298,2039371392
32032757,124,1012,0,0,32032757,32033550,32033550,32032757,32032758,32032933,32033216,283,32033216,32033505,289,0,32033241,32033261,32032932,32033037,32032069,32032802,32033081,32033081,32033304,32032293,32032889,32033305,32033305,32033379,32032367,32032932,32033379,2039502270,2039978348
32033763,125,1006,0,0,32033763,32034558,32034558,32033763,32033763,32033939,32034223,284,32034223,32034512,289,0,32034248,32034267,32033938,32034043,32033081,32033808,32034088,32034088,32034311,32033305,32033895,32034312,32034312,32034385,32033379,32033938,32034386,2040105866,2040582964
32034770,126,1007,0,0,32034770,32035566,32035566,32034770,32034771,32034947,32035231,284,32035231,32035520,289,0,32035256,32035275,32034946,32035051,32034088,32034815,32035095,32035095,32035319,32034312,32034902,32035320,32035320,32035393,32034386,32034946,32035394,2040710418,2041187824
32035779,127,1009,0,0,32035779,32036574,32036574,32035779,32035779,32035955,32036239,284,32036239,32036528,289,0,32036264,32036283,32035954,32036059,32035095,32035824,32036104,32036104,32036327,32035320,32035911,32036328,32036328,32036401,32035394,32035954,32036402,2041315346,2041792536
32036792,128,1013,0,0,32036792,32037587,32037587,32036792,32036793,32036969,32037252,283,32037252,32037542,290,0,32037277,32037297,32036968,32037073,32036104,32036837,32037117,32037117,32037341,32036328,32036924,32037341,32037341,32037414,32036402,32036968,32037414,2041923410,2042400412
32037800,129,1008,0,0,32037800,32038593,32038593,32037800,32037800,32037976,32038259,283,32038259,32038548,289,0,32038284,32038303,32037975,32038079,32037117,32037845,32038124,32038124,32038347,32037341,32037932,32038348,32038348,32038422,32037414,32037975,32038422,2042527930,2043004292
32038806,130,1006,0,0,32038806,32039600,32039600,32038806,32038807,32038983,32039265,282,32039265,32039554,289,0,32039290,32039310,32038981,32039086,32038124,32038851,32039130,32039130,32039354,32038348,32038938,32039354,32039354,32039428,32038422,32038981,32039428,2043131746,2043608048
32039818,131,1012,0,0,32039818,32040611,32040611,32039818,32039819,32039995,32040277,282,32040277,32040566,289,0,32040302,32040322,32039993,32040098,32039130,32039863,32040142,32040142,32040366,32039354,32039950,32040366,32040366,32040439,32039428,32039993,32040439,2043738978,2044215004
32040824,132,1006,0,0,32040824,32041617,32041617,32040824,32040825,32041001,32041284,283,32041284,32041573,289,0,32041308,32041328,32040999,32041104,32040142,32040869,32041148,32041149,32041372,32040366,32040956,32041372,32041372,32041445,32040439,32040999,32041445,2044342486,2044818704
32041830,133,1006,0,0,32041830,32042624,32042624,32041830,32041831,32042007,32042291,284,32042291,32042579,288,0,32042315,32042335,32042006,32042111,32041148,32041875,32042155,32042155,32042379,32041372,32041962,32042379,32042379,32042452,32041445,32042006,32042452,2044946222,2045422372
32042836,134,1006,0,0,32042836,32043630,32043630,32042836,32042837,32043013,32043296,283,32043296,32043585,289,0,32043321,32043341,32043012,32043117,32042155,32042881,32043161,32043161,32043384,32042379,32042968,32043385,32043385,32043459,32042452,32043012,32043459,2045549826,2046026116
32043848,135,1012,0,0,32043848,32044642,32044642,32043848,32043849,32044025,32044308,283,32044308,32044597,289,0,32044333,32044352,32044024,32044129,32043161,32043893,32044173,32044173,32044396,32043385,32043980,32044397,32044397,32044471,32043459,32044024,32044471,2046157014,2046633144
32044854,136,1006,0,0,32044854,32045647,32045647,32044854,32044855,32045031,32045313,282,32045313,32045602,289,0,32045338,32045358,32045029,32045134,32044173,32044899,32045178,32045178,32045402,32044397,32044986,32045402,32045402,32045475,32044471,32045029,32045475,2046760582,2047236176
32045859,137,1005,0,0,32045859,32046652,32046652,32045859,32045860,32046036,32046318,282,32046319,32046607,288,0,32046343,32046363,32046035,32046139,32045178,32045904,32046183,32046183,32046407,32045402,32045991,32046407,32046407,32046480,32045475,32046035,32046480,2047363694,2047839580
32046865,138,1006,0,0,32046865,32047658,32047658,32046865,32046865,32047041,32047324,283,32047324,32047613,289,0,32047349,32047369,32047040,32047145,32046183,32046910,32047189,32047189,32047413,32046407,32046997,32047413,32047413,32047487,32046480,32047040,32047487,2047967038,2048443184
32047876,139,1011,0,0,32047876,32048670,32048670,32047876,32047877,32048053,32048337,284,32048337,32048625,288,0,32048361,32048381,32048052,32048157,32047189,32047921,32048201,32048202,32048425,32047413,32048008,32048425,32048425,32048498,32047487,32048052,32048498,2048574066,2049050184
32048882,140,1006,0,0,32048882,32049677,32049677,32048882,32048883,32049059,32049343,284,32049343,32049632,289,0,32049368,32049388,32049058,32049163,32048201,32048927,32049207,32049207,32049431,32048425,32049014,32049432,32049432,32049506,32048498,32049058,32049506,2049177622,2049654616
32049890,141,1008,0,0,32049890,32050685,32050685,32049890,32049891,32050067,32050350,283,32050350,32050639,289,0,32050375,32050394,32050065,32050170,32049207,32049935,32050215,32050215,32050438,32049432,32050022,32050439,32050439,32050513,32049506,32050065,32050513,2049782134,2050258952
32050903,142,1013,0,0,32050903,32051697,32051697,32050903,32050903,32051079,32051363,284,32051363,32051652,289,0,32051388,32051407,32051078,32051183,32050215,32050948,32051228,32051228,32051451,32050439,32051035,32051452,32051452,32051525,32050513,32051078,32051526,2050389806,2050866668
32051910,143,1007,0,0,32051910,32052704,32052704,32051910,32051911,32052087,32052370,283,32052370,32052659,289,0,32052394,32052414,32052086,32052190,32051228,32051955,32052234,32052234,32052458,32051452,32052042,32052458,32052459,32052532,32051526,32052085,32052532,2050994190,2051470760
32052917,144,1007,0,0,32052917,32053711,32053711,32052917,32052917,32053093,32053376,283,32053376,32053665,289,0,32053401,32053420,32053092,32053197,32052234,32052962,32053241,32053241,32053464,32052458,32053049,32053465,32053465,32053539,32052532,32053092,32053539,2051598214,2052074672
32053923,145,1006,0,0,32053923,32054718,32054718,32053923,32053924,32054100,32054383,283,32054383,32054672,289,0,32054407,32054427,32054099,32054203,32053241,32053968,32054248,32054248,32054471,32053465,32054055,32054472,32054472,32054545,32053539,32054099,32054545,2052202190,2052678912
32054936,146,1013,0,0,32054936,32055729,32055729,32054936,32054937,32055113,32055395,282,32055395,32055683,288,0,32055420,32055439,32055112,32055216,32054248,32054981,32055261,32055261,32055483,32054472,32055068,32055484,32055484,32055557,32054545,32055112,32055558,2052809910,2053285864
32055942,147,1006,0,0,32055942,32056737,32056737,32055942,32055943,32056119,32056402,283,32056402,32056691,289,0,32056427,32056447,32056118,32056223,32055261,32055987,32056267,32056267,32056490,32055484,32056074,32056491,32056491,32056565,32055558,32056117,32056565,2053413386,2053890508
32056950,148,1008,0,0,32056950,32057745,32057745,32056950,32056950,32057126,32057410,284,32057410,32057699,289,0,32057435,32057454,32057125,32057230,32056267,32056995,32057275,32057275,32057498,32056491,32057082,32057499,32057499,32057572,32056565,32057125,32057572,2054017966,2054495232
32057963,149,1013,0,0,32057963,32058758,32058758,32057963,32057964,32058140,32058423,283,32058423,32058712,289,0,32058447,32058467,32058139,32058243,32057275,32058008,32058287,32058288,32058511,32057499,32058095,32058511,32058511,32058584,32057572,32058139,32058584,2054626130,2055102912
32058970,150,1007,0,0,32058970,32059765,32059765,32058970,32058971,32059147,32059430,283,32059430,32059719,289,0,32059454,32059474,32059146,32059250,32058287,32059015,32059295,32059295,32059518,32058511,32059102,32059518,32059518,32059591,32058584,32059146,32059591,2055230358,2055706996
32059977,151,1007,0,0,32059977,32060771,32060771,32059977,32059978,32060154,32060437,283,32060437,32060726,289,0,32060461,32060481,32060153,32060257,32059295,32060022,32060301,32060301,32060525,32059518,32060109,32060525,32060525,32060598,32059591,32060153,32060598,2055834518,2056310924
32060984,152,1007,0,0,32060984,32061778,32061778,32060984,32060984,32061160,32061443,283,32061443,32061732,289,0,32061468,32061487,32061159,32061263,32060301,32061029,32061308,32061308,32061531,32060525,32061116,32061532,32061532,32061606,32060598,32061159,32061606,2056438382,2056915024
32061996,153,1012,0,0,32061996,32062791,32062791,32061997,32061997,32062173,32062457,284,32062457,32062746,289,0,32062482,32062501,32062172,32062277,32061308,32062042,32062322,32062322,32062545,32061532,32062129,32062546,32062546,32062620,32061606,32062172,32062620,2057046110,2057523084
32063004,154,1008,0,0,32063004,32063799,32063799,32063004,32063005,32063181,32063464,283,32063464,32063753,289,0,32063489,32063509,32063180,32063285,32062322,32063049,32063329,32063329,32063552,32062546,32063136,32063553,32063553,32063626,32062620,32063179,32063626,2057650592,2058127756
32064012,155,1008,0,0,32064012,32064807,32064807,32064012,32064013,32064188,32064472,284,32064472,32064761,289,0,32064497,32064516,32064187,32064292,32063329,32064057,32064337,32064337,32064560,32063553,32064144,32064561,32064561,32064635,32063626,32064187,32064635,2058255280,2058732380
32065019,156,1007,0,0,32065019,32065814,32065814,32065019,32065020,32065196,32065479,283,32065479,32065768,289,0,32065504,32065524,32065195,32065300,32064337,32065064,32065344,32065344,32065568,32064561,32065151,32065568,32065568,32065641,32064635,32065195,32065641,2058859840,2059336524
32066032,157,1013,0,0,32066032,32066826,32066826,32066032,32066033,32066209,32066492,283,32066492,32066781,289,0,32066516,32066536,32066208,32066312,32065344,32066077,32066356,32066356,32066580,32065568,32066164,32066580,32066580,32066653,32065641,32066208,32066653,2059467402,2059944040
32067039,158,1007,0,0,32067039,32067833,32067833,32067039,32067040,32067215,32067498,283,32067498,32067787,289,0,32067523,32067543,32067214,32067319,32066356,32067084,32067363,32067363,32067587,32066580,32067171,32067587,32067587,32067660,32066653,32067214,32067660,2060071502,2060547840
32068045,159,1006,0,0,32068045,32068839,32068839,32068045,32068046,32068222,32068505,283,32068505,32068794,289,0,32068529,32068549,32068221,32068325,32067363,32068090,32068369,32068370,32068593,32067587,32068177,32068593,32068593,32068666,32067660,32068221,32068666,2060675362,2061151704
32069057,160,1012,0,0,32069057,32069852,32069852,32069057,32069058,32069234,32069518,284,32069518,32069807,289,0,32069542,32069562,32069233,32069338,32068369,32069102,32069382,32069382,32069606,32068593,32069189,32069606,32069606,32069679,32068666,32069233,32069679,2061282646,2061759464
32070065,161,1008,0,0,32070065,32070859,32070859,32070065,32070065,32070241,32070525,284,32070525,32070814,289,0,32070550,32070569,32070240,32070345,32069382,32070110,32070390,32070390,32070613,32069606,32070197,32070614,32070614,32070687,32069679,32070240,32070687,2061886982,2062363832
32071072,162,1007,0,0,32071072,32071866,32071866,32071072,32071073,32071248,32071532,284,32071532,32071821,289,0,32071557,32071576,32071247,32071352,32070390,32071117,32071397,32071397,32071620,32070614,32071204,32071621,32071621,32071695,32070687,32071247,32071695,2062491286,2062967892
32072079,163,1007,0,0,32072079,32072873,32072873,32072079,32072079,32072255,32072539,284,32072539,32072828,289,0,32072564,32072583,32072254,32072359,32071397,32072124,32072404,32072404,32072627,32071621,32072211,32072628,32072628,32072701,32071695,32072254,32072702,2063095414,2063571728
32073091,164,1012,0,0,32073091,32073884,32073884,32073091,32073091,32073267,32073550,283,32073550,32073839,289,0,32073575,32073595,32073266,32073370,32072404,32073136,32073415,32073415,32073639,32072628,32073223,32073639,32073639,32073712,32072702,32073266,32073712,2063702598,2064178452
32074096,165,1005,0,0,32074096,32074889,32074889,32074096,32074097,32074273,32074556,283,32074556,32074845,289,0,32074580,32074600,32074272,32074376,32073415,32074141,32074421,32074421,32074644,32073639,32074228,32074644,32074644,32074717,32073712,32074272,32074717,2064305970,2064781704
32075102,166,1006,0,0,32075102,32075894,32075894,32075102,32075102,32075278,32075561,283,32075561,32075850,289,0,32075586,32075605,32075277,32075381,32074421,32075147,32075426,32075426,32075649,32074644,32075234,32075650,32075650,32075723,32074717,32075277,32075723,2064909154,2065384904
32076113,167,1011,0,0,32076113,32076906,32076906,32076113,32076114,32076290,32076573,283,32076573,32076862,289,0,32076597,32076617,32076289,32076393,32075426,32076158,32076438,32076438,32076661,32075650,32076245,32076662,32076662,32076735,32075723,32076289,32076735,2065516014,2065992084
32077119,168,1006,0,0,32077119,32077913,32077913,32077119,32077120,32077295,32077579,284,32077579,32077868,289,0,32077604,32077623,32077294,32077399,32076438,32077164,32077444,32077444,32077667,32076662,32077251,32077668,32077668,32077741,32076735,32077294,32077742,2066119522,2066595812
32078125,169,1006,0,0,32078125,32078919,32078919,32078125,32078126,32078302,32078586,284,32078586,32078875,289,0,32078610,32078630,32078301,32078406,32077444,32078170,32078450,32078450,32078674,32077668,32078257,32078674,32078674,32078747,32077742,32078301,32078747,2066723330,2067199732
32079132,170,1007,0,0,32079132,32079925,32079925,32079132,32079132,32079308,32079592,284,32079592,32079881,289,0,32079616,32079636,32079307,32079412,32078450,32079177,32079457,32079457,32079680,32078674,32079264,32079680,32079681,32079754,32078747,32079307,32079754,2067327190,2067802932
32080143,171,1011,0,0,32080143,32080935,32080935,32080143,32080143,32080319,32080602,283,32080602,32080891,289,0,32080627,32080646,32080318,32080423,32079457,32080188,32080467,32080467,32080690,32079680,32080275,32080691,32080691,32080764,32079754,32080318,32080765,2067933810,2068409396
32081148,172,1005,0,0,32081148,32081940,32081940,32081148,32081148,32081324,32081607,283,32081607,32081896,289,0,32081632,32081651,32081323,32081428,32080467,32081193,32081472,32081472,32081695,32080691,32081280,32081696,32081696,32081769,32080765,32081323,32081770,2068536846,2069012416
32082153,173,1005,0,0,32082153,32082946,32082946,32082153,32082154,32082330,32082612,282,32082612,32082901,289,0,32082637,32082657,32082328,32082433,32081472,32082198,32082477,32082477,32082700,32081696,32082285,32082701,32082701,32082775,32081770,32082328,32082775,2069139934,2069615768
32083158,174,1005,0,0,32083158,32083952,32083952,32083158,32083159,32083335,32083618,283,32083618,32083907,289,0,32083643,32083662,32083334,32083438,32082477,32083203,32083483,32083483,32083706,32082701,32083290,32083707,32083707,32083780,32082775,32083334,32083780,2069743214,2070219404
32084171,175,1013,0,0,32084171,32084965,32084965,32084171,32084171,32084347,32084631,284,32084631,32084920,289,0,32084655,32084675,32084346,32084451,32083483,32084216,32084495,32084496,32084719,32083707,32084303,32084720,32084720,32084793,32083780,32084346,32084793,2070350522,2070827500
32085178,176,1007,0,0,32085178,32085973,32085973,32085178,32085179,32085355,32085639,284,32085639,32085927,288,0,32085663,32085683,32085353,32085458,32084495,32085223,32085503,32085503,32085727,32084720,32085310,32085727,32085727,32085800,32084793,32085353,32085800,2070954954,2071431960
32086185,177,1007,0,0,32086185,32086980,32086980,32086185,32086186,32086362,32086646,284,32086646,32086935,289,0,32086670,32086690,32086361,32086466,32085503,32086230,32086510,32086510,32086734,32085727,32086317,32086734,32086734,32086807,32085800,32086361,32086807,2071559478,2072036264
32087198,178,1013,0,0,32087198,32087993,32087993,32087199,32087199,32087375,32087658,283,32087658,32087947,289,0,32087683,32087702,32087374,32087478,32086510,32087243,32087523,32087523,32087746,32086734,32087331,32087747,32087747,32087820,32086807,32087374,32087821,2072167306,2072643716
32088205,179,1007,0,0,32088205,32088998,32088998,32088205,32088206,32088382,32088664,282,32088664,32088953,289,0,32088689,32088708,32088381,32088485,32087523,32088250,32088529,32088529,32088752,32087747,32088337,32088753,32088753,32088826,32087821,32088381,32088826,2072771242,2073247144
32089211,180,1006,0,0,32089211,32090005,32090005,32089211,32089211,32089387,32089670,283,32089670,32089959,289,0,32089695,32089715,32089386,32089491,32088529,32089256,32089535,32089535,32089758,32088753,32089343,32089759,32089759,32089833,32088826,32089386,32089833,2073374630,2073851448
32090218,181,1007,0,0,32090218,32091012,32091012,32090218,32090219,32090395,32090677,282,32090677,32090966,289,0,32090701,32090721,32090393,32090498,32089535,32090263,32090542,32090542,32090765,32089759,32090350,32090765,32090766,32090839,32089833,32090393,32090839,2073978966,2074455260
32091230,182,1012,0,0,32091230,32092025,32092025,32091230,32091231,32091407,32091690,283,32091691,32091980,289,0,32091715,32091735,32091406,32091511,32090542,32091275,32091555,32091555,32091779,32090765,32091362,32091779,32091779,32091852,32090839,32091406,32091852,2074586298,2075063228
32092238,183,1008,0,0,32092238,32093032,32093032,32092238,32092238,32092414,32092698,284,32092698,32092987,289,0,32092722,32092742,32092413,32092518,32091555,32092283,32092562,32092563,32092786,32091779,32092370,32092786,32092787,32092860,32091852,32092413,32092860,2075190750,2075667512
32093245,184,1007,0,0,32093245,32094039,32094039,32093245,32093245,32093421,32093705,284,32093705,32093994,289,0,32093730,32093749,32093420,32093525,32092562,32093290,32093570,32093570,32093793,32092786,32093377,32093794,32093794,32093867,32092860,32093420,32093867,2075794966,2076271804
32094258,185,1013,0,0,32094258,32095051,32095051,32094258,32094258,32094434,32094717,283,32094717,32095006,289,0,32094742,32094761,32094433,32094537,32093570,32094303,32094582,32094582,32094805,32093794,32094390,32094806,32094806,32094879,32093867,32094433,32094879,2076402754,2076878676
32095263,186,1005,0,0,32095263,32096056,32096056,32095263,32095264,32095440,32095723,283,32095723,32096012,289,0,32095747,32095767,32095439,32095543,32094582,32095308,32095587,32095588,32095811,32094806,32095395,32095811,32095811,32095884,32094879,32095439,32095884,2077006122,2077482096
32096269,187,1006,0,0,32096269,32097062,32097062,32096269,32096270,32096446,32096728,282,32096728,32097017,289,0,32096753,32096773,32096445,32096549,32095587,32096314,32096593,32096593,32096817,32095811,32096401,32096817,32096817,32096890,32095884,32096445,32096890,2077609618,2078085692
32097275,188,1006,0,0,32097275,32098069,32098069,32097275,32097276,32097452,32097735,283,32097735,32098024,289,0,32097759,32097779,32097450,32097555,32096593,32097320,32097599,32097599,32097823,32096817,32097407,32097823,32097824,32097897,32096890,32097450,32097897,2078213142,2078689688
32098288,189,1013,0,0,32098288,32099082,32099082,32098288,32098288,32098464,32098748,284,32098748,32099036,288,0,32098773,32098792,32098463,32098568,32097599,32098333,32098613,32098613,32098836,32097823,32098420,32098837,32098837,32098910,32097897,32098463,32098910,2078820814,2079297420
32099294,190,1006,0,0,32099294,32100089,32100089,32099294,32099295,32099471,32099755,284,32099755,32100044,289,0,32099779,32099799,32099470,32099575,32098613,32099339,32099619,32099619,32099843,32098837,32099426,32099843,32099843,32099916,32098910,32099470,32099916,2079424858,2079901520
32100301,191,1007,0,0,32100301,32101096,32101096,32100301,32100302,32100478,32100762,284,32100762,32101051,289,0,32100786,32100806,32100477,32100582,32099619,32100346,32100626,32100626,32100850,32099843,32100433,32100850,32100850,32100923,32099916,32100477,32100923,2080029042,2080505896
32101309,192,1008,0,0,32101309,32102103,32102103,32101309,32101309,32101485,32101768,283,32101769,32102057,288,0,32101793,32101813,32101484,32101589,32100626,32101354,32101633,32101633,32101857,32100850,32101441,32101857,32101857,32101930,32100923,32101484,32101930,2080633350,2081110276
32102322,193,1013,0,0,32102322,32103116,32103116,32102322,32102322,32102498,32102781,283,32102781,32103070,289,0,32102806,32102825,32102497,32102601,32101633,32102367,32102646,32102646,32102869,32101857,32102454,32102870,32102870,32102943,32101930,32102497,32102944,2081241194,2081717768
32103328,194,1006,0,0,32103328,32104122,32104122,32103328,32103329,32103505,32103788,283,32103788,32104077,289,0,32103812,32103832,32103504,32103608,32102646,32103373,32103653,32103653,32103876,32102870,32103460,32103876,32103876,32103949,32102944,32103504,32103949,2081845218,2082321544
32104335,195,1007,0,0,32104335,32105129,32105129,32104335,32104335,32104511,32104794,283,32104794,32105083,289,0,32104819,32104838,32104510,32104615,32103653,32104380,32104659,32104659,32104882,32103876,32104467,32104883,32104883,32104957,32103949,32104510,32104957,2082449066,2082925460
32105347,196,1012,0,0,32105347,32106142,32106142,32105347,32105348,32105524,32105807,283,32105807,32106096,289,0,32105832,32105852,32105523,32105628,32104659,32105392,32105672,32105672,32105896,32104883,32105479,32105896,32105896,32105969,32104957,32105523,32105969,2083056506,2083533464
32106355,197,1008,0,0,32106355,32107149,32107149,32106355,32106355,32106531,32106815,284,32106815,32107103,288,0,32106839,32106859,32106530,32106635,32105672,32106400,32106680,32106680,32106903,32105896,32106487,32106903,32106904,32106977,32105969,32106530,32106977,2083660982,2084137656
32107361,198,1006,0,0,32107361,32108156,32108156,32107362,32107362,32107538,32107822,284,32107822,32108111,289,0,32107846,32107866,32107537,32107642,32106680,32107406,32107686,32107687,32107910,32106903,32107494,32107911,32107911,32107984,32106977,32107537,32107984,2084265110,2084742004
