master_time_us,control_tick_sequence,dt_us,section_id,primitive_id,primitive_family,direction_id,phase_id,speed_bin,start_marker_id,mirrored,repeat_index,progress_norm,mode_flags,clipping_flags,saturation_flags,logger_flags,watchdog_flags,measurement_flags,pose_x_m,pose_y_m,pose_yaw_rad,measured_linear_speed_mps,measured_angular_speed_radps,cmd_linear_mps,cmd_angular_radps,left_drive_command,right_drive_command,left_feedforward_command,right_feedforward_command,left_feedback_command,right_feedback_command,left_target_velocity_mps,right_target_velocity_mps,left_launch_assist_floor,right_launch_assist_floor,encoder_timestamp_us,left_encoder_count,right_encoder_count,left_encoder_omega_radps,right_encoder_omega_radps,left_encoder_distance_m,right_encoder_distance_m,left_encoder_velocity_mps,right_encoder_velocity_mps,imu_timestamp_us,imu_status,imu_interrupt_high,accel_bias_valid,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_accel_x,imu_accel_y,imu_accel_z,imu_temp,gyro_raw_radps,gyro_bias_radps,gyro_radps,accel_body_x_mps2,accel_body_y_mps2,planar_accel_mps2,front_timestamp_us,left_timestamp_us,right_timestamp_us,front_left_obs_class,front_right_obs_class,left_obs_class,right_obs_class,front_left_obs_rho_m,front_right_obs_rho_m,left_obs_rho_m,right_obs_rho_m,front_left_obs_confidence,front_right_obs_confidence,left_obs_confidence,right_obs_confidence,fan_duty_cycle
32336860,211,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500254213809967,0.22484007477760315,1.5715124607086182,0.0,0.023142188787460327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32336861,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32337365,3,0,1,32,92,18,15,-26,3946,-7976,0.021991148591041565,-0.0011510398471727967,0.023142188787460327,-0.09924865514039993,-0.17460176348686218,0.20083841681480408,32337185,32337409,32337483,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32337877,212,1017,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500254213809967,0.22484007477760315,1.571514368057251,0.0,0.0035873118322342634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32337878,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32338382,3,0,1,11,40,2,118,-2,3746,-7976,0.0024434609804302454,-0.001143850851804018,0.0035873118322342634,0.14691764116287231,-0.11693967133760452,0.1877756118774414,32338202,32338426,32338500,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32338887,213,1010,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500254213809967,0.22484007477760315,1.5715153217315674,0.0,-0.011051306501030922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32338888,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32339392,3,0,1,-16,-40,-10,171,69,3624,-7976,-0.012217304669320583,-0.001165997819043696,-0.011051306501030922,0.2731897830963135,0.052844833582639694,0.2782538831233978,32339212,32339436,32339510,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32339903,214,1016,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500218451023102,0.22484007477760315,1.5715163946151733,0.0,-0.025660648941993713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32339904,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32340407,3,0,1,-18,-98,-22,141,116,3676,-7976,-0.02687807008624077,-0.0012174219591543078,-0.025660648941993713,0.20100225508213043,0.16497687995433807,0.26003706455230713,32340227,32340451,32340524,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32340912,215,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500218451023102,0.22484007477760315,1.5715152025222778,0.0,-0.013416456989943981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32340913,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32341416,3,0,1,-4,-74,-12,59,105,3893,-7976,-0.014660765416920185,-0.0012443086598068476,-0.013416456989943981,0.004781234078109264,0.13837851583957672,0.13846108317375183,32341237,32341461,32341534,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32341927,216,1015,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500218451023102,0.22484007477760315,1.57151460647583,0.0,-0.0011967539321631193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32341928,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32342431,3,0,1,-8,29,-2,-25,57,4106,-7976,-0.0024434609804302454,-0.001246707048267126,-0.0011967539321631193,-0.19582344591617584,0.023475971072912216,0.19722561538219452,32342251,32342475,32342549,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32342936,217,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500218451023102,0.22484007477760315,1.5715135335922241,0.0,0.017094943672418594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32342937,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32343440,3,0,1,6,103,13,-59,10,4133,-7976,0.015882495790719986,-0.0012124486966058612,0.017094943672418594,-0.2766250669956207,-0.08880872279405594,0.2905312478542328,32343260,32343484,32343557,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32343950,218,1014,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500218451023102,0.22484007477760315,1.5715128183364868,0.0,0.024376478046178818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32343951,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32344455,3,0,1,29,96,19,-1,-19,3996,-7976,0.02321287989616394,-0.0011635980335995555,0.024376478046178818,-0.13756567239761353,-0.15788418054580688,0.20940804481506348,32344275,32344499,32344573,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32344959,219,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500218451023102,0.22484007477760315,1.5715140104293823,0.0,0.0121348537504673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32344960,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32345464,3,0,1,16,55,9,104,-1,3801,-7976,0.010995574295520782,-0.0011392796877771616,0.0121348537504673,0.11345334351062775,-0.11458374559879303,0.16124854981899261,32345284,32345508,32345581,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32345968,220,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500218451023102,0.22484007477760315,1.5715152025222778,0.0,-0.004959433805197477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32345969,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32346473,3,0,1,-11,-32,-5,169,59,3636,-7976,-0.006108652334660292,-0.0011492184130474925,-0.004959433805197477,0.2684488296508789,0.028927631676197052,0.27000293135643005,32346293,32346517,32346590,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32346983,221,1015,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500218451023102,0.22484007477760315,1.5715166330337524,0.0,-0.024458108469843864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32346984,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32347487,3,0,1,-20,-92,-21,155,100,3636,-7976,-0.025656340643763542,-0.001198232639580965,-0.024458108469843864,0.23447942733764648,0.12677928805351257,0.26655879616737366,32347308,32347532,32347606,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32347992,222,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500218451023102,0.22484007477760315,1.5715162754058838,0.0,-0.020751331001520157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32347993,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32348496,3,0,1,-7,-81,-18,77,103,3834,-7976,-0.021991148591041565,-0.0012398185208439827,-0.020751331001520157,0.04774358496069908,0.13368985056877136,0.14195924997329712,32348316,32348540,32348613,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32349007,223,1015,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500218451023102,0.22484007477760315,1.5715147256851196,0.0,-0.004859096370637417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32349008,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32349511,7,0,1,-7,5,-5,-13,70,4070,-7967,-0.006108652334660292,-0.0012495561968535185,-0.004859096370637417,-0.16727524995803833,0.05461723357439041,0.1759660392999649,32349332,32349556,32349629,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32350016,224,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500239312648773,0.22484007477760315,1.5715136528015137,0.0,0.012220640666782856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32350017,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32350520,3,0,1,-3,97,9,-57,22,4149,-7967,0.010995574295520782,-0.001225066022016108,0.012220640666782856,-0.272014319896698,-0.060117777436971664,0.27857843041419983,32350340,32350564,32350637,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32351031,225,1015,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500239312648773,0.22484007477760315,1.5715123414993286,0.0,0.025608355179429054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32351032,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32351536,3,0,1,20,103,20,-15,-18,4044,-7967,0.024434609338641167,-0.0011737466556951404,0.025608355179429054,-0.17117273807525635,-0.1555190235376358,0.23127099871635437,32351356,32351580,32351654,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32352042,226,1011,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500239312648773,0.22484007477760315,1.571513295173645,0.0,0.015802843496203423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32352042,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32352546,3,0,1,9,69,12,86,-9,3841,-7967,0.014660765416920185,-0.0011420776136219501,0.015802843496203423,0.07036134600639343,-0.1337156444787979,0.15109796822071075,32352366,32352590,32352664,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
32353057,227,1015,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22500239312648773,0.22484007477760315,1.5715144872665405,0.0,-0.0012987805530428886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32353058,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,32353562,3,0,1,-9,-20,-2,162,50,3639,-7967,-0.0024434609804302454,-0.0011446804273873568,-0.0012987805530428886,0.2517114281654358,0.007445959839969873,0.25182151794433594,32353382,32353606,32353679,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
