master_time_us,control_tick_sequence,dt_us,section_id,primitive_id,primitive_family,direction_id,phase_id,speed_bin,start_marker_id,mirrored,repeat_index,progress_norm,mode_flags,clipping_flags,saturation_flags,logger_flags,watchdog_flags,measurement_flags,pose_x_m,pose_y_m,pose_yaw_rad,measured_linear_speed_mps,measured_angular_speed_radps,cmd_linear_mps,cmd_angular_radps,left_drive_command,right_drive_command,left_feedforward_command,right_feedforward_command,left_feedback_command,right_feedback_command,left_target_velocity_mps,right_target_velocity_mps,left_launch_assist_floor,right_launch_assist_floor,encoder_timestamp_us,left_encoder_count,right_encoder_count,left_encoder_omega_radps,right_encoder_omega_radps,left_encoder_distance_m,right_encoder_distance_m,left_encoder_velocity_mps,right_encoder_velocity_mps,imu_timestamp_us,imu_status,imu_interrupt_high,accel_bias_valid,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_accel_x,imu_accel_y,imu_accel_z,imu_temp,gyro_raw_radps,gyro_bias_radps,gyro_radps,accel_body_x_mps2,accel_body_y_mps2,planar_accel_mps2,front_timestamp_us,left_timestamp_us,right_timestamp_us,front_left_obs_class,front_right_obs_class,left_obs_class,right_obs_class,front_left_obs_rho_m,front_right_obs_rho_m,left_obs_rho_m,right_obs_rho_m,front_left_obs_confidence,front_right_obs_confidence,left_obs_confidence,right_obs_confidence,fan_duty_cycle
35925072,3759,1010,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715363025665283,0.0,-0.0030071428045630455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35925073,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35925577,3,0,1,-24,-4,-3,163,60,3675,-7889,-0.0036651913542300463,-0.0006580484332516789,-0.0030071428045630455,0.2531099319458008,0.027732834219932556,0.25462472438812256,35925397,35925621,35925694,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35926088,3760,1016,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.571537733078003,0.0,-0.024948295205831528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35926088,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35926591,7,0,1,-32,-77,-21,163,111,3606,-7944,-0.025656340643763542,-0.0007080450304783881,-0.024948295205831528,0.2526037096977234,0.14946724474430084,0.29351162910461426,35926412,35926636,35926709,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35927096,3761,1008,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715374946594238,0.0,-0.02002125047147274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35927097,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35927599,3,0,1,-5,-103,-17,92,116,3767,-7944,-0.02076941914856434,-0.0007481678039766848,-0.02002125047147274,0.0825478658080101,0.16110850870609283,0.18102513253688812,35927420,35927644,35927718,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35928110,3762,1014,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715363025665283,0.0,-0.007788337767124176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35928111,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35928614,3,0,1,12,-21,-7,-1,76,4025,-7944,-0.00855211354792118,-0.0007637757225893438,-0.007788337767124176,-0.13970467448234558,0.06526479870080948,0.1541975736618042,35928434,35928658,35928731,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35929118,3763,1008,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.571534514427185,0.0,0.016612978652119637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35929119,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35929622,3,0,1,10,71,13,-60,24,4136,-7944,0.015882495790719986,-0.0007304832106456161,0.016612978652119637,-0.2803194522857666,-0.05904367193579674,0.2864701747894287,35929443,35929666,35929740,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35930132,3764,1014,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715340375900269,0.0,0.021456902846693993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35930133,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35930636,3,0,1,20,107,17,-33,-11,4064,-7944,0.02076941914856434,-0.0006874834070913494,0.021456902846693993,-0.21528181433677673,-0.14250688254833221,0.258175253868103,35930457,35930681,35930755,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35931140,3765,1008,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715341567993164,0.0,0.020194701850414276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35931141,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35931644,3,0,1,19,72,16,70,-4,3895,-7944,0.019547687843441963,-0.0006470130756497383,0.020194701850414276,0.031116558238863945,-0.12550561130046844,0.12930543720722198,35931465,35931689,35931763,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35932153,3766,1013,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715358257293701,0.0,0.0030842931009829044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35932154,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35932658,3,0,1,-20,12,2,156,48,3673,-7944,0.0024434609804302454,-0.000640832120552659,0.0030842931009829044,0.2364255040884018,-0.001076680258847773,0.23642794787883759,35932478,35932702,35932776,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35933160,3767,1007,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715374946594238,0.0,-0.020088329911231995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35933161,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35933665,3,0,1,-29,-70,-17,164,102,3585,-7944,-0.02076941914856434,-0.000681089295540005,-0.020088329911231995,0.2550569474697113,0.12787948548793793,0.2853194773197174,35933485,35933709,35933782,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35934167,3768,1007,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715384483337402,0.0,-0.0298621729016304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35934168,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35934671,3,0,1,0,-101,-25,103,115,3754,-7944,-0.030543262138962746,-0.000681089295540005,-0.0298621729016304,0.10887658596038818,0.1586681753396988,0.1924310177564621,35934491,35934715,35934788,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35935179,3769,1012,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715367794036865,0.0,-0.012732429429888725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35935180,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35935683,3,0,1,10,-30,-11,7,78,4013,-7944,-0.013439035043120384,-0.0007066052057780325,-0.012732429429888725,-0.12059272825717926,0.06999347358942032,0.13943347334861755,35935503,35935727,35935801,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35936185,3770,1006,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715354681015015,0.0,0.014117348939180374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35936186,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35936689,3,0,1,5,58,11,-58,26,4142,-7944,0.013439035043120384,-0.0006783139542676508,0.014117348939180374,-0.2755739688873291,-0.0543244332075119,0.2808774709701538,35936509,35936733,35936806,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35937198,3771,1013,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715351104736328,0.0,0.01896626129746437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35937199,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35937702,3,0,1,21,106,15,-39,-10,4100,-7944,0.018325956538319588,-0.0006403053994290531,0.01896626129746437,-0.2296501100063324,-0.14018511772155762,0.2690558135509491,35937523,35937747,35937821,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35938206,3772,1008,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715349912643433,0.0,0.0213669054210186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35938207,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35938710,3,0,1,18,79,17,56,-8,3925,-7944,0.02076941914856434,-0.0005974859814159572,0.0213669054210186,-0.00232729222625494,-0.1351286768913269,0.13514871895313263,35938531,35938755,35938829,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35939220,3773,1014,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715371370315552,0.0,-0.0006229960126802325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35939221,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35939725,3,0,1,-17,16,-1,146,35,3694,-7944,-0.0012217304902151227,-0.0005987344775348902,-0.0006229960126802325,0.2126006931066513,-0.032172832638025284,0.2150212824344635,35939545,35939769,35939843,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35940230,3774,1010,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715385675430298,0.0,-0.020130343735218048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35940230,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35940734,3,0,1,-34,-62,-17,167,91,3591,-7944,-0.02076941914856434,-0.0006390758790075779,-0.020130343735218048,0.2623242735862732,0.1016215905547142,0.28132006525993347,35940555,35940778,35940851,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35941244,3775,1014,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.571539044380188,0.0,-0.02496723085641861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35941245,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35941748,3,0,1,-6,-108,-21,116,115,3727,-7944,-0.025656340643763542,-0.0006891104276292026,-0.02496723085641861,0.14000973105430603,0.15873123705387115,0.21165616810321808,35941568,35941792,35941865,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35942252,3776,1008,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715383291244507,0.0,-0.010285850614309311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35942253,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35942756,7,0,1,5,-44,-9,22,82,3990,-7966,-0.010995574295520782,-0.000709723390173167,-0.010285850614309311,-0.08474577218294144,0.07960853725671768,0.11627280712127686,35942577,35942801,35942874,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35943267,3777,1015,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.571536660194397,0.0,0.012901173904538155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35943268,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35943771,3,0,1,14,51,10,-46,29,4142,-7966,0.012217304669320583,-0.0006838693516328931,0.012901173904538155,-0.2469628006219864,-0.047116633504629135,0.2514171898365021,35943591,35943815,35943888,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35944276,3778,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715361833572388,0.0,0.022629667073488235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35944277,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35944780,3,0,1,20,112,18,-38,-7,4103,-7966,0.021991148591041565,-0.0006385193555615842,0.022629667073488235,-0.22736458480358124,-0.1329917311668396,0.26340359449386597,35944601,35944825,35944899,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35945291,3779,1015,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715361833572388,0.0,0.02258440852165222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35945292,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35945796,3,0,1,13,84,18,52,-6,3934,-7966,0.021991148591041565,-0.0005932600470259786,0.02258440852165222,-0.011986535042524338,-0.13033771514892578,0.1308877319097519,35945616,35945840,35945913,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35946301,3780,1010,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715384483337402,0.0,-0.0006272135069593787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35946301,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35946805,3,0,1,-12,27,-1,145,33,3700,-7966,-0.0012217304902151227,-0.000594516983255744,-0.0006272135069593787,0.2101248949766159,-0.03694360330700874,0.21334783732891083,35946626,35946850,35946923,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35947315,3781,1014,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715397596359253,0.0,-0.017695976421236992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35947315,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35947819,3,0,1,-29,-62,-15,169,90,3584,-7966,-0.018325956538319588,-0.0006299798842519522,-0.017695976421236992,0.2670174837112427,0.09924840182065964,0.2848659157752991,35947640,35947863,35947937,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35948322,3782,1007,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.571540117263794,0.0,-0.023757020011544228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35948323,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35948826,3,0,1,1,-113,-20,118,120,3715,-7966,-0.024434609338641167,-0.0006775891524739563,-0.023757020011544228,0.14469358325004578,0.17069101333618164,0.2237669676542282,35948646,35948870,35948943,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35949335,3783,1013,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715396404266357,0.0,-0.013955209404230118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35949336,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35949839,3,0,1,9,-52,-12,24,88,3972,-7966,-0.014660765416920185,-0.00070555554702878,-0.013955209404230118,-0.08007127791643143,0.09393242001533508,0.12342897057533264,35949660,35949883,35949956,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35950342,3784,1007,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.571537733078003,0.0,0.011677728034555912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35950343,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35950846,3,0,1,15,44,9,-50,35,4140,-7966,0.010995574295520782,-0.0006821533315815032,0.011677728034555912,-0.25662586092948914,-0.0328214056789875,0.2587162256240845,35950667,35950891,35950964,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35951356,3785,1014,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715376138687134,0.0,0.012873658910393715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35951357,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35951861,3,0,1,27,116,10,-54,-2,4119,-7966,0.012217304669320583,-0.0006563544156961143,0.012873658910393715,-0.2656647861003876,-0.1211131364107132,0.2919694781303406,35951681,35951905,35951979,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35952364,3786,1008,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715373754501343,0.0,0.0165057722479105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35952365,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35952868,3,0,1,22,90,13,30,-18,3953,-7966,0.015882495790719986,-0.0006232767482288182,0.0165057722479105,-0.06453833729028702,-0.15907952189445496,0.17167262732982635,35952689,35952913,35952987,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35953372,3787,1008,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715386867523193,0.0,0.0030606042128056288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35953373,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35953876,3,0,1,-9,33,2,130,12,3724,-7966,0.0024434609804302454,-0.0006171432905830443,0.0030606042128056288,0.17439444363117218,-0.08712024241685867,0.19494450092315674,35953697,35953921,35953995,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35954386,3788,1014,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715398788452148,0.0,-0.012796248309314251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35954387,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35954891,3,0,1,-29,-53,-11,169,77,3593,-7966,-0.013439035043120384,-0.0006427870830520988,-0.012796248309314251,0.26717907190322876,0.06827640533447266,0.27576500177383423,35954711,35954935,35955009,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35955395,3789,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715408325195312,0.0,-0.02496352605521679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35955396,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35955899,3,0,1,-6,-111,-21,127,115,3699,-7966,-0.025656340643763542,-0.0006928141810931265,-0.02496352605521679,0.1663471907377243,0.15888525545597076,0.23003458976745605,35955719,35955943,35956017,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35956408,3790,1013,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.571540117263794,0.0,-0.017597876489162445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35956409,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35956913,3,0,1,4,-62,-15,36,92,3946,-7966,-0.018325956538319588,-0.00072808051481843,-0.017597876489162445,-0.05129688233137131,0.10364262014627457,0.11564239114522934,35956733,35956957,35957031,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35957417,3791,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715389251708984,0.0,0.006823059171438217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35957418,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35957920,3,0,1,12,33,5,-39,40,4130,-7966,0.006108652334660292,-0.0007144070696085691,0.006823059171438217,-0.2302970588207245,-0.020742591470479965,0.23122930526733398,35957741,35957965,35958039,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35958431,3792,1014,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.571537971496582,0.0,0.020221570506691933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35958432,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35958936,7,0,1,23,107,16,-52,-3,4136,-7895,0.019547687843441963,-0.0006738828960806131,0.020221570506691933,-0.2608809769153595,-0.12338670343160629,0.2885882258415222,35958756,35958980,35959053,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35959442,3793,1011,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715376138687134,0.0,0.023838989436626434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35959443,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35959946,3,0,1,18,93,19,24,-18,3969,-7895,0.02321287989616394,-0.0006261093658395112,0.023838989436626434,-0.07886839658021927,-0.1589604914188385,0.17745044827461243,35959767,35959991,35960065,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35960457,3794,1015,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715385675430298,0.0,0.004282718058675528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35960458,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35960962,3,0,1,-8,40,3,126,13,3743,-7895,0.0036651913542300463,-0.0006175267626531422,0.004282718058675528,0.16486911475658417,-0.08461342006921768,0.18531394004821777,35960782,35961006,35961079,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35961467,3795,1010,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715397596359253,0.0,-0.012795865535736084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35961467,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35961971,3,0,1,-25,-47,-11,173,79,3613,-7895,-0.013439035043120384,-0.0006431697984226048,-0.012795865535736084,0.27677711844444275,0.07316625118255615,0.2862846255302429,35961792,35962016,35962090,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35962481,3796,1014,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715404748916626,0.0,-0.022524571046233177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35962482,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35962985,3,0,1,-11,-105,-19,138,120,3686,-7895,-0.02321287989616394,-0.0006883092573843896,-0.022524571046233177,0.19264227151870728,0.1709294319152832,0.25754207372665405,35962805,35963029,35963102,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
35963490,3797,1009,1,2,2,0,1,0,0,0,1,0.0,8,0,0,0,0,120,0.22499848902225494,0.2248399406671524,1.5715402364730835,0.0,-0.01760237291455269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35963491,0,1,0.0,0.0,0.0,5.872132987860823e-06,0.0,0.0,35963993,3,0,1,3,-65,-15,45,101,3916,-7895,-0.018325956538319588,-0.0007235845550894737,-0.01760237291455269,-0.029830463230609894,0.1252148598432541,0.12871915102005005,35963814,35964038,35964112,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929
