source_row_index,master_time_us,dt_s,vf_mps,vr_mps,yaw_rate_radps,heading_rad,predicted_forward_accel_mps2,predicted_right_accel_mps2,predicted_yaw_accel_radps2,max_abs_sigma_state,max_abs_sigma_prediction,covariance_trace,max_abs_state,yaw_rate_nis,forward_accel_nis,right_accel_nis
30605,45814671,0.001,0.0264980405994,-0.0005660889329,-0.0405609850877,-0.00131755786837,0.437541132696,0.738625171525,-23.8593085355,16.5937687932,36.4952779468,37.6137681979,1.89343976762,0.721438899782,0.725141950167,0.201281930802
30606,45815671,0.001,0.0276826104011,-0.000687876438181,-0.00463156343433,-0.00130644012584,1.05762488896,-0.0963969299692,4.49343152554,17.7313647021,22.5082531723,35.682663306,2.77367977649,0.98027545297,0.0262276732878,0.12602281295
30607,45816671,0.001,0.031000998378,-0.000835815336497,0.0265167677207,-0.0012725539436,1.26425088921,-0.389032958228,14.7180347419,18.1622625227,28.8153576403,33.843877093,3.04728811427,0.262204569374,0.472239553445,0.27537242767
30608,45817671,0.001,0.0330127906225,-0.000855471814416,0.0368040164384,-0.0012411143213,0.671121510346,-0.282112532469,11.5236990954,17.952460987,21.8828116092,32.1020413797,2.79642568371,0.016005260874,0.0971556918053,0.0506246816272
30609,45818671,0.001,0.0299491905601,-0.000752144727843,0.0203396785922,-0.00123386859002,0.0765356809238,-0.424721991784,16.2221964687,17.5294836237,19.1772798511,30.5681709388,1.71673611,1.16275665415,0.219878095318,0.0517446243118
30610,45819671,0.001,0.0321649489272,-0.000791466939914,0.0103749077463,-0.00125128973699,0.932110022464,-1.08248143855,38.3229782057,16.352374795,37.2869019445,29.2644361449,0.438205344617,3.27914564899,0.030875802743,0.693014552077
30611,45820671,0.001,0.0336388654797,-0.000709579233434,-0.0133920499933,-0.0012786788477,1.07302069729,-0.0244889495127,2.35308748956,14.0762728434,17.0233078672,28.0221654422,1.02719230399,0.843545255592,0.000620572137165,0.00283239127069
30612,45821671,0.001,0.0366427139726,-0.000768703027992,0.00299658674913,-0.00128249580877,1.46770173753,-0.466344299647,17.3551313267,13.0524039874,26.9051078343,26.8442774218,1.29738529594,0.00882848238289,0.206648717265,0.260551990506
30613,45822671,0.001,0.0360866221775,-0.000705983096419,0.00569318254152,-0.00124374586566,0.40048090859,0.677009996026,-21.3814288222,12.3658448253,30.4336700711,25.7058018061,0.440712850217,1.0847277756,0.141714826911,0.194882219884
30614,45823671,0.001,0.0353499073124,-0.000665702029927,0.0293304549637,-0.0011920677244,0.24932810769,0.287495659733,-8.39057997954,13.3754845615,16.2895138342,24.724496354,0.661101921923,1.30671830441,0.0340789879165,0.0516589880373
30615,45824671,0.001,0.0381093554487,-0.000683863487378,0.0420082328422,-0.00115189589703,0.796607036846,-0.198886460203,7.84796202827,14.1015393741,18.4751479642,23.8425509132,0.694586727643,0.0163531669658,0.204912090668,0.00174449811776
30616,45825671,0.001,0.0350734168206,-0.000605380212365,0.0240322906137,-0.00114299391618,0.209192717682,-0.356678734645,13.1659293754,13.8574301412,15.2858620501,22.9890569298,0.440221301864,0.999773618153,0.255213561193,0.0124463826015
30617,45826671,0.001,0.0305191262686,-0.000507851974651,-0.00778956683825,-0.00115851941647,0.320950074581,-0.0316471546258,1.80873606067,13.0390630098,21.8247852399,22.2512105323,0.527805635215,0.867097227205,0.650701397726,0.00381318072583
30618,45827671,0.001,0.0320567253799,-0.000541263782159,-0.00539860614223,-0.00118435172555,1.24068830587,-0.588970214622,20.5910074914,12.3873602169,25.6939774943,21.5783351116,1.22759672256,0.600574518882,0.00452490929883,0.332718125168
30619,45828671,0.001,0.03400499611,-0.000554543613034,-0.0103364102805,-0.00117423296484,1.08839952671,0.50361943452,-16.4373901621,11.4145265903,27.0161326535,20.9009104231,0.803481360604,0.246039011324,0.000300471894253,0.0705029308242
30620,45829671,0.001,0.0388036508959,-0.000665344275981,0.00910300449493,-0.00112197130032,1.17458702244,0.581343013698,-19.1479328686,11.7101631059,21.4624644918,20.2409509764,0.451075281688,1.7903909179,0.200692730875,0.179157256167
