candidate_id,status,segments,samples,active_sigma_points,prediction_sigma_points,measurement_update_count,finite,sigma_nonfinite_count,factorization_failure_count,max_abs_state,max_abs_prediction,max_abs_sigma_state,max_abs_sigma_prediction,max_covariance_trace,max_yaw_rate_nis,max_forward_accel_nis,max_right_accel_nis,yaw_rate_rms_nis,forward_accel_rms_nis,right_accel_rms_nis
shear_rate,pass,100,125088,11,1375968,375264,True,0,0,34.2435649551,380.588451536,176.34722298,400.358396644,141.962887382,4913.69059057,658.327103729,563.529700179,81.2786261206,21.2718653284,19.507545359
