candidate_id,trial_id,train_score,validation_score,is_nominal,is_fixed,parameter_json
baseline/current_holdover,baseline/current_holdover:fixed,4.78893846926,4.56799503378,true,true,"{""combined_slip_envelope_exponent"": 2.0, ""lateral_slip_gain_n_per_mps"": 16.0, ""longitudinal_slip_gain_n_per_mps"": 16.0, ""low_speed_blend_mps"": 0.07, ""peak_friction_coefficient_at_80pct_fan"": 1.65}"
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,3.55092816148,3.38809653108,true,false,"{""combined_slip_envelope_exponent"": 3.244282655014528, ""lateral_slip_gain_n_per_mps"": 41.99961135070954, ""longitudinal_slip_gain_n_per_mps"": 23.5594188268899, ""low_speed_blend_mps"": 0.05775178548161429, ""peak_friction_coefficient_at_80pct_fan"": 1.480095059229333}"
candidate_2_stribeck,candidate_2_stribeck:nominal,3.57217360998,3.4645413105,true,false,"{""dynamic_to_static_grip_ratio"": 0.6397226456574024, ""low_speed_blend_mps"": 0.07409175983206846, ""peak_friction_coefficient_at_80pct_fan"": 2.726509595304246, ""stribeck_velocity_mps"": 0.003665268682732513, ""viscous_slip_damping_n_per_mps"": 18.227524519585277}"
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,3.52711634874,3.37878498777,true,false,"{""lateral_load_sensitivity"": 0.3644177162147088, ""lateral_slip_gain_n_per_mps"": 57.98571388575006, ""longitudinal_load_sensitivity"": 0.7325865097689137, ""longitudinal_slip_gain_n_per_mps"": 20.848876562597617, ""low_speed_blend_mps"": 0.07327079642131638, ""peak_friction_coefficient_at_80pct_fan"": 2.351963797427419, ""yaw_coupling_gain"": 0.2737813556278659}"
