candidate_id,trial_id,split,stage,log_field,count,rms_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,parameter_field,parameter_value_kind,parameter_value,launch_command_signature,launch_cmd_linear_mps_median_mean
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,SEC_20_LAUNCH,right_accel_nis,448,0.0874714741512,1.73205080757,1.73205080757,1.64457933342,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,SEC_20_LAUNCH,yaw_rate_nis,448,0.779692748276,1.73205080757,1.73205080757,0.952358059293,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,SEC_30_STRAIGHT,forward_accel_nis,33126,32.3098363186,1.73205080757,32.3098363186,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,SEC_30_STRAIGHT,right_accel_nis,33126,8.07802510136,1.73205080757,8.07802510136,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,SEC_30_STRAIGHT,yaw_rate_nis,33126,513.734981999,1.73205080757,513.734981999,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,SEC_50_SMOOTH,forward_accel_nis,254,2.28068096229e-05,1.73205080757,1.73205080757,1.73202800076,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,SEC_50_SMOOTH,right_accel_nis,254,1.50059073403e-05,1.73205080757,1.73205080757,1.73203580166,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,SEC_50_SMOOTH,yaw_rate_nis,254,0.0144610388861,1.73205080757,1.73205080757,1.71758976868,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,yaw_launch,forward_accel_nis,582,0.935831314754,1.73205080757,1.73205080757,0.796219492815,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,yaw_launch,right_accel_nis,582,0.768035700627,1.73205080757,1.73205080757,0.964015106942,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,all,yaw_launch,yaw_rate_nis,582,174.066353024,1.73205080757,174.066353024,0,false,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,held_out,SEC_20_LAUNCH,forward_accel_nis,448,0.522525804935,1.73205080757,1.73205080757,1.20952500263,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,held_out,SEC_20_LAUNCH,right_accel_nis,448,0.0874714741512,1.73205080757,1.73205080757,1.64457933342,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,held_out,SEC_20_LAUNCH,yaw_rate_nis,448,0.779692748276,1.73205080757,1.73205080757,0.952358059293,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,train,SEC_30_STRAIGHT,forward_accel_nis,33126,32.3098363186,1.73205080757,32.3098363186,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,train,SEC_30_STRAIGHT,right_accel_nis,33126,8.07802510136,1.73205080757,8.07802510136,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,train,SEC_30_STRAIGHT,yaw_rate_nis,33126,513.734981999,1.73205080757,513.734981999,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,train,SEC_50_SMOOTH,forward_accel_nis,254,2.28068096229e-05,1.73205080757,1.73205080757,1.73202800076,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,train,SEC_50_SMOOTH,right_accel_nis,254,1.50059073403e-05,1.73205080757,1.73205080757,1.73203580166,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,train,SEC_50_SMOOTH,yaw_rate_nis,254,0.0144610388861,1.73205080757,1.73205080757,1.71758976868,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,yaw_launch,forward_accel_nis,582,0.935831314754,1.73205080757,1.73205080757,0.796219492815,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,yaw_launch,right_accel_nis,582,0.768035700627,1.73205080757,1.73205080757,0.964015106942,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:nominal,validation,yaw_launch,yaw_rate_nis,582,174.066353024,1.73205080757,174.066353024,0,false,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,all,SEC_20_LAUNCH,forward_accel_nis,448,0.5285401101,1.73205080757,1.73205080757,1.20351069747,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,all,SEC_20_LAUNCH,right_accel_nis,448,0.118224640523,1.73205080757,1.73205080757,1.61382616705,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,all,SEC_20_LAUNCH,yaw_rate_nis,448,0.847717187627,1.73205080757,1.73205080757,0.884333619942,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,all,SEC_30_STRAIGHT,forward_accel_nis,33126,35.7124914709,1.73205080757,35.7124914709,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_2_stribeck,candidate_2_stribeck:nominal,all,SEC_30_STRAIGHT,right_accel_nis,33126,8.77400290135,1.73205080757,8.77400290135,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_2_stribeck,candidate_2_stribeck:nominal,all,SEC_30_STRAIGHT,yaw_rate_nis,33126,475.309497669,1.73205080757,475.309497669,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_2_stribeck,candidate_2_stribeck:nominal,all,SEC_50_SMOOTH,forward_accel_nis,254,2.28068096229e-05,1.73205080757,1.73205080757,1.73202800076,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_2_stribeck,candidate_2_stribeck:nominal,all,SEC_50_SMOOTH,right_accel_nis,254,1.50059073403e-05,1.73205080757,1.73205080757,1.73203580166,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_2_stribeck,candidate_2_stribeck:nominal,all,SEC_50_SMOOTH,yaw_rate_nis,254,0.0144610388861,1.73205080757,1.73205080757,1.71758976868,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_2_stribeck,candidate_2_stribeck:nominal,all,yaw_launch,forward_accel_nis,582,0.909076944251,1.73205080757,1.73205080757,0.822973863318,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,all,yaw_launch,right_accel_nis,582,0.727144994119,1.73205080757,1.73205080757,1.00490581345,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,all,yaw_launch,yaw_rate_nis,582,118.253414915,1.73205080757,118.253414915,0,false,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,held_out,SEC_20_LAUNCH,forward_accel_nis,448,0.5285401101,1.73205080757,1.73205080757,1.20351069747,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,held_out,SEC_20_LAUNCH,right_accel_nis,448,0.118224640523,1.73205080757,1.73205080757,1.61382616705,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,held_out,SEC_20_LAUNCH,yaw_rate_nis,448,0.847717187627,1.73205080757,1.73205080757,0.884333619942,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,train,SEC_30_STRAIGHT,forward_accel_nis,33126,35.7124914709,1.73205080757,35.7124914709,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_2_stribeck,candidate_2_stribeck:nominal,train,SEC_30_STRAIGHT,right_accel_nis,33126,8.77400290135,1.73205080757,8.77400290135,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_2_stribeck,candidate_2_stribeck:nominal,train,SEC_30_STRAIGHT,yaw_rate_nis,33126,475.309497669,1.73205080757,475.309497669,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_2_stribeck,candidate_2_stribeck:nominal,train,SEC_50_SMOOTH,forward_accel_nis,254,2.28068096229e-05,1.73205080757,1.73205080757,1.73202800076,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_2_stribeck,candidate_2_stribeck:nominal,train,SEC_50_SMOOTH,right_accel_nis,254,1.50059073403e-05,1.73205080757,1.73205080757,1.73203580166,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_2_stribeck,candidate_2_stribeck:nominal,train,SEC_50_SMOOTH,yaw_rate_nis,254,0.0144610388861,1.73205080757,1.73205080757,1.71758976868,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_2_stribeck,candidate_2_stribeck:nominal,validation,yaw_launch,forward_accel_nis,582,0.909076944251,1.73205080757,1.73205080757,0.822973863318,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,validation,yaw_launch,right_accel_nis,582,0.727144994119,1.73205080757,1.73205080757,1.00490581345,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_2_stribeck,candidate_2_stribeck:nominal,validation,yaw_launch,yaw_rate_nis,582,118.253414915,1.73205080757,118.253414915,0,false,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,SEC_20_LAUNCH,forward_accel_nis,448,0.50600942197,1.73205080757,1.73205080757,1.2260413856,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,SEC_20_LAUNCH,right_accel_nis,448,0.113481162771,1.73205080757,1.73205080757,1.6185696448,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,SEC_20_LAUNCH,yaw_rate_nis,448,0.651722880925,1.73205080757,1.73205080757,1.08032792664,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,SEC_30_STRAIGHT,forward_accel_nis,33126,36.9430091405,1.73205080757,36.9430091405,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,SEC_30_STRAIGHT,right_accel_nis,33126,10.0738475807,1.73205080757,10.0738475807,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,SEC_30_STRAIGHT,yaw_rate_nis,33126,456.95373842,1.73205080757,456.95373842,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,SEC_50_SMOOTH,forward_accel_nis,254,2.28068096229e-05,1.73205080757,1.73205080757,1.73202800076,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,SEC_50_SMOOTH,right_accel_nis,254,1.50059073403e-05,1.73205080757,1.73205080757,1.73203580166,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,SEC_50_SMOOTH,yaw_rate_nis,254,0.0144610388861,1.73205080757,1.73205080757,1.71758976868,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,yaw_launch,forward_accel_nis,582,0.610298532566,1.73205080757,1.73205080757,1.121752275,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,yaw_launch,right_accel_nis,582,0.464522001368,1.73205080757,1.73205080757,1.2675288062,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,all,yaw_launch,yaw_rate_nis,582,59.1643151905,1.73205080757,59.1643151905,0,false,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,held_out,SEC_20_LAUNCH,forward_accel_nis,448,0.50600942197,1.73205080757,1.73205080757,1.2260413856,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,held_out,SEC_20_LAUNCH,right_accel_nis,448,0.113481162771,1.73205080757,1.73205080757,1.6185696448,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,held_out,SEC_20_LAUNCH,yaw_rate_nis,448,0.651722880925,1.73205080757,1.73205080757,1.08032792664,true,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,train,SEC_30_STRAIGHT,forward_accel_nis,33126,36.9430091405,1.73205080757,36.9430091405,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,train,SEC_30_STRAIGHT,right_accel_nis,33126,10.0738475807,1.73205080757,10.0738475807,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,train,SEC_30_STRAIGHT,yaw_rate_nis,33126,456.95373842,1.73205080757,456.95373842,0,false,straight_speed_mps,legacy_straight_speed_bin_mps,0.1,"pair=0.351734,0.351734;mag=0.188751;linear=0.10000000149;yaw=-0.0276963133365",0.10000000149
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,train,SEC_50_SMOOTH,forward_accel_nis,254,2.28068096229e-05,1.73205080757,1.73205080757,1.73202800076,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,train,SEC_50_SMOOTH,right_accel_nis,254,1.50059073403e-05,1.73205080757,1.73205080757,1.73203580166,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,train,SEC_50_SMOOTH,yaw_rate_nis,254,0.0144610388861,1.73205080757,1.73205080757,1.71758976868,true,smooth_speed_mps,legacy_smooth_speed_bin_mps,None,,
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,yaw_launch,forward_accel_nis,582,0.610298532566,1.73205080757,1.73205080757,1.121752275,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,yaw_launch,right_accel_nis,582,0.464522001368,1.73205080757,1.73205080757,1.2675288062,true,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
candidate_3_load_sensitive,candidate_3_load_sensitive:nominal,validation,yaw_launch,yaw_rate_nis,582,59.1643151905,1.73205080757,59.1643151905,0,false,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;mag=0.3;linear=0;yaw=0",0
