vbar_rel_bin_mps,vbar_lat_bin_mps,vbar_yaw_bin_mps,yaw_rate_bin_radps,count,run_count,families,mean_residual_additive_yaw_torque_nm,median_residual_additive_yaw_torque_nm,trimmed_mean_residual_additive_yaw_torque_nm,rmse_residual_additive_yaw_torque_nm,mad_residual_additive_yaw_torque_nm,iqr_residual_additive_yaw_torque_nm,mean_opposing_yaw_resistance_nm,median_opposing_yaw_resistance_nm,trimmed_mean_opposing_yaw_resistance_nm,mean_vbar_rel_mps,mean_vbar_lat_mps,mean_vbar_yaw_mps,mean_max_force_preprojection_utilization,limiter_active_fraction,hardware_saturation_fraction
0.20,0.05,0.20,-4.50,1048,19,competition_aux;open_floor,0.016069983,0.018660076,0.018457300,0.033422977,0.014195781,0.028266952,0.016069983,0.018660076,0.018457300,0.200075104,0.066305883,0.201454948,2.163310036,1.000000000,0.048664122
0.20,0.05,0.20,-5.00,730,19,competition_aux;open_floor,0.015357519,0.015192947,0.015093052,0.026757708,0.014037792,0.028046003,0.015357519,0.015192947,0.015093052,0.196722238,0.072243394,0.219494688,2.284451473,1.000000000,0.021917808
0.20,0.05,0.20,4.00,1110,19,competition_aux;open_floor,-0.026756670,-0.032571955,-0.032293717,0.040797667,0.011427115,0.022807314,0.026756670,0.032571955,0.032293717,0.197425331,0.059968328,0.182199765,2.060692543,1.000000000,0.040540541
0.20,0.05,0.20,4.50,1101,19,competition_aux;open_floor,-0.023380690,-0.028926596,-0.027327576,0.034888536,0.012146340,0.024937185,0.023380690,0.028926596,0.027327576,0.192952463,0.065539223,0.199125631,2.168514150,1.000000000,0.038147139
0.20,0.05,0.20,5.00,260,15,open_floor,-0.011189004,-0.019050879,-0.015084360,0.033031909,0.014722070,0.031505296,0.011189004,0.019050879,0.015084360,0.198768836,0.072184884,0.219316920,2.332472867,1.000000000,0.053846154
0.20,0.05,0.25,-5.00,205,15,competition_aux;open_floor,0.014727220,0.015780041,0.014998605,0.026685622,0.013158654,0.025535147,0.014727220,0.015780041,0.014998605,0.197617574,0.074513813,0.226392828,2.347077859,1.000000000,0.024390244
0.20,0.10,0.25,-5.00,433,17,competition_aux;open_floor,0.014592097,0.014874571,0.014703243,0.024606245,0.012370352,0.024714441,0.014592097,0.014874571,0.014703243,0.196392089,0.076073664,0.231132072,2.378121019,1.000000000,0.018475751
0.20,0.10,0.25,-5.50,1260,19,competition_aux;open_floor,0.010576603,0.011319997,0.010632359,0.026805279,0.013726980,0.027496745,0.010576603,0.011319997,0.010632359,0.197554725,0.081094462,0.246386593,2.493312611,1.000000000,0.030158730
0.20,0.10,0.25,-6.00,759,17,competition_aux;open_floor,0.005602678,0.007243936,0.006051404,0.020376977,0.010879082,0.022003603,0.005602678,0.007243936,0.006051404,0.198245365,0.087769095,0.266665906,2.651096547,1.000000000,0.027667984
0.20,0.10,0.25,5.00,144,12,open_floor,-0.003920836,-0.016026373,-0.007313250,0.035703435,0.018435288,0.046523942,0.003920836,0.016026373,0.007313250,0.198150953,0.076146727,0.231354054,2.459532893,1.000000000,0.111111111
0.20,0.10,0.25,5.50,442,14,open_floor,-0.005805163,-0.014444323,-0.008806058,0.030995907,0.016000541,0.040837878,0.005805163,0.014444323,0.008806058,0.200635151,0.081076174,0.246331029,2.573300505,1.000000000,0.072398190
0.20,0.10,0.25,6.00,255,15,open_floor,0.003163290,-0.000857022,0.002102426,0.031113442,0.022051571,0.044633631,-0.003163290,0.000857022,-0.002102426,0.203010444,0.087597769,0.266145373,2.736773747,1.000000000,0.074509804
0.20,0.10,0.30,-6.00,187,11,open_floor,0.005979101,0.008855574,0.007106220,0.022631117,0.012718295,0.024385962,0.005979101,0.008855574,0.007106220,0.195016767,0.091299492,0.277392195,2.752063236,1.000000000,0.021390374
0.20,0.10,0.30,-6.50,451,14,open_floor,0.003267609,0.003765039,0.004011312,0.023867152,0.011743801,0.023594716,0.003267609,0.003765039,0.004011312,0.196690186,0.095268200,0.289450186,2.863639141,1.000000000,0.037694013
0.20,0.10,0.30,-7.00,374,16,open_floor,0.004055263,0.005829653,0.005078128,0.025795932,0.015452181,0.030071844,0.004055263,0.005829653,0.005078128,0.198713195,0.103132714,0.313344677,3.073388146,1.000000000,0.064171123
0.20,0.10,0.30,6.50,400,17,open_floor,0.000840286,-0.006781486,-0.000374642,0.037553430,0.019964777,0.045277606,-0.000840286,0.006781486,0.000374642,0.203694701,0.095851620,0.291222773,2.943678722,1.000000000,0.057500000
0.20,0.10,0.30,7.00,296,16,open_floor,0.003281774,-0.000709199,0.001877065,0.029361843,0.019550920,0.041182216,-0.003281774,0.000709199,-0.001877065,0.200357773,0.103019868,0.313001820,3.120064853,1.000000000,0.081081081
0.20,0.10,0.35,-7.50,290,15,open_floor,0.001609029,0.001723119,0.001082342,0.025568570,0.014934851,0.029488537,0.001609029,0.001723119,0.001082342,0.198915205,0.110400133,0.335425034,3.254454382,1.000000000,0.075862069
0.20,0.10,0.35,-8.00,193,13,open_floor,-0.001185386,-0.000085720,-0.000324736,0.026764163,0.013446149,0.027290209,-0.001185386,-0.000085720,-0.000324736,0.205687519,0.118353668,0.359589994,3.464590194,1.000000000,0.067357513
0.20,0.10,0.35,7.50,222,14,open_floor,0.008872231,0.006369395,0.007775620,0.029900069,0.019094676,0.038577603,-0.008872231,-0.006369395,-0.007775620,0.202155350,0.110309637,0.335150082,3.308110245,1.000000000,0.081081081
0.20,0.10,0.35,8.00,181,14,open_floor,0.016473079,0.015410846,0.015838231,0.030784668,0.017611745,0.035847596,-0.016473079,-0.015410846,-0.015838231,0.201616887,0.118205282,0.359139155,3.497618811,1.000000000,0.110497238
0.20,0.15,0.40,-8.50,92,13,open_floor,-0.007107993,-0.007317834,-0.006807725,0.025983086,0.019179704,0.038888589,-0.007107993,-0.007317834,-0.006807725,0.202861541,0.126698586,0.384944078,3.670580229,1.000000000,0.108695652
0.20,0.15,0.40,-9.00,199,13,open_floor,-0.008067591,-0.008284380,-0.008049949,0.025603724,0.014736304,0.029071584,-0.008067591,-0.008284380,-0.008049949,0.203369901,0.132690102,0.403147901,3.787561759,1.000000000,0.075376884
0.20,0.15,0.40,-9.50,94,10,open_floor,-0.007910037,-0.010890637,-0.008714322,0.028030344,0.017479254,0.035735784,-0.007910037,-0.010890637,-0.008714322,0.199658914,0.138114092,0.419627430,3.944939301,1.000000000,0.138297872
0.20,0.15,0.40,8.50,142,13,open_floor,0.013340820,0.008833691,0.012971065,0.028324384,0.016905573,0.036296050,-0.013340820,-0.008833691,-0.012971065,0.200507674,0.127063478,0.386052719,3.701906303,1.000000000,0.119718310
0.20,0.15,0.40,9.00,217,13,open_floor,0.017087671,0.017834408,0.017111109,0.030618400,0.015822990,0.032975522,-0.017087671,-0.017834408,-0.017111109,0.202073005,0.132667516,0.403079279,3.852272755,1.000000000,0.092165899
0.20,0.15,0.40,9.50,118,10,open_floor,0.019037645,0.020103846,0.019158195,0.030987872,0.016638891,0.031083976,-0.019037645,-0.020103846,-0.019158195,0.198363083,0.138148089,0.419730721,3.984737931,1.000000000,0.169491525
0.20,0.15,0.45,-10.00,343,11,open_floor,-0.010694851,-0.012167757,-0.011483204,0.023313931,0.011742050,0.023383289,-0.010694851,-0.012167757,-0.011483204,0.198414715,0.147489901,0.448113636,4.170127717,1.000000000,0.084548105
0.20,0.15,0.45,-10.50,237,10,open_floor,-0.012798119,-0.011851373,-0.012671924,0.024590931,0.014096107,0.027944720,-0.012798119,-0.011851373,-0.012671924,0.198314579,0.153822360,0.467353334,4.333848850,1.000000000,0.054852321
0.20,0.15,0.45,-9.50,132,10,open_floor,-0.014280669,-0.016598444,-0.015445268,0.025889544,0.012947995,0.026424352,-0.014280669,-0.016598444,-0.015445268,0.196265857,0.142023575,0.431505481,4.013498371,1.000000000,0.022727273
0.20,0.15,0.45,10.00,354,13,open_floor,0.021956236,0.019852540,0.021426210,0.033274519,0.015958375,0.031753904,-0.021956236,-0.019852540,-0.021426210,0.197983073,0.147136207,0.447039018,4.203902788,1.000000000,0.112994350
0.20,0.15,0.45,10.50,256,10,open_floor,0.025540621,0.025956779,0.025533406,0.034804431,0.014376820,0.029595820,-0.025540621,-0.025956779,-0.025533406,0.196818307,0.153871486,0.467502591,4.364966482,1.000000000,0.058593750
0.20,0.15,0.45,9.50,164,10,open_floor,0.019046871,0.020573181,0.019373312,0.029890038,0.014160082,0.027420880,-0.019046871,-0.020573181,-0.019373312,0.196746407,0.141907344,0.431152341,4.065672403,1.000000000,0.054878049
0.20,0.15,0.50,-10.50,83,10,open_floor,-0.011751354,-0.011382067,-0.011462319,0.026008081,0.014555345,0.029709960,-0.011751354,-0.011382067,-0.011462319,0.200322302,0.157336764,0.478031030,4.435822743,1.000000000,0.096385542
0.20,0.15,0.50,-11.00,214,9,open_floor,-0.016678795,-0.016760556,-0.016923380,0.027364422,0.014524515,0.028916770,-0.016678795,-0.016760556,-0.016923380,0.195648469,0.162366020,0.493311249,4.555289129,1.000000000,0.126168224
0.20,0.15,0.50,-11.50,214,9,open_floor,-0.016034577,-0.015277071,-0.016133399,0.026102691,0.012944773,0.024587780,-0.016034577,-0.015277071,-0.016133399,0.193430148,0.169135842,0.513879774,4.717164968,1.000000000,0.065420561
0.20,0.15,0.50,10.50,120,11,open_floor,0.029328707,0.029275669,0.028952214,0.037324521,0.013036778,0.025523350,-0.029328707,-0.029275669,-0.028952214,0.192107908,0.157403723,0.478234471,4.447861745,1.000000000,0.125000000
0.20,0.15,0.50,11.00,648,12,open_floor,0.026888167,0.026757456,0.027019173,0.034635881,0.014138767,0.028134521,-0.026888167,-0.026757456,-0.027019173,0.191436408,0.162581755,0.493966712,4.560703175,1.000000000,0.066358025
0.20,0.15,0.50,11.50,892,11,open_floor,0.027785026,0.028273279,0.028058889,0.035430948,0.013666926,0.027375698,-0.027785026,-0.028273279,-0.028058889,0.188707967,0.169495133,0.514971396,4.720725228,1.000000000,0.043721973
0.20,0.15,0.55,11.50,88,8,open_floor,0.028967364,0.027247625,0.028952815,0.034727923,0.009108086,0.018498243,-0.028967364,-0.027247625,-0.028952815,0.188235608,0.173067274,0.525824514,4.803187308,1.000000000,0.045454545
0.20,0.15,0.55,12.00,248,10,open_floor,0.030354745,0.031638114,0.030100685,0.037468620,0.013133364,0.027961717,-0.030354745,-0.031638114,-0.030100685,0.187648095,0.174174616,0.529188914,4.834921497,1.000000000,0.028225806
0.20,0.20,0.55,-12.00,194,6,open_floor,-0.019423096,-0.019667723,-0.019800328,0.027681661,0.013312463,0.025993136,-0.019423096,-0.019667723,-0.019800328,0.189172937,0.177966147,0.540708596,4.936572219,1.000000000,0.056701031
0.20,0.20,0.55,-12.50,201,7,open_floor,-0.021279253,-0.022212872,-0.021502631,0.029178292,0.013439239,0.026711271,-0.021279253,-0.022212872,-0.021502631,0.194729724,0.184142415,0.559473744,5.109516656,1.000000000,0.079601990
0.20,0.20,0.55,12.00,1074,10,open_floor,0.030019930,0.030402087,0.029939648,0.035772037,0.011878373,0.024013476,-0.030019930,-0.030402087,-0.029939648,0.187677516,0.177829421,0.540293185,4.930039275,1.000000000,0.020484171
0.20,0.20,0.55,12.50,1513,9,open_floor,0.033200597,0.033076282,0.033380243,0.038374981,0.012728856,0.025625730,-0.033200597,-0.033076282,-0.033380243,0.191068347,0.184577121,0.560794495,5.104639709,1.000000000,0.009914078
0.20,0.20,0.55,13.00,310,8,open_floor,0.034642753,0.034878483,0.034548106,0.039427936,0.012254556,0.024055776,-0.034642753,-0.034878483,-0.034548106,0.193837704,0.188695876,0.573308372,5.214300804,1.000000000,0.009677419
0.20,0.20,0.60,-13.00,170,7,open_floor,-0.021494953,-0.020884518,-0.021208447,0.029412124,0.012947682,0.025591239,-0.021494953,-0.020884518,-0.021208447,0.201968319,0.192435243,0.584669566,5.333855516,1.000000000,0.082352941
0.20,0.20,0.60,-13.50,164,6,open_floor,-0.019148338,-0.019649317,-0.019774268,0.025752010,0.011737614,0.023093364,-0.019148338,-0.019649317,-0.019774268,0.207217061,0.198714959,0.603749018,5.500942917,1.000000000,0.079268293
0.20,0.20,0.60,13.00,1850,7,open_floor,0.033829669,0.033573825,0.033902070,0.038587810,0.012588613,0.025445543,-0.033829669,-0.033573825,-0.033902070,0.196988588,0.192383407,0.584512074,5.312728642,1.000000000,0.003783784
0.20,0.20,0.60,13.50,2081,7,open_floor,0.033389359,0.033727618,0.033467472,0.038374434,0.012185617,0.024535409,-0.033389359,-0.033727618,-0.033467472,0.203740181,0.199112645,0.604957292,5.495800167,1.000000000,0.011052379
0.20,0.20,0.60,14.00,770,6,open_floor,0.035064865,0.034723971,0.034849088,0.040109782,0.013120116,0.026152442,-0.035064865,-0.034723971,-0.034849088,0.208399587,0.204235099,0.620520672,5.634184558,1.000000000,0.005194805
0.20,0.20,0.65,14.00,1113,7,open_floor,0.034426999,0.033271399,0.034169166,0.039239326,0.012049434,0.024201275,-0.034426999,-0.033271399,-0.034169166,0.211868633,0.207952221,0.631814281,5.736845321,1.000000000,0.012578616
0.20,0.20,0.65,14.50,1793,7,open_floor,0.034979057,0.034702959,0.034946844,0.039732871,0.012124895,0.024201139,-0.034979057,-0.034702959,-0.034946844,0.216732816,0.213913635,0.649926644,5.899136471,1.000000000,0.007808143
0.20,0.20,0.65,15.00,803,6,open_floor,0.033964010,0.033489988,0.033765919,0.038023033,0.010936206,0.021807763,-0.033964010,-0.033489988,-0.033765919,0.220989980,0.219511553,0.666934613,6.052426778,1.000000000,0.007471980
0.20,0.20,0.70,15.00,183,6,open_floor,0.032654935,0.032020731,0.032868385,0.036776594,0.009970011,0.018967811,-0.032654935,-0.032020731,-0.032868385,0.223846565,0.223135056,0.677943782,6.151254944,1.000000000,0.000000000
0.25,0.00,0.00,-0.50,2502,32,competition_aux;competition_diag;open_floor,-0.007337459,-0.009310968,-0.007259131,0.064595096,0.050233933,0.100981679,-0.007337459,-0.009310968,-0.007259131,0.248721085,0.005896334,0.017914635,1.552017564,0.863309353,0.266986411
0.25,0.00,0.00,0.00,6374,37,competition_aux;competition_diag;open_floor,0.005150906,0.011655706,0.006007942,0.071144260,0.060650359,0.122864817,-0.005421305,-0.009844231,-0.005361893,0.248710647,0.001476298,0.004485386,1.369447026,0.724819580,0.213209915
0.25,0.00,0.00,0.50,2227,30,competition_aux;competition_diag;open_floor,0.006252074,0.009249154,0.005645387,0.064948895,0.050397274,0.102006245,-0.006252074,-0.009249154,-0.005645387,0.248987267,0.005884506,0.017878699,1.493245961,0.781320162,0.280646610
0.25,0.00,0.05,-0.50,1411,25,competition_aux;open_floor,-0.011818572,-0.009056108,-0.009901798,0.064396488,0.048335706,0.096187802,-0.011818572,-0.009056108,-0.009901798,0.249747304,0.009615272,0.029213758,1.610381222,0.864635011,0.286321758
0.25,0.00,0.05,-1.00,3285,28,competition_aux;open_floor,-0.014889246,-0.013947830,-0.013608474,0.070095174,0.049725267,0.098728758,-0.014889246,-0.013947830,-0.013608474,0.250076172,0.014584606,0.044311920,1.654676266,0.906240487,0.293150685
0.25,0.00,0.05,-1.50,2062,29,competition_aux;competition_diag;open_floor,-0.007778252,-0.000619410,-0.004518036,0.061032555,0.041308108,0.081287634,-0.007778252,-0.000619410,-0.004518036,0.250860940,0.021533705,0.065425136,1.739063480,0.922405432,0.371968962
0.25,0.00,0.05,0.50,1355,24,competition_aux;competition_diag;open_floor,0.017044762,0.022537244,0.016209689,0.063127470,0.046606120,0.096461620,-0.017044762,-0.022537244,-0.016209689,0.249625726,0.009670718,0.029382219,1.660683577,0.871586716,0.318819188
0.25,0.00,0.05,1.00,3356,27,competition_aux;competition_diag;open_floor,0.024808574,0.029866011,0.023286488,0.068221829,0.048146002,0.096412758,-0.024808574,-0.029866011,-0.023286488,0.249749978,0.014502039,0.044061059,1.711256724,0.893325387,0.326579261
0.25,0.00,0.05,1.50,1997,30,competition_aux;competition_diag;open_floor,0.017241891,0.013622501,0.015484815,0.055735387,0.039889174,0.079514551,-0.017241891,-0.013622501,-0.015484815,0.250674949,0.021514304,0.065366192,1.756712824,0.927891838,0.361041562
0.25,0.00,0.10,-1.50,97,13,competition_aux;open_floor,-0.004199939,-0.006133188,-0.004037032,0.055888854,0.042318144,0.082850826,-0.004199939,-0.006133188,-0.004037032,0.252857512,0.024838599,0.075466284,1.783118397,0.938144330,0.402061856
0.25,0.00,0.10,1.50,121,13,competition_aux;open_floor,0.015954639,0.008226022,0.014921861,0.048016352,0.036410969,0.073167260,-0.015954639,-0.008226022,-0.014921861,0.250738567,0.024839729,0.075469718,1.797394492,0.950413223,0.314049587
0.25,0.05,0.10,-1.50,246,18,competition_aux;competition_diag;open_floor,0.002250164,0.005482889,0.003866501,0.051521195,0.037583276,0.074371793,0.002250164,0.005482889,0.003866501,0.251310130,0.025398098,0.077166191,1.758484203,0.934959350,0.357723577
0.25,0.05,0.10,-2.00,2566,30,competition_aux;competition_diag;open_floor,-0.002280710,-0.002424094,-0.000973378,0.050716284,0.036242272,0.073015623,-0.002280710,-0.002424094,-0.000973378,0.249859823,0.029499437,0.089627153,1.785077449,0.957911146,0.298519096
0.25,0.05,0.10,-2.50,3957,31,competition_aux;competition_diag;open_floor,-0.050441789,-0.053626219,-0.053967685,0.083137664,0.058501961,0.116060328,-0.050441789,-0.053626219,-0.053967685,0.243574951,0.037617664,0.114292491,1.851328916,0.997220116,0.154157190
0.25,0.05,0.10,-3.00,650,26,competition_aux;competition_diag;open_floor,-0.083203585,-0.109271980,-0.093512741,0.100012992,0.011202051,0.050023604,-0.083203585,-0.109271980,-0.093512741,0.241238072,0.040861066,0.124146811,1.913589993,1.000000000,0.056923077
0.25,0.05,0.10,1.50,250,19,competition_aux;open_floor,0.011938100,0.007152162,0.011836442,0.051457489,0.034857967,0.070689416,-0.011938100,-0.007152162,-0.011836442,0.250652213,0.025386954,0.077132335,1.771477225,0.928000000,0.336000000
0.25,0.05,0.10,2.00,2406,30,competition_aux;competition_diag;open_floor,0.017816054,0.016981894,0.016653372,0.051496343,0.032767913,0.065513489,-0.017816054,-0.016981894,-0.016653372,0.250760503,0.029484701,0.089582382,1.811023245,0.945968412,0.322942643
0.25,0.05,0.10,2.50,3303,33,competition_aux;competition_diag;open_floor,0.056875349,0.058874188,0.059444989,0.081075002,0.052165673,0.103295328,-0.056875349,-0.058874188,-0.059444989,0.243758158,0.037485693,0.113891527,1.912316773,0.996972449,0.183772328
0.25,0.05,0.10,3.00,545,27,competition_aux;competition_diag;open_floor,0.089785593,0.109322374,0.098570980,0.101531459,0.010599578,0.030762463,-0.089785593,-0.109322374,-0.098570980,0.240522774,0.040872403,0.124181256,1.957241617,1.000000000,0.067889908
0.25,0.05,0.15,-3.00,7239,30,competition_aux;competition_diag;open_floor,-0.087586938,-0.108521635,-0.098656237,0.101392636,0.009590195,0.028038313,-0.087586938,-0.108521635,-0.098656237,0.251552573,0.044268886,0.134500677,1.991981503,1.000000000,0.054841829
0.25,0.05,0.15,-3.50,2347,33,competition_aux;competition_diag;open_floor,-0.023376825,0.004329667,-0.022584063,0.077577763,0.059410769,0.143856928,-0.023376825,0.004329667,-0.022584063,0.251579581,0.051027567,0.155035351,2.069436388,1.000000000,0.083084789
0.25,0.05,0.15,-4.00,429,19,competition_aux;competition_diag;open_floor,0.035087424,0.044511008,0.041880813,0.051982200,0.015769449,0.031865046,0.035087424,0.044511008,0.041880813,0.242101880,0.056368620,0.171262894,2.094352868,1.000000000,0.055944056
0.25,0.05,0.15,3.00,6356,32,competition_aux;competition_diag;open_floor,0.096567103,0.109465729,0.104564796,0.104315370,0.010228411,0.022949925,-0.096567103,-0.109465729,-0.104564796,0.252625277,0.044320107,0.134656299,2.062793003,1.000000000,0.059156702
0.25,0.05,0.15,3.50,1267,32,competition_aux;competition_diag;open_floor,0.075567607,0.091777500,0.082016228,0.090273967,0.023478050,0.058934951,-0.075567607,-0.091777500,-0.082016228,0.257880222,0.050134892,0.152323167,2.213130316,1.000000000,0.169692186
0.25,0.05,0.15,4.00,172,22,competition_aux;competition_diag;open_floor,0.003731422,-0.016969119,0.000447228,0.056960411,0.032891840,0.093403478,-0.003731422,0.016969119,-0.000447228,0.244856041,0.056521375,0.171727004,2.231737293,1.000000000,0.238372093
0.25,0.05,0.20,-4.00,598,22,competition_aux;competition_diag;open_floor,0.031025728,0.036505727,0.036183567,0.046510321,0.015927462,0.031861707,0.031025728,0.036505727,0.036183567,0.246679698,0.060065060,0.182493663,2.174125019,1.000000000,0.078595318
0.25,0.05,0.20,-4.50,990,20,competition_aux;open_floor,0.028915874,0.031277676,0.030899103,0.043245999,0.013084775,0.026354153,0.028915874,0.031277676,0.030899103,0.247334660,0.066583180,0.202297450,2.284503552,1.000000000,0.046464646
0.25,0.05,0.20,-5.00,500,19,competition_aux;open_floor,0.026504387,0.029125776,0.028420295,0.036627754,0.014316378,0.028780737,0.026504387,0.029125776,0.028420295,0.249929868,0.071982516,0.218702073,2.453962233,1.000000000,0.056000000
0.25,0.05,0.20,4.00,219,18,competition_aux;open_floor,-0.006825059,-0.027947045,-0.013348495,0.050041747,0.022019360,0.065682039,0.006825059,0.027947045,0.013348495,0.243435057,0.059704878,0.181399334,2.232831177,1.000000000,0.200913242
0.25,0.05,0.20,4.50,331,19,competition_aux;open_floor,-0.009387203,-0.023484802,-0.014180216,0.041223205,0.018463352,0.046720542,0.009387203,0.023484802,0.014180216,0.248516555,0.066483213,0.201993723,2.368648195,1.000000000,0.181268882
0.25,0.05,0.20,5.00,220,18,competition_aux;open_floor,-0.022536458,-0.027380660,-0.024959801,0.046998508,0.013909675,0.028469862,0.022536458,0.027380660,0.024959801,0.248982848,0.072091764,0.219033995,2.468003743,1.000000000,0.109090909
0.25,0.05,0.25,-5.00,115,16,competition_aux;open_floor,0.026744230,0.028112438,0.027622878,0.036652987,0.014824890,0.030008345,0.026744230,0.028112438,0.027622878,0.249160247,0.074566109,0.226551718,2.484838470,1.000000000,0.017391304
0.25,0.10,0.25,-5.00,256,15,competition_aux;open_floor,0.022608254,0.025188479,0.024832378,0.033745637,0.012462508,0.023715910,0.022608254,0.025188479,0.024832378,0.248848513,0.076278768,0.231755229,2.539361313,1.000000000,0.046875000
0.25,0.10,0.25,-5.50,1258,16,competition_aux;open_floor,0.024951886,0.027529568,0.026459591,0.033306959,0.012047141,0.023408247,0.024951886,0.027529568,0.026459591,0.253258674,0.081283924,0.246962230,2.672630967,1.000000000,0.027821940
0.25,0.10,0.25,-6.00,612,17,competition_aux;open_floor,0.019360948,0.020438070,0.020079464,0.028830221,0.014277320,0.028405012,0.019360948,0.020438070,0.020079464,0.252195398,0.087517471,0.265901408,2.786771571,1.000000000,0.032679739
0.25,0.10,0.25,5.00,135,12,open_floor,-0.014091663,-0.021926882,-0.018004163,0.033306653,0.014542962,0.028287937,0.014091663,0.021926882,0.018004163,0.251614516,0.076226551,0.231596583,2.580650627,1.000000000,0.118518519
0.25,0.10,0.25,5.50,694,16,competition_aux;open_floor,-0.023475113,-0.026747453,-0.025507744,0.038735492,0.011484911,0.024291275,0.023475113,0.026747453,0.025507744,0.251419660,0.081612436,0.247960337,2.701560161,1.000000000,0.053314121
0.25,0.10,0.25,6.00,712,17,open_floor,-0.022298792,-0.026306051,-0.025135942,0.031437951,0.010341234,0.021106815,0.022298792,0.026306051,0.025135942,0.252333692,0.087521865,0.265914757,2.846257756,1.000000000,0.036516854
0.25,0.10,0.30,-6.00,204,14,competition_aux;open_floor,0.010460199,0.011324975,0.011554030,0.024368162,0.012492134,0.024892586,0.010460199,0.011324975,0.011554030,0.251967950,0.091389940,0.277667001,2.816077619,1.000000000,0.029411765
0.25,0.10,0.30,-6.50,587,19,competition_aux;open_floor,0.009363644,0.010931372,0.010118738,0.023433667,0.013456149,0.026993112,0.009363644,0.010931372,0.010118738,0.251140390,0.095364677,0.289743309,2.919492459,1.000000000,0.040885860
0.25,0.10,0.30,-7.00,548,17,competition_aux;open_floor,0.004372940,0.004638704,0.004819372,0.020002893,0.013372958,0.026014698,0.004372940,0.004638704,0.004819372,0.250415574,0.103359907,0.314034951,3.113886359,1.000000000,0.036496350
0.25,0.10,0.30,6.00,169,15,open_floor,-0.018228277,-0.023848146,-0.020905639,0.028902846,0.010236456,0.023777619,0.018228277,0.023848146,0.020905639,0.250574184,0.091335907,0.277502834,2.927910382,1.000000000,0.041420118
0.25,0.10,0.30,6.50,500,16,open_floor,-0.011304882,-0.017802159,-0.014043841,0.031708912,0.017079428,0.036763754,0.011304882,0.017802159,0.014043841,0.249487513,0.095631896,0.290555191,3.033959725,1.000000000,0.060000000
0.25,0.10,0.30,7.00,389,15,open_floor,-0.001751759,-0.004122597,-0.003074502,0.030015208,0.020990263,0.041846138,0.001751759,0.004122597,0.003074502,0.250399761,0.102982108,0.312887097,3.190791968,1.000000000,0.077120823
0.25,0.10,0.35,-7.50,529,16,open_floor,0.002543962,0.002884295,0.002557964,0.020782132,0.012973937,0.025248313,0.002543962,0.002884295,0.002557964,0.251961325,0.110739222,0.336455277,3.302227172,1.000000000,0.039697543
0.25,0.10,0.35,-8.00,649,15,open_floor,0.000204408,0.000879012,0.000187818,0.018978766,0.011839945,0.024101489,0.000204408,0.000879012,0.000187818,0.247721597,0.118015025,0.358561106,3.465353033,1.000000000,0.027734977
0.25,0.10,0.35,-8.50,152,12,open_floor,0.001705419,0.001257901,0.002003725,0.015995661,0.008460609,0.016829311,0.001705419,0.001257901,0.002003725,0.253788162,0.122616390,0.372541279,3.590655276,1.000000000,0.032894737
0.25,0.10,0.35,7.50,340,15,open_floor,0.002414069,-0.002260666,0.000937146,0.028587125,0.018379503,0.040174252,-0.002414069,0.002260666,-0.000937146,0.249842829,0.110556712,0.335900762,3.354290107,1.000000000,0.088235294
0.25,0.10,0.35,8.00,259,15,open_floor,0.003734253,0.001462596,0.003239746,0.027391226,0.017198108,0.036656033,-0.003734253,-0.001462596,-0.003239746,0.249083836,0.118096427,0.358808427,3.557441407,1.000000000,0.135135135
0.25,0.10,0.40,-8.50,112,9,open_floor,0.000437271,0.000882046,0.001185260,0.018741585,0.011060715,0.022348989,0.000437271,0.000882046,0.001185260,0.255017332,0.124256665,0.377524872,3.629226569,1.000000000,0.044642857
0.25,0.15,0.40,-8.50,286,13,open_floor,0.000876172,-0.000091292,0.000243431,0.019446659,0.011073553,0.022038579,0.000876172,-0.000091292,0.000243431,0.250538603,0.126925358,0.385633073,3.704225816,1.000000000,0.066433566
0.25,0.15,0.40,-9.00,426,13,open_floor,-0.002504024,-0.002930674,-0.002694744,0.023660684,0.012761886,0.025186611,-0.002504024,-0.002930674,-0.002694744,0.249821429,0.132518833,0.402627541,3.836963164,1.000000000,0.053990610
0.25,0.15,0.40,-9.50,136,11,open_floor,-0.007075531,-0.009148085,-0.007606964,0.020544892,0.013078626,0.027146048,-0.007075531,-0.009148085,-0.007606964,0.249520275,0.138171444,0.419801678,4.008991577,1.000000000,0.154411765
0.25,0.15,0.40,8.50,199,13,open_floor,0.007525435,0.005519281,0.006426466,0.024187228,0.014542563,0.028440859,-0.007525435,-0.005519281,-0.006426466,0.248668195,0.127181708,0.386411932,3.765649462,1.000000000,0.085427136
0.25,0.15,0.40,9.00,329,11,open_floor,0.006433962,0.001179677,0.005139221,0.025158903,0.015331300,0.032358045,-0.006433962,-0.001179677,-0.005139221,0.250211790,0.132419414,0.402325480,3.902570018,1.000000000,0.094224924
0.25,0.15,0.40,9.50,112,10,open_floor,0.008082752,0.006624026,0.007317208,0.025941858,0.018428830,0.034623841,-0.008082752,-0.006624026,-0.007317208,0.252615924,0.138064086,0.419475498,4.043471695,1.000000000,0.116071429
