vbar_rel_bin_mps,vbar_lat_bin_mps,vbar_yaw_bin_mps,yaw_rate_bin_radps,count,run_count,families,mean_residual_additive_yaw_torque_nm,median_residual_additive_yaw_torque_nm,trimmed_mean_residual_additive_yaw_torque_nm,rmse_residual_additive_yaw_torque_nm,mad_residual_additive_yaw_torque_nm,iqr_residual_additive_yaw_torque_nm,mean_opposing_yaw_resistance_nm,median_opposing_yaw_resistance_nm,trimmed_mean_opposing_yaw_resistance_nm,mean_vbar_rel_mps,mean_vbar_lat_mps,mean_vbar_yaw_mps,mean_max_force_preprojection_utilization,limiter_active_fraction,hardware_saturation_fraction
0.30,0.15,0.40,9.00,394,14,open_floor,-0.000327214,-0.002740468,-0.001831714,0.025162337,0.015586700,0.030989359,0.000327214,0.002740468,0.001831714,0.303441650,0.132643043,0.403004922,3.975921129,1.000000000,0.091370558
0.30,0.15,0.40,9.50,125,11,open_floor,0.004257592,0.002771620,0.003269375,0.022676916,0.016175312,0.028875105,-0.004257592,-0.002771620,-0.003269375,0.295913738,0.138167253,0.419788946,4.110542005,1.000000000,0.096000000
0.30,0.15,0.45,-10.00,247,13,open_floor,-0.004562236,-0.004150279,-0.004818836,0.026474860,0.018198211,0.035949941,-0.004562236,-0.004150279,-0.004818836,0.294605554,0.147798650,0.449051698,4.279523289,1.000000000,0.076923077
0.30,0.15,0.45,-10.50,156,13,open_floor,-0.007588496,-0.003288520,-0.006510313,0.026594460,0.015946076,0.033370227,-0.007588496,-0.003288520,-0.006510313,0.296985377,0.153274148,0.465687721,4.437183673,1.000000000,0.096153846
0.30,0.15,0.45,-9.50,116,12,open_floor,-0.004286073,-0.003457879,-0.003922750,0.027946359,0.017770041,0.035195156,-0.004286073,-0.003457879,-0.003922750,0.297029600,0.141791855,0.430801453,4.130752518,1.000000000,0.103448276
0.30,0.15,0.45,10.00,142,11,open_floor,0.013419818,0.011802263,0.013165185,0.032177380,0.020505961,0.039831085,-0.013419818,-0.011802263,-0.013165185,0.295478829,0.146969179,0.446531542,4.329323853,1.000000000,0.197183099
0.30,0.15,0.45,10.50,81,11,open_floor,0.016158476,0.016941443,0.016868757,0.031005524,0.018347643,0.035142409,-0.016158476,-0.016941443,-0.016868757,0.299594678,0.153887492,0.467551223,4.505148384,1.000000000,0.123456790
0.30,0.15,0.45,9.50,91,10,open_floor,0.009717201,0.010808244,0.008192130,0.028819821,0.017468321,0.036379702,-0.009717201,-0.010808244,-0.008192130,0.296744493,0.141858558,0.431004115,4.171882797,1.000000000,0.120879121
0.30,0.15,0.50,-11.00,84,11,open_floor,-0.014656714,-0.014538026,-0.014174565,0.028581170,0.016022256,0.031156804,-0.014656714,-0.014538026,-0.014174565,0.300150275,0.162060506,0.492383018,4.658504268,1.000000000,0.095238095
0.30,0.15,0.50,11.00,99,12,open_floor,0.021083440,0.022216458,0.021608370,0.030999810,0.014582869,0.029651159,-0.021083440,-0.022216458,-0.021608370,0.298766168,0.162410432,0.493446185,4.713539847,1.000000000,0.202020202
0.30,0.20,0.55,-12.00,101,11,open_floor,-0.009207992,-0.007310435,-0.008012302,0.030338551,0.016271831,0.032145514,-0.009207992,-0.007310435,-0.008012302,0.302382210,0.177643831,0.539729313,5.078093760,1.000000000,0.128712871
0.30,0.20,0.55,-12.50,118,9,open_floor,-0.006297248,-0.006394306,-0.006643521,0.022285696,0.011197090,0.021880655,-0.006297248,-0.006394306,-0.006643521,0.309027929,0.184279715,0.559890897,5.236242035,1.000000000,0.042372881
0.30,0.20,0.60,-13.00,184,9,open_floor,-0.014696451,-0.014515108,-0.014274283,0.023668959,0.008908825,0.018181824,-0.014696451,-0.014515108,-0.014274283,0.310370975,0.192706102,0.585492507,5.440562725,1.000000000,0.048913043
0.30,0.20,0.60,-13.50,243,8,open_floor,-0.012957636,-0.012877358,-0.012961927,0.022380887,0.009820508,0.019583406,-0.012957636,-0.012877358,-0.012961927,0.307863743,0.198014267,0.601620129,5.579743129,1.000000000,0.053497942
0.30,0.20,0.65,14.50,118,7,open_floor,0.028258244,0.024009644,0.027691864,0.038543417,0.016056178,0.029891386,-0.028258244,-0.024009644,-0.027691864,0.304893034,0.214275795,0.651026983,6.040737406,1.000000000,0.093220339
0.30,0.25,0.70,15.50,180,8,open_floor,0.031420105,0.030099220,0.031732173,0.039499904,0.016704244,0.034698760,-0.031420105,-0.030099220,-0.031732173,0.298107680,0.228852150,0.695313837,6.418817256,1.000000000,0.061111111
0.30,0.25,0.70,16.00,127,7,open_floor,0.026519351,0.026583810,0.026662091,0.036582414,0.016021021,0.031679835,-0.026519351,-0.026583810,-0.026662091,0.295119684,0.235656667,0.715987772,6.594220661,1.000000000,0.110236220
0.30,0.25,0.75,16.50,149,8,open_floor,0.030925200,0.030686659,0.030588681,0.040906034,0.017169170,0.033976034,-0.030925200,-0.030686659,-0.030588681,0.295832776,0.243114774,0.738647490,6.797342724,1.000000000,0.093959732
0.30,0.25,0.75,17.00,81,6,open_floor,0.028890008,0.033217716,0.029932030,0.038374523,0.018847238,0.035064321,-0.028890008,-0.033217716,-0.029932030,0.292146625,0.250621889,0.761456106,6.970761556,1.000000000,0.086419753
0.30,0.25,0.80,17.50,117,6,open_floor,0.030933407,0.031312615,0.031391946,0.039313384,0.016898930,0.033036468,-0.030933407,-0.031312615,-0.031391946,0.288476671,0.258619476,0.785754907,7.167538939,1.000000000,0.051282051
0.30,0.25,0.80,18.00,169,7,open_floor,0.031459887,0.028797503,0.031147938,0.038776173,0.012868952,0.025450486,-0.031459887,-0.028797503,-0.031147938,0.285357899,0.265665821,0.807163582,7.339624472,1.000000000,0.017751479
0.30,0.25,0.80,18.50,107,4,open_floor,0.033835642,0.034197511,0.033105469,0.039843019,0.011897249,0.024481994,-0.033835642,-0.034197511,-0.033105469,0.283837593,0.270526299,0.821931011,7.470398456,1.000000000,0.084112150
0.30,0.25,0.85,18.50,285,3,open_floor,0.032914099,0.032216573,0.032957356,0.038391360,0.011993180,0.023228270,-0.032914099,-0.032216573,-0.032957356,0.281517197,0.273606571,0.831289697,7.548670050,1.000000000,0.063157895
0.30,0.30,0.85,18.50,193,2,open_floor,0.033111490,0.033057293,0.032807107,0.039256482,0.012283112,0.024150752,-0.033111490,-0.033057293,-0.032807107,0.280371570,0.275753985,0.837814114,7.603352564,1.000000000,0.025906736
0.30,0.30,0.85,19.00,523,2,open_floor,0.033550170,0.032613170,0.033210143,0.039430072,0.012521486,0.024854621,-0.033550170,-0.032613170,-0.033210143,0.284766105,0.279874766,0.850334144,7.716715134,1.000000000,0.038240918
0.30,0.30,0.85,19.50,134,2,open_floor,0.033403763,0.031610214,0.034007050,0.040309764,0.015840826,0.028212889,-0.033403763,-0.031610214,-0.034007050,0.292300224,0.286313993,0.869898235,7.893993078,1.000000000,0.014925373
0.30,0.30,0.90,19.50,131,2,open_floor,0.033528224,0.033520506,0.034107936,0.041221702,0.013734478,0.028495045,-0.033528224,-0.033520506,-0.034107936,0.295492643,0.289579647,0.879820161,7.979461472,1.000000000,0.038167939
0.30,0.30,0.90,20.00,344,2,open_floor,0.036317409,0.035764930,0.036251494,0.042904033,0.014208158,0.028507319,-0.036317409,-0.035764930,-0.036251494,0.301574153,0.295724400,0.898489559,8.151617014,1.000000000,0.046511628
0.30,0.30,0.90,20.50,300,2,open_floor,0.032700172,0.032620806,0.032666390,0.039469068,0.012920528,0.025486378,-0.032700172,-0.032620806,-0.032666390,0.305020879,0.301022228,0.914585772,8.295113071,1.000000000,0.043333333
0.30,0.30,0.95,21.00,319,2,open_floor,0.034354326,0.034653106,0.034529208,0.038887963,0.012411013,0.024647565,-0.034354326,-0.034653106,-0.034529208,0.311816031,0.309157800,0.939303807,8.516236090,1.000000000,0.040752351
0.30,0.30,0.95,21.50,84,2,open_floor,0.033704750,0.032346168,0.033651765,0.041685795,0.014893213,0.028965665,-0.033704750,-0.032346168,-0.033651765,0.318850265,0.316955279,0.962994627,8.722569049,1.000000000,0.011904762
0.35,0.00,0.00,-0.50,1818,25,competition_aux;open_floor,-0.016849838,-0.026964215,-0.019107982,0.076461782,0.071851720,0.141016208,-0.016849838,-0.026964215,-0.019107982,0.350417784,0.005798505,0.017617404,1.695502614,0.894389439,0.216171617
0.35,0.00,0.00,0.00,6196,31,competition_aux;open_floor,0.019938589,0.050794636,0.023907404,0.091200181,0.063113862,0.174686376,-0.004870902,-0.020922910,-0.006328413,0.348963168,0.001329089,0.004038128,1.533862007,0.880568108,0.133473209
0.35,0.00,0.00,0.50,1751,26,competition_aux;open_floor,-0.001835188,-0.020196256,-0.003833013,0.075920094,0.067393045,0.120514751,0.001835188,0.020196256,0.003833013,0.350738074,0.005915631,0.017973264,1.724917884,0.918332381,0.220445460
0.35,0.00,0.05,-0.50,1009,22,competition_aux;open_floor,-0.003606522,0.008867638,-0.002694987,0.067051837,0.053935188,0.102918829,-0.003606522,0.008867638,-0.002694987,0.349937566,0.009589830,0.029136460,1.789449542,0.933597621,0.261645193
0.35,0.00,0.05,-1.00,2829,24,competition_aux;open_floor,-0.007025446,-0.000033027,-0.005358690,0.064883838,0.047818768,0.096890182,-0.007025446,-0.000033027,-0.005358690,0.349116825,0.014684026,0.044613987,1.947171337,0.969954047,0.250265111
0.35,0.00,0.05,-1.50,1801,23,competition_aux;open_floor,-0.006742433,0.001929129,-0.004859744,0.058930276,0.042778489,0.084685229,-0.006742433,0.001929129,-0.004859744,0.349217140,0.021323924,0.064787764,2.056039573,0.988339811,0.325930039
0.35,0.00,0.05,0.50,1095,25,competition_aux;open_floor,-0.007144023,-0.025771902,-0.010039697,0.067126999,0.054598069,0.106031827,0.007144023,0.025771902,0.010039697,0.350705283,0.009605812,0.029185017,1.783798659,0.916894977,0.232876712
0.35,0.00,0.05,1.00,2583,25,competition_aux;open_floor,0.010852157,0.010213395,0.008984420,0.063411912,0.051022311,0.101197892,-0.010852157,-0.010213395,-0.008984420,0.348705132,0.014840673,0.045089920,1.983182803,0.976384050,0.253581107
0.35,0.00,0.05,1.50,1867,21,competition_aux;open_floor,0.005662451,-0.002972058,0.003899963,0.056303973,0.043939524,0.090521120,-0.005662451,0.002972058,-0.003899963,0.349222103,0.021401559,0.065023641,2.037612157,0.990358864,0.320299946
0.35,0.00,0.10,-1.50,91,14,competition_aux;open_floor,-0.011050721,-0.006621779,-0.009554026,0.061192560,0.046112382,0.091062554,-0.011050721,-0.006621779,-0.009554026,0.348454042,0.024845352,0.075486803,2.075812402,0.978021978,0.417582418
0.35,0.00,0.10,1.50,82,11,competition_aux;open_floor,-0.000684701,-0.007503665,-0.001703833,0.050194259,0.045396369,0.081944910,0.000684701,0.007503665,0.001703833,0.347784469,0.024834041,0.075452435,2.014837872,0.987804878,0.378048780
0.35,0.05,0.10,-1.50,212,21,competition_aux;open_floor,-0.008630405,-0.001714903,-0.006663005,0.062417886,0.041216592,0.082850580,-0.008630405,-0.001714903,-0.006663005,0.349091329,0.025418119,0.077227022,1.941426444,0.985849057,0.264150943
0.35,0.05,0.10,-2.00,1386,25,competition_aux;open_floor,-0.004551047,-0.001601495,-0.003340967,0.054342708,0.039964833,0.079741363,-0.004551047,-0.001601495,-0.003340967,0.348920385,0.029272899,0.088938869,2.077987872,0.993506494,0.386002886
0.35,0.05,0.10,-2.50,1033,27,competition_aux;competition_diag;open_floor,-0.017892659,-0.028326295,-0.019726077,0.058605828,0.037466422,0.082112845,-0.017892659,-0.028326295,-0.019726077,0.349645904,0.036880128,0.112051661,2.285045565,1.000000000,0.460793804
0.35,0.05,0.10,-3.00,85,15,competition_aux;competition_diag;open_floor,-0.012586225,-0.024734240,-0.011460358,0.064655388,0.050606521,0.106805040,-0.012586225,-0.024734240,-0.011460358,0.349671727,0.040848288,0.124107988,2.331548609,1.000000000,0.411764706
0.35,0.05,0.10,1.50,178,16,competition_aux;open_floor,0.008472408,0.014430271,0.009838017,0.051439531,0.043039849,0.085754311,-0.008472408,-0.014430271,-0.009838017,0.347074526,0.025385958,0.077129308,2.064228434,0.994382022,0.387640449
0.35,0.05,0.10,2.00,1337,22,competition_aux;competition_diag;open_floor,0.021067341,0.031457807,0.022245217,0.057032650,0.037798719,0.083438471,-0.021067341,-0.031457807,-0.022245217,0.348260209,0.029259698,0.088898762,2.156010718,0.998504114,0.414360509
0.35,0.05,0.10,2.50,975,26,competition_aux;competition_diag;open_floor,0.029811762,0.037036662,0.030241168,0.056998815,0.030497400,0.066924629,-0.029811762,-0.037036662,-0.030241168,0.348547432,0.036675372,0.111429555,2.271134036,1.000000000,0.462564103
0.35,0.05,0.10,3.00,82,15,competition_aux;competition_diag;open_floor,0.039088890,0.039770335,0.036530021,0.064819615,0.029647284,0.052959633,-0.039088890,-0.039770335,-0.036530021,0.346698372,0.040859781,0.124142907,2.436251503,1.000000000,0.573170732
0.35,0.05,0.15,-3.00,853,27,competition_aux;competition_diag;open_floor,-0.020402963,-0.030778634,-0.018888526,0.068500727,0.042684375,0.107336744,-0.020402963,-0.030778634,-0.018888526,0.347968080,0.044250422,0.134444578,2.370358187,1.000000000,0.354044549
0.35,0.05,0.15,-3.50,1292,32,competition_aux;competition_diag;open_floor,-0.067127824,-0.104586743,-0.073768854,0.098555200,0.021680446,0.105255652,-0.067127824,-0.104586743,-0.073768854,0.340342961,0.052835744,0.160529075,2.368908975,1.000000000,0.114551084
0.35,0.05,0.15,-4.00,1752,28,competition_aux;competition_diag;open_floor,-0.095664593,-0.110505764,-0.108873742,0.107852773,0.007091685,0.014530184,-0.095664593,-0.110505764,-0.108873742,0.336562290,0.056588734,0.171931658,2.392272322,1.000000000,0.018264840
0.35,0.05,0.15,3.00,686,27,competition_aux;competition_diag;open_floor,0.045318002,0.043546321,0.044380715,0.066235420,0.031007084,0.060728444,-0.045318002,-0.043546321,-0.044380715,0.346913895,0.044495696,0.135189785,2.449970618,1.000000000,0.427113703
0.35,0.05,0.15,3.50,856,32,competition_aux;competition_diag;open_floor,0.085017363,0.104313787,0.090056975,0.101331718,0.023743808,0.067314769,-0.085017363,-0.104313787,-0.090056975,0.342342070,0.052320342,0.158963146,2.491456759,1.000000000,0.172897196
0.35,0.05,0.15,4.00,1119,26,competition_aux;competition_diag;open_floor,0.107851379,0.111985064,0.111790659,0.111911946,0.008672351,0.017242973,-0.107851379,-0.111985064,-0.111790659,0.339218977,0.056640959,0.172090332,2.479650900,1.000000000,0.022341376
0.35,0.05,0.20,-4.00,4261,30,competition_aux;competition_diag;open_floor,-0.098948388,-0.108654502,-0.107314273,0.106251023,0.007720659,0.015891228,-0.098948388,-0.108654502,-0.107314273,0.346082305,0.060086668,0.182559314,2.489897808,1.000000000,0.010091528
0.35,0.05,0.20,-4.50,2712,32,competition_aux;competition_diag;open_floor,-0.078503261,-0.103313078,-0.088395027,0.097158888,0.012688929,0.036227851,-0.078503261,-0.103313078,-0.088395027,0.359164393,0.065134552,0.197896133,2.596067239,1.000000000,0.015117994
0.35,0.05,0.20,-5.00,220,22,competition_aux;competition_diag;open_floor,0.010275414,0.027604696,0.018192440,0.052316573,0.022548325,0.048914915,0.010275414,0.027604696,0.018192440,0.347531005,0.071924172,0.218524808,2.614920858,1.000000000,0.100000000
0.35,0.05,0.20,4.00,5145,30,competition_aux;competition_diag;open_floor,0.106826874,0.109888049,0.109511781,0.109434109,0.008480180,0.017027714,-0.106826874,-0.109888049,-0.109511781,0.347945056,0.060190120,0.182873629,2.558960391,1.000000000,0.010106900
0.35,0.05,0.20,4.50,2767,32,competition_aux;competition_diag;open_floor,0.098774000,0.106064248,0.104457525,0.104181263,0.010099889,0.020747081,-0.098774000,-0.106064248,-0.104457525,0.360826426,0.064694500,0.196559136,2.676464747,1.000000000,0.022768341
0.35,0.05,0.20,5.00,83,22,competition_aux;competition_diag;open_floor,0.019557902,0.004409832,0.015677370,0.051640960,0.026391489,0.070919332,-0.019557902,-0.004409832,-0.015677370,0.352181095,0.071736452,0.217954463,2.809332484,1.000000000,0.301204819
0.35,0.10,0.25,-5.00,183,17,competition_aux;competition_diag;open_floor,0.026599994,0.029418029,0.030346344,0.037800055,0.013563399,0.025229128,0.026599994,0.029418029,0.030346344,0.341783700,0.076282456,0.231766435,2.610490447,1.000000000,0.049180328
0.35,0.10,0.25,-5.50,413,18,competition_aux;competition_diag;open_floor,0.026133200,0.030215296,0.029382143,0.039133223,0.012679068,0.025648736,0.026133200,0.030215296,0.029382143,0.344292557,0.080917652,0.245849398,2.759779051,1.000000000,0.053268765
0.35,0.10,0.25,-6.00,412,15,competition_aux;open_floor,0.020581832,0.025606840,0.024459963,0.035257922,0.011773736,0.023436090,0.020581832,0.025606840,0.024459963,0.345076727,0.088066215,0.267568637,2.938912365,1.000000000,0.089805825
0.35,0.10,0.25,5.50,102,18,competition_aux;competition_diag;open_floor,0.007292268,-0.000306571,0.004477665,0.038222685,0.025049569,0.050529569,-0.007292268,0.000306571,-0.004477665,0.347245826,0.080914098,0.245838599,2.938540408,1.000000000,0.294117647
0.35,0.10,0.25,6.00,91,14,open_floor,-0.009823258,-0.017018553,-0.014515293,0.033333229,0.016256928,0.033059427,0.009823258,0.017018553,0.014515293,0.344539729,0.088066500,0.267569504,3.058396288,1.000000000,0.285714286
0.35,0.10,0.30,-6.00,119,11,open_floor,0.024340471,0.025194733,0.025063861,0.030832220,0.013388840,0.023938281,0.024340471,0.025194733,0.025063861,0.341436438,0.091267596,0.277295285,2.966147392,1.000000000,0.033613445
0.35,0.10,0.30,-6.50,493,14,competition_aux;open_floor,0.023127331,0.023670396,0.024011048,0.032290529,0.014218012,0.028326873,0.023127331,0.023670396,0.024011048,0.345414528,0.096162782,0.292168166,3.137249561,1.000000000,0.054766734
0.35,0.10,0.30,-7.00,329,13,open_floor,0.019729789,0.022095489,0.021650745,0.030009156,0.013965562,0.027493318,0.019729789,0.022095489,0.021650745,0.349250545,0.102588819,0.311692178,3.313021167,1.000000000,0.069908815
0.35,0.10,0.30,6.50,175,14,competition_aux;open_floor,-0.001900571,-0.006281587,-0.003732603,0.030124084,0.020833057,0.041808113,0.001900571,0.006281587,0.003732603,0.346100362,0.095662108,0.290646986,3.241331876,1.000000000,0.280000000
0.35,0.10,0.30,7.00,187,16,open_floor,-0.005108507,-0.011644214,-0.007386960,0.034206280,0.021142796,0.046971555,0.005108507,0.011644214,0.007386960,0.345857650,0.103316002,0.313901556,3.417336558,1.000000000,0.294117647
0.35,0.10,0.35,-7.50,282,13,open_floor,0.007854642,0.009606747,0.009043862,0.025891775,0.014481705,0.028992072,0.007854642,0.009606747,0.009043862,0.349827674,0.110241964,0.334944473,3.473350375,1.000000000,0.095744681
0.35,0.10,0.35,-8.00,278,12,open_floor,0.007354072,0.006882573,0.008324154,0.026317161,0.015383961,0.030769278,0.007354072,0.006882573,0.008324154,0.349546314,0.117635779,0.357408855,3.656581504,1.000000000,0.097122302
0.35,0.10,0.35,7.50,288,16,open_floor,-0.009311020,-0.014551517,-0.011392428,0.029727236,0.016418808,0.034398344,0.009311020,0.014551517,0.011392428,0.349213343,0.110744883,0.336472474,3.543828754,1.000000000,0.138888889
0.35,0.10,0.35,8.00,303,14,open_floor,-0.003153282,-0.003938530,-0.004146147,0.028121017,0.018471122,0.037044988,0.003153282,0.003938530,0.004146147,0.351413211,0.117934638,0.358316867,3.727647595,1.000000000,0.174917492
0.35,0.15,0.40,-8.50,145,11,open_floor,0.008012306,0.008962840,0.008930023,0.025957697,0.014149688,0.027502167,0.008012306,0.008962840,0.008930023,0.347750826,0.127111435,0.386198425,3.901463233,1.000000000,0.103448276
0.35,0.15,0.40,-9.00,204,12,open_floor,-0.000579363,0.001442191,0.000485765,0.027577418,0.018880735,0.036146455,-0.000579363,0.001442191,0.000485765,0.349346714,0.132913734,0.403827355,4.041721428,1.000000000,0.205882353
0.35,0.15,0.40,-9.50,106,13,open_floor,0.002951837,0.004743280,0.003030580,0.025707402,0.016285000,0.032560271,0.002951837,0.004743280,0.003030580,0.350818777,0.138209092,0.419916064,4.179837378,1.000000000,0.169811321
0.35,0.15,0.40,8.50,145,13,open_floor,-0.001168991,-0.005632905,-0.003389030,0.023620403,0.014047194,0.029176925,0.001168991,0.005632905,0.003389030,0.346510590,0.127138280,0.386279986,3.954396868,1.000000000,0.200000000
0.35,0.15,0.40,9.00,271,14,open_floor,0.000199614,-0.003775414,-0.001734846,0.026328432,0.015699396,0.030772879,-0.000199614,0.003775414,0.001734846,0.342729272,0.132611975,0.402910531,4.052821589,1.000000000,0.154981550
0.35,0.15,0.45,-10.00,208,12,open_floor,-0.004536071,-0.006803510,-0.005395360,0.027198318,0.016018683,0.031500705,-0.004536071,-0.006803510,-0.005395360,0.350714614,0.147661130,0.448633874,4.391081164,1.000000000,0.081730769
0.35,0.15,0.45,-10.50,164,13,open_floor,-0.001332017,-0.001873509,-0.001291419,0.024165179,0.015194461,0.030338952,-0.001332017,-0.001873509,-0.001291419,0.355981368,0.153702437,0.466988975,4.532651412,1.000000000,0.060975610
0.35,0.15,0.45,-9.50,94,11,open_floor,-0.003412767,0.000185311,-0.002688121,0.024522936,0.016065785,0.033285465,-0.003412767,0.000185311,-0.002688121,0.351956319,0.142011126,0.431467658,4.250952755,1.000000000,0.159574468
0.35,0.15,0.45,10.00,115,13,open_floor,0.011613410,0.009551411,0.010244665,0.031715889,0.018249513,0.034297395,-0.011613410,-0.009551411,-0.010244665,0.351944375,0.147629934,0.448539092,4.452494080,1.000000000,0.191304348
0.35,0.15,0.50,-11.00,219,15,competition_diag;open_floor,-0.001631984,-0.002184449,-0.001348711,0.026239100,0.016015553,0.030805860,-0.001631984,-0.002184449,-0.001348711,0.357858209,0.162363772,0.493304422,4.750220374,1.000000000,0.077625571
0.35,0.15,0.50,-11.50,158,12,open_floor,-0.005621051,-0.004804427,-0.005798537,0.025102213,0.013857379,0.029173303,-0.005621051,-0.004804427,-0.005798537,0.353207293,0.169508580,0.515012251,4.946728842,1.000000000,0.120253165
0.35,0.15,0.50,11.00,85,12,open_floor,0.020242324,0.016463591,0.019652580,0.035341938,0.021504774,0.040522785,-0.020242324,-0.016463591,-0.019652580,0.346263989,0.162437220,0.493527575,4.751330458,1.000000000,0.129411765
0.35,0.20,0.55,-12.00,116,12,open_floor,-0.002957740,-0.005348994,-0.003075959,0.023498815,0.016925742,0.033250114,-0.002957740,-0.005348994,-0.003075959,0.346628320,0.177733015,0.540000278,5.137863913,1.000000000,0.086206897
0.35,0.20,0.55,-12.50,227,11,open_floor,-0.006292452,-0.007355628,-0.007391265,0.023527096,0.011963384,0.023545134,-0.006292452,-0.007355628,-0.007391265,0.346005143,0.184710216,0.561198875,5.303252429,1.000000000,0.070484581
0.35,0.20,0.60,-13.00,250,8,open_floor,-0.009936544,-0.011220576,-0.010673873,0.022121572,0.010692340,0.020915412,-0.009936544,-0.011220576,-0.010673873,0.346645177,0.192360593,0.584442758,5.490715559,1.000000000,0.048000000
0.35,0.20,0.60,-13.50,225,8,open_floor,-0.008842758,-0.010925529,-0.009565889,0.023010207,0.013877090,0.027001633,-0.008842758,-0.010925529,-0.009565889,0.350692083,0.198437530,0.602906112,5.660172006,1.000000000,0.062222222
0.35,0.20,0.60,13.50,92,8,open_floor,0.027179526,0.028382926,0.026188454,0.035906023,0.018619044,0.034577336,-0.027179526,-0.028382926,-0.026188454,0.349298741,0.199386917,0.605790605,5.737381397,1.000000000,0.141304348
0.35,0.20,0.65,-14.50,97,6,open_floor,-0.017192916,-0.016350740,-0.017603400,0.029939832,0.014833580,0.030816514,-0.017192916,-0.016350740,-0.017603400,0.350882521,0.213467603,0.648571482,6.036397256,1.000000000,0.113402062
0.35,0.20,0.65,14.50,143,7,open_floor,0.021990394,0.021048546,0.021792775,0.031598449,0.013410182,0.026893899,-0.021990394,-0.021048546,-0.021792775,0.347310995,0.213824485,0.649655783,6.076312943,1.000000000,0.111888112
0.40,0.00,0.00,-0.50,1800,25,competition_aux;open_floor,-0.028997265,-0.045566873,-0.034300112,0.085093165,0.070175380,0.157663151,-0.028997265,-0.045566873,-0.034300112,0.399546327,0.005847860,0.017767357,1.736046481,0.986111111,0.155000000
0.40,0.00,0.00,0.00,6832,30,competition_aux;open_floor,-0.022450879,-0.061755865,-0.027816166,0.097169074,0.053673098,0.198879071,0.001643276,0.008732456,0.001854315,0.401342861,0.001290557,0.003921055,1.527487049,0.971896956,0.081528103
0.40,0.00,0.00,0.50,1853,27,competition_aux;open_floor,-0.028909806,-0.049792276,-0.034234657,0.078375199,0.055342921,0.142224949,0.028909806,0.049792276,0.034234657,0.399488396,0.005837172,0.017734885,1.769629513,0.980572045,0.154883972
0.40,0.00,0.05,-0.50,811,23,competition_aux;open_floor,-0.005589400,0.005101904,-0.004856081,0.070656363,0.053337375,0.107072682,-0.005589400,0.005101904,-0.004856081,0.398170006,0.009596340,0.029156240,1.866406446,0.982737361,0.221948212
0.40,0.00,0.05,-1.00,1837,26,competition_aux;open_floor,-0.001977604,0.000902482,-0.000965873,0.060816871,0.046346834,0.093185457,-0.001977604,0.000902482,-0.000965873,0.397189724,0.014652354,0.044517757,2.077996799,0.989112684,0.286336418
0.40,0.00,0.05,-1.50,1245,22,competition_aux;open_floor,-0.006195431,-0.008830164,-0.006125315,0.053721432,0.040799898,0.082425941,-0.006195431,-0.008830164,-0.006125315,0.398208445,0.021229784,0.064501744,2.231068443,0.995983936,0.395180723
0.40,0.00,0.05,0.50,1034,23,competition_aux;open_floor,-0.008491071,-0.027813258,-0.011636875,0.075952130,0.068245052,0.126767498,0.008491071,0.027813258,0.011636875,0.398242739,0.009582824,0.029115173,1.808073425,0.984526112,0.165377176
0.40,0.00,0.05,1.00,1964,23,competition_aux;open_floor,-0.001704632,-0.011055823,-0.003099767,0.063660346,0.051889625,0.105762205,0.001704632,0.011055823,0.003099767,0.397808686,0.014486171,0.044012850,2.005395122,0.994399185,0.251018330
0.40,0.00,0.05,1.50,1219,20,competition_aux;open_floor,0.009182971,0.017214407,0.009170888,0.060682174,0.047957506,0.096115089,-0.009182971,-0.017214407,-0.009170888,0.398750685,0.021329190,0.064803766,2.144197535,0.997538966,0.351107465
0.40,0.05,0.10,-1.50,119,13,competition_aux;open_floor,-0.007217939,-0.014824826,-0.009419918,0.048480303,0.034212777,0.072016427,-0.007217939,-0.014824826,-0.009419918,0.395037498,0.025416965,0.077223516,2.292696090,1.000000000,0.487394958
0.40,0.05,0.10,-2.00,1000,24,competition_aux;open_floor,-0.008605445,-0.015680047,-0.009343069,0.055972364,0.039612046,0.081052827,-0.008605445,-0.015680047,-0.009343069,0.398089004,0.029411514,0.089360020,2.338147135,0.995000000,0.505000000
0.40,0.05,0.10,-2.50,709,24,competition_aux;open_floor,-0.018386567,-0.026960949,-0.018449687,0.060139029,0.039177606,0.083468848,-0.018386567,-0.026960949,-0.018449687,0.398415594,0.036549207,0.111046234,2.390688420,1.000000000,0.449929478
0.40,0.05,0.10,1.50,134,11,competition_aux;open_floor,0.020216416,0.024003862,0.020264656,0.056486204,0.035957406,0.070554250,-0.020216416,-0.024003862,-0.020264656,0.398902027,0.025389843,0.077141111,2.286584238,0.992537313,0.500000000
0.40,0.05,0.10,2.00,863,21,competition_aux;open_floor,0.024254790,0.031540109,0.025996869,0.058334288,0.036907264,0.079101464,-0.024254790,-0.031540109,-0.025996869,0.398544028,0.029190326,0.088687993,2.357681111,1.000000000,0.522595597
0.40,0.05,0.10,2.50,560,23,competition_aux;open_floor,0.033173903,0.039175625,0.035381226,0.063696628,0.027711203,0.059740315,-0.033173903,-0.039175625,-0.035381226,0.397929220,0.036929847,0.112202719,2.516774283,1.000000000,0.537500000
