max_force_preprojection_utilization_bin,vbar_rel_bin_mps,count,run_count,families,mean_residual_additive_yaw_torque_nm,median_residual_additive_yaw_torque_nm,trimmed_mean_residual_additive_yaw_torque_nm,rmse_residual_additive_yaw_torque_nm,mad_residual_additive_yaw_torque_nm,iqr_residual_additive_yaw_torque_nm,mean_opposing_yaw_resistance_nm,median_opposing_yaw_resistance_nm,trimmed_mean_opposing_yaw_resistance_nm,mean_vbar_rel_mps,mean_vbar_lat_mps,mean_vbar_yaw_mps,mean_max_force_preprojection_utilization,limiter_active_fraction,hardware_saturation_fraction
3.50,0.60,2439,31,competition_aux;competition_diag;open_floor,-0.031247964,-0.082902589,-0.037720207,0.097801013,0.044488182,0.165599314,-0.081175337,-0.102936507,-0.089126772,0.579797065,0.086810510,0.263753472,3.521598557,1.000000000,0.176301763
3.50,0.70,744,21,competition_aux;competition_diag;open_floor,-0.005121517,-0.009725871,-0.004729415,0.055509756,0.042028478,0.084108854,0.018082308,0.030319458,0.023128517,0.700806182,0.038527348,0.117056354,3.503904593,1.000000000,0.780913978
3.50,0.80,282,14,competition_aux;open_floor,-0.004171990,-0.007084666,-0.003697276,0.068252775,0.056363776,0.110444393,0.008293085,0.029683116,0.013924283,0.790316079,0.036706210,0.111523252,3.527720784,1.000000000,0.248226950
3.50,0.90,345,12,competition_aux;open_floor,-0.093754643,-0.108842892,-0.106881207,0.108164054,0.010918273,0.022126959,0.015285099,0.063173700,0.017193130,0.924591134,0.006868484,0.020868284,3.455113960,1.000000000,0.000000000
3.50,1.00,364,5,open_floor,-0.105821570,-0.110063189,-0.110056553,0.111081406,0.008727402,0.017212506,0.012238358,0.092114102,0.013710539,0.977070845,0.001658086,0.005037708,3.482753214,1.000000000,0.000000000
3.50,1.10,304,3,open_floor,-0.025879873,-0.100691480,-0.031437843,0.113989773,0.025584095,0.225481163,-0.058716605,-0.109401161,-0.071919000,1.125614303,0.006326982,0.019223059,3.448312226,1.000000000,0.000000000
3.50,1.20,482,3,open_floor,-0.062694067,-0.108152829,-0.076565412,0.112052287,0.011291466,0.026682912,-0.069000480,-0.108540497,-0.085049936,1.179508548,0.006278695,0.019076348,3.501657850,1.000000000,0.000000000
3.75,0.10,2782,16,open_floor,0.019554534,0.024571680,0.021639337,0.034272764,0.016636703,0.034978569,-0.028261412,-0.028402887,-0.028515579,0.139795605,0.134370228,0.408252571,3.739652295,1.000000000,0.017972682
3.75,0.20,1866,17,open_floor,0.006475344,0.004625381,0.006317814,0.029794716,0.019998600,0.039940861,-0.015316008,-0.015067728,-0.015113161,0.196409287,0.130379363,0.396127261,3.758577896,1.000000000,0.070203644
3.75,0.30,1875,16,open_floor,0.000915397,-0.000325380,0.000354890,0.025277328,0.014994456,0.030386845,-0.001145855,0.001153889,0.000064945,0.295160014,0.123932115,0.376538802,3.746840510,1.000000000,0.105066667
3.75,0.40,1181,18,competition_aux;open_floor,0.002967653,0.003567485,0.002975762,0.028946520,0.019733386,0.039567917,0.009114257,0.011469249,0.010062768,0.395204377,0.114691406,0.348463065,3.751171878,1.000000000,0.220999153
3.75,0.50,1460,28,competition_aux;competition_diag;open_floor,-0.009414675,-0.006580958,-0.010096213,0.084481243,0.082601516,0.146709418,-0.055782827,-0.085789302,-0.058607510,0.517195049,0.098336397,0.298772189,3.719622126,1.000000000,0.220547945
3.75,0.60,3473,29,competition_aux;competition_diag;open_floor,-0.012285714,-0.051634577,-0.015101952,0.100454796,0.067294819,0.203410211,-0.090293985,-0.102054451,-0.098279290,0.581539472,0.097925019,0.297522312,3.747558487,1.000000000,0.079182263
3.75,0.70,546,25,competition_aux;competition_diag;open_floor,-0.010992204,-0.011547680,-0.009764534,0.055184611,0.036281127,0.074416674,0.008485179,0.021146832,0.014381164,0.699814728,0.072597927,0.220571853,3.745694399,1.000000000,0.474358974
3.75,0.80,647,15,competition_aux;competition_diag;open_floor,0.000814430,0.002281812,0.000540511,0.060364115,0.048115523,0.096916939,0.030424726,0.040815054,0.036469825,0.793698301,0.038383968,0.116620726,3.746841511,1.000000000,0.710973725
3.75,1.10,307,2,open_floor,0.084615465,0.108977860,0.103735661,0.110516451,0.007953911,0.016121001,0.050794528,0.105991753,0.063502926,1.104558978,0.007284107,0.022131060,3.787269703,1.000000000,0.000000000
3.75,1.20,1763,2,open_floor,-0.075490483,-0.108378940,-0.091357527,0.113499902,0.012478344,0.026074948,-0.041770321,-0.103377821,-0.050997510,1.212008114,0.004713446,0.014320704,3.769057655,1.000000000,0.000000000
4.00,0.10,1435,11,open_floor,0.019426786,0.025281504,0.021429025,0.035572667,0.018119652,0.039328821,-0.029763638,-0.029905081,-0.030005925,0.145624794,0.143041724,0.434598887,3.974914393,1.000000000,0.031358885
4.00,0.20,2925,16,competition_diag;open_floor,0.011860506,0.014846330,0.012391587,0.031970453,0.021964845,0.045434107,-0.022115910,-0.023218736,-0.022943488,0.179256221,0.142477622,0.432884995,4.013677885,1.000000000,0.047863248
4.00,0.30,1719,16,open_floor,0.000989192,-0.000480156,0.000333236,0.026584657,0.016895797,0.033689184,-0.001794258,0.000573143,-0.000661126,0.301609534,0.133312999,0.405040427,3.996592946,1.000000000,0.116346713
4.00,0.40,1111,16,open_floor,0.007385625,0.007923901,0.007768214,0.028403870,0.018984592,0.037816498,0.005964601,0.008503180,0.007234263,0.398064265,0.124883337,0.379428868,3.994119255,1.000000000,0.276327633
4.00,0.50,664,21,competition_aux;competition_diag;open_floor,0.006717459,0.007828409,0.007672608,0.035000169,0.019209583,0.038170122,0.001250682,0.006139393,0.004270783,0.496005261,0.113756026,0.345621130,3.994903731,1.000000000,0.489457831
4.00,0.60,3020,29,competition_aux;competition_diag;open_floor,0.021937089,0.070027145,0.027058718,0.098547079,0.053964456,0.197383089,-0.086442039,-0.101569775,-0.093871772,0.605111832,0.104712166,0.318143474,3.991965567,1.000000000,0.087748344
4.00,0.70,557,29,competition_aux;competition_diag;open_floor,-0.019424342,-0.014725599,-0.022689619,0.078250094,0.052675348,0.120356475,-0.035744804,-0.015778158,-0.034777786,0.685602086,0.096919201,0.294466368,4.011154749,1.000000000,0.292639138
4.00,0.80,286,15,competition_aux;competition_diag;open_floor,-0.006428057,-0.010215175,-0.007463015,0.054720204,0.041769931,0.082833132,0.019208511,0.030405063,0.025278401,0.802466760,0.064644535,0.196407331,3.984692802,1.000000000,0.674825175
4.00,0.90,188,8,open_floor,-0.002961981,-0.007515151,-0.004138674,0.062590594,0.050351087,0.101605803,0.021450905,0.035659380,0.026294884,0.886051915,0.035218814,0.107004146,4.010002783,1.000000000,0.739361702
4.00,1.10,257,4,open_floor,0.107365865,0.111909529,0.112151209,0.112903461,0.007586414,0.015110326,-0.083658769,-0.110644755,-0.101439472,1.124019896,0.007671975,0.023309506,3.943400254,1.000000000,0.000000000
4.00,1.20,698,2,open_floor,-0.078432025,-0.108202121,-0.095153202,0.113147288,0.011743989,0.023731751,-0.083277408,-0.108445469,-0.101373187,1.219030158,0.007789565,0.023666776,3.953280596,1.000000000,0.000000000
4.00,1.30,211,2,open_floor,-0.104354945,-0.114178521,-0.112919365,0.113938078,0.009181410,0.019755410,-0.109716322,-0.114449166,-0.113508072,1.263320677,0.016617144,0.050487313,3.978150401,1.000000000,0.000000000
4.25,0.20,4154,14,open_floor,0.018412821,0.022238847,0.019525169,0.034000061,0.018879911,0.039340031,-0.026031556,-0.026414126,-0.026290024,0.174970301,0.152084866,0.462074365,4.249978447,1.000000000,0.042850265
4.25,0.30,1172,16,open_floor,0.000939495,-0.000514831,0.000359792,0.026934373,0.017270631,0.035097649,-0.007640441,-0.007051192,-0.007572557,0.293060650,0.144343631,0.438554429,4.245788763,1.000000000,0.167235495
4.25,0.40,1263,15,open_floor,0.003687891,0.004258599,0.003813656,0.025565197,0.017361221,0.034327661,0.004453943,0.007138147,0.005528928,0.401980083,0.136311099,0.414149455,4.255485116,1.000000000,0.257323832
4.25,0.50,617,17,competition_diag;open_floor,-0.002576216,-0.003220372,-0.002438280,0.029679115,0.019454992,0.039554434,0.002880876,0.004435645,0.003759318,0.493554859,0.127102175,0.386170290,4.252519662,1.000000000,0.354943274
4.25,0.60,1275,25,competition_aux;competition_diag;open_floor,0.011802814,0.008767272,0.014124852,0.086847733,0.089592220,0.178516369,-0.065280727,-0.093015542,-0.070092227,0.619950232,0.113602800,0.345155589,4.212863178,1.000000000,0.134117647
4.25,0.70,3099,26,competition_aux;competition_diag;open_floor,-0.018154432,-0.086096129,-0.022123381,0.104864403,0.039269055,0.210224030,-0.099236817,-0.105261343,-0.104518028,0.677799398,0.114517095,0.347933462,4.272065102,1.000000000,0.029364311
4.25,0.80,177,17,competition_aux;competition_diag;open_floor,-0.014233252,-0.010901178,-0.013136004,0.059475382,0.033766728,0.066489663,-0.008936598,0.009090736,-0.004247307,0.798726681,0.093385615,0.283730393,4.253875330,1.000000000,0.446327684
4.25,0.90,181,8,open_floor,-0.001924309,-0.005025893,-0.001037849,0.048145969,0.036902906,0.074418925,0.018610060,0.024422127,0.020543039,0.899878138,0.065050907,0.197641995,4.241798828,1.000000000,0.640883978
4.25,1.00,94,6,open_floor,0.003062939,-0.014299958,0.002042457,0.092778254,0.084947351,0.156525019,0.008555149,0.038130384,0.012358247,0.988193478,0.037837158,0.114959373,4.266276939,1.000000000,0.606382979
4.50,0.20,3504,14,competition_diag;open_floor,0.021127007,0.025102257,0.022883233,0.034756693,0.016225359,0.033156622,-0.027655097,-0.028311537,-0.027945224,0.179853656,0.161285241,0.490027557,4.493137873,1.000000000,0.043949772
4.50,0.30,738,16,competition_diag;open_floor,0.004299811,0.003267617,0.003959312,0.030350040,0.019329196,0.038318861,-0.011643326,-0.011358218,-0.011595903,0.298900630,0.153510108,0.466404629,4.493352433,1.000000000,0.178861789
4.50,0.40,1371,15,open_floor,0.000692262,-0.000793409,0.000164441,0.026210514,0.016501002,0.033047624,0.004906554,0.006066841,0.005486464,0.401774078,0.146716985,0.445765309,4.499393848,1.000000000,0.173595915
4.50,0.50,770,15,open_floor,0.001278524,0.000987654,0.001232162,0.026700296,0.018531077,0.036927580,0.003529285,0.006449520,0.004839136,0.490567594,0.139330622,0.423323572,4.507805815,1.000000000,0.246753247
4.50,0.60,406,21,competition_aux;competition_diag;open_floor,-0.002597802,-0.001948421,-0.001890670,0.037592020,0.020416516,0.040755441,0.002154321,0.006137924,0.006151492,0.593358620,0.126967688,0.385761682,4.496628778,1.000000000,0.504926108
4.50,0.70,1460,25,competition_aux;competition_diag;open_floor,-0.013279145,-0.066845694,-0.016262362,0.098427765,0.055427200,0.197509505,-0.090193223,-0.099115682,-0.097130818,0.698431518,0.120169374,0.365106590,4.455073940,1.000000000,0.048630137
4.50,0.80,208,19,competition_aux;competition_diag;open_floor,-0.026524258,-0.015024193,-0.029556805,0.081449451,0.046845581,0.119375571,-0.046186050,-0.030860618,-0.044254943,0.790761461,0.112195957,0.340881226,4.507106936,1.000000000,0.331730769
4.50,0.90,121,9,competition_aux;open_floor,-0.000138401,-0.006086124,-0.005579559,0.051481873,0.027646119,0.058313100,0.008067290,0.017553460,0.014483986,0.894517624,0.088631492,0.269286100,4.492695869,1.000000000,0.495867769
4.50,1.00,85,7,open_floor,-0.022738319,-0.032261926,-0.024247082,0.076084167,0.057777817,0.113717560,0.034047935,0.042182094,0.038252259,0.992949253,0.057794790,0.175595978,4.484945865,1.000000000,0.705882353
4.75,0.20,2528,13,open_floor,0.020338890,0.024518980,0.022025549,0.035013138,0.017032535,0.035773907,-0.027364440,-0.028112065,-0.027639853,0.187770423,0.170129832,0.516899780,4.741085917,1.000000000,0.060917722
4.75,0.30,486,14,open_floor,0.005223252,0.006273533,0.005423500,0.032221880,0.021826978,0.043535460,-0.015635247,-0.015380557,-0.015804525,0.299772422,0.163667891,0.497266681,4.744648751,1.000000000,0.162551440
4.75,0.40,1098,15,open_floor,0.004405422,0.003102965,0.003999841,0.026101013,0.015931498,0.031967644,0.000430451,0.001346484,0.001004931,0.401291767,0.157747912,0.479280208,4.742903886,1.000000000,0.122040073
4.75,0.50,647,15,open_floor,0.000701554,0.000023193,0.000673826,0.025856099,0.018705840,0.037570163,0.001848025,0.003494529,0.002605467,0.491146263,0.150081723,0.455988281,4.742015788,1.000000000,0.236476043
4.75,0.60,309,15,competition_diag;open_floor,0.002049759,-0.000181139,0.002016443,0.029601020,0.017912597,0.037338055,0.001837757,0.003509421,0.002529427,0.596332247,0.138979650,0.422257223,4.746652169,1.000000000,0.504854369
4.75,0.70,208,20,competition_aux;competition_diag;open_floor,-0.007294575,-0.006131547,-0.010214375,0.065701206,0.045683822,0.095264691,-0.035017499,-0.036759985,-0.033389770,0.705864552,0.128556341,0.390588435,4.724039616,1.000000000,0.355769231
4.75,0.80,150,21,competition_aux;competition_diag;open_floor,-0.010285695,-0.006109294,-0.013061149,0.076552474,0.041175971,0.086935848,-0.040119442,-0.023773136,-0.035001799,0.794629995,0.123612388,0.375567385,4.742014660,1.000000000,0.313333333
5.00,0.20,2279,12,open_floor,0.022648002,0.025953570,0.024433546,0.035492406,0.016331586,0.032808916,-0.028750689,-0.028837023,-0.028989533,0.191902867,0.180072806,0.547109187,4.999617896,1.000000000,0.043440105
5.00,0.30,514,13,open_floor,0.005682615,0.005166961,0.005453929,0.030759308,0.018498512,0.038195667,-0.012461401,-0.012132797,-0.012506504,0.303722564,0.173698222,0.527741501,5.003375745,1.000000000,0.143968872
5.00,0.40,787,13,open_floor,0.004606364,0.004348636,0.004835142,0.027419277,0.017150485,0.034163064,-0.004523114,-0.003643769,-0.004293926,0.405399283,0.167646198,0.509353839,4.995116899,1.000000000,0.135959339
5.00,0.50,614,12,open_floor,0.001750012,0.001317089,0.001526563,0.026726863,0.017072815,0.033995153,-0.001966274,-0.000955801,-0.001448148,0.496464058,0.161685075,0.491242359,4.999096673,1.000000000,0.211726384
5.00,0.60,316,12,open_floor,0.004879708,0.002720387,0.004053507,0.025884182,0.015326172,0.031345540,0.000012932,0.001049035,0.000613812,0.595901299,0.153889233,0.467556512,5.005515743,1.000000000,0.417721519
5.00,0.70,100,14,competition_aux;open_floor,-0.001799394,-0.000271705,-0.002619120,0.040126140,0.020898131,0.041048064,-0.008990382,-0.005203714,-0.006859083,0.691626471,0.141274784,0.429230454,4.989142839,1.000000000,0.550000000
5.25,0.20,2905,10,open_floor,0.028975609,0.031352879,0.030847286,0.037831897,0.014089990,0.028206272,-0.032452520,-0.032506896,-0.032662720,0.197497094,0.190085522,0.577530487,5.258594545,1.000000000,0.019621343
5.25,0.30,549,12,open_floor,-0.000193381,-0.003428295,-0.001484267,0.027350217,0.015331366,0.031974614,-0.012143078,-0.010147647,-0.011759252,0.311297013,0.183577741,0.557758112,5.245177435,1.000000000,0.127504554
5.25,0.40,784,13,open_floor,0.002510265,0.002533340,0.002357346,0.027800579,0.017840397,0.035161366,-0.008458809,-0.009268448,-0.008857653,0.403866275,0.177837039,0.540316330,5.247846281,1.000000000,0.139030612
5.25,0.50,693,12,open_floor,0.001345107,0.001125908,0.001708763,0.024199349,0.014866732,0.029182757,0.001156075,0.002603416,0.001792471,0.499374556,0.170781550,0.518879873,5.244889995,1.000000000,0.223665224
5.25,0.60,438,10,open_floor,0.003888252,0.002414787,0.003259797,0.027287512,0.017975042,0.036463607,0.002551449,0.005187403,0.003222101,0.588558481,0.165775330,0.503669644,5.254986069,1.000000000,0.289954338
5.25,0.70,116,9,open_floor,0.003666368,0.004193915,0.003263079,0.028744655,0.020809880,0.041708732,-0.006110333,-0.005252374,-0.005638552,0.692507050,0.153185487,0.465418345,5.258633986,1.000000000,0.517241379
5.50,0.20,2993,9,open_floor,0.028556036,0.031170529,0.030150226,0.037595514,0.014240163,0.028775541,-0.031972503,-0.032224493,-0.032042366,0.206131307,0.198948678,0.604459119,5.500881951,1.000000000,0.023053792
5.50,0.30,751,11,open_floor,-0.007070293,-0.011452951,-0.009028673,0.026071148,0.012379161,0.025701784,-0.016134313,-0.015436035,-0.015867784,0.309860906,0.194152554,0.589887214,5.499558951,1.000000000,0.085219707
5.50,0.40,958,12,open_floor,-0.000931295,-0.002681264,-0.001807132,0.026578326,0.015556092,0.031042606,-0.010680529,-0.009583479,-0.010236534,0.394969125,0.189593448,0.576035434,5.501283893,1.000000000,0.097077244
5.50,0.50,411,12,open_floor,0.000915493,0.002242135,0.001299078,0.027222582,0.016138927,0.033548194,-0.002418879,0.000235057,-0.001215705,0.499768795,0.181619175,0.551807468,5.492386506,1.000000000,0.255474453
5.50,0.60,286,11,open_floor,0.005522109,0.007551991,0.005844780,0.028180146,0.017456672,0.038114609,-0.000524699,0.002546393,0.000443046,0.590659030,0.173467773,0.527041336,5.485546277,1.000000000,0.426573427
5.50,0.70,105,11,open_floor,0.002965642,0.004459521,0.003528500,0.025148792,0.012129517,0.024770796,-0.003307191,-0.001499539,-0.002805175,0.691629132,0.165273953,0.502146326,5.503262488,1.000000000,0.523809524
5.75,0.20,2760,8,open_floor,0.030886440,0.032074387,0.032107144,0.038950235,0.013370812,0.026795216,-0.033470866,-0.032888800,-0.033347260,0.214905350,0.208239075,0.632685820,5.750276458,1.000000000,0.016304348
5.75,0.30,458,10,open_floor,0.005346284,0.001308945,0.003480129,0.033521408,0.021075772,0.042055312,-0.018486292,-0.015682317,-0.017910033,0.305885030,0.203255895,0.617545592,5.748510875,1.000000000,0.102620087
5.75,0.40,572,12,open_floor,0.001548187,0.000859788,0.001173510,0.028496467,0.016549264,0.033136414,-0.013952723,-0.011578891,-0.013121770,0.388940129,0.198138564,0.601997775,5.723666325,1.000000000,0.153846154
5.75,0.50,309,12,open_floor,0.005695881,0.007100984,0.005672572,0.026764287,0.016696046,0.031921784,-0.005912260,-0.006015142,-0.005330898,0.499248989,0.191839854,0.582860615,5.743525267,1.000000000,0.336569579
5.75,0.60,174,10,open_floor,0.006761135,0.008123904,0.007796319,0.031873990,0.020229652,0.040611308,-0.008508974,-0.009775140,-0.009045832,0.599354165,0.184463887,0.560450462,5.755412983,1.000000000,0.511494253
6.00,0.20,2717,8,open_floor,0.031452599,0.032328646,0.032310157,0.038542969,0.013045629,0.026137521,-0.033232991,-0.032881888,-0.033143501,0.223131064,0.217153514,0.659770261,5.993744002,1.000000000,0.013249908
6.00,0.30,536,9,open_floor,0.009859162,0.010572619,0.010350451,0.033021123,0.022165600,0.043003587,-0.021795169,-0.020787902,-0.021695773,0.304057620,0.212734005,0.646342616,5.998415342,1.000000000,0.100746269
6.00,0.40,363,11,open_floor,0.004554204,-0.000126606,0.002878422,0.032381245,0.022219182,0.045492032,-0.020743329,-0.019879130,-0.020237565,0.387205188,0.209251698,0.635762439,5.992048560,1.000000000,0.173553719
6.00,0.50,166,11,open_floor,0.004732705,0.004540640,0.003997591,0.032990769,0.022486518,0.042949763,-0.019461372,-0.018209778,-0.018962253,0.501045305,0.201480969,0.612152891,5.992321031,1.000000000,0.421686747
6.00,0.60,154,11,open_floor,0.003618788,0.006520668,0.004036691,0.034944185,0.024938565,0.047697419,-0.005756592,-0.007125172,-0.005279994,0.598413862,0.193834143,0.588919797,6.000229130,1.000000000,0.668831169
6.25,0.20,1300,8,open_floor,0.031363463,0.032472728,0.032569618,0.038746156,0.013065871,0.025926414,-0.033358333,-0.033533316,-0.033567038,0.231722750,0.225588396,0.685397681,6.226537328,1.000000000,0.013846154
6.25,0.30,512,8,open_floor,0.016441092,0.018264858,0.016795456,0.036517249,0.021463214,0.043757912,-0.025353530,-0.025108925,-0.025294286,0.293486357,0.222809353,0.676954209,6.249974013,1.000000000,0.105468750
6.25,0.40,186,10,open_floor,0.014515062,0.013059821,0.014099211,0.035590710,0.023441803,0.047106659,-0.023163897,-0.021478380,-0.023023360,0.390782946,0.217704114,0.661443130,6.241425114,1.000000000,0.225806452
6.25,0.50,89,10,open_floor,0.008834042,0.012595897,0.007738122,0.034086111,0.024334059,0.046640603,-0.021799165,-0.022669442,-0.021416215,0.495089884,0.211746223,0.643341470,6.245103657,1.000000000,0.404494382
6.25,0.60,110,9,open_floor,0.011721721,0.011647755,0.011722860,0.034072723,0.021518899,0.042538205,-0.012663187,-0.015827402,-0.014370309,0.589635376,0.203930903,0.619596445,6.243416680,1.000000000,0.627272727
6.25,1.00,109,10,competition_aux;open_floor,0.061635966,0.098360800,0.072410149,0.104882397,0.023519860,0.090852292,-0.097676885,-0.102779429,-0.100839439,1.022222015,0.175888256,0.534395408,6.298417637,1.000000000,0.064220183
6.50,0.20,905,9,open_floor,0.032073600,0.033580452,0.032722534,0.039097620,0.014646716,0.028362159,-0.033374236,-0.033966930,-0.033386985,0.238974129,0.235124495,0.714370893,6.491383096,1.000000000,0.013259669
6.50,0.30,571,9,open_floor,0.029134534,0.029154756,0.029191638,0.038307229,0.015576697,0.030885770,-0.029246653,-0.029158197,-0.029267785,0.281521237,0.233611230,0.709773189,6.510823394,1.000000000,0.066549912
6.50,0.40,93,9,open_floor,0.022369586,0.024980074,0.022618079,0.032935299,0.015986292,0.033209036,-0.021896578,-0.023765096,-0.022871729,0.394959887,0.227594766,0.691493569,6.503326000,1.000000000,0.290322581
6.50,1.00,117,6,competition_aux;open_floor,0.076897343,0.093221752,0.086689863,0.094143196,0.016232476,0.032097689,-0.087127659,-0.093760023,-0.093043233,1.032072112,0.181060066,0.550108747,6.460770810,1.000000000,0.059829060
6.50,1.10,212,12,competition_aux;open_floor,0.042986241,0.092597708,0.051062132,0.106205675,0.022363476,0.191887960,-0.102777546,-0.103216007,-0.102481128,1.074657795,0.183062519,0.556192733,6.505470835,1.000000000,0.009433962
6.75,0.20,491,8,open_floor,0.034219863,0.034903839,0.034323190,0.040410321,0.014146886,0.028683062,-0.034737584,-0.035404573,-0.034558241,0.245968788,0.243778827,0.740665060,6.727014895,1.000000000,0.026476578
6.75,0.30,894,9,open_floor,0.030752230,0.031101861,0.030958939,0.038993902,0.015392874,0.030462828,-0.031299432,-0.031244740,-0.031283478,0.270527735,0.243823238,0.740799994,6.757088762,1.000000000,0.049217002
6.75,0.40,111,9,open_floor,0.024480907,0.025638499,0.024935620,0.036603692,0.016351482,0.031257360,-0.026478994,-0.026193111,-0.026380905,0.389137868,0.238186525,0.723674157,6.755772043,1.000000000,0.144144144
6.75,1.10,119,8,competition_aux;open_floor,0.087591106,0.097092892,0.095770916,0.101816693,0.013184330,0.026823039,-0.097326214,-0.098093910,-0.097871380,1.100202508,0.188808003,0.573649042,6.714047418,1.000000000,0.000000000
7.00,0.30,1069,9,open_floor,0.034113169,0.034370149,0.034282668,0.040464679,0.014617090,0.029159334,-0.034127515,-0.034370149,-0.034290906,0.265310025,0.253257601,0.769464103,6.993134732,1.000000000,0.032740879
7.00,0.40,87,7,open_floor,0.026164216,0.020305230,0.025065949,0.038353719,0.019538408,0.036737418,-0.028611820,-0.021504704,-0.026924365,0.396285198,0.245880527,0.747050587,6.991135317,1.000000000,0.287356322
7.25,0.30,724,7,open_floor,0.033424848,0.033060737,0.033296630,0.040281551,0.015191422,0.030237614,-0.033424848,-0.033060737,-0.033296630,0.273697218,0.262139267,0.796448970,7.238894447,1.000000000,0.038674033
7.50,0.30,1078,5,open_floor,0.033993214,0.033312057,0.033730426,0.040014636,0.012785845,0.025381467,-0.033993214,-0.033312057,-0.033730426,0.278972159,0.272252695,0.827176262,7.513444591,1.000000000,0.042671614
7.75,0.30,619,2,open_floor,0.032638183,0.032195032,0.032435013,0.038964716,0.012931026,0.025696215,-0.032638183,-0.032195032,-0.032435013,0.288340884,0.279890447,0.850381788,7.726801089,1.000000000,0.058158320
8.00,0.30,373,2,open_floor,0.033668205,0.033314429,0.033933322,0.040910175,0.013940555,0.028296857,-0.033668205,-0.033314429,-0.033933322,0.300435050,0.289830133,0.880581203,7.995037427,1.000000000,0.042895442
8.25,0.30,559,2,open_floor,0.033651170,0.033349889,0.034008393,0.040803484,0.013337460,0.027258730,-0.033651170,-0.033349889,-0.034008393,0.305935230,0.299121040,0.908809457,8.245583663,1.000000000,0.044722719
8.25,1.40,98,8,competition_aux,0.034142305,0.085439698,0.040052862,0.105635555,0.035357461,0.195846061,-0.102455439,-0.100648162,-0.102002643,1.385000664,0.236914364,0.719808992,8.264395679,1.000000000,0.000000000
8.50,0.30,473,3,open_floor,0.033357013,0.033651440,0.033802498,0.038596006,0.012415432,0.025086113,-0.033357013,-0.033651440,-0.033802498,0.315174555,0.308163006,0.936281358,8.490987331,1.000000000,0.052854123
8.75,0.30,148,3,open_floor,0.034927041,0.035016246,0.034418585,0.042595919,0.015292050,0.029273782,-0.034927041,-0.035016246,-0.034418585,0.325685839,0.317818003,0.965615814,8.745016141,1.000000000,0.027027027
