family,section_id,phase_id,primitive_id,speed_bin,count,run_count,families,mean_residual_additive_yaw_torque_nm,median_residual_additive_yaw_torque_nm,trimmed_mean_residual_additive_yaw_torque_nm,rmse_residual_additive_yaw_torque_nm,mad_residual_additive_yaw_torque_nm,iqr_residual_additive_yaw_torque_nm,mean_opposing_yaw_resistance_nm,median_opposing_yaw_resistance_nm,trimmed_mean_opposing_yaw_resistance_nm,mean_vbar_rel_mps,mean_vbar_lat_mps,mean_vbar_yaw_mps,mean_max_force_preprojection_utilization,limiter_active_fraction,hardware_saturation_fraction
open_floor,3,4,6,1,49091,13,open_floor,-0.000124411,0.000482735,0.000142444,0.035521486,0.013052834,0.026089191,-0.005912937,0.001092727,-0.000351554,0.026516443,0.002332346,0.007086289,0.358744764,0.118697928,0.029516612
open_floor,3,4,6,2,18113,11,open_floor,-0.000049101,0.000426619,0.000243868,0.039729411,0.014128510,0.028264504,-0.011099337,-0.002647750,-0.005517748,0.042227786,0.002793766,0.008488207,0.521449338,0.172638436,0.053497488
open_floor,3,4,6,3,12605,11,open_floor,0.001868322,0.001592789,0.002231175,0.046670629,0.025751648,0.051525811,-0.012506134,-0.008566572,-0.011913856,0.087439690,0.005621895,0.017080815,0.788819487,0.291947640,0.045299484
open_floor,3,5,5,1,91515,10,open_floor,0.000319688,0.000275135,0.000313373,0.014464107,0.006157271,0.012314377,0.001559248,0.001913958,0.002352791,0.007381312,0.001691086,0.005137970,0.172607705,0.000207616,0.000010927
open_floor,3,5,5,2,30504,8,open_floor,-0.000278789,-0.000338090,-0.000293914,0.008002914,0.005285095,0.010571100,-0.000931766,-0.000947259,-0.000952704,0.006494913,0.000980093,0.002977785,0.156697224,0.000000000,0.000000000
open_floor,3,5,5,3,16798,8,open_floor,-0.000237637,-0.000318889,-0.000250181,0.012744194,0.007248505,0.014508509,-0.000679672,-0.000690313,-0.000727334,0.012459532,0.001166877,0.003545282,0.250550301,0.029289201,0.025002977
open_floor,3,5,6,1,148075,13,open_floor,0.000780912,0.001117747,0.001032911,0.035627106,0.012833442,0.025653775,-0.005576720,0.001324382,0.000134904,0.026599320,0.002402960,0.007300834,0.356804724,0.118872193,0.029390512
open_floor,3,5,6,2,48255,11,open_floor,0.000922457,0.001363889,0.001304547,0.040117864,0.012590362,0.025172914,-0.012416424,-0.002376763,-0.005302615,0.034161155,0.002565422,0.007794437,0.436830838,0.172666045,0.042544814
open_floor,3,5,6,3,27020,11,open_floor,0.001514037,0.001757430,0.001693101,0.039874213,0.013616981,0.027242372,-0.012158790,-0.003266307,-0.005476459,0.036294914,0.002973903,0.009035511,0.454004623,0.167801628,0.043708364
open_floor,3,6,5,1,35188,8,open_floor,0.000071517,0.000112544,0.000130100,0.014041757,0.005851355,0.011700572,0.001513736,0.001684691,0.002173592,0.007160649,0.001573174,0.004779722,0.183854223,0.003779698,0.000767307
open_floor,3,6,5,2,12440,8,open_floor,-0.000263581,-0.000149991,-0.000229034,0.010680553,0.005578525,0.011192013,-0.001317476,-0.001057898,-0.001083670,0.008329957,0.001201067,0.003649160,0.303015106,0.086736334,0.010771704
open_floor,3,6,5,3,8072,8,open_floor,-0.000586627,-0.000071155,-0.000246949,0.020696680,0.009263605,0.018299811,-0.004803813,-0.003126157,-0.003529642,0.026501144,0.002960431,0.008994580,0.653189787,0.299677899,0.033696729
open_floor,3,6,6,1,62086,13,open_floor,0.012764200,0.005627489,0.009042084,0.046553536,0.020543411,0.042184439,0.005433883,0.008361102,0.009036248,0.067134603,0.002732045,0.008300681,0.507843512,0.157378475,0.017395226
open_floor,3,6,6,2,22378,11,open_floor,0.000550809,0.000609671,0.000737052,0.032792698,0.012059590,0.024122889,-0.008224728,-0.001975491,-0.003435157,0.030514590,0.002635713,0.008007999,0.530436647,0.167173116,0.036643132
open_floor,3,6,6,3,21630,11,open_floor,-0.000129983,0.000113032,0.000135671,0.032185540,0.013847377,0.027699811,-0.008497883,-0.003809164,-0.005202118,0.044142816,0.004226060,0.012839898,0.699286189,0.268192325,0.034535368
open_floor,4,7,37,1,2283,6,open_floor,0.001069784,0.001203925,0.000755734,0.052630946,0.029365242,0.058382227,0.012334729,0.017712173,0.014964594,0.278538431,0.072944312,0.221624265,2.711926373,0.973280771,0.234340780
open_floor,4,7,37,2,1728,6,open_floor,-0.003956642,-0.003964167,-0.003401505,0.054981146,0.025431170,0.050902152,0.009137259,0.010144131,0.009648301,0.493599611,0.096106877,0.291998312,3.807442444,0.973958333,0.453125000
open_floor,4,7,37,3,1802,6,open_floor,0.004762801,-0.000131114,0.002840797,0.056014286,0.027623587,0.057178713,0.016580647,0.014642872,0.016198065,0.518932665,0.092191613,0.280102695,3.792064826,0.975582686,0.440621532
open_floor,4,7,6,1,10824,8,open_floor,-0.015965314,-0.017893369,-0.018162526,0.062456371,0.037962633,0.075719108,-0.004469475,0.000429828,-0.003298649,0.071274746,0.010366849,0.031497252,0.919269478,0.366777531,0.123244642
open_floor,4,7,6,2,1266,6,open_floor,-0.021321413,-0.017787855,-0.019632399,0.050299201,0.025035222,0.050664943,0.013582520,0.015111832,0.015527723,0.223891347,0.041684334,0.126648118,2.041767913,0.748025276,0.486571880
open_floor,4,7,6,3,1037,6,open_floor,-0.020185432,-0.020752755,-0.019874431,0.045861617,0.022264642,0.043692808,0.014692505,0.018576062,0.017046655,0.324492359,0.052964650,0.160920725,2.539044847,0.837994214,0.653809065
open_floor,4,7,7,1,19816,19,open_floor,-0.007922867,-0.007469562,-0.007175346,0.062399854,0.035307252,0.070171092,-0.010633156,-0.003182587,-0.009259784,0.180370857,0.013371136,0.040625077,1.216764150,0.405833670,0.090936617
open_floor,4,7,7,2,3250,14,open_floor,-0.013637518,-0.014212331,-0.013462346,0.055985580,0.032208669,0.064884303,0.020702252,0.022670189,0.021920766,0.397919234,0.052495506,0.159495342,2.745588078,0.857230769,0.410461538
open_floor,4,7,7,3,2361,13,open_floor,-0.003685113,-0.004164569,-0.004161472,0.042273005,0.026148699,0.052265935,0.014475922,0.017945493,0.016480455,0.394574218,0.062232519,0.189078981,2.888245907,0.936044049,0.464210080
open_floor,4,7,8,1,10524,18,open_floor,0.005995996,0.008444427,0.006829339,0.057236289,0.039550055,0.079229440,0.018381849,0.024839602,0.022193971,0.151161988,0.028135391,0.085482819,1.500516612,0.576776891,0.166001520
open_floor,4,7,8,2,3437,14,open_floor,0.011178081,0.010305420,0.010823415,0.045643587,0.026381598,0.052774455,0.013761156,0.015368973,0.015143778,0.311576275,0.063098974,0.191711502,2.669536186,0.893220832,0.355833576
open_floor,4,7,8,3,2931,13,open_floor,0.008304045,0.007959890,0.008168858,0.043549860,0.026837320,0.053759573,0.017887903,0.019377670,0.018989388,0.388581833,0.066617446,0.202401558,2.944772876,0.935858069,0.476970317
open_floor,4,7,9,1,3109,10,open_floor,0.006829345,0.006606874,0.007297505,0.049479210,0.028449445,0.057055446,0.014226809,0.017678821,0.016291121,0.347349585,0.080284497,0.243925702,3.052165583,0.979092956,0.313605661
open_floor,4,7,9,2,2076,8,open_floor,0.004006088,0.005871444,0.004487502,0.053001234,0.026734817,0.053353407,0.011101950,0.012867928,0.012218567,0.538916180,0.097632571,0.296633776,3.933836662,0.975915222,0.452312139
open_floor,4,7,9,3,1992,7,open_floor,0.000009973,-0.001678175,-0.000178612,0.049905286,0.027484348,0.055250550,0.012731245,0.012723093,0.013746901,0.540185495,0.097139465,0.295135588,3.906347598,0.975401606,0.388052209
open_floor,4,8,37,1,5479,6,open_floor,0.004742250,0.006470067,0.004366257,0.036912847,0.031291709,0.062728486,0.016252893,0.022888616,0.018305200,0.233403827,0.098389258,0.298932792,3.059463921,1.000000000,0.069720752
open_floor,4,8,37,2,3826,6,open_floor,0.012525747,0.015773671,0.013154304,0.035763483,0.025426322,0.051849645,0.005596622,0.009771875,0.006759626,0.276167706,0.140672970,0.427401983,4.151686273,1.000000000,0.041296393
open_floor,4,8,37,3,3806,6,open_floor,-0.001222678,-0.006441916,-0.002779450,0.032106287,0.022766581,0.047847279,0.003672849,0.005952383,0.004597670,0.279288999,0.141549292,0.430064482,4.155821270,1.000000000,0.044403573
open_floor,4,8,6,1,15092,8,open_floor,-0.031441577,-0.034099202,-0.033105724,0.054966724,0.028980250,0.057881007,0.025903130,0.031009654,0.028417264,0.080003157,0.017058552,0.051828427,1.048968598,0.419096210,0.102902200
open_floor,4,8,6,2,2629,6,open_floor,-0.024957831,-0.023819258,-0.024446254,0.042592841,0.020197025,0.040397078,0.024957831,0.023819258,0.024446254,0.190037638,0.062755390,0.190667603,2.246268071,0.738683910,0.108786611
open_floor,4,8,6,3,1845,6,open_floor,-0.019432039,-0.020625721,-0.020108718,0.038245372,0.022074997,0.044035868,0.019672825,0.020908577,0.020363810,0.283807975,0.091679179,0.278545783,3.115840932,0.920867209,0.313821138
open_floor,4,8,7,1,31041,19,open_floor,0.008029015,0.004003113,0.008194761,0.053331608,0.032414961,0.065616204,0.011247479,0.015282559,0.014229219,0.125492532,0.023313717,0.070833287,1.233484662,0.432653587,0.093618118
open_floor,4,8,7,2,6840,14,open_floor,0.000083349,0.006271738,0.001729671,0.048748752,0.034521267,0.069908605,0.020803984,0.025309745,0.021293994,0.225955683,0.075643059,0.229823776,2.603430204,0.857894737,0.076608187
open_floor,4,8,7,3,4772,13,open_floor,0.007360220,0.008406472,0.007594213,0.037645165,0.026957549,0.053598553,0.006526815,0.006090619,0.006527860,0.230742656,0.102749609,0.312180701,3.194157760,0.971919531,0.155699916
open_floor,4,8,8,1,22630,18,open_floor,0.004599914,-0.002436373,0.003816438,0.056012676,0.042535900,0.089791331,0.029945565,0.036698642,0.033907458,0.168366334,0.039636063,0.120424925,1.749721396,0.714759169,0.090234202
open_floor,4,8,8,2,7653,14,open_floor,0.007866311,0.009550167,0.008556193,0.040199482,0.030323166,0.060841489,0.021523510,0.025268740,0.022676866,0.218343132,0.084646333,0.257178124,2.754655532,0.938847511,0.069123220
open_floor,4,8,8,3,6008,13,open_floor,0.006540104,0.004254023,0.006518082,0.038582724,0.029356300,0.059233089,0.017896077,0.020128303,0.018692882,0.256347509,0.103485162,0.314415508,3.241214790,0.998169108,0.112683089
open_floor,4,8,9,1,6938,10,open_floor,0.010762086,0.013430199,0.010613482,0.038664237,0.028788134,0.058391389,0.014254376,0.019014592,0.015471091,0.270350995,0.116313441,0.353391239,3.569416382,1.000000000,0.063562986
open_floor,4,8,9,2,4647,8,open_floor,0.013799549,0.016569171,0.014480501,0.035989806,0.024377189,0.049636058,0.004895652,0.007183354,0.005705779,0.330480975,0.143454372,0.435852622,4.340776973,1.000000000,0.098558210
open_floor,4,8,9,3,4351,7,open_floor,0.014372718,0.015718369,0.014552915,0.035299673,0.024703763,0.049742132,0.003200952,0.004223334,0.003539608,0.302160465,0.145683067,0.442623993,4.339858215,1.000000000,0.054470237
open_floor,4,9,37,1,16838,6,open_floor,-0.013662902,-0.025559005,-0.016325408,0.043396133,0.026494965,0.067396344,0.009755715,0.021236188,0.010637170,0.042531142,0.008861970,0.026925028,0.696561467,0.124183395,0.012234232
open_floor,4,9,37,2,14735,6,open_floor,0.020580075,0.028259276,0.023307954,0.044019711,0.021475037,0.046474270,0.010030915,0.016423579,0.010975349,0.047908738,0.012730045,0.038677269,0.794279108,0.158330506,0.018052257
open_floor,4,9,37,3,15925,6,open_floor,-0.011595492,-0.023538195,-0.013579029,0.041294127,0.025280324,0.066429551,0.009662738,0.019573832,0.010580002,0.045678197,0.010450905,0.031752635,0.733668691,0.127346939,0.012056515
open_floor,4,9,6,1,4115,8,open_floor,-0.022605288,-0.025303510,-0.024256324,0.052632747,0.036086388,0.072170204,0.014531579,0.016849788,0.016829679,0.087130657,0.021971845,0.066756322,1.191751412,0.526852977,0.144349939
open_floor,4,9,6,2,2925,6,open_floor,-0.000578728,0.000900749,-0.000203475,0.050733929,0.030585239,0.061904527,-0.017055917,-0.015302380,-0.016131166,0.148564897,0.045289699,0.137602180,2.029069758,0.899829060,0.346666667
open_floor,4,9,6,3,2339,6,open_floor,0.002284812,0.005991109,0.003003394,0.046479028,0.026713734,0.054016330,-0.017321379,-0.015549159,-0.016502526,0.153566724,0.053806297,0.163477872,2.165704492,0.839675075,0.266353142
open_floor,4,9,7,1,73369,18,open_floor,-0.002840545,-0.008185638,-0.003503509,0.055931670,0.042637047,0.087006574,-0.017136901,-0.022633925,-0.016573008,0.199116249,0.023661562,0.071890134,1.643983420,0.777235617,0.267578950
open_floor,4,9,7,2,34153,14,open_floor,-0.030341079,-0.037894555,-0.034976319,0.048432657,0.015797184,0.031219015,0.007334187,0.019892258,0.008504034,0.064839795,0.009039883,0.027465574,0.807391147,0.175943548,0.049336808
open_floor,4,9,7,3,13132,13,open_floor,-0.009739254,-0.016784416,-0.011211953,0.043653854,0.030872721,0.065414307,0.005779658,0.011368185,0.007163086,0.056249139,0.018089021,0.054959267,0.963386386,0.276880902,0.062290588
open_floor,4,9,8,1,74334,18,open_floor,0.010702495,0.019782042,0.012618755,0.052534173,0.033661718,0.073920590,-0.014704215,-0.017217438,-0.013675116,0.175729252,0.021695908,0.065917953,1.526423152,0.692361503,0.254002206
open_floor,4,9,8,2,19050,14,open_floor,0.026690409,0.032245402,0.029765700,0.044481332,0.017597952,0.035737116,0.003274324,0.004028997,0.003833989,0.079118046,0.014858509,0.045144111,0.945372001,0.261732283,0.065144357
open_floor,4,9,8,3,15061,13,open_floor,0.031020347,0.037691027,0.034165282,0.048697290,0.021570010,0.044922887,0.004532410,0.004051207,0.004945872,0.075890612,0.018308427,0.055625881,1.021706871,0.260938849,0.065732687
open_floor,4,9,9,1,113818,10,open_floor,0.011382307,0.021983770,0.013518824,0.051279543,0.032860020,0.075522018,-0.011150260,-0.015442654,-0.010011667,0.158194011,0.017820522,0.054143495,1.367921714,0.560157444,0.207629725
open_floor,4,9,9,2,13350,8,open_floor,0.007280884,0.011968745,0.008238803,0.043055337,0.028394289,0.059941980,0.006452837,0.009257966,0.007960676,0.083115587,0.022183156,0.067398342,1.099446869,0.316704120,0.065168539
open_floor,4,9,9,3,16547,7,open_floor,0.021958417,0.031574053,0.024799785,0.044867695,0.023211163,0.055160006,0.005814802,0.009013440,0.006425439,0.062158666,0.016001716,0.048617479,0.889855130,0.189158156,0.024234000
open_floor,5,10,10,1,4500,10,open_floor,0.053191761,0.061531708,0.058105379,0.077304107,0.046640084,0.098076602,-0.008678271,-0.005499984,-0.010224990,0.205903836,0.006871875,0.020878587,1.127365620,0.637555556,0.121111111
open_floor,5,10,10,2,187,2,open_floor,0.003220569,0.004836638,0.003857187,0.013015737,0.008027397,0.016359009,0.001401536,0.001459441,0.001423311,0.040770173,0.000929936,0.002825394,0.134830258,0.000000000,0.000000000
open_floor,5,10,11,1,2117,7,open_floor,-0.052468338,-0.081315608,-0.058096935,0.081924369,0.035468505,0.111951958,0.004319708,0.000000000,0.005257635,0.284286500,0.005454754,0.016572997,1.229705761,0.595654228,0.066603684
open_floor,5,10,11,2,184,2,open_floor,0.003472006,0.004404531,0.003906770,0.012697607,0.007227370,0.014467147,0.000945751,0.001822038,0.001785853,0.047173345,0.000692615,0.002104349,0.151731650,0.000000000,0.000000000
open_floor,5,10,12,1,1672,6,open_floor,0.039826043,0.053617922,0.045890496,0.080167682,0.057027656,0.119066612,-0.014616112,-0.008960818,-0.016710570,0.290398295,0.018400367,0.055905221,1.484433474,0.717105263,0.032296651
open_floor,5,10,12,2,185,2,open_floor,-0.026392274,-0.019489859,-0.024282033,0.041131009,0.022757860,0.048961498,-0.006050705,0.000890911,-0.005121463,0.086766570,0.022297233,0.067744939,1.066081365,0.410810811,0.000000000
open_floor,5,10,13,1,1541,5,open_floor,-0.056417115,-0.100483031,-0.063703505,0.088709327,0.018938891,0.119869326,0.008582227,0.010800873,0.011053590,0.431496140,0.013103447,0.039811765,1.689310340,0.766385464,0.005840363
open_floor,5,10,13,2,188,2,open_floor,0.028128079,0.027200263,0.028236704,0.043877932,0.023425173,0.046236991,0.009966186,0.010150111,0.010460265,0.097085039,0.018322847,0.055669695,1.070697810,0.425531915,0.000000000
open_floor,5,10,14,1,1228,8,open_floor,0.019282486,0.005599234,0.015530304,0.043024221,0.016425903,0.059584399,-0.019897000,-0.005722136,-0.016096581,0.096373620,0.007221960,0.021942240,0.562262290,0.294788274,0.248371336
open_floor,5,10,14,2,254,2,open_floor,-0.001295898,-0.002779110,-0.001852043,0.016458140,0.010584404,0.021079121,0.000913916,0.002306729,0.001617019,0.009203583,0.001101664,0.003347149,0.150527051,0.000000000,0.000000000
open_floor,5,10,15,1,748,5,open_floor,0.013775372,0.009429396,0.011890297,0.029012378,0.015882265,0.032304592,-0.013651593,-0.009137674,-0.011589666,0.056258008,0.020479651,0.062222640,0.795088915,0.279411765,0.084224599
open_floor,5,10,15,2,296,2,open_floor,0.014533728,0.009776234,0.012638421,0.025377545,0.011094606,0.023607097,-0.010193787,-0.004864136,-0.008022892,0.084202862,0.017875386,0.054310188,0.672388456,0.209459459,0.000000000
open_floor,5,10,16,1,1200,8,open_floor,-0.011706443,-0.012448768,-0.012141528,0.028661732,0.015777132,0.031640562,0.004182780,0.007515112,0.005807367,0.068474519,0.027622671,0.083925037,1.049704908,0.328333333,0.001666667
open_floor,5,10,16,2,406,3,open_floor,-0.039549788,-0.020907614,-0.038542332,0.064456989,0.025556378,0.100987285,-0.025081255,-0.004944225,-0.023460477,0.184319782,0.021840920,0.066358537,1.277936007,0.559113300,0.004926108
open_floor,5,10,17,1,1027,7,open_floor,0.010284362,0.010635302,0.010178720,0.027922853,0.016318036,0.032109509,0.005327841,0.006715058,0.005807541,0.058577275,0.030952032,0.094040523,1.140716629,0.368062317,0.008763389
open_floor,5,10,17,2,354,3,open_floor,0.025273776,0.012776561,0.020541891,0.053962043,0.021606152,0.044979182,-0.007596750,0.000829515,-0.003375331,0.123007453,0.024527817,0.074522047,1.265684563,0.516949153,0.050847458
open_floor,5,10,18,1,737,8,open_floor,-0.013783386,-0.015227385,-0.013959485,0.032699251,0.019092129,0.038361050,0.012156259,0.012024552,0.011998827,0.059456859,0.026265269,0.079800888,1.058954180,0.415196744,0.005427408
open_floor,5,10,18,2,333,4,open_floor,-0.039605130,-0.027843906,-0.040135970,0.069665454,0.048694107,0.107868180,0.024915079,0.015473748,0.027522292,0.207424283,0.020619160,0.062646504,1.366943455,0.651651652,0.003003003
open_floor,5,10,18,3,89,1,open_floor,-0.080117894,-0.102417043,-0.084058460,0.094408355,0.015133456,0.093670091,0.013565900,0.006411885,0.015003150,0.296396869,0.000612495,0.001860924,1.215358165,0.719101124,0.000000000
open_floor,5,10,19,1,700,8,open_floor,0.025733744,0.025101375,0.025144616,0.035911895,0.016656758,0.033317930,0.007798467,0.013091802,0.010784512,0.079642843,0.023466250,0.071296722,1.091419177,0.442857143,0.010000000
open_floor,5,10,19,2,323,4,open_floor,0.066359691,0.063258228,0.067490597,0.078380763,0.040146518,0.076414787,-0.026574922,-0.033240343,-0.032018036,0.269705286,0.015965906,0.048508677,1.511115630,0.665634675,0.006191950
open_floor,5,10,19,3,87,1,open_floor,0.079222241,0.102348389,0.083748744,0.094279097,0.013997771,0.100363124,0.011648310,0.006615156,0.013046750,0.297031746,0.000777368,0.002361852,1.176311703,0.712643678,0.000000000
open_floor,5,10,20,1,317,4,open_floor,-0.011879321,-0.004949191,-0.009119028,0.052514533,0.028235983,0.052989625,-0.013328927,-0.010903318,-0.013379653,0.157021343,0.043441174,0.131985867,1.704430823,0.725552050,0.063091483
open_floor,5,10,21,1,345,4,open_floor,0.042229328,0.037565174,0.042710914,0.062085383,0.029444285,0.060623909,-0.022055803,-0.008761912,-0.020426494,0.207745099,0.032253030,0.097993303,1.582520205,0.718840580,0.176811594
open_floor,5,10,22,1,628,4,open_floor,-0.008142235,0.005127882,-0.003742343,0.055586646,0.032598097,0.069756683,-0.002437827,-0.013519221,-0.006269647,0.170848727,0.063008591,0.191436897,2.164682020,0.777070064,0.049363057
open_floor,5,10,22,2,164,1,open_floor,0.028787423,0.029063635,0.029114176,0.033849383,0.011501742,0.022750551,-0.028787423,-0.029063635,-0.029114176,0.135009143,0.109623135,0.333064307,3.104580899,1.000000000,0.000000000
open_floor,5,10,23,1,590,4,open_floor,0.017262452,0.015339169,0.016010758,0.031311728,0.015685905,0.031507845,0.010646728,0.010839813,0.011766421,0.124621689,0.041498580,0.126083747,1.644777116,0.652542373,0.035593220
open_floor,5,10,23,2,270,2,open_floor,0.035307441,0.029534076,0.034046653,0.049779111,0.025099308,0.055446351,0.005023360,0.007371812,0.006952145,0.119266099,0.023261961,0.070676037,1.226810347,0.422222222,0.003703704
open_floor,5,10,24,1,954,6,open_floor,0.009746229,0.007910574,0.008143140,0.024580345,0.012406413,0.024725879,-0.008659903,-0.005597757,-0.006341769,0.077626709,0.007837020,0.023810957,0.632182301,0.247379455,0.343815514
open_floor,5,10,24,2,254,2,open_floor,0.013665727,0.010305138,0.013910353,0.034396073,0.014906779,0.036448077,-0.015329142,-0.008601887,-0.013725359,0.071533626,0.016832447,0.051141460,0.577470522,0.204724409,0.000000000
open_floor,5,10,25,1,703,5,open_floor,0.004452586,0.003373169,0.003657613,0.020932027,0.011881783,0.023835603,-0.005972661,-0.003986187,-0.004617934,0.027621199,0.004350688,0.013218549,0.418470438,0.113798009,0.089615932
open_floor,5,10,25,2,259,2,open_floor,0.005319273,0.006025983,0.005672326,0.014204660,0.008858761,0.018101242,0.000853805,0.000000000,0.001032112,0.048025288,0.001639450,0.004981087,0.226986151,0.000000000,0.000000000
open_floor,5,10,26,1,1126,8,open_floor,-0.017662219,-0.010331515,-0.014521170,0.051500013,0.027758338,0.057679531,-0.005234891,-0.002654641,-0.003594994,0.158867076,0.052287160,0.158862329,1.904825941,0.661634103,0.039964476
open_floor,5,10,26,2,393,3,open_floor,-0.035866255,-0.022029302,-0.035248485,0.068329028,0.044118852,0.117074581,-0.033389919,-0.021729436,-0.033601981,0.339573045,0.042902650,0.130349687,2.204239508,0.755725191,0.007633588
open_floor,5,10,27,1,1023,8,open_floor,0.028609657,0.017642252,0.024705348,0.051870593,0.023274116,0.050479090,0.005190417,0.009688600,0.007526642,0.174281697,0.040527138,0.123132248,1.727419319,0.651026393,0.005865103
open_floor,5,10,27,2,365,3,open_floor,0.047687485,0.036339962,0.046422832,0.067616180,0.037773475,0.098130708,0.044232615,0.032970744,0.044202123,0.366231846,0.025904529,0.078704863,1.965558620,0.734246575,0.005479452
open_floor,5,10,28,1,1208,8,open_floor,-0.010884941,-0.009113245,-0.009957763,0.025919467,0.015079857,0.030018215,0.010978328,0.010107205,0.010311291,0.037991996,0.015869280,0.048215102,0.692554934,0.224337748,0.003311258
open_floor,5,10,28,2,547,4,open_floor,-0.035259744,-0.015202811,-0.031875375,0.060307180,0.022352375,0.093158135,0.015890978,0.008726795,0.017389650,0.144614959,0.009280932,0.028197947,0.869537630,0.405850091,0.000000000
open_floor,5,10,28,3,185,1,open_floor,-0.077998483,-0.089878759,-0.083128577,0.085650164,0.015886719,0.038721816,-0.003610876,-0.038900801,-0.004758624,0.236196659,0.022048355,0.066988780,1.502494258,0.854054054,0.037837838
open_floor,5,10,29,1,1192,8,open_floor,0.012395228,0.009834996,0.010660909,0.027864108,0.015373616,0.031021733,0.007105685,0.007787426,0.007269279,0.040833877,0.015992263,0.048588758,0.705792966,0.219798658,0.005033557
open_floor,5,10,29,2,404,3,open_floor,0.023364656,0.009894270,0.018672195,0.050592592,0.022718667,0.049157689,0.023546954,0.011493222,0.019585691,0.123312072,0.013004485,0.039511091,0.875806955,0.363861386,0.000000000
open_floor,5,10,30,1,1312,8,open_floor,-0.009052897,-0.009453987,-0.007804898,0.036152005,0.020444199,0.041388412,-0.000066273,0.001730609,0.001376120,0.063857371,0.036143760,0.109814378,1.341168083,0.471798780,0.100609756
open_floor,5,10,30,2,423,3,open_floor,-0.036442057,-0.021592672,-0.034453905,0.063688749,0.027262515,0.099388161,-0.000190544,0.000939890,0.001419977,0.203447059,0.027719529,0.084219317,1.481642655,0.600472813,0.007092199
open_floor,5,10,31,1,1213,8,open_floor,0.020673757,0.019902596,0.019835325,0.032326746,0.015891190,0.031699841,0.013038963,0.014657210,0.014339341,0.071417967,0.025024373,0.076030715,1.059962927,0.395713108,0.022258862
open_floor,5,10,31,2,418,3,open_floor,0.043782973,0.028113064,0.041613312,0.065205361,0.024336185,0.088124044,-0.025425053,-0.005502358,-0.022232431,0.227270143,0.022665207,0.068862940,1.429042774,0.595693780,0.004784689
open_floor,5,10,31,3,160,1,open_floor,0.085644045,0.106517583,0.092802971,0.096973111,0.009860014,0.023712760,-0.000086791,0.000000000,-0.000187275,0.309029405,0.000562128,0.001707894,1.360076255,0.775000000,0.012500000
open_floor,5,10,32,1,910,4,open_floor,-0.041794522,-0.033513297,-0.041437006,0.068291559,0.048548704,0.097311322,-0.000238606,0.004496085,0.001326992,0.227319709,0.028944764,0.087941910,1.678574975,0.734065934,0.238461538
open_floor,5,10,32,2,187,1,open_floor,0.013160771,0.017515436,0.016219290,0.032385237,0.013889942,0.028814681,-0.012800877,-0.017226951,-0.015856135,0.100901722,0.087232540,0.265035711,2.664627231,0.834224599,0.010695187
open_floor,5,10,33,1,752,4,open_floor,0.035646036,0.032394682,0.035200405,0.050175779,0.027247772,0.054944931,0.020316832,0.019698737,0.022051890,0.208208985,0.043185228,0.131208235,1.781909003,0.795212766,0.021276596
open_floor,5,10,33,2,161,1,open_floor,0.031493303,0.027672123,0.030067409,0.043733907,0.020914962,0.043356827,-0.001741157,0.008056549,0.000628605,0.198856773,0.057644523,0.175139429,2.221658222,1.000000000,0.006211180
open_floor,5,10,34,1,965,4,open_floor,-0.001146196,-0.000418450,-0.000570336,0.026485801,0.015985254,0.032025876,0.001322021,0.002497754,0.001530778,0.049500391,0.015992926,0.048590772,0.811452420,0.310880829,0.079792746
open_floor,5,10,34,2,445,2,open_floor,-0.002338120,0.001304950,-0.001185689,0.027946413,0.012835846,0.026756221,0.000005567,0.000518748,-0.000146326,0.084211917,0.012697019,0.038576927,0.635996247,0.220224719,0.000000000
open_floor,5,10,35,1,1661,7,open_floor,0.004116816,0.002045044,0.003180659,0.025511875,0.013514370,0.027566275,-0.000938967,-0.000475518,-0.000762058,0.049822958,0.012475031,0.037902469,0.656703728,0.169175196,0.001204094
open_floor,5,10,35,2,397,2,open_floor,0.005774806,0.003877093,0.004595156,0.024782496,0.014625064,0.029198317,0.007016156,0.005176215,0.005850463,0.028104785,0.011522151,0.035007366,0.565752341,0.173803526,0.000000000
open_floor,5,10,9,1,6165,6,open_floor,-0.025920610,-0.021519674,-0.025466764,0.054873662,0.029225362,0.061048350,0.001271673,0.003238764,0.002043422,0.100425231,0.013789276,0.041895496,1.003265750,0.489375507,0.275101379
open_floor,5,11,10,1,5454,10,open_floor,0.061878478,0.085199514,0.069839688,0.096447941,0.026988224,0.082053736,0.005699708,0.003066783,0.004328768,0.258534416,0.031210164,0.094824797,1.811272355,0.888338834,0.016868354
open_floor,5,11,10,2,469,2,open_floor,-0.007379548,0.005443170,-0.004693273,0.049313392,0.030709822,0.079337654,-0.009828710,-0.017680258,-0.012741737,0.144928547,0.078409991,0.238230455,2.515521038,0.799573561,0.010660981
open_floor,5,11,11,1,2937,7,open_floor,-0.050842717,-0.078091583,-0.053311263,0.080400205,0.046887334,0.117615009,0.016341847,0.015371888,0.020405323,0.412498516,0.034504684,0.104834428,2.174945719,0.926796050,0.040858018
open_floor,5,11,11,2,621,2,open_floor,0.037894121,0.028802420,0.038834102,0.059192116,0.046157935,0.086139538,-0.003231341,-0.002689982,-0.004322344,0.147822748,0.041802190,0.127006197,1.671974430,0.505636071,0.001610306
