"segment_id","log_id","log_path","schema_kind","stage","family","phase_id","phase_name","primitive_name","direction_name","repeat_index","fan_duty_cycle","segment_start_row_index","segment_end_row_index","active_start_row_index","active_end_row_index","segment_start_time_us","segment_end_time_us","active_start_time_us","active_end_time_us","end_reason","corruption_note","command_pair_mode","active_command_rows","test_value_kind","test_value"
"ofnis_20260609_000032","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","1","0.8","62222","63772","62223","63222","106995845","108545845","106996845","107995845","reliable_stationary","","0.6,-0.6","1000","logged_drive_command_bin","0.6"
"ofnis_20260609_000033","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","1","0.8","63772","65220","63773","64772","108545845","109993845","108546845","109545845","reliable_stationary","","-0.6,0.6","1000","logged_drive_command_bin","-0.6"
"ofnis_20260609_000034","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","2","0.8","65220","66698","65221","66220","109993845","111471845","109994845","110993845","reliable_stationary","","0.6,-0.6","1000","logged_drive_command_bin","0.6"
"ofnis_20260609_000035","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","2","0.8","66698","68157","66699","67698","111471845","112930845","111472845","112471845","reliable_stationary","","-0.6,0.6","1000","logged_drive_command_bin","-0.6"
"ofnis_20260609_000036","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","3","0.8","68157","69637","68158","69157","112930845","114410845","112931845","113930845","reliable_stationary","","0.6,-0.6","1000","logged_drive_command_bin","0.6"
"ofnis_20260609_000037","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","3","0.8","69637","71061","69638","70637","114410845","115834845","114411845","115410845","reliable_stationary","","-0.6,0.6","1000","logged_drive_command_bin","-0.6"
"ofnis_20260609_000038","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","1","0.8","71061","72601","71062","72061","115834845","117374845","115835845","116834845","reliable_stationary","","0.65,-0.65","1000","logged_drive_command_bin","0.65"
"ofnis_20260609_000039","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","1","0.8","72601","74127","72602","73601","117374845","118900845","117375845","118374845","reliable_stationary","","-0.65,0.65","1000","logged_drive_command_bin","-0.65"
"ofnis_20260609_000040","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","2","0.8","74127","75652","74128","75127","118900845","120425845","118901845","119900845","reliable_stationary","","0.65,-0.65","1000","logged_drive_command_bin","0.65"
"ofnis_20260609_000041","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","2","0.8","75652","77170","75653","76652","120425845","121943845","120426845","121425845","reliable_stationary","","-0.65,0.65","1000","logged_drive_command_bin","-0.65"
"ofnis_20260609_000042","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","3","0.8","77170","78642","77171","78170","121943845","123415845","121944845","122943845","reliable_stationary","","0.65,-0.65","1000","logged_drive_command_bin","0.65"
"ofnis_20260609_000043","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","3","0.8","78642","80133","78643","79642","123415845","124906845","123416845","124415845","reliable_stationary","","-0.65,0.65","1000","logged_drive_command_bin","-0.65"
"ofnis_20260609_000044","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","1","0.8","80133","81697","80134","81133","124906845","126470845","124907845","125906845","reliable_stationary","","0.7,-0.7","1000","logged_drive_command_bin","0.7"
"ofnis_20260609_000045","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","1","0.8","81697","83272","81698","82697","126470845","128045845","126471845","127470845","reliable_stationary","","-0.7,0.7","1000","logged_drive_command_bin","-0.7"
"ofnis_20260609_000046","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","2","0.8","83272","84455","83273","84272","128045845","129228845","128046845","129045845","reliable_stationary","","0.7,-0.7","1000","logged_drive_command_bin","0.7"
"ofnis_20260609_000047","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","2","0.8","84851","86412","84852","85851","129624845","131185845","129625845","130624845","reliable_stationary","","-0.7,0.7","1000","logged_drive_command_bin","-0.7"
"ofnis_20260609_000048","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","3","0.8","86412","88011","86413","87412","131185845","132784845","131186845","132185845","reliable_stationary","","0.7,-0.7","1000","logged_drive_command_bin","0.7"
"ofnis_20260609_000049","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","3","0.8","88011","89599","88012","89011","132784845","134372845","132785845","133784845","reliable_stationary","","-0.7,0.7","1000","logged_drive_command_bin","-0.7"
"ofnis_20260609_000050","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","1","0.8","89599","91269","89600","90599","134372845","136042845","134373845","135372845","reliable_stationary","","0.75,-0.75","1000","logged_drive_command_bin","0.75"
"ofnis_20260609_000051","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","1","0.8","91269","92889","91270","92269","136042845","137662845","136043845","137042845","reliable_stationary","","-0.75,0.75","1000","logged_drive_command_bin","-0.75"
"ofnis_20260609_000052","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","2","0.8","92889","94534","92890","93889","137662845","139307845","137663845","138662845","reliable_stationary","","0.75,-0.75","1000","logged_drive_command_bin","0.75"
"ofnis_20260609_000053","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","2","0.8","94534","96163","94535","95534","139307845","140936845","139308845","140307845","reliable_stationary","","-0.75,0.75","1000","logged_drive_command_bin","-0.75"
"ofnis_20260609_000054","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","3","0.8","96163","97872","96164","97163","140936845","142645845","140937845","141936845","reliable_stationary","","0.75,-0.75","1000","logged_drive_command_bin","0.75"
"ofnis_20260609_000055","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","3","0.8","97872","99525","97873","98872","142645845","144298845","142646845","143645845","reliable_stationary","","-0.75,0.75","1000","logged_drive_command_bin","-0.75"
"ofnis_20260609_000056","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","1","0.8","99525","101253","99526","100525","144298845","146026845","144299845","145298845","reliable_stationary","","0.8,-0.8","1000","logged_drive_command_bin","0.8"
"ofnis_20260609_000057","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","1","0.8","101253","102932","101254","102253","146026845","147705845","146027845","147026845","reliable_stationary","","-0.8,0.8","1000","logged_drive_command_bin","-0.8"
"ofnis_20260609_000058","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","2","0.8","102932","104650","102933","103932","147705845","149423845","147706845","148705845","reliable_stationary","","0.8,-0.8","1000","logged_drive_command_bin","0.8"
"ofnis_20260609_000059","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","2","0.8","104650","106351","104651","105650","149423845","151124845","149424845","150423845","reliable_stationary","","-0.8,0.8","1000","logged_drive_command_bin","-0.8"
"ofnis_20260609_000060","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","3","0.8","106351","108095","106352","107351","151124845","152868845","151125845","152124845","reliable_stationary","","0.8,-0.8","1000","logged_drive_command_bin","0.8"
"ofnis_20260609_000061","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","yaw_launch","launch","20","yaw_launch","MC_NONE","","3","0.8","108095","109820","108096","109095","152868845","154593845","152869845","153868845","reliable_stationary","","-0.8,0.8","1000","logged_drive_command_bin","-0.8"
"ofnis_20260609_000062","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","109820","110994","109821","110170","154593845","155767845","154594845","154943845","reliable_stationary","","0.3,0.4","350","observed_drive_command_pair","[0.3, 0.4]"
"ofnis_20260609_000063","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","110994","112152","110995","111344","155767845","156925845","155768845","156117845","reliable_stationary","","-0.3,-0.4","350","observed_drive_command_pair","[-0.3, -0.4]"
"ofnis_20260609_000064","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","112152","113323","112153","112502","156925845","158096845","156926845","157275845","reliable_stationary","","0.3,0.4","350","observed_drive_command_pair","[0.3, 0.4]"
"ofnis_20260609_000065","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","113323","114488","113324","113673","158096845","159261845","158097845","158446845","reliable_stationary","","-0.3,-0.4","350","observed_drive_command_pair","[-0.3, -0.4]"
"ofnis_20260609_000066","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","114488","115661","114489","114838","159261845","160434845","159262845","159611845","reliable_stationary","","0.3,0.4","350","observed_drive_command_pair","[0.3, 0.4]"
"ofnis_20260609_000067","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","115661","116827","115662","116011","160434845","161600845","160435845","160784845","reliable_stationary","","-0.3,-0.4","350","observed_drive_command_pair","[-0.3, -0.4]"
"ofnis_20260609_000068","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","116827","118049","116828","117177","161600845","162822845","161601845","161950845","reliable_stationary","","0.3,0.4","350","observed_drive_command_pair","[0.3, 0.4]"
"ofnis_20260609_000069","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","118049","119171","118050","118399","162822845","163944845","162823845","163172845","reliable_stationary","","-0.3,-0.4","350","observed_drive_command_pair","[-0.3, -0.4]"
"ofnis_20260609_000070","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","119171","120352","119172","119521","163944845","165125845","163945845","164294845","reliable_stationary","","0.4,0.3","350","observed_drive_command_pair","[0.4, 0.3]"
"ofnis_20260609_000071","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","120352","121512","120353","120702","165125845","166285845","165126845","165475845","reliable_stationary","","-0.4,-0.3","350","observed_drive_command_pair","[-0.4, -0.3]"
"ofnis_20260609_000072","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","121512","122680","121513","121862","166285845","167453845","166286845","166635845","reliable_stationary","","0.4,0.3","350","observed_drive_command_pair","[0.4, 0.3]"
"ofnis_20260609_000073","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","122680","123853","122681","123030","167453845","168626845","167454845","167803845","reliable_stationary","","-0.4,-0.3","350","observed_drive_command_pair","[-0.4, -0.3]"
"ofnis_20260609_000074","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","123853","125030","123854","124203","168626845","169803845","168627845","168976845","reliable_stationary","","0.4,0.3","350","observed_drive_command_pair","[0.4, 0.3]"
"ofnis_20260609_000075","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","125030","126175","125031","125380","169803845","170948845","169804845","170153845","reliable_stationary","","-0.4,-0.3","350","observed_drive_command_pair","[-0.4, -0.3]"
"ofnis_20260609_000076","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","126175","127350","126176","126525","170948845","172123845","170949845","171298845","reliable_stationary","","0.4,0.3","350","observed_drive_command_pair","[0.4, 0.3]"
"ofnis_20260609_000077","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","127350","128494","127351","127700","172123845","173267845","172124845","172473845","reliable_stationary","","-0.4,-0.3","350","observed_drive_command_pair","[-0.4, -0.3]"
"ofnis_20260609_000078","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","128494","129750","128495","128844","173267845","174523845","173268845","173617845","reliable_stationary","","0.3,0.5","350","observed_drive_command_pair","[0.3, 0.5]"
"ofnis_20260609_000079","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","129750","130988","129751","130100","174523845","175761845","174524845","174873845","reliable_stationary","","-0.3,-0.5","350","observed_drive_command_pair","[-0.3, -0.5]"
"ofnis_20260609_000080","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","130988","132225","130989","131338","175761845","176998845","175762845","176111845","reliable_stationary","","0.3,0.5","350","observed_drive_command_pair","[0.3, 0.5]"
"ofnis_20260609_000081","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","132225","133465","132226","132575","176998845","178238845","176999845","177348845","reliable_stationary","","-0.3,-0.5","350","observed_drive_command_pair","[-0.3, -0.5]"
"ofnis_20260609_000082","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","133465","134727","133466","133815","178238845","179500845","178239845","178588845","reliable_stationary","","0.3,0.5","350","observed_drive_command_pair","[0.3, 0.5]"
"ofnis_20260609_000083","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","134727","136022","134728","135077","179500845","180795845","179501845","179850845","reliable_stationary","","-0.3,-0.5","350","observed_drive_command_pair","[-0.3, -0.5]"
"ofnis_20260609_000084","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","136022","137286","136023","136372","180795845","182059845","180796845","181145845","reliable_stationary","","0.3,0.5","350","observed_drive_command_pair","[0.3, 0.5]"
"ofnis_20260609_000085","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","137286","138617","137287","137636","182059845","183390845","182060845","182409845","reliable_stationary","","-0.3,-0.5","350","observed_drive_command_pair","[-0.3, -0.5]"
"ofnis_20260609_000086","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","138617","139854","138618","138967","183390845","184627845","183391845","183740845","reliable_stationary","","0.5,0.3","350","observed_drive_command_pair","[0.5, 0.3]"
"ofnis_20260609_000087","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","139854","141096","139855","140204","184627845","185869845","184628845","184977845","reliable_stationary","","-0.5,-0.3","350","observed_drive_command_pair","[-0.5, -0.3]"
"ofnis_20260609_000088","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","141096","142326","141097","141446","185869845","187099845","185870845","186219845","reliable_stationary","","0.5,0.3","350","observed_drive_command_pair","[0.5, 0.3]"
"ofnis_20260609_000089","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","142326","143580","142327","142676","187099845","188353845","187100845","187449845","reliable_stationary","","-0.5,-0.3","350","observed_drive_command_pair","[-0.5, -0.3]"
"ofnis_20260609_000090","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","143580","144833","143581","143930","188353845","189606845","188354845","188703845","reliable_stationary","","0.5,0.3","350","observed_drive_command_pair","[0.5, 0.3]"
"ofnis_20260609_000091","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","144833","146053","144834","145183","189606845","190826845","189607845","189956845","reliable_stationary","","-0.5,-0.3","350","observed_drive_command_pair","[-0.5, -0.3]"
"ofnis_20260609_000092","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","146053","147302","146054","146403","190826845","192075845","190827845","191176845","reliable_stationary","","0.5,0.3","350","observed_drive_command_pair","[0.5, 0.3]"
"ofnis_20260609_000093","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","147302","148535","147303","147652","192075845","193308845","192076845","192425845","reliable_stationary","","-0.5,-0.3","350","observed_drive_command_pair","[-0.5, -0.3]"
"ofnis_20260609_000094","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","148535","149867","148536","148885","193308845","194640845","193309845","193658845","reliable_stationary","","0.3,0.6","350","observed_drive_command_pair","[0.3, 0.6]"
"ofnis_20260609_000095","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","149867","151170","149868","150217","194640845","195943845","194641845","194990845","reliable_stationary","","-0.3,-0.6","350","observed_drive_command_pair","[-0.3, -0.6]"
"ofnis_20260609_000096","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","151170","152496","151171","151520","195943845","197269845","195944845","196293845","reliable_stationary","","0.3,0.6","350","observed_drive_command_pair","[0.3, 0.6]"
"ofnis_20260609_000097","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","152496","153834","152497","152846","197269845","198607845","197270845","197619845","reliable_stationary","","-0.3,-0.6","350","observed_drive_command_pair","[-0.3, -0.6]"
"ofnis_20260609_000098","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","153834","155186","153835","154184","198607845","199959845","198608845","198957845","reliable_stationary","","0.3,0.6","350","observed_drive_command_pair","[0.3, 0.6]"
"ofnis_20260609_000099","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","1","0.8","155186","156534","155187","155536","199959845","201307845","199960845","200309845","reliable_stationary","","-0.3,-0.6","350","observed_drive_command_pair","[-0.3, -0.6]"
"ofnis_20260609_000100","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","156534","157883","156535","156884","201307845","202656845","201308845","201657845","reliable_stationary","","0.3,0.6","350","observed_drive_command_pair","[0.3, 0.6]"
"ofnis_20260609_000101","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","mixed_launch","launch","25","mixed_launch","MC_NONE","","2","0.8","157883","159231","157884","158233","202656845","204004845","202657845","203006845","reliable_stationary","","-0.3,-0.6","350","observed_drive_command_pair","[-0.3, -0.6]"
"ofnis_20260609_000102","mmlog_decode_2026-06-09_23-36-21","TestResults/mmlog_decode_2026-06-09_23-36-21/open_floor_main.csv","compact_phase_battery","straight","straight","3","straight","S4","","1","0.8","159231","187745","186651","187745","204004845","232518845","231424845","232518845","corruption_boundary","selector_removed: Open-floor measurement selector jumper removed","1.0,-1.0","1095","logged_speed_mps","0.55"
"ofnis_001246","mmlog_decode_2026-05-04_16-57-53","TestResults/mmlog_decode_2026-05-04_16-57-53/open_floor_main.csv","compact_phase_battery","static","static_hold","1","static","MC_NONE","","1","1.0","0","15502","","","20040330","35541330","","","reliable_stationary","","","0","none",""
"ofnis_001247","mmlog_decode_2026-05-04_16-57-53","TestResults/mmlog_decode_2026-05-04_16-57-53/open_floor_main.csv","compact_phase_battery","launch","launch","2","launch","MC_NONE","","1","1.0","15502","16147","15503","15752","35541330","36186330","35542330","35791330","reliable_stationary","","0.25,0.25","250","logged_drive_command_bin","0.25"
"ofnis_001248","mmlog_decode_2026-05-04_16-57-53","TestResults/mmlog_decode_2026-05-04_16-57-53/open_floor_main.csv","compact_phase_battery","launch","launch","2","launch","MC_NONE","","1","1.0","16147","16767","16148","16397","36186330","36806330","36187330","36436330","reliable_stationary","","-0.25,-0.25","250","logged_drive_command_bin","-0.25"
"ofnis_001249","mmlog_decode_2026-05-04_16-57-53","TestResults/mmlog_decode_2026-05-04_16-57-53/open_floor_main.csv","compact_phase_battery","launch","launch","2","launch","MC_NONE","","2","1.0","16767","17447","16768","17017","36806330","37486330","36807330","37056330","reliable_stationary","","0.25,0.25","250","logged_drive_command_bin","0.25"
"ofnis_001250","mmlog_decode_2026-05-04_16-57-53","TestResults/mmlog_decode_2026-05-04_16-57-53/open_floor_main.csv","compact_phase_battery","launch","launch","2","launch","MC_NONE","","2","1.0","17447","18065","17448","17697","37486330","38104330","37487330","37736330","reliable_stationary","","-0.25,-0.25","250","logged_drive_command_bin","-0.25"
"ofnis_001251","mmlog_decode_2026-05-04_16-57-53","TestResults/mmlog_decode_2026-05-04_16-57-53/open_floor_main.csv","compact_phase_battery","launch","launch","2","launch","MC_NONE","","3","1.0","18065","18742","18066","18315","38104330","38781330","38105330","38354330","reliable_stationary","","0.25,0.25","250","logged_drive_command_bin","0.25"
