dataset_split,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,rmse_improvement_pct,mae_improvement_pct,median_predicted_opposing_support_nm,median_residual_opposes_yaw_before_nm,median_residual_opposes_yaw_after_nm,variant_c_rmse_nm,force_domain_stribeck_rmse_nm,rational_residual_reference_rmse_nm,true_traction_testbed_rmse_nm,standalone_contact_traction_rmse_nm
primary_open_floor_fit_authoritative,47317,15,0.036866176895009706,0.03631499879416579,0.025480195736437217,0.024946086024931056,0.016044602,0.015540911375497781,0.001648731,0.0017581792302961145,1.4950780017510434,2.0961758576382237,0.002901272641766428,0.002239467,-0.00035323859900352915,0.024120243843366647,0.027907821180421354,0.021083018384621146,0.01950812151012949,0.01668802365707484
open_floor_fit_downweighted,31165,9,0.043194073119807955,0.044789738130651,0.027849684910123535,0.028794877469174588,0.013314394,0.0136263799092891,0.000637863,0.0006643443008170576,-3.694175833839815,-3.3939075508443888,0.0035725313193235046,-0.001947729,-0.004258533733697246,0.033092937468878494,0.04150718685740355,0.03282316561347566,0.035267314697039254,0.0279518364973881
open_floor_validation_only,14542,9,0.01693070910006944,0.017199913466366405,0.010368821404827396,0.010857783628323207,0.005201232,0.005933333202120156,-0.000858939,-0.0006302219727715866,-1.5900359796262722,-4.715697227345104,0.0018787296573623542,0.0,-0.0020310379472129247,0.014417143137851248,0.01139376781450519,0.011206860684196811,0.009293772489079357,0.007665310996355701
diag_validation_only,11108,3,0.0846209251204878,0.090126716722056,0.0738060716588945,0.07934779002653192,0.082360023,0.08976535017779189,-0.006359523000000001,-0.007890218315926496,-6.506418588225966,-7.508485742540641,0.005665204011222107,-0.0819618025,-0.08953091377014202,0.03876675590868194,0.08441017836709906,0.03848912769383371,0.02568541911037413,0.0200297483797947
aux_downweighted_validation,14448,13,0.05126637392308135,0.05397676216535811,0.03305637759772979,0.03559851874987624,0.016359514999999998,0.018760160214754525,-0.0012553224999999999,-0.0015872031606304572,-5.286873314549898,-7.690319801771141,0.002865927398032604,-0.009318223,-0.012988448500780203,0.028529439179585198,0.048819706958314515,0.027490242677710965,0.027446247485824863,0.019197677203604394
validation_non_authoritative,71263,34,0.05023383204822011,0.05286313873063092,0.032501511564374225,0.034393849492202554,0.014290832,0.015092222271789614,-0.000435785,-0.0004494276570501507,-5.234135193761264,-5.82230744585606,0.0033784711477833165,-0.004471726,-0.007274188702560501,0.03034172395599833,,0.029680153603611304,0.028585353044834484,0.022156916394299255
