slice,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,rmse_improvement_pct,mae_improvement_pct,median_predicted_opposing_support_nm,median_residual_opposes_yaw_before_nm,median_residual_opposes_yaw_after_nm
high_speed_abs_vf_ge_0p7,144,17,0.08879277130149174,0.09217215507745387,0.055096948680555556,0.058380938470887545,0.0279539725,0.03224190569975317,-0.0061936149999999995,-0.008617757288719372,-3.8059221786057185,-5.960384139187279,0.005657594160992871,-0.016567277499999998,-0.021724900027598092
low_speed_yaw_abs_vf_lt_0p15_abs_yaw_ge_0p5,20694,45,0.0728316980229981,0.07607189336492597,0.06032932463143907,0.06226566360191312,0.052169427500000004,0.05158085785876254,-0.003849287,-0.0037322259185376796,-4.448880679542449,-3.209614863589867,0.007405795263149941,-0.0297164475,-0.03715185510954326
limiter_active,31216,44,0.07460143692454368,0.07734461139204203,0.06141388811106484,0.06315283754444456,0.053156194000000004,0.053917943104268194,0.0026020225,0.0023481964048637626,-3.6771067429612057,-2.8315247362858647,0.006223728614166869,-0.0283051945,-0.033185764793982296
hardware_saturation_evidence,5017,24,0.06367306128234744,0.0660041703581387,0.05109065278532988,0.05292548066769974,0.043237809,0.04464198409833975,0.003758487,0.003723116318159184,-3.661060154551625,-3.591318142047135,0.007500810813104681,-0.020468321,-0.0271320108038476
open_floor_all,93024,33,0.03689427440569557,0.03735699400387008,0.023911735173224112,0.024070808163192608,0.012531554,0.01255337627194151,0.000663765,0.0008354663883775721,-1.254177255490564,-0.6652507181771674,0.0030470370152841865,0.000169932,-0.0021812086875379853
diag_all,11108,3,0.0846209251204878,0.09085220478222149,0.0738060716588945,0.08001782262568233,0.082360023,0.09053437213910956,-0.006359523000000001,-0.007999300858973933,-7.363757430991518,-8.416314304731383,0.006309055228311957,-0.0819618025,-0.09041425292840233
aux_all,14448,13,0.05126637392308135,0.05430760403328708,0.03305637759772979,0.03585309405587119,0.016359514999999998,0.018960431393789196,-0.0012553224999999999,-0.001597228937721553,-5.932212242607021,-8.460444432766506,0.0030167075679015313,-0.009318223,-0.013198130973773889
