role,k1_rad_per_m,k2_rad_per_m,k3_radps,stribeck_speed_mps,yaw_fade_mps,sliding_ratio,load_power,linear_gain_nm_per_radps,peak_yield_nm,weighted_train_rmse_nm,primary_corrected_rmse_nm,validation_corrected_rmse_nm,in_place_opposing_nm,in_place_left_command,in_place_right_command,in_place_max_abs_command,score
latest_weighted_shifted_peak,0.2,1.1,0.4,0.08,0.05,0.6,1.0,0.028581394123310185,0.011207323812325726,0.03130201831729544,0.03629702042399401,0.05310133923464263,0.01081432354208028,0.2384199384097106,-0.2384199384097106,0.2384199384097106,0.04214942016500412
latest_weighted_shifted_peak,0.1,1.6,0.4,0.16,0.05,0.0,0.5,0.023697919279332763,0.011358691925721557,0.031331361943622946,0.03629640833684265,0.05320961502776267,0.010980052258455534,0.23939117838042637,-0.23939117838042637,0.23939117838042637,0.04214962659221015
latest_weighted_shifted_peak,0.1,1.6,0.4,0.16,0.05,0.15,0.5,0.02371655966839668,0.011350452745023078,0.03133126444066502,0.03629588867214371,0.05321888034663052,0.010977123049515335,0.2393740119842367,-0.2393740119842367,0.2393740119842367,0.04215004408113792
latest_weighted_shifted_peak,0.35,1.1,0.4,0.08,0.05,0.0,1.0,0.02914625683569505,0.011309525222495391,0.03130600154501412,0.03630673214878792,0.053009340258543335,0.010833394381490204,0.23853170154838163,-0.23853170154838163,0.23853170154838163,0.042150050498562665
latest_weighted_shifted_peak,0.2,1.6,0.4,0.025,0.05,0.6,1.0,0.02439902480127279,0.011761124235207568,0.03131702667357154,0.03629958983532621,0.053089131844262616,0.010895876417727544,0.23889787255587325,-0.23889787255587325,0.23889787255587325,0.04215009049689534
latest_weighted_shifted_peak,0.1,1.6,0.4,0.16,0.05,0.35,0.5,0.023742080166203168,0.011339172508745804,0.03133114044483742,0.03629521574371544,0.05323115616833912,0.010972920921681867,0.23934938574804066,-0.23934938574804066,0.23934938574804066,0.0421506588723962
latest_weighted_shifted_peak,0.35,1.6,0.4,0.025,0.05,0.6,1.0,0.025215702506732014,0.011769241803584992,0.03131926360431409,0.03630164644868857,0.05309551303754155,0.01090339678908695,0.23894194509452932,-0.23894194509452932,0.23894194509452932,0.04215100525147821
latest_weighted_shifted_peak,0.1,1.6,0.4,0.16,0.05,0.6,0.5,0.02377504018255273,0.01132460395389463,0.031330995049457674,0.036294406494808265,0.053246374891414934,0.010967196015157343,0.23931583538835138,-0.23931583538835138,0.23931583538835138,0.04215151998780713
latest_weighted_shifted_peak,0.1,1.1,0.1,0.16,0.05,0.15,1.0,0.0,0.011053685999258935,0.031207746441044282,0.036255097611751747,0.053118040647962154,0.010265810827699423,0.23520542324116123,-0.23520542324116123,0.23520542324116123,0.042151583743809444
latest_weighted_shifted_peak,0.05,1.6,0.1,0.16,0.05,0.6,1.0,0.009509660615329749,0.011137194141383203,0.031227015635304875,0.03625996832329799,0.05317866569754496,0.01037537451094576,0.2358475124990466,-0.2358475124990466,0.2358475124990466,0.04215159026033348
latest_weighted_shifted_peak,0.1,1.6,0.1,0.16,0.05,0.6,1.0,0.011301606933830529,0.011132544697371098,0.031226773746543215,0.03625973439857892,0.05318046799228739,0.010371043103745625,0.23582212863139693,-0.23582212863139693,0.23582212863139693,0.042152109887601305
latest_weighted_shifted_peak,0.2,1.6,0.1,0.16,0.05,0.6,1.0,0.014485712287652873,0.01112913667852451,0.031226554205375373,0.03625935955863862,0.05318474058345033,0.010367868204266922,0.23580352238533311,-0.23580352238533311,0.23580352238533311,0.042152448533815376
latest_weighted_shifted_peak,0.0,1.6,0.1,0.16,0.05,0.6,1.0,0.007679534409874691,0.011134753311707164,0.031227770074841423,0.03626075485081526,0.05317512850281366,0.010373100641810962,0.23583418666970213,-0.23583418666970213,0.23583418666970213,0.042152744474750356
latest_weighted_shifted_peak,0.05,1.6,0.4,0.16,0.05,0.0,0.5,0.023375716146212415,0.011339111870463024,0.03133134744612268,0.03629646470822275,0.053202930533150124,0.010961124900325914,0.23928025610239506,-0.23928025610239506,0.23928025610239506,0.04215293976305083
