slice,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,rmse_improvement_pct,mae_improvement_pct,median_predicted_opposing_support_nm,median_residual_opposes_yaw_before_nm,median_residual_opposes_yaw_after_nm
high_speed_abs_vf_ge_0p7,144,17,0.08879277130149174,0.09199525974639354,0.055096948680555556,0.058283555474195836,0.0279539725,0.032360462471140765,-0.0061936149999999995,-0.008927805892069322,-3.6066995071343118,-5.783635700255894,0.005650877324011387,-0.016567277499999998,-0.02174461372855435
low_speed_yaw_abs_vf_lt_0p15_abs_yaw_ge_0p5,20694,45,0.0728316980229981,0.07562097018819873,0.06032932463143907,0.06198576108934549,0.052169427500000004,0.05145657495083257,-0.003849287,-0.0036558526777376436,-3.8297502885623462,-2.7456572206399428,0.006461674456099832,-0.0297164475,-0.036233042651821826
limiter_active,31216,44,0.07460143692454368,0.07698329991675407,0.06141388811106484,0.06292342605488052,0.053156194000000004,0.053843287888991134,0.0026020225,0.002320887066199975,-3.1927843355343666,-2.4579748819774085,0.005493474030556931,-0.0283051945,-0.032620197296857965
hardware_saturation_evidence,5017,24,0.06367306128234744,0.06569783469128644,0.05109065278532988,0.05268641224252621,0.043237809,0.044367867129263196,0.003758487,0.0036701417129845803,-3.1799529787966145,-3.1233882720217196,0.006652844585187739,-0.020468321,-0.026418782613481805
open_floor_all,93024,33,0.03689427440569557,0.03727118649096003,0.023911735173224112,0.02403315486639539,0.012531554,0.01254511629164674,0.000663765,0.0008149425462177871,-1.021600482285862,-0.5077828618110566,0.0028826424230059392,0.000169932,-0.0020332272798739663
diag_all,11108,3,0.0846209251204878,0.090126716722056,0.0738060716588945,0.07934779002653192,0.082360023,0.08976535017779189,-0.006359523000000001,-0.007890218315926496,-6.506418588225966,-7.508485742540641,0.005665204011222107,-0.0819618025,-0.08953091377014202
aux_all,14448,13,0.05126637392308135,0.05397676216535811,0.03305637759772979,0.03559851874987624,0.016359514999999998,0.018760160214754525,-0.0012553224999999999,-0.0015872031606304572,-5.286873314549898,-7.690319801771141,0.002865927398032604,-0.009318223,-0.012988448500780203
