vf_mps,yaw_rate_radps,predicted_opposing_support_nm,total_opposing_yaw_torque_nm,left_command,right_command,lr_delta_command,max_abs_command
0.06,4.711111111,0.0036384091719542703,0.0036384091719542703,0.22288995150613777,-0.20822540043167223,0.43111535193781003,0.22288995150613777
0.06,5.355555556,0.0029353870751918686,0.0029353870751918686,0.2221026217669227,-0.20743807069245718,0.42954069245937987,0.2221026217669227
0.06,6.0,0.0023802912409909096,0.0023802912409909096,0.22218220212755968,-0.20751765105309414,0.42969985318065385,0.22218220212755968
0.09,0.2,0.0067998039223918375,0.0067998039223918375,0.22175446427858164,0.13998648622499313,0.08176797805358851,0.22175446427858164
0.09,0.844444444,0.01023699480723165,0.01023699480723165,0.24523052366166143,0.11651042684191339,0.12872009681974805,0.24523052366166143
0.09,1.488888889,0.009536112638463243,0.009536112638463243,0.24445573480038035,0.11728521570313369,0.12717051909724666,0.24445573480038035
0.09,2.133333333,0.008358720337375726,0.008358720337375726,0.24088839617501084,-0.4944912959395624,0.7353796921145732,0.4944912959395624
0.09,2.777777778,0.007026241813606826,0.007026241813606826,0.23641218707255762,-0.21441536046087745,0.45082754753343507,0.23641218707255762
0.09,3.422222222,0.0057666039069967584,0.0057666039069967584,0.23236285461264733,-0.21036602800094903,0.44272888261359633,0.23236285461264733
0.09,4.066666667,0.00468309382674425,0.00468309382674425,0.2293457052861867,-0.20734887867448842,0.4366945839606751,0.2293457052861867
0.09,4.711111111,0.003795664183271895,0.003795664183271895,0.22747766977044323,-0.20548084315874496,0.4329585129291882,0.22747766977044323
0.09,5.355555556,0.003085670664305719,0.003085670664305719,0.22664948456546988,-0.20465265795377158,0.4313021425192415,0.22664948456546988
0.09,6.0,0.0025227337752114156,0.0025227337752114156,0.22668311304708705,-0.20468628643538878,0.4313693994824758,0.22668311304708705
0.12,0.2,0.006605121030975497,0.006605121030975497,0.22427967843484153,0.144793547605966,0.07948613082887554,0.22427967843484153
0.12,0.844444444,0.010262772155970474,0.010262772155970474,0.24904772753385834,0.12002549850694916,0.12902222902690919,0.24904772753385834
0.12,1.488888889,0.009619780069862405,0.009619780069862405,0.24861219890108507,0.12046102713972247,0.1281511717613626,0.24861219890108507
0.12,2.133333333,0.008483728586434742,0.008483728586434742,0.24528713485197187,0.12378609118883557,0.1215010436631363,0.24528713485197187
0.12,2.777777778,0.007172522385790801,0.007172522385790801,0.2409355905085346,-0.1363459910428479,0.37728158155138247,0.2409355905085346
0.12,3.422222222,0.005919673048436112,0.005919673048436112,0.23692604191921116,-0.20759693977577717,0.44452298169498833,0.23692604191921116
0.12,4.066666667,0.004834936350587865,0.004834936350587865,0.2339017040978184,-0.20457260194888738,0.4384743060467058,0.2339017040978184
0.12,4.711111111,0.00394250302155602,0.00394250302155602,0.2320043448805309,-0.20267524273159987,0.43467958761213077,0.2320043448805309
0.12,5.355555556,0.003225921577079051,0.003225921577079051,0.23113755166168934,-0.20180844951275825,0.4329460011744476,0.23113755166168934
0.12,6.0,0.002655821868779903,0.002655821868779903,0.23112920301063497,-0.2018001008617039,0.43292930387233886,0.23112920301063497
0.15,0.2,0.00643724693116403,0.00643724693116403,0.22696200338362263,0.14944349819441766,0.07751850518920497,0.22696200338362263
0.15,0.844444444,0.010283533914610885,0.010283533914610885,0.25283553793890706,0.12356996363913324,0.1292655742997738,0.25283553793890706
0.15,1.488888889,0.009696076660285987,0.009696076660285987,0.2527254667740638,0.12368003480397648,0.12904543197008733,0.2527254667740638
0.15,2.133333333,0.008598425359196351,0.008598425359196351,0.24962544394161593,0.12678005763642436,0.12284538630519157,0.24962544394161593
0.15,2.777777778,0.007305307304066147,0.007305307304066147,0.2453799037373725,0.13102559784066775,0.11435430589670476,0.2453799037373725
0.15,3.422222222,0.006056345298784857,0.006056345298784857,0.24139313654871222,0.04050440649268886,0.20088873005602337,0.24139313654871222
0.15,4.066666667,0.0049681804389830435,0.0049681804389830435,0.23834870825665022,-0.20168733149060827,0.44003603974725847,0.23834870825665022
0.15,4.711111111,0.004069389609115089,0.004069389609115089,0.236414091410987,-0.1997527137248232,0.4361668051358102,0.236414091410987
0.15,5.355555556,0.0033456575825440782,0.0033456575825440782,0.2355053927740892,-0.19884401508792543,0.4343494078620146,0.2355053927740892
0.15,6.0,0.0027684740831325177,0.0027684740831325177,0.2354555301282182,-0.19879415244205442,0.43424968257027263,0.2354555301282182
