applied_bank_torque_nm,left_command,right_command,lr_delta_command,left_surface_mps,right_surface_mps,left_wheel_speed_radps,right_wheel_speed_radps,left_command_torque_nm,right_command_torque_nm,left_launch_torque_nm,right_launch_torque_nm,variant,baseline_opposing_yaw_torque_nm,variant_c_extra_opposing_yaw_torque_nm,allocated_extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,passes_abs_0p6_gate,max_abs_command,transition_speed_mps,low_speed_gate,actual_force_utilization,force_gate,load_scale,launch_reserve_nm
0.011402058204159163,0.6235274468147937,-0.6235274468147937,1.2470548936295873,0.0423175,-0.0423175,3.355868358445678,-3.355868358445678,0.015122058204159163,-0.015122058204159163,5.469857826628172e-34,5.469857826628172e-34,sqrt_softplus_reserve,0.014794249999999998,0.018240534311908203,0.06173336269698738,0.07652761269698738,1,0.6235274468147937,0.0110625,0.8802998521371342,0.6896299023101452,0.7013668118763358,1.0,0.06174131007886317
