vf_mps,yaw_rate_radps,applied_bank_torque_nm,left_command,right_command,lr_delta_command,left_surface_mps,right_surface_mps,left_wheel_speed_radps,right_wheel_speed_radps,left_command_torque_nm,right_command_torque_nm,left_launch_torque_nm,right_launch_torque_nm,variant,baseline_opposing_yaw_torque_nm,variant_c_extra_opposing_yaw_torque_nm,allocated_extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,passes_abs_0p6_gate,max_abs_command,transition_speed_mps,low_speed_gate,actual_force_utilization,force_gate,load_scale,launch_reserve_nm
0.0,0.2,0.0010235200692367836,0.22691432007689358,-0.22691432007689358,0.45382864015378716,0.0084635,-0.0084635,0.6711736716891357,-0.6711736716891357,0.005143922044553437,-0.005143922044553437,0.00040040197531665246,0.00040040197531665246,sqrt_softplus_reserve,0.00295885,0.003793280091604756,0.003910747229171704,0.006869597229171704,0,0.22691432007689358,0.0022125,0.9945903608653558,0.06190549396583749,0.018573390426445346,1.0,0.0018472915086731423
0.0,0.844444444,0.011369809122926025,0.62145453547845,-0.62145453547845,1.2429090709569,0.03573477775897,-0.03573477775897,2.8338443900848533,-2.8338443900848533,0.015089809122926026,-0.015089809122926026,4.608237110562176e-25,4.608237110562176e-25,sqrt_softplus_reserve,0.012492922215646997,0.01578763806222554,0.06381824313874193,0.07631116535438892,1,0.62145453547845,0.009341666661749999,0.9116077420261127,0.6876793833474311,0.700178975065395,1.0,0.06382885744735226
0.0,1.488888889,0.011243657935769825,0.619825230578459,-0.619825230578459,1.239650461156918,0.0630060555602575,-0.0630060555602575,4.996515111836439,-4.996515111836439,0.014963657935769824,-0.014963657935769824,7.673684805205212e-72,7.673684805205212e-72,sqrt_softplus_reserve,0.022026994446088247,0.024369356811155964,0.053437477353584964,0.07546447179967321,1,0.619825230578459,0.0164708333345625,0.7683846590254971,0.6800493897692086,0.6954736889778679,1.0,0.05343913133664637
0.0,2.133333333,0.011028910736447418,0.6147111256044664,-0.6147111256044664,1.2294222512089328,0.09027733331922749,-0.09027733331922749,7.159185830232157,-7.159185830232157,0.014748910736447417,-0.014748910736447417,1.84885893097964e-144,1.84885893097964e-144,sqrt_softplus_reserve,0.03156106666173525,0.028608635658985523,0.04246207847539618,0.07402314513713143,1,0.6147111256044664,0.0235999999963125,0.6177245772756389,0.6670608496793807,0.6872442822254116,1.0,0.04245276837227922
0.0,2.777777778,0.012972722566727062,0.6945009172220911,-0.6945009172220911,1.3890018344441821,0.117548611120515,-0.117548611120515,9.321856551983743,-9.321856551983743,0.01669272256672706,-0.01669272256672706,6.445165119808532e-243,6.445165119808532e-243,sqrt_softplus_reserve,0.041095138892176496,0.04594735808050143,0.045974359476970594,0.0870694983691471,1,0.6945009172220911,0.030729166669124997,0.4879948696127245,0.784628286946542,0.7524878178751079,1.0,0.03672101945691269
0.0,3.422222222,0.015477001715805625,0.796335905941875,-0.796335905941875,1.59267181188375,0.144819888879485,-0.144819888879485,11.484527270379461,-11.484527270379461,0.019197001715805625,-0.019197001715805625,0.0,0.0,sqrt_softplus_reserve,0.050629211107823494,0.053236944941299394,0.053248349575539644,0.10387756068336314,1,0.796335905941875,0.037858333330874995,0.3857274992079013,0.9360944305156185,0.812286699089264,1.0,0.031332131707954285
0.0,4.066666667,0.017643137675662043,0.884870505854012,-0.884870505854012,1.769741011708024,0.17209116668077248,-0.17209116668077248,13.647197992131046,-13.647197992131046,0.021363137675662044,-0.021363137675662044,0.0,0.0,sqrt_softplus_reserve,0.060163283338264734,0.05824502911614593,0.058252811600645424,0.11841609493891016,1,0.884870505854012,0.044987500003687494,0.30781067993756744,1.0671086828237017,0.8490181641099346,1.0,0.02613368583740242
0.0,4.711111111,0.01878428456384957,0.9330885960200985,-0.9330885960200985,1.866177192040197,0.19936244443974252,-0.19936244443974252,15.809868710526766,-15.809868710526766,0.02250428456384957,-0.02250428456384957,0.0,0.0,sqrt_softplus_reserve,0.06969735555391174,0.056370647143827994,0.056377816853812976,0.1260751724077247,1,0.9330885960200985,0.052116666665437496,0.24888369135954896,1.1361285915920953,0.8643932208339165,1.0,0.021513337558731492
0.0,5.355555556,0.02164688101346755,1.0490174939747414,-1.0490174939747414,2.098034987949483,0.22663372224102998,-0.22663372224102998,17.97253943227835,-17.97253943227835,0.02536688101346755,-0.02536688101346755,0.0,0.0,sqrt_softplus_reserve,0.07923142778435298,0.06605150915671659,0.06605673831991557,0.14528816610426853,1,1.0490174939747414,0.05924583333824999,0.20407845032757796,1.309266815810661,0.8943485387280927,1.0,0.018251726383636303
0.0,6.0,0.025911254647675474,1.2200833344333113,-1.2200833344333113,2.4401666688666226,0.253905,-0.253905,20.13521015067407,-20.13521015067407,0.029631254647675475,-0.029631254647675475,0.0,0.0,sqrt_softplus_reserve,0.0887655,0.08514042083091736,0.0851440191995253,0.1739095191995253,1,1.2200833344333113,0.06637499999999999,0.16963078798801984,1.5671886330929188,0.923831525146708,1.0,0.015671026957881026
0.03,0.2,0.0010220271653880266,0.21477248558654755,0.13230391142029593,0.08246857416625161,0.0384635,0.0215365,3.0502379064234733,1.7078905630452024,0.004742027165388027,0.0026979727730293626,1.400656459907872e-28,6.158261081673252e-11,sqrt_softplus_reserve,0.00295885,0.0038185339605151442,0.003900727251595213,0.006859577251595213,0,0.21477248558654755,0.030081475300423682,0.49864392227076204,0.06181519876543982,0.018520250474912917,1.0,0.000923501033824752
0.03,0.844444444,0.004239589611323879,0.3446634739073132,-0.4115130148569229,0.7561764887642362,0.06573477775896999,-0.005734777758970001,5.212908624819191,-0.4547801553505156,0.00795958961132388,-0.009845555229485142,6.058054358110924e-78,0.0018859656181612634,sqrt_softplus_reserve,0.012492922215646997,0.015903795142994476,0.015962087043226634,0.02845500925887363,0,0.4115130148569229,0.03142080100855564,0.4768801265995606,0.25642280693039066,0.24511465017936465,1.0,0.011689030540894244
0.03,1.488888889,0.0069484584060805245,0.45454570983797143,-0.4472134343007386,0.9017591441387101,0.0930060555602575,-0.0330060555602575,7.3755793465707775,-2.6174508771021014,0.010668458406080526,-0.010668458406080526,3.791099588108955e-153,8.356800285132361e-22,sqrt_softplus_reserve,0.022026994446088247,0.024552109528610526,0.024609228963794805,0.04663622340988305,0,0.45454570983797143,0.03422409021047799,0.4345121719439312,0.42026313197027937,0.46586987653793027,1.0,0.02024261318977472
0.03,2.133333333,0.009001174603493013,0.5386191022220764,-0.5312868266848436,1.0699059289069202,0.12027733331922749,-0.060277333319227494,9.538250064966494,-4.7801215954978185,0.012721174603493014,-0.012721174603493014,3.432637506193187e-254,5.357681723986477e-66,sqrt_softplus_reserve,0.03156106666173525,0.028811965362084004,0.028852447419678805,0.06041351408141406,0,0.5386191022220764,0.038170145399591425,0.38184780397904944,0.5444174245859715,0.5940991698317108,1.0,0.022685546334601514
0.03,2.777777778,0.013024145485724916,0.7001897034969065,-0.6928574279596736,1.39304713145658,0.14754861112051498,-0.087548611120515,11.70092078671808,-6.942792317249405,0.016744145485724917,-0.016744145485724917,0.0,4.969861610577188e-136,sqrt_softplus_reserve,0.041095138892176496,0.046307921678046565,0.046319496570498234,0.08741463546267472,1,0.7001897034969065,0.04294510081696005,0.32795467214193647,0.7877384958197164,0.7539585152160689,1.0,0.024726421766630712
0.03,3.422222222,0.015533261309010643,0.8022149360233577,-0.794882660486125,1.5970975965094827,0.174819888879485,-0.114819888879485,13.863591505113797,-9.105463035645123,0.019253261309010644,-0.019253261309010644,0.0,6.670254369453155e-232,sqrt_softplus_reserve,0.050629211107823494,0.053617881846941856,0.05362594915293113,0.10425516026075463,1,0.8022149360233577,0.04830376178509952,0.27835739669479587,0.9394971756231248,0.8133907039676218,1.0,0.02264133188521746
0.03,4.066666667,0.017700123065202897,0.8907780841179606,-0.8834458085807277,1.7742238926986884,0.20209116668077248,-0.14209116668077248,16.026262226865384,-11.268133757396708,0.021420123065202898,-0.021420123065202898,0.0,0.0,sqrt_softplus_reserve,0.060163283338264734,0.05862881211018947,0.058635282531953124,0.11879856587021786,1,0.8907780841179606,0.05407286895090534,0.23536333252169328,1.07055532622077,0.8498430255095338,1.0,0.02000218866042423
0.03,4.711111111,0.0188217237844751,0.9382273531021899,-0.9308950775649572,1.869122430667147,0.22936244443974252,-0.16936244443974252,18.188932945261104,-13.430804475792428,0.022541723784475103,-0.022541723784475103,0.0,0.0,sqrt_softplus_reserve,0.06969735555391174,0.05662275357334201,0.05662909904553713,0.12632645459944886,1,0.9382273531021899,0.06013440732489449,0.19928492387358449,1.1383930253987211,0.8648593348093231,1.0,0.01723534266988349
0.03,5.355555556,0.021724976791673897,1.0557554198138892,-1.0484231442766565,2.104178564090546,0.25663372224103,-0.19663372224102998,20.351603667012686,-15.593475197544011,0.025444976791673898,-0.025444976791673898,0.0,0.0,sqrt_softplus_reserve,0.07923142778435298,0.0665760342178662,0.06658089662193728,0.14581232440629027,1,1.0557554198138892,0.06640834863135578,0.1694893304269809,1.3139902773937344,0.8950271618664718,1.0,0.015169755437870937
0.03,6.0,0.026024436919527764,1.228201338364947,-1.2208690628277143,2.449070401192661,0.28390499999999996,-0.223905,22.514274385408402,-17.75614591593973,0.029744436919527766,-0.029744436919527766,0.0,0.0,sqrt_softplus_reserve,0.0887655,0.08590022050708403,0.08590366880921749,0.17466916880921748,1,1.228201338364947,0.0728398285624012,0.14502934578168555,1.574034228658491,0.924442659758601,1.0,0.013407131415747123
0.06,0.2,0.0010316135815918032,0.21881569161173606,0.13559298335460598,0.08322270825713007,0.0684635,0.0515365,5.4293021411578115,4.08695479777954,0.004751613581591803,0.002688386418408197,2.6361149787186453e-84,5.095857626176548e-49,sqrt_softplus_reserve,0.00295885,0.0038966011069154955,0.003965068753213503,0.006923918753213503,0,0.21881569161173606,0.06004077911095092,0.1997826739100372,0.062395013317494856,0.01886272833739493,1.0,0.00037684463044833903
0.06,0.844444444,0.0042878940726302885,0.3502296000159193,-0.04292306792305416,0.39315266793897347,0.09573477775896999,0.024265222241029998,7.591972859553528,1.9242840793838223,0.008007894072630289,-0.0005678940730455577,4.2847828564150634e-162,4.152694935287813e-13,sqrt_softplus_reserve,0.012492922215646997,0.016264383046897514,0.016286293869766526,0.028779216085413523,0,0.3502296000159193,0.060722868311858025,0.19619526218808978,0.25934440234197403,0.24933140179421895,1.0,0.004891763974674075
0.06,1.488888889,0.007027055488439448,0.4613033537739352,-0.6392302892915392,1.1005336430654744,0.1230060555602575,-0.0030060555602575006,9.754643581305116,-0.23838664236776375,0.010747055488439447,-0.015643416069305423,1.0076825369264343e-265,0.004896360580865975,sqrt_softplus_reserve,0.022026994446088247,0.025121370498727258,0.02513675188730372,0.047163746333391966,1,0.6392302892915392,0.06221967816322208,0.18862829781842264,0.4250169138985884,0.47147170950478806,1.0,0.008893290603343002
0.06,2.133333333,0.00909175597341219,0.5458481313264437,-0.5311835802519784,1.0770317115784223,0.1502773333192275,-0.030277333319227495,11.917314299700832,-2.401057360763481,0.012811755973412189,-0.01281175597341219,0.0,8.353093612527587e-19,sqrt_softplus_reserve,0.03156106666173525,0.029447114766398313,0.02946040572603166,0.06102147238776691,0,0.5458481313264437,0.06447449107845638,0.17797253686621528,0.549896051354058,0.5989190957132726,1.0,0.010659115084171073
0.06,2.777777778,0.013191138721238727,0.7104242863273725,-0.695759735252907,1.4061840215802794,0.177548611120515,-0.057548611120515,14.07998502145242,-4.563728082515068,0.016911138721238728,-0.016911138721238728,0.0,2.0618252134423866e-60,sqrt_softplus_reserve,0.041095138892176496,0.04743314873489824,0.047440311200768755,0.08853545009294525,1,0.7104242863273725,0.06741128751313731,0.16531106438070775,0.7978387362007365,0.7586546585394318,1.0,0.012541400910053586
0.06,3.422222222,0.01570956289233827,0.8128156496796834,-0.7981510986052179,1.6109667482849015,0.204819888879485,-0.084819888879485,16.242655739848136,-6.7263988009107845,0.01942956289233827,-0.01942956289233827,0.0,7.363546182171191e-128,sqrt_softplus_reserve,0.050629211107823494,0.054803346083638814,0.05480923896299725,0.10543845007082074,1,0.8128156496796834,0.07094542552266242,0.15168743671168344,0.9501604121643518,0.8167926183079515,1.0,0.01238971785961576
0.06,4.066666667,0.0178775999494925,0.9014250265917357,-0.8867604755172701,1.7881855021090058,0.23209116668077248,-0.11209116668077249,18.40532646159972,-8.88906952266237,0.0215975999494925,-0.0215975999494925,0.0,3.8049823407495283e-221,sqrt_softplus_reserve,0.060163283338264734,0.05982126009443197,0.05982646065263914,0.11998974399090387,1,0.9014250265917357,0.07499250066894544,0.1379548164854153,1.0812896484092351,0.8523716014244902,1.0,0.01175887678518951
0.06,4.711111111,0.018937143165672667,0.9464333505970773,-0.9317687995226118,1.878202150119689,0.25936244443974255,-0.13936244443974252,20.567997179995444,-11.051740241058091,0.022657143165672668,-0.022657143165672668,0.0,0.0,sqrt_softplus_reserve,0.06969735555391174,0.05739839917741659,0.05740376354416171,0.12710111909807345,1,0.9464333505970773,0.07947419042881987,0.12472029837320175,1.1453739278949928,0.8662820374314077,1.0,0.010804295418379031
0.06,5.355555556,0.021971230734484412,1.069107611569291,-1.0544430604948256,2.1235506720641166,0.28663372224103,-0.16663372224102999,22.730667901747026,-13.214410962809675,0.025691230734484413,-0.025691230734484413,0.0,0.0,sqrt_softplus_reserve,0.07923142778435298,0.06822938957007377,0.06823368825157788,0.14746511603593088,1,1.069107611569291,0.08432122370995154,0.11235858593396866,1.3288844376833284,0.8971263371984822,1.0,0.010079984665174223
0.06,6.0,0.026381653171401998,1.2459180771559126,-1.2312535260814472,2.47717160323736,0.313905,-0.193905,24.893338620142742,-15.377081681205393,0.030101653171402,-0.030101653171402,0.0,0.0,sqrt_softplus_reserve,0.0887655,0.08829804338648503,0.0883012102427921,0.17706671024279208,1,1.2459180771559126,0.08947424559614905,0.10105954617947545,1.5956397146569692,0.9263252209672639,1.0,0.009361400644555401
0.09,0.2,0.0010514227754531487,0.22326099628012192,0.13847995422345283,0.08478104205666909,0.0984635,0.0815365,7.808366375892149,6.466019032513878,0.004771422775453149,0.0026685772245468517,2.6692814725875355e-171,2.268682794016877e-118,sqrt_softplus_reserve,0.00295885,0.004034945165778872,0.004098022846984714,0.007056872846984714,0,0.22326099628012192,0.09002719120493541,0.09994563894231905,0.06359313142731031,0.0195797731898739,1.0,0.00019569129418076352
0.09,0.844444444,0.004383269565942462,0.35764719925026683,-0.04300839160383484,0.4006555908541017,0.12573477775897,0.054265222241029996,9.971037094287865,4.30334831411816,0.008103269565942463,-0.0006632695659424615,1.6305036393181772e-277,4.919529716047436e-54,sqrt_softplus_reserve,0.012492922215646997,0.016909055140776938,0.01692642907012146,0.029419351285768457,0,0.35764719925026683,0.09048351637740021,0.09903968114335907,0.26511299174559283,0.257656852730976,1.0,0.002551825253887729
0.09,1.488888889,0.00717923204689027,0.47095514336138183,-0.1563163357150106,0.6272714790763925,0.15300605556025748,0.026993944439742498,12.133707816039452,2.140677592366574,0.010899232046890271,-0.0034592320468918134,0.0,1.5434908719799308e-15,sqrt_softplus_reserve,0.022026994446088247,0.0261464860259307,0.02615812088210827,0.04818511532819651,0,0.47095514336138183,0.09149474493507775,0.09707388724768298,0.4342209982187854,0.48216059261875827,1.0,0.004680520300314935
0.09,2.133333333,0.009262711579134528,0.5562385684401647,-0.8098414682047166,1.3660800366448813,0.1802773333192275,-0.00027733331922749627,14.29637853443517,-0.02199312602914324,0.01298271157913453,-0.019989436851391113,0.0,0.007006725272256584,sqrt_softplus_reserve,0.03156106666173525,0.030597771300666713,0.030607814741916692,0.06216888140365194,1,0.8098414682047166,0.09304278585589508,0.09417220538920228,0.5602359474992882,0.6078350238697561,1.0,0.0057241164710613345
0.09,2.777777778,0.013494048715033924,0.7260049645072046,-0.7040081378955245,1.4300131024027292,0.20754861112051498,-0.027548611120515,16.459049256186756,-2.1846638477807296,0.017214048715033924,-0.017214048715034385,0.0,4.602106870449292e-16,sqrt_softplus_reserve,0.041095138892176496,0.04946748621739384,0.049473363328037326,0.09056850222021381,1,0.7260049645072046,0.09510142840241077,0.09050427457539548,0.8161596205261493,0.766870657076762,1.0,0.0069405072511889215
0.09,3.422222222,0.016026857631104018,0.8289621316585561,-0.8069653050468579,1.6359274367054142,0.234819888879485,-0.054819888879484996,18.621719974582472,-4.347334566176447,0.01974685763110402,-0.01974685763110402,0.0,4.37349804615835e-55,sqrt_softplus_reserve,0.050629211107823494,0.056933822302657616,0.056938837711247775,0.10756804881907127,1,0.8289621316585561,0.09763838078640817,0.08626264169683046,0.9693513280306555,0.8227015550566826,1.0,0.007096840946727984
0.09,4.066666667,0.018195740304985466,0.917604769720373,-0.8956079431086746,1.8132127128290476,0.2620911666807725,-0.08209116668077249,20.78439069633406,-6.510005287928032,0.021915740304985467,-0.021915740304985467,0.0,6.013560435527656e-120,sqrt_softplus_reserve,0.060163283338264734,0.06195718711606017,0.06196173495772614,0.12212501829599087,1,0.917604769720373,0.10061746944036001,0.08164098261423587,1.1005317096539018,0.8567558244117208,1.0,0.006994638736544262
0.09,4.711111111,0.01914258662700408,0.9581803192144381,-0.9361834926027399,1.8943638118171782,0.2893624444397425,-0.10936244443974252,22.94706141472978,-8.672676006323753,0.02286258662700408,-0.02286258662700408,0.0,1.1963689422994985e-210,sqrt_softplus_reserve,0.06969735555391174,0.0587778487290897,0.05878264596682501,0.12848000152073674,1,0.9581803192144381,0.10400070646065979,0.07681706317592776,1.1577997506395794,0.8687621739861109,1.0,0.006673575880394743
0.09,5.355555556,0.02242617616295762,1.0906683906619792,-1.0686715640502809,2.15933995471226,0.31663372224103,-0.13663372224103,25.109732136481362,-10.835346728075336,0.02614617616295762,-0.02614617616295762,0.0,0.0,sqrt_softplus_reserve,0.07923142778435298,0.07128330474568016,0.07128716218804337,0.15051858997239637,1,1.0906683906619792,0.10775002908558165,0.07194205057498937,1.3564008707497897,0.9008482164397151,1.0,0.006480886794749496
0.09,6.0,0.02704320923888633,1.2756055963968627,-1.2536087697851643,2.529214366182027,0.343905,-0.163905,27.272402854877082,-12.998017446471055,0.03076320923888633,-0.03076320923888633,0.0,0.0,sqrt_softplus_reserve,0.0887655,0.09273851031484993,0.09274140039120893,0.18150690039120893,1,1.2756055963968627,0.11182862167173482,0.06713591876553829,1.635652564795359,0.929635198251407,1.0,0.0062411913151391545
0.12,0.2,0.0010825594392692025,0.22815185111620367,0.1409213749246038,0.08723047619159988,0.1284635,0.1115365,10.187430610626487,8.845083267248215,0.004802559439269202,0.0026374405607307977,1.4541918228647075e-289,5.4340993209233776e-219,sqrt_softplus_reserve,0.00295885,0.004248085380356459,0.004307003936760425,0.0072658539367604245,0,0.22815185111620367,0.12002039475126718,0.05880471514582511,0.06547636812411517,0.020732210311753856,1.0,0.00012191517217260235
0.12,0.844444444,0.004533090217566936,0.3672063225419075,-0.04523523935824276,0.41244156190015024,0.15573477775897,0.08426522224103,12.350101329022204,6.682412548852499,0.008253090217566936,-0.0008130902175669356,0.0,3.135555203674569e-126,sqrt_softplus_reserve,0.012492922215646997,0.017916706981563446,0.017931985838578038,0.030424908054225035,0,0.3672063225419075,0.12036306217448628,0.058489919973456816,0.2741745839148335,0.27072150960136804,1.0,0.001583447943167744
0.12,1.488888889,0.007420587952114884,0.48411467766754696,-0.16214359448388221,0.6462582721514292,0.1830060555602575,0.0569939444397425,14.512772050773792,4.519741827100912,0.011140587952114884,-0.0037005879521148834,0.0,2.6177733432823407e-59,sqrt_softplus_reserve,0.022026994446088247,0.027767999906827864,0.027778038173042863,0.04980503261913111,0,0.48411467766754696,0.121125093811047,0.05779868561470199,0.44881891083814107,0.4986859565278224,1.0,0.0028823392821818554
0.12,2.133333333,0.009536412097729768,0.5706703328179136,-0.24869924963424908,0.8193695824521626,0.2102773333192275,0.029722666680772503,16.675442769169507,2.3570711087051945,0.013256412097729767,-0.00581641209772977,0.0,3.1621330068769284e-18,sqrt_softplus_reserve,0.03156106666173525,0.032436177319271,0.03244482056200457,0.06400588722373982,0,0.5706703328179136,0.12229865085039143,0.05675741125725728,0.5767901571447966,0.6216274996040836,1.0,0.003528196764384951
