group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_corrected_rmse_nm,prediction_median_opposes_nm,improvement_fraction_rmse
primary_open_floor_fit_authoritative,47317,15,0.036866176895009706,0.03648751201478974,0.025480195736437217,0.02514851859541882,0.016044602,0.015608561600116908,0.001648731,0.0019378035533473125,0.03636331610641915,0.03581112694138817,0.0055640287230791525,0.010271335736774597
open_floor_fit_downweighted,31165,9,0.043194073119807955,0.04534728838987143,0.027849684910123535,0.02917405666815104,0.013314394,0.01376413600221021,0.000637863,0.0007343165622025424,0.04144061576621013,0.04315669105137429,0.005455945092297419,-0.049849785272416375
open_floor_validation_only,14542,9,0.01693070910006944,0.017999683768466623,0.010368821404827396,0.01143700631080048,0.005201232,0.006689081498519486,-0.000858939,-0.0006515932347632595,0.013964777505761387,0.01637507229910265,0.003073301052138493,-0.06313821010561202
diag_validation_only,11108,3,0.0846209251204878,0.09634588059629108,0.0738060716588945,0.08402040993047227,0.082360023,0.09195119485023429,-0.006359523000000001,-0.00856591421146844,0.0843901027631117,0.09606631797413734,0.009225598827351765,-0.13855858298770266
aux_downweighted_validation,14448,13,0.05126637392308135,0.05576844462537931,0.03305637759772979,0.03670951994959744,0.016359514999999998,0.01896969583373515,-0.0012553224999999999,-0.0017299858571151547,0.057454043661302946,0.061740246484080726,0.0038036261746006716,-0.0878172251669826
validation_non_authoritative,71263,34,0.05023383204822011,0.055162178121843694,0.032501511564374225,0.03563145362353617,0.014290832,0.015351936532901712,-0.000435785,-0.0004634386894079214,0.04895637249734891,0.05325194102840738,0.00507694056150387,-0.09810810508927137
