run_id,present,dataset_split,count,current_baseline_rmse_nm,force_domain_stribeck_rmse_nm,rational_residual_reference_rmse_nm,standalone_contact_traction_rmse_nm,scalar_slip_angle_partition_rmse_nm,scalar_signed_median_nm
2026-05-04_20-35-47,True,open_floor_fit_downweighted,3456,0.0358459556479436,0.020956141617321,0.0201278088695448,0.0113929761775424,0.03348276460175218,0.00822790917933495
2026-05-04_16-57-53,True,open_floor_validation_only,1761,0.0232778534598276,0.0153664764888993,0.0158385608614224,0.0096621689292706,0.024582171294139858,0.00014130333179840143
2026-04-22_12-10-34,True,open_floor_fit_downweighted,2187,0.0162171329750384,0.0134870186796865,0.0132026894824838,0.0122323541138722,0.0158407410014246,-0.0029219221845358857
2026-04-22_01-06-32,True,primary_open_floor_fit_authoritative,1031,0.0449752794518807,0.0339379374408016,0.0168611026357101,0.011282181897664,0.04286089655597655,0.007465649714155186
2026-04-21_05-32-06,True,primary_open_floor_fit_authoritative,8880,0.0425841738424279,0.0272836105380902,0.0176574547890891,0.0154337860461025,0.041092187303207524,0.011880690878878265
2026-04-21_00-16-10,True,primary_open_floor_fit_authoritative,3757,0.0398239755819982,0.0343024780639814,0.0268783393296495,0.020474333844151,0.04176162372315057,0.00836739258155787
2026-04-20_12-10-58,True,primary_open_floor_fit_authoritative,2925,0.0403548230270937,0.0356483649477145,0.0279774422012077,0.0228532746068115,0.04210531219942118,0.0032833701409838685
2026-04-20_08-38-39,True,open_floor_fit_downweighted,7284,0.0562253577403501,0.0561413201092958,0.0424869245704869,0.036549208137134,0.05980626067154447,0.00019089371615582358
diag003,True,diag_validation_only,5580,0.0852381292256161,0.0850323016434747,0.038712164739976,0.0197566274909129,0.09709249189637781,-0.015968878336737005
