variant,applied_bank_torque_nm,left_command_torque_nm,right_command_torque_nm,left_command,right_command,lr_delta_command,max_abs_command,left_surface_mps,right_surface_mps,left_wheel_speed_radps,right_wheel_speed_radps,left_launch_torque_nm,right_launch_torque_nm,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,launch_target_left_command,launch_gate_min_abs_command,gate_pass,target_abs_error
best_unresolved_boundary_candidate,0.011973390434438493,0.015693390434438494,-0.015693390434438494,0.6460000000000001,-0.6460000000000001,1.2920000000000003,0.6460000000000001,0.0423175,-0.0423175,3.355868358445678,-3.355868358445678,5.469857826628172e-34,5.469857826628172e-34,0.014794249999999998,0.06556799420449659,0.08036224420449659,0.646,0.6,True,1.1102230246251565e-16
latest_weighted_sensitivity,0.01197339043443849,0.01569339043443849,-0.01569339043443849,0.646,-0.646,1.292,0.646,0.0423175,-0.0423175,3.355868358445678,-3.355868358445678,5.469857826628172e-34,5.469857826628172e-34,0.014794249999999998,0.06556799420449658,0.08036224420449657,0.646,0.6,True,0.0
