group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,rmse_improvement_fraction,median_predicted_opposing_nm
latest_may4_all,5217,2,0.032157544166236535,0.031077886587939096,0.02518525240540541,0.02423957349100235,0.020284213,0.019028256895936735,0.005072003,0.004529533592885894,0.0335740059227226,0.0036597964127181282
launch_neighborhood_abs_vf_lt_0p08_yaw_0p5_to_1p5,5369,45,0.06923634465161105,0.07394374513572123,0.057393886386477924,0.060504874495918105,0.050873817,0.05051484649045197,-0.005769959,-0.005633875241691405,-0.06799030924866492,0.013046820214729537
low_speed_yaw_abs_vf_lt_0p15_abs_yaw_ge_0p5,20694,45,0.0728316980229981,0.07576661964885752,0.06032932463143907,0.0623152659725604,0.052169427500000004,0.05236033888910617,-0.003849287,-0.0036095831959744367,-0.04029731154877992,0.0036600580508070863
high_speed_abs_vf_ge_0p7,144,17,0.08879277130149174,0.08902215495691163,0.055096948680555556,0.0552822353921444,0.0279539725,0.028201051429698008,-0.0061936149999999995,-0.00616861174167462,-0.002583359569226904,0.00019802120326695385
limiter_active,29069,43,0.07486155156013301,0.07693347683704534,0.06155072403636176,0.0630526788992677,0.052931181,0.05402252676179763,0.002937701,0.0026109964998202845,-0.027676761084066522,0.0036552599336940853
hardware_saturation_evidence,5017,24,0.06367306128234744,0.06551813284296418,0.05109065278532988,0.05251228308545203,0.043237809,0.04429132631521461,0.003758487,0.003235551861483501,-0.028977271132529327,0.0036544105936428886
line_branch_rows,5163,48,0.033433051611489926,0.033434545226630204,0.017490832084640716,0.017492534283537132,0.006798252,0.006824442116263949,0.000325117,0.0003300765533338767,-4.467480736230275e-05,3.4782796213198034e-05
blend_branch_rows,93733,49,0.038237516919887256,0.039682355776293476,0.024375474908719448,0.025168784886895446,0.011977753,0.012213959181221106,5.3468e-05,0.00017686982207576422,-0.037785896490960764,0.0018480731226726398
stribeck_branch_rows,19684,40,0.07174424821660902,0.07375443968061558,0.05825594821179639,0.05964235342926928,0.047401119000000005,0.04768111391267549,0.00515388,0.004817872194154369,-0.028018851879769203,0.003654410595742341
