phase,candidate_id,trial_id,split,stage,log_parameter,count,accepted_count,finite_count,nonfinite_count,rms_nis,accepted_only_rms_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,rejected_count,rejected_rate
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,held_out,launch,forward_accel_residual_tail,4500,4456,4500,0,5.93399724764,4.64907947076,1.73205080757,5.93399724764,0,false,44,0.00977777777778
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,held_out,launch,right_accel_residual_tail,4500,4499,4500,0,2.4228453401,2.38262623735,1.73205080757,2.4228453401,0,false,1,0.000222222222222
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,held_out,launch,yaw_rate_residual_tail,4500,4500,4500,0,16.76517804,16.76517804,1.73205080757,16.76517804,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,held_out,yaw_launch,forward_accel_residual_tail,27500,27377,27500,0,3.6525391293,2.35201872512,1.73205080757,3.6525391293,0,false,123,0.00447272727273
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,held_out,yaw_launch,right_accel_residual_tail,27500,27295,27500,0,4.35877812823,2.08040095186,1.73205080757,4.35877812823,0,false,205,0.00745454545455
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,held_out,yaw_launch,yaw_rate_residual_tail,27500,27500,27500,0,278.1756647,278.1756647,1.73205080757,278.1756647,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,SEC_20_LAUNCH,forward_accel_residual_tail,11936,11862,11936,0,5.23980491536,3.94327869196,1.73205080757,5.23980491536,0,false,74,0.00619973190349
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,SEC_20_LAUNCH,right_accel_residual_tail,11936,11935,11936,0,1.78076327692,1.76167523358,1.73205080757,1.78076327692,0,false,1,8.37801608579e-05
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,11936,11936,11936,0,10.3225139516,10.3225139516,1.73205080757,10.3225139516,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,launch,forward_accel_residual_tail,6110,6022,6110,0,9.09221498633,4.1937190874,1.73205080757,9.09221498633,0,false,88,0.0144026186579
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,launch,right_accel_residual_tail,6110,6100,6110,0,2.62238733612,2.21877620134,1.73205080757,2.62238733612,0,false,10,0.00163666121113
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,launch,yaw_rate_residual_tail,6110,6110,6110,0,147.661217425,147.661217425,1.73205080757,147.661217425,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,mixed_launch,forward_accel_residual_tail,18572,18034,18572,0,10.7744504112,5.22629566563,1.73205080757,10.7744504112,0,false,538,0.0289683394357
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,mixed_launch,right_accel_residual_tail,18572,18497,18572,0,4.14253979034,3.36397505838,1.73205080757,4.14253979034,0,false,75,0.00403833728193
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,mixed_launch,yaw_rate_residual_tail,18572,18572,18572,0,47.2633527375,47.2633527375,1.73205080757,47.2633527375,0,false,0,0
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,yaw_launch,forward_accel_residual_tail,30986,24281,30986,0,211.441360365,5.3784228102,1.73205080757,211.441360365,0,false,6705,0.216388046214
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,yaw_launch,right_accel_residual_tail,30986,25906,30986,0,66.369332612,4.82528984064,1.73205080757,66.369332612,0,false,5080,0.163945007423
stress_full_rows,candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_148,validation,yaw_launch,yaw_rate_residual_tail,30986,30986,30986,0,8114.88116922,8114.88116922,1.73205080757,8114.88116922,0,false,0,0
