objective,rank,score,current_score,score_delta_vs_current_pct,velocity_kp,velocity_kd,heading_kp,heading_kd,yawrate_kp,yawrate_kd
balanced,34,160.56312641069132,12001.78180670418,-98.6621725923979,5.5,0.01,450.0,80.0,36.0,5.0
balanced,35,161.06178789317997,12001.78180670418,-98.65801769697887,5.5,0.01,300.0,8.0,48.0,5.0
balanced,36,161.11489680876147,12001.78180670418,-98.65757518838775,5.5,0.01,300.0,16.0,42.0,5.0
balanced,37,161.6224216045059,12001.78180670418,-98.65334644299047,5.5,0.01,300.0,24.0,36.0,5.0
balanced,38,161.62731184774506,12001.78180670418,-98.65330569701358,5.5,0.01,450.0,64.0,36.0,5.0
balanced,39,161.9368828513729,12001.78180670418,-98.6507263216457,5.5,0.01,300.0,80.0,60.0,5.0
balanced,40,162.01918698629558,12001.78180670418,-98.6500405556799,5.5,0.01,300.0,96.0,60.0,5.0
balanced,41,162.44475227039553,12001.78180670418,-98.64649470481413,5.5,0.01,450.0,48.0,42.0,5.0
balanced,42,163.29690094931968,12001.78180670418,-98.63939452008616,5.5,0.01,300.0,64.0,60.0,5.0
balanced,43,163.36250300395085,12001.78180670418,-98.63884791745924,5.5,0.01,600.0,80.0,48.0,5.0
balanced,44,163.48990991973903,12001.78180670418,-98.63778635078657,5.5,0.01,600.0,96.0,48.0,5.0
balanced,45,163.6133421050406,12001.78180670418,-98.63675790195046,5.5,0.01,600.0,96.0,42.0,5.0
balanced,46,163.90282441237858,12001.78180670418,-98.63434590753164,5.5,0.01,450.0,32.0,48.0,5.0
balanced,47,164.16813259127846,12001.78180670418,-98.63213533427533,5.5,0.01,300.0,8.0,42.0,5.0
balanced,48,164.19529275507327,12001.78180670418,-98.63190903317911,5.5,0.01,300.0,48.0,60.0,5.0
balanced,49,164.29457147930324,12001.78180670418,-98.63108183330304,5.5,0.01,300.0,16.0,36.0,5.0
balanced,50,164.48851504974914,12001.78180670418,-98.62946587682617,5.5,0.01,300.0,112.0,54.0,5.0
balanced,51,164.52931525646633,12001.78180670418,-98.62912592558082,5.5,0.01,600.0,96.0,36.0,5.0
balanced,52,164.6002032628102,12001.78180670418,-98.62853527989598,5.5,0.01,300.0,0.0,48.0,5.0
balanced,53,164.78627366444402,12001.78180670418,-98.62698492341868,5.5,0.01,450.0,48.0,36.0,5.0
balanced,54,165.02083508157128,12001.78180670418,-98.62503053513778,5.5,0.01,600.0,112.0,48.0,5.0
balanced,55,165.22073886266782,12001.78180670418,-98.62336491761269,5.5,0.01,600.0,80.0,42.0,5.0
balanced,56,165.25606196400776,12001.78180670418,-98.62307060213597,5.5,0.01,600.0,112.0,42.0,5.0
balanced,57,165.4116523012119,12001.78180670418,-98.62177420848617,5.5,0.01,300.0,32.0,60.0,5.0
balanced,58,165.61216081024716,12001.78180670418,-98.62010355230973,5.5,0.01,300.0,96.0,54.0,5.0
