candidate_id,split,stage,log_parameter,measurement_dimension,parameter_field,parameter_value_kind,parameter_value,launch_command_signature,count,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,finite_count,nonfinite_count,sum_nis,sum_nis_sq,rms_nis,sqrt_mean_nis,accepted_only_sum_nis,accepted_only_sum_nis_sq,accepted_only_rms_nis,accepted_only_sqrt_mean_nis,physical_residual_rms,segment_count
candidate_1_algebraic_envelope,all,static,forward_accel_nis,1,none,none,,,30523,30523,0,0,0,30523,0,1279.34769362,82.3021523207,0.0519268511891,0.204729623105,1279.34769362,82.3021523207,0.0519268511891,0.204729623105,0.252067637105,1
candidate_1_algebraic_envelope,all,static,right_accel_nis,1,none,none,,,30523,30523,0,0,0,30523,0,615.031001063,18.6936482625,0.0247476192168,0.141949836057,615.031001063,18.6936482625,0.0247476192168,0.141949836057,0.171511982061,1
candidate_1_algebraic_envelope,all,static,yaw_rate_nis,1,none,none,,,30523,30523,0,0,0,30523,0,18950.500812,18231.5855227,0.772856050341,0.787946512265,18950.500812,18231.5855227,0.772856050341,0.787946512265,0.0312167652909,1
candidate_1_algebraic_envelope,held_out,static,forward_accel_nis,1,none,none,,,30523,30523,0,0,0,30523,0,1279.34769362,82.3021523207,0.0519268511891,0.204729623105,1279.34769362,82.3021523207,0.0519268511891,0.204729623105,0.252067637105,1
candidate_1_algebraic_envelope,held_out,static,right_accel_nis,1,none,none,,,30523,30523,0,0,0,30523,0,615.031001063,18.6936482625,0.0247476192168,0.141949836057,615.031001063,18.6936482625,0.0247476192168,0.141949836057,0.171511982061,1
candidate_1_algebraic_envelope,held_out,static,yaw_rate_nis,1,none,none,,,30523,30523,0,0,0,30523,0,18950.500812,18231.5855227,0.772856050341,0.787946512265,18950.500812,18231.5855227,0.772856050341,0.787946512265,0.0312167652909,1
