group,count,run_count,baseline_rmse_nm,brush_rmse_nm,baseline_mae_nm,brush_mae_nm,baseline_median_abs_nm,brush_median_abs_nm,baseline_signed_median_nm,brush_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_brush_rmse_nm,rmse_improvement_fraction,run_id,dataset_split,variant_c_rmse_nm,force_domain_stribeck_rmse_nm,rational_residual_rmse_nm,true_traction_testbed_rmse_nm,standalone_contact_rmse_nm
2026-05-04_20-35-47,3456,1,0.03584595564794367,0.011319326416536366,0.028876796461805552,0.008326915298986591,0.025485003500000002,0.0063797288793066165,-0.009360000500000002,-0.000979417057367224,0.03584595564794367,0.011319326416536364,0.6842230535654388,2026-05-04_20-35-47,open_floor_fit_downweighted,0.028076443199331575,0.02095614161732105,0.020127808869544805,0.015602242066314734,0.011589046852084053
2026-05-04_16-57-53,1761,1,0.023277853459827615,0.009522040775503667,0.01794051859681999,0.0078254567725611,0.013238941,0.0073355825795699174,0.000686103,0.0004107804139184282,0.02327785345982761,0.009522040775503664,0.5909399123962789,2026-05-04_16-57-53,open_floor_validation_only,0.01934116142597289,0.015366476488899375,0.015838560861422477,0.01014360504287235,0.00983796163679149
