restart,seed_name,iteration,evaluations,best_objective,simplex_spread,simplex_diameter_inf
1,standalone_like,245,346,0.0017532692202518324,4.760909576208977e-07,0.07881975498368679
1,standalone_like,250,352,0.0017530284768740357,6.069026166014707e-07,0.10350685897224443
1,standalone_like,255,357,0.0017530284768740357,5.084133835066545e-07,0.10350685897224443
1,standalone_like,259,361,0.0017530284768740357,4.166256600624321e-07,0.10350685897224443
2,brush_high_corner,0,13,0.0018474771704001434,0.00020824115833169158,0.08000000000000002
2,brush_high_corner,5,22,0.001824141213508207,6.67282306998306e-05,0.16299045138888896
2,brush_high_corner,10,27,0.001824141213508207,5.137233067443558e-05,0.15784577546296308
2,brush_high_corner,15,34,0.0017894947862157847,6.97764360116709e-05,0.18153746063196574
2,brush_high_corner,20,39,0.0017894947862157847,4.700747925819818e-05,0.1387218382664963
2,brush_high_corner,25,45,0.0017721087098684107,4.258678294483944e-05,0.22203511068127627
2,brush_high_corner,30,51,0.0017704775576812385,2.7622902009433008e-05,0.1875783131711649
2,brush_high_corner,35,57,0.0017704775576812385,9.137385931737513e-06,0.1164098573523542
2,brush_high_corner,40,65,0.0017697073985332927,4.815220654187007e-06,0.09005978106254425
2,brush_high_corner,45,72,0.0017686054448145883,3.60846017653251e-06,0.11280980273522045
2,brush_high_corner,50,81,0.0017686054448145883,2.683375763226376e-06,0.11280980273522045
2,brush_high_corner,55,88,0.0017684091928127214,2.0683648685171623e-06,0.11439880197474817
2,brush_high_corner,60,96,0.001767719077950568,1.8317079306074627e-06,0.05813343633699425
2,brush_high_corner,65,105,0.0017663401683813674,2.569255742193924e-06,0.10851733311846656
2,brush_high_corner,70,111,0.0017663401683813674,2.218756299923741e-06,0.10851733311846656
2,brush_high_corner,75,117,0.0017650961397130615,3.113048434541868e-06,0.1430814474065275
2,brush_high_corner,80,122,0.0017650961397130615,2.6072286976655795e-06,0.1327852776866547
2,brush_high_corner,85,129,0.0017623685409925366,4.305087560498152e-06,0.16619176847870565
2,brush_high_corner,90,134,0.0017623685409925366,3.6149111064919925e-06,0.11047728003709334
2,brush_high_corner,95,140,0.0017603088528596338,4.712305886394805e-06,0.15471248139114968
2,brush_high_corner,100,147,0.0017558106840748521,7.513711148095063e-06,0.35264339915283627
2,brush_high_corner,105,153,0.0017553377202394966,6.02028199632519e-06,0.2934785121025587
2,brush_high_corner,110,158,0.0017553377202394966,4.1547245531962235e-06,0.1855794796695669
2,brush_high_corner,115,167,0.001754078177630903,2.7011642460858347e-06,0.12745170368256215
2,brush_high_corner,120,174,0.001754078177630903,1.8172909854966435e-06,0.12318365225673472
2,brush_high_corner,125,182,0.001753980499336427,1.4457893953618867e-06,0.10011328047108115
2,brush_high_corner,130,188,0.001753980499336427,1.0025561858380012e-06,0.10011328047108115
2,brush_high_corner,135,198,0.0017535353187208976,1.0603500713145947e-06,0.06313623048990913
2,brush_high_corner,140,205,0.0017532478820667273,9.580950025784088e-07,0.0676511343778714
2,brush_high_corner,145,211,0.0017532478820667273,8.229762605191891e-07,0.05555561505204082
2,brush_high_corner,150,219,0.0017532478820667273,5.191160520983101e-07,0.05231381243018696
2,brush_high_corner,155,227,0.0017530937542951615,5.1015504019228e-07,0.044426269133760354
2,brush_high_corner,160,235,0.0017530870072915768,3.368998843754356e-07,0.043670593533865265
2,brush_high_corner,165,243,0.001753034620737712,2.2091370829456676e-07,0.030954738585153574
2,brush_high_corner,170,252,0.0017529943579120346,1.4472785329878134e-07,0.025478753801272958
2,brush_high_corner,175,261,0.0017529551292020176,1.318606694133452e-07,0.023440359451048276
2,brush_high_corner,180,271,0.0017529422087580117,9.241197970028502e-08,0.018136553200642225
2,brush_high_corner,185,280,0.0017528766771985897,1.1768071344481212e-07,0.013970353869613178
2,brush_high_corner,190,287,0.0017528766771985897,7.90100515640161e-08,0.013800354979484397
2,brush_high_corner,195,296,0.0017527800393241397,1.4970714099405043e-07,0.03172138103499644
2,brush_high_corner,200,301,0.0017527800393241397,1.2309287678556602e-07,0.022234709379593376
2,brush_high_corner,205,307,0.0017527800393241397,9.663787445008537e-08,0.022234709379593376
2,brush_high_corner,210,314,0.001752756958348487,8.850900122406649e-08,0.014296525444729036
2,brush_high_corner,215,320,0.0017526792583079588,1.3270028636721588e-07,0.02594813476283586
2,brush_high_corner,220,326,0.0017526792583079588,1.059033165630701e-07,0.021866552390812477
2,brush_high_corner,225,332,0.0017526269828351483,1.2997551333869886e-07,0.028118141179633516
2,brush_high_corner,230,339,0.0017526173600046044,9.915126338477971e-08,0.024251021640639525
2,brush_high_corner,235,346,0.0017525574027367511,1.015506692213404e-07,0.041249467075999635
2,brush_high_corner,240,353,0.0017524791048767535,1.478779583948247e-07,0.03887915063282721
2,brush_high_corner,245,359,0.0017524086518255835,1.8237007564899169e-07,0.0570433098001234
2,brush_high_corner,250,365,0.0017523575076213605,1.9467237480580782e-07,0.05015629448685899
2,brush_high_corner,255,371,0.0017523135008164765,1.8571953217904995e-07,0.06264105315553659
2,brush_high_corner,259,375,0.0017523135008164765,1.6622706948193552e-07,0.06264105315553659
3,soft_envelope,0,13,0.001868103172187024,0.0006215113874766362,0.08000000000000002
3,soft_envelope,5,20,0.0018071975823247,0.00011350789229864675,0.09083333333333327
3,soft_envelope,10,25,0.0018071975823247,0.00011021077309232075,0.09083333333333327
3,soft_envelope,15,33,0.0017858198961477204,8.228327603930366e-05,0.07341714246159697
3,soft_envelope,20,40,0.0017858198961477204,4.913721988893051e-05,0.08961699906391765
3,soft_envelope,25,45,0.0017858198961477204,3.974051603183111e-05,0.08961699906391765
3,soft_envelope,30,50,0.0017858198961477204,2.1377686176979544e-05,0.07890129876725177
3,soft_envelope,35,58,0.00177860412232757,2.2652535849080127e-05,0.07227111819307866
3,soft_envelope,40,65,0.0017758367318495756,1.4007423612578734e-05,0.06731503565924518
3,soft_envelope,45,73,0.0017689408300839199,1.8027946385962756e-05,0.07537014305602596
3,soft_envelope,50,78,0.0017689408300839199,1.597957411598582e-05,0.09225696263637884
3,soft_envelope,55,86,0.0017689408300839199,1.3507566310624539e-05,0.09225696263637884
3,soft_envelope,60,94,0.0017673927895497986,1.0178866900938848e-05,0.050856341181528375
3,soft_envelope,65,101,0.0017664335852340086,8.421450953621009e-06,0.05612569932542459
3,soft_envelope,70,108,0.0017664335852340086,5.458855888714137e-06,0.05612569932542459
3,soft_envelope,75,116,0.0017649074102441798,3.8680472832920525e-06,0.06967273813101194
3,soft_envelope,80,123,0.0017649074102441798,2.3309579526150596e-06,0.06738055588975067
3,soft_envelope,85,131,0.0017643291991954505,2.1043860385580593e-06,0.051771364316964386
3,soft_envelope,90,138,0.0017641374264075454,1.5644412415050449e-06,0.05302978046500256
3,soft_envelope,95,146,0.0017640207420581795,9.975181944794909e-07,0.05599502785778987
3,soft_envelope,100,153,0.0017630533994180495,1.4415418067190936e-06,0.05610942176828487
3,soft_envelope,105,161,0.001762534202890553,1.6440719145184753e-06,0.06563704908116452
3,soft_envelope,110,167,0.001762534202890553,1.3106357611943672e-06,0.06563704908116452
3,soft_envelope,115,173,0.0017623819165385832,9.45869625515721e-07,0.04265488920211835
3,soft_envelope,120,181,0.001762179631415996,9.743408004680813e-07,0.05834692683469378
3,soft_envelope,125,191,0.0017621288008641926,7.612511944130908e-07,0.0495938846522489
3,soft_envelope,130,200,0.0017619363760509883,5.978268395646653e-07,0.03197625506606183
3,soft_envelope,135,209,0.0017618786002378693,3.5971831220324435e-07,0.04009426635929275
3,soft_envelope,140,216,0.0017617348441766566,3.7875034337455336e-07,0.03222841221563516
3,soft_envelope,145,224,0.0017615676167455378,4.379109622852564e-07,0.030992610513093488
3,soft_envelope,150,231,0.0017615676167455378,3.1194390292892636e-07,0.028731680748213306
3,soft_envelope,155,237,0.0017615676167455378,2.679092567234916e-07,0.029939616765396693
3,soft_envelope,160,246,0.0017614870235299746,2.57691825966775e-07,0.02451429990456333
3,soft_envelope,165,254,0.001761419495197717,2.395455273686894e-07,0.027859247587321057
3,soft_envelope,170,260,0.0017613774949275455,1.9012181799228124e-07,0.0182693450174915
3,soft_envelope,175,266,0.001761202254837716,2.847686922586353e-07,0.04141387170549565
3,soft_envelope,180,272,0.0017611916305054758,2.551271081484459e-07,0.028455414372479892
3,soft_envelope,185,279,0.0017609483984386124,3.945853850467751e-07,0.04518425960946021
3,soft_envelope,190,285,0.0017609483984386124,3.1799245775671406e-07,0.03911915366147495
3,soft_envelope,195,293,0.0017604498919596547,6.770065129279267e-07,0.06710900499908207
3,soft_envelope,200,299,0.0017604498919596547,5.822379342183912e-07,0.05608244068057788
3,soft_envelope,205,306,0.0017601595555487525,8.369124745682792e-07,0.0797011433892849
3,soft_envelope,210,312,0.001759983643590928,7.345777868947821e-07,0.10551519877349909
3,soft_envelope,215,318,0.0017597929652640948,7.222407333426408e-07,0.09789054848552578
3,soft_envelope,220,325,0.0017594087492464694,7.698755492726965e-07,0.06040466676912866
3,soft_envelope,225,330,0.0017594087492464694,6.04821512747121e-07,0.048352252954656866
3,soft_envelope,230,336,0.0017594087492464694,4.393897668384609e-07,0.05633485369867591
3,soft_envelope,235,343,0.0017592697988887134,3.5081547373658727e-07,0.03892153699602202
3,soft_envelope,240,350,0.0017592697988887134,3.049807803874767e-07,0.03892153699602202
3,soft_envelope,245,356,0.0017592670205347667,2.604190746143941e-07,0.029085142392273167
3,soft_envelope,250,363,0.0017592670205347667,1.6090224047886e-07,0.029085142392273167
3,soft_envelope,255,371,0.001759099372728833,2.9255827083064963e-07,0.04100995312052175
3,soft_envelope,259,377,0.001759068545949472,2.2608800049261565e-07,0.03613860205927405
4,fast_gate,0,13,0.0020298652214807986,0.00037348865117689143,0.08000000000000002
4,fast_gate,5,19,0.0018904944532351783,0.00019989474679893969,0.16999999999999982
4,fast_gate,10,24,0.0018904944532351783,0.00016357728166705604,0.1566666666666664
4,fast_gate,15,31,0.0018352949533148478,0.00014776828268676478,0.15334122395689948
4,fast_gate,20,37,0.0018115907572328243,0.000126729031591578,0.21526131812160942
4,fast_gate,25,44,0.001770884240409315,0.00013032134096081305,0.27648381457248233
4,fast_gate,30,49,0.001770884240409315,8.0350955519356e-05,0.24312092378140726
4,fast_gate,35,56,0.001764880395803785,4.6710361429039195e-05,0.18048156596618226
4,fast_gate,40,63,0.0017612843226311535,3.230454985380521e-05,0.1292992388067158
4,fast_gate,45,71,0.0017612843226311535,2.0626673789276477e-05,0.1292992388067158
4,fast_gate,50,78,0.0017612843226311535,1.2245760591295379e-05,0.12903749292648725
4,fast_gate,55,84,0.0017609887284497278,8.835212350394002e-06,0.08417791367128169
4,fast_gate,60,90,0.0017603395695382762,5.4662624165455025e-06,0.08939864393791375
4,fast_gate,65,100,0.0017602052307973857,3.698128193430376e-06,0.10379708051321757
4,fast_gate,70,108,0.0017601656963654655,1.1186262656880021e-06,0.07557155260160953
4,fast_gate,75,118,0.0017589766366550824,1.6069322577249266e-06,0.06435672298843298
4,fast_gate,80,127,0.0017588290181431568,1.4572226463059699e-06,0.06856891141776167
4,fast_gate,85,136,0.0017587319785120868,6.63019349517787e-07,0.042237890083286156
4,fast_gate,90,142,0.0017579964768621723,1.0803407761671418e-06,0.04247295148410568
4,fast_gate,95,149,0.0017576824944731649,1.1983964614643502e-06,0.037913694929495534
4,fast_gate,100,155,0.0017574711003981133,1.2657308344344968e-06,0.04266774446417898
4,fast_gate,105,164,0.0017573441015763048,9.352173494789947e-07,0.05531841395142284
4,fast_gate,110,172,0.0017564631691057934,1.5142541248253354e-06,0.06702897908770211
4,fast_gate,115,178,0.0017564631691057934,1.2322754211438903e-06,0.06525962501530475
4,fast_gate,120,183,0.0017564631691057934,9.83119734342423e-07,0.056962411896301024
4,fast_gate,125,189,0.001755562654753714,1.7034606185643755e-06,0.04055875811480952
4,fast_gate,130,195,0.001755562654753714,1.1681253549722381e-06,0.032205156302678284
4,fast_gate,135,202,0.0017549629179342105,1.5530569354997754e-06,0.08473343659267663
4,fast_gate,140,208,0.0017546581909003085,1.4191108741877685e-06,0.07515286692142262
4,fast_gate,145,214,0.0017542397982831088,1.5744031198184055e-06,0.0887040073694142
4,fast_gate,150,220,0.001754198434977842,1.1242277960696843e-06,0.06622020202551038
4,fast_gate,155,228,0.001753831794365471,9.359345205330917e-07,0.07649970563812558
4,fast_gate,160,235,0.001753831794365471,6.860328450419666e-07,0.04885831387154757
4,fast_gate,165,242,0.001753831794365471,4.4292128226403917e-07,0.04885831387154757
4,fast_gate,170,248,0.001753831794365471,3.879608370133819e-07,0.04885831387154757
4,fast_gate,175,255,0.0017537621770721446,3.2498246705378944e-07,0.042425895594882135
4,fast_gate,180,263,0.0017537621770721446,2.459487155413026e-07,0.032959268279039056
4,fast_gate,185,269,0.0017537581858594552,1.550435007654366e-07,0.04143261783159402
4,fast_gate,190,278,0.001753755147952374,9.359998648763093e-08,0.02584284893464117
4,fast_gate,195,286,0.0017536698690358082,1.619253296627609e-07,0.022413438925863644
4,fast_gate,200,293,0.0017536698690358082,1.024407564385963e-07,0.028947114556184428
4,fast_gate,205,299,0.0017536698690358082,8.527891656577059e-08,0.028947114556184428
4,fast_gate,210,305,0.001753635757471935,9.140138713535813e-08,0.025502131362239333
4,fast_gate,215,312,0.0017536226725797619,8.381578100145892e-08,0.02387205609306431
4,fast_gate,220,318,0.0017534901029947082,1.871149512950275e-07,0.025008938846697415
4,fast_gate,225,324,0.0017534901029947082,1.7690302737158152e-07,0.025008938846697415
4,fast_gate,230,330,0.0017534901029947082,1.4849150039870224e-07,0.02524373463048915
4,fast_gate,235,335,0.0017534901029947082,1.2747082288192338e-07,0.017625735829696593
4,fast_gate,240,341,0.0017534726354078841,1.1307166989586552e-07,0.028033614484499148
4,fast_gate,245,348,0.0017532967829398344,2.2191725996883668e-07,0.04269876167139325
4,fast_gate,250,353,0.0017532967829398344,1.981630940908318e-07,0.04269876167139325
4,fast_gate,255,359,0.0017531587244247334,2.7181424960181014e-07,0.050394439842526784
4,fast_gate,259,363,0.0017531587244247334,1.9687615567844097e-07,0.03839524121569626
99,full_primary_polish,0,13,0.0020208384544729316,0.0001416558076108203,0.08000000000000002
99,full_primary_polish,5,22,0.0020208384544729316,1.2793687573646115e-05,0.07999999999999999
99,full_primary_polish,10,28,0.002020382490531485,8.512197574229129e-06,0.08965569842406607
99,full_primary_polish,15,35,0.002020382490531485,5.56235700504594e-06,0.08654635360209484
99,full_primary_polish,20,40,0.002020382490531485,3.7066180338892786e-06,0.08654635360209484
99,full_primary_polish,25,47,0.002020382490531485,2.9162358773167536e-06,0.0810687764244872
99,full_primary_polish,30,56,0.002020382490531485,1.6658806591507251e-06,0.0810687764244872
99,full_primary_polish,35,64,0.002019998621144357,6.002025083203487e-07,0.060691504353180825
99,full_primary_polish,40,72,0.002019952024367518,5.379389549568618e-07,0.07924162388530417
99,full_primary_polish,45,80,0.002019952024367518,4.304661639668514e-07,0.07924162388530417
99,full_primary_polish,50,88,0.0020197299093176334,3.400359179237325e-07,0.07693502253280637
99,full_primary_polish,55,96,0.0020197299093176334,2.6270123080563215e-07,0.06220070796858537
99,full_primary_polish,60,104,0.002019622571770771,2.330789353431617e-07,0.040447797935742213
99,full_primary_polish,65,111,0.002019555467944552,2.565031549670374e-07,0.048792808614160604
99,full_primary_polish,70,119,0.002019430988109599,2.989212080344722e-07,0.08739281000814556
99,full_primary_polish,75,125,0.0020193831422475254,2.4771488099911004e-07,0.03400426714588106
99,full_primary_polish,80,133,0.0020192768847848595,2.52433070888243e-07,0.05958696945831379
99,full_primary_polish,85,140,0.0020192768847848595,1.9235992747279607e-07,0.05085834410481982
99,full_primary_polish,90,147,0.0020192167050648658,1.867568194648464e-07,0.04896764638610501
99,full_primary_polish,95,154,0.002019207847254655,1.4143367764712228e-07,0.05399242846361432
99,full_primary_polish,100,161,0.002019141463788908,1.4482154332348673e-07,0.04810507806097748
99,full_primary_polish,105,168,0.002019141463788908,9.949951586957217e-08,0.04509890365817393
99,full_primary_polish,110,175,0.002019133806238571,8.28988262948499e-08,0.03401065066935588
99,full_primary_polish,115,184,0.0020190967397224154,8.117407072601515e-08,0.036544398703822756
99,full_primary_polish,120,190,0.0020190967397224154,6.470202518595383e-08,0.032970717283532944
99,full_primary_polish,125,198,0.0020190422710511463,9.153518742456568e-08,0.05399610216232942
99,full_primary_polish,130,204,0.0020190354168467648,6.896524767192533e-08,0.030171932235052976
99,full_primary_polish,135,210,0.002019024966661286,6.378695487302757e-08,0.02869861346823986
99,full_primary_polish,140,219,0.0020190094813190076,5.4933580048970726e-08,0.04068776488551806
99,full_primary_polish,145,227,0.0020190080025231285,3.531887308311221e-08,0.033120727250736566
99,full_primary_polish,150,236,0.0020190067034317033,3.333616147883911e-08,0.022544545825542245
99,full_primary_polish,155,244,0.0020189978085238497,2.5849199346977825e-08,0.025814343737772215
99,full_primary_polish,160,252,0.0020189918672435673,2.019931727697405e-08,0.019249345498913134
99,full_primary_polish,165,261,0.002018972224308525,3.1763663264731956e-08,0.02500215158290675
99,full_primary_polish,170,268,0.0020189684682052197,2.934031862996192e-08,0.018689501699041655
99,full_primary_polish,175,273,0.0020189684682052197,2.1499907634607573e-08,0.018689501699041655
99,full_primary_polish,180,280,0.0020189362859488304,4.7711637534905704e-08,0.03227659229359092
99,full_primary_polish,185,286,0.00201893206709921,4.0157209314772846e-08,0.023928843974547642
99,full_primary_polish,190,293,0.002018901738489145,5.625033886597075e-08,0.04519955888756588
99,full_primary_polish,195,299,0.00201887506192351,7.245548033947558e-08,0.0575595275955153
99,full_primary_polish,200,304,0.00201887506192351,5.700517570006794e-08,0.04364305248028211
99,full_primary_polish,205,311,0.0020188305313328767,7.721148248757484e-08,0.07589109596049592
99,full_primary_polish,210,317,0.002018830347116801,6.624507282223385e-08,0.07884806114356468
99,full_primary_polish,215,324,0.0020187811441654143,9.712487872032965e-08,0.10745058523222117
99,full_primary_polish,220,330,0.0020187452705997017,1.1269205184077577e-07,0.11791436557826462
99,full_primary_polish,225,335,0.0020187452705997017,8.507651709944303e-08,0.08130282936086863
99,full_primary_polish,230,341,0.0020187258200969676,5.532406844666396e-08,0.09947616418605709
99,full_primary_polish,235,348,0.0020187156483516557,5.2382992571202436e-08,0.08186463365759855
99,full_primary_polish,240,354,0.002018704090129247,4.118047045465617e-08,0.07074399598324288
99,full_primary_polish,245,360,0.0020187029851168044,3.5073001500036255e-08,0.123976637808904
99,full_primary_polish,250,366,0.0020186565402184093,6.888188015200664e-08,0.12071863815835726
99,full_primary_polish,255,371,0.0020186565402184093,5.395745389553952e-08,0.09921280428949897
99,full_primary_polish,260,378,0.00201862928949318,6.789484777820418e-08,0.16383203150040127
99,full_primary_polish,265,384,0.00201862928949318,4.742380161574383e-08,0.11247535429378852
99,full_primary_polish,270,390,0.0020185839658379934,7.995905875086973e-08,0.11738557128143334
99,full_primary_polish,275,395,0.0020185839658379934,6.221948371711722e-08,0.08761410643394396
99,full_primary_polish,280,400,0.0020185839658379934,5.199089419833519e-08,0.0804943300139851
99,full_primary_polish,285,408,0.002018556421244199,5.528592575366684e-08,0.09149786698063833
99,full_primary_polish,290,415,0.002018553820331621,4.308489702942869e-08,0.06255492677749352
99,full_primary_polish,295,422,0.0020185510618619994,4.00249242659724e-08,0.061897348231739535
99,full_primary_polish,300,430,0.00201855020581317,2.1715361538891115e-08,0.045745775282616474
99,full_primary_polish,305,438,0.00201854224625534,2.1093774130610116e-08,0.05644826125274105
99,full_primary_polish,310,445,0.00201854224625534,1.157407628115184e-08,0.05644826125274105
99,full_primary_polish,315,453,0.00201854224625534,8.950225714645516e-09,0.03131538687676949
99,full_primary_polish,320,461,0.0020185366373064472,1.1666040077105283e-08,0.030896091250502744
99,full_primary_polish,325,468,0.0020185366373064472,8.547720282883059e-09,0.03684245450347712
99,full_primary_polish,330,475,0.0020185366373064472,6.971610305977344e-09,0.030896091250502744
99,full_primary_polish,335,482,0.0020185323768249163,8.545142294279218e-09,0.02424407600169609
99,full_primary_polish,340,487,0.0020185323768249163,7.225009179476216e-09,0.02424407600169609
99,full_primary_polish,345,492,0.0020185323768249163,5.643738104459117e-09,0.028358373130100367
99,full_primary_polish,350,500,0.0020185298986348174,5.676792238108047e-09,0.02620403166887253
99,full_primary_polish,355,506,0.0020185290755807945,4.296231900183939e-09,0.029417619901865977
99,full_primary_polish,359,511,0.0020185285335601365,3.843264779774397e-09,0.020786978950217083
100,coordinate_stability_polish,0,4,0.002018512195599744,0.0,0.035
100,coordinate_stability_polish,4,44,0.00201849042503454,0.0,0.035
100,coordinate_stability_polish,8,128,0.0020184794543604547,0.0,0.035
100,coordinate_stability_polish,12,212,0.0020184721054928505,0.0,0.035
100,coordinate_stability_polish,16,300,0.0020184659246635338,0.0,0.00875
100,coordinate_stability_polish,20,373,0.0020184585421513168,0.0,0.0021875
100,coordinate_stability_polish,24,441,0.002018449068223243,0.0,0.0021875
100,coordinate_stability_polish,28,503,0.002018439476827717,0.0,0.0021875
100,coordinate_stability_polish,32,565,0.0020184315878047678,0.0,0.0021875
100,coordinate_stability_polish,36,641,0.002018423979331845,0.0,0.0021875
100,coordinate_stability_polish,40,703,0.002018414236540149,0.0,0.0021875
100,coordinate_stability_polish,44,764,0.0020184099967087087,0.0,0.0021875
100,coordinate_stability_polish,48,837,0.002018404311793435,0.0,0.0021875
100,coordinate_stability_polish,52,897,0.002018399644281947,0.0,0.0021875
100,coordinate_stability_polish,56,977,0.002018395969052023,0.0,0.00109375
100,coordinate_stability_polish,60,1010,0.0020183920027941962,0.0,0.00109375
100,coordinate_stability_polish,64,1052,0.0020183891855633162,0.0,0.000546875
100,coordinate_stability_polish,68,1103,0.002018388203693814,0.0,0.000546875
100,coordinate_stability_polish,72,1155,0.002018388004951534,0.0,0.0002734375
100,coordinate_stability_polish,73,1179,0.002018388004951534,0.0,0.00013671875
