family,forward_velocity_bin_mps,yaw_rate_bin_radps,dataset,samples,old_rmse_radps,new_rmse_radps,delta_rmse_radps,relative_delta_pct,worsened_sample_fraction,mean_patch_delta_yaw_moment_nm,rmse_patch_delta_yaw_moment_nm
competition_diag,0.20,2.50,competition_diag:0.20:2.50,402,0.582206189,0.569893966,-0.012312224,-2.114753,0.000000000,0.002069435,0.002820887
competition_diag,0.20,3.00,competition_diag:0.20:3.00,614,0.544751015,0.534894351,-0.009856665,-1.809389,0.000000000,0.001899957,0.002143933
competition_diag,0.20,3.50,competition_diag:0.20:3.50,524,0.574577922,0.562292582,-0.012285340,-2.138150,0.000000000,0.002181757,0.002342535
competition_diag,0.20,4.00,competition_diag:0.20:4.00,889,0.561560778,0.549936002,-0.011624776,-2.070083,0.000000000,0.002156195,0.002237537
competition_diag,0.20,4.50,competition_diag:0.20:4.50,394,0.495089075,0.483707973,-0.011381102,-2.298799,0.000000000,0.002353410,0.002419933
competition_diag,0.20,5.00,competition_diag:0.20:5.00,107,0.319562404,0.310581430,-0.008980974,-2.810398,0.000000000,0.002813895,0.002964559
competition_diag,0.20,5.50,competition_diag:0.20:5.50,83,0.383617757,0.370428045,-0.013189712,-3.438243,0.000000000,0.003238554,0.003326971
competition_diag,0.30,-0.50,competition_diag:0.30:-0.50,391,0.212022709,0.193586256,-0.018436453,-8.695509,0.061381074,-0.004032275,0.004303169
competition_diag,0.30,-3.00,competition_diag:0.30:-3.00,93,0.610663951,0.602924835,-0.007739116,-1.267328,0.000000000,-0.001460665,0.001496107
competition_diag,0.30,-3.50,competition_diag:0.30:-3.50,412,0.535518624,0.526155807,-0.009362818,-1.748365,0.000000000,-0.001902977,0.002000541
competition_diag,0.30,-4.00,competition_diag:0.30:-4.00,562,0.603915350,0.590671293,-0.013244057,-2.193032,0.000000000,-0.002425902,0.002538971
competition_diag,0.30,-4.50,competition_diag:0.30:-4.50,284,0.557893908,0.540401266,-0.017492642,-3.135478,0.000000000,-0.003409285,0.003560517
competition_diag,0.30,-5.00,competition_diag:0.30:-5.00,306,0.515926782,0.499741620,-0.016185162,-3.137104,0.000000000,-0.003227794,0.003330426
competition_diag,0.30,-5.50,competition_diag:0.30:-5.50,358,0.490906028,0.474942884,-0.015963143,-3.251772,0.000000000,-0.003366658,0.003406242
competition_diag,0.30,-6.00,competition_diag:0.30:-6.00,265,0.419622303,0.404765905,-0.014856398,-3.540421,0.000000000,-0.003564628,0.003598882
competition_diag,0.30,0.00,competition_diag:0.30:0.00,3257,0.058509638,0.055946874,-0.002562764,-4.380071,0.305802886,-0.000031729,0.001126368
competition_diag,0.30,0.50,competition_diag:0.30:0.50,121,0.223066654,0.204661146,-0.018405508,-8.251125,0.066115702,0.003016886,0.003470546
competition_diag,0.30,2.50,competition_diag:0.30:2.50,110,0.487035605,0.483358715,-0.003676889,-0.754953,0.000000000,0.000892136,0.000904606
competition_diag,0.30,3.00,competition_diag:0.30:3.00,195,0.492811346,0.487153529,-0.005657817,-1.148070,0.000000000,0.001249390,0.001302621
competition_diag,0.30,3.50,competition_diag:0.30:3.50,359,0.573631315,0.564469725,-0.009161590,-1.597122,0.000000000,0.001755808,0.001849865
competition_diag,0.30,4.00,competition_diag:0.30:4.00,1161,0.572214387,0.561680060,-0.010534327,-1.840976,0.000000000,0.001995994,0.002061119
competition_diag,0.30,4.50,competition_diag:0.30:4.50,670,0.528772982,0.516316078,-0.012456904,-2.355813,0.000000000,0.002435683,0.002506740
competition_diag,0.30,5.00,competition_diag:0.30:5.00,467,0.533259076,0.518291890,-0.014967186,-2.806738,0.000000000,0.002820974,0.002891749
competition_diag,0.30,5.50,competition_diag:0.30:5.50,509,0.497957104,0.483960257,-0.013996846,-2.810854,0.000000000,0.002844831,0.002884882
competition_diag,0.30,6.00,competition_diag:0.30:6.00,288,0.512318697,0.495143805,-0.017174892,-3.352384,0.000000000,0.003428833,0.003473787
competition_diag,0.40,-0.50,competition_diag:0.40:-0.50,730,0.129342022,0.118821025,-0.010520998,-8.134246,0.068493151,-0.002732956,0.003029517
competition_diag,0.40,-3.50,competition_diag:0.40:-3.50,124,0.340923426,0.335379239,-0.005544187,-1.626226,0.000000000,-0.001841342,0.001865267
competition_diag,0.40,-4.00,competition_diag:0.40:-4.00,190,0.527646093,0.516075871,-0.011570223,-2.192800,0.000000000,-0.002384888,0.002407292
competition_diag,0.40,-4.50,competition_diag:0.40:-4.50,211,0.490459240,0.478665044,-0.011794197,-2.404725,0.000000000,-0.002820037,0.002835511
competition_diag,0.40,-5.00,competition_diag:0.40:-5.00,439,0.593089084,0.576761967,-0.016327117,-2.752895,0.000000000,-0.002926853,0.002960697
competition_diag,0.40,-5.50,competition_diag:0.40:-5.50,586,0.528028328,0.511727897,-0.016300431,-3.087037,0.000000000,-0.003297809,0.003323035
competition_diag,0.40,-6.00,competition_diag:0.40:-6.00,325,0.521346177,0.503437628,-0.017908549,-3.435059,0.000000000,-0.003559765,0.003598656
competition_diag,0.40,-6.50,competition_diag:0.40:-6.50,190,0.495535612,0.477647658,-0.017887954,-3.609822,0.000000000,-0.003706350,0.003743562
competition_diag,0.40,-7.00,competition_diag:0.40:-7.00,160,0.571083838,0.547832867,-0.023250971,-4.071376,0.000000000,-0.004049576,0.004079628
competition_diag,0.40,0.00,competition_diag:0.40:0.00,2742,0.068762907,0.066668928,-0.002093979,-3.045216,0.377461707,-0.000346754,0.001166240
competition_diag,0.40,0.50,competition_diag:0.40:0.50,115,0.211014871,0.194963511,-0.016051360,-7.606744,0.139130435,0.002953078,0.003346949
competition_diag,0.40,4.50,competition_diag:0.40:4.50,94,0.589739621,0.576848136,-0.012891485,-2.185962,0.000000000,0.002362319,0.002380269
competition_diag,0.40,5.00,competition_diag:0.40:5.00,417,0.519173003,0.506825068,-0.012347934,-2.378385,0.000000000,0.002598768,0.002614118
competition_diag,0.40,5.50,competition_diag:0.40:5.50,672,0.537468668,0.522356631,-0.015112037,-2.811706,0.000000000,0.002946919,0.002984681
competition_diag,0.40,6.00,competition_diag:0.40:6.00,256,0.568187500,0.549236563,-0.018950937,-3.335332,0.000000000,0.003487086,0.003516724
competition_diag,0.40,6.50,competition_diag:0.40:6.50,326,0.588843438,0.568438216,-0.020405222,-3.465305,0.000000000,0.003610536,0.003638326
competition_diag,0.40,7.00,competition_diag:0.40:7.00,248,0.481451970,0.463784756,-0.017667214,-3.669569,0.000000000,0.003650817,0.003676043
competition_diag,0.50,-0.50,competition_diag:0.50:-0.50,91,0.066249206,0.061173535,-0.005075671,-7.661482,0.252747253,-0.002094191,0.002372540
competition_diag,0.50,-5.00,competition_diag:0.50:-5.00,240,0.469213605,0.455200899,-0.014012706,-2.986424,0.000000000,-0.003204363,0.003213865
competition_diag,0.50,-5.50,competition_diag:0.50:-5.50,86,0.620687337,0.599646209,-0.021041129,-3.389972,0.000000000,-0.003591571,0.003598115
competition_diag,0.50,-6.50,competition_diag:0.50:-6.50,130,0.452784207,0.437044368,-0.015739839,-3.476234,0.000000000,-0.003579160,0.003595409
competition_diag,0.50,-7.00,competition_diag:0.50:-7.00,183,0.559986177,0.539537327,-0.020448850,-3.651671,0.000000000,-0.003845418,0.003857198
competition_diag,0.50,0.00,competition_diag:0.50:0.00,485,0.062446417,0.059800579,-0.002645838,-4.236973,0.389690722,-0.000653337,0.001283790
competition_diag,0.50,5.00,competition_diag:0.50:5.00,124,0.493694928,0.481607683,-0.012087245,-2.448323,0.000000000,0.002620825,0.002628468
competition_diag,0.50,5.50,competition_diag:0.50:5.50,134,0.465553678,0.453209722,-0.012343957,-2.651457,0.000000000,0.002845163,0.002850706
competition_diag,0.50,6.50,competition_diag:0.50:6.50,80,0.548705933,0.529742726,-0.018963207,-3.455987,0.000000000,0.003485373,0.003511807
competition_diag,0.50,7.00,competition_diag:0.50:7.00,91,0.509348168,0.493113260,-0.016234908,-3.187389,0.000000000,0.003498180,0.003515092
open_floor,-0.10,-0.50,open_floor:-0.10:-0.50,15375,0.196012160,0.191671130,-0.004341030,-2.214674,0.402731707,-0.002030628,0.005273612
open_floor,-0.10,-1.00,open_floor:-0.10:-1.00,5417,0.244483623,0.237829814,-0.006653808,-2.721576,0.280228909,-0.002331046,0.007174766
open_floor,-0.10,-1.50,open_floor:-0.10:-1.50,4705,0.200716230,0.196348837,-0.004367392,-2.175904,0.271625930,-0.000576315,0.005485068
open_floor,-0.10,-10.00,open_floor:-0.10:-10.00,494,0.108047748,0.108126435,0.000078687,0.072826,0.406882591,0.000980156,0.002866154
open_floor,-0.10,-10.50,open_floor:-0.10:-10.50,429,0.118124753,0.119864251,0.001739498,1.472594,0.459207459,0.001068029,0.002639153
open_floor,-0.10,-11.00,open_floor:-0.10:-11.00,270,0.128419260,0.127147924,-0.001271336,-0.989989,0.418518519,0.000646990,0.002535520
open_floor,-0.10,-11.50,open_floor:-0.10:-11.50,227,0.112230152,0.110318360,-0.001911792,-1.703457,0.414096916,0.001466379,0.003344560
open_floor,-0.10,-12.00,open_floor:-0.10:-12.00,135,0.131786368,0.131564892,-0.000221476,-0.168057,0.385185185,0.001081490,0.002965901
open_floor,-0.10,-12.50,open_floor:-0.10:-12.50,115,0.147757200,0.148732628,0.000975428,0.660156,0.573913043,0.001806571,0.003449619
open_floor,-0.10,-13.00,open_floor:-0.10:-13.00,112,0.123961336,0.125661212,0.001699876,1.371295,0.562500000,0.001782883,0.003512651
open_floor,-0.10,-13.50,open_floor:-0.10:-13.50,94,0.117836431,0.121342494,0.003506063,2.975364,0.500000000,0.001190745,0.002921284
open_floor,-0.10,-14.00,open_floor:-0.10:-14.00,100,0.119969688,0.122593186,0.002623498,2.186801,0.410000000,0.000885265,0.002562746
open_floor,-0.10,-14.50,open_floor:-0.10:-14.50,98,0.114197427,0.116945943,0.002748516,2.406811,0.622448980,0.000986030,0.001699409
open_floor,-0.10,-2.00,open_floor:-0.10:-2.00,4803,0.194348684,0.191757300,-0.002591384,-1.333368,0.290027066,-0.000113786,0.004398515
open_floor,-0.10,-2.50,open_floor:-0.10:-2.50,4624,0.218854184,0.216405878,-0.002448306,-1.118693,0.276167820,-0.000142713,0.003182541
open_floor,-0.10,-3.00,open_floor:-0.10:-3.00,3790,0.249066512,0.245971764,-0.003094748,-1.242539,0.222691293,-0.000453340,0.002506307
open_floor,-0.10,-3.50,open_floor:-0.10:-3.50,2187,0.252831141,0.248685175,-0.004145966,-1.639816,0.200731596,-0.000551798,0.002680601
open_floor,-0.10,-4.00,open_floor:-0.10:-4.00,886,0.186700982,0.182997961,-0.003703020,-1.983396,0.256207675,0.000211679,0.003192763
open_floor,-0.10,-4.50,open_floor:-0.10:-4.50,607,0.153857906,0.148084545,-0.005773361,-3.752398,0.288303130,0.000602794,0.003657654
open_floor,-0.10,-5.00,open_floor:-0.10:-5.00,494,0.130680172,0.126701776,-0.003978396,-3.044376,0.283400810,0.000690068,0.003682092
open_floor,-0.10,-5.50,open_floor:-0.10:-5.50,467,0.120437314,0.115643839,-0.004793475,-3.980058,0.308351178,0.001055484,0.004156530
open_floor,-0.10,-6.00,open_floor:-0.10:-6.00,541,0.100949365,0.098075869,-0.002873496,-2.846472,0.364140481,0.000026372,0.003130009
open_floor,-0.10,-6.50,open_floor:-0.10:-6.50,442,0.104996726,0.101241562,-0.003755164,-3.576458,0.289592760,0.000132640,0.003337553
open_floor,-0.10,-7.00,open_floor:-0.10:-7.00,415,0.114073953,0.109637390,-0.004436562,-3.889198,0.298795181,0.001119720,0.003926165
open_floor,-0.10,-7.50,open_floor:-0.10:-7.50,394,0.115629228,0.111370753,-0.004258475,-3.682871,0.291878173,0.001061756,0.003859764
open_floor,-0.10,-8.00,open_floor:-0.10:-8.00,425,0.108103003,0.104901314,-0.003201689,-2.961702,0.296470588,0.001199970,0.003733521
open_floor,-0.10,-8.50,open_floor:-0.10:-8.50,494,0.110993381,0.107565625,-0.003427756,-3.088253,0.271255061,0.001227504,0.003878980
open_floor,-0.10,-9.00,open_floor:-0.10:-9.00,519,0.112212901,0.109501272,-0.002711629,-2.416504,0.254335260,0.000731291,0.003437498
open_floor,-0.10,-9.50,open_floor:-0.10:-9.50,495,0.112503555,0.112439537,-0.000064018,-0.056903,0.371717172,0.001052300,0.003280185
open_floor,-0.10,0.00,open_floor:-0.10:0.00,333740,0.070786950,0.068122436,-0.002664515,-3.764133,0.364121771,-0.000215142,0.001808604
open_floor,-0.10,0.50,open_floor:-0.10:0.50,15178,0.209029691,0.204669895,-0.004359797,-2.085731,0.373962314,-0.001027149,0.005742432
open_floor,-0.10,1.00,open_floor:-0.10:1.00,5775,0.239084024,0.227967768,-0.011116256,-4.649518,0.196709957,-0.004266794,0.008334127
open_floor,-0.10,1.50,open_floor:-0.10:1.50,4623,0.184886549,0.173420485,-0.011466064,-6.201676,0.242915856,-0.006848905,0.009211315
open_floor,-0.10,10.00,open_floor:-0.10:10.00,330,0.117169466,0.121047777,0.003878310,3.310001,0.536363636,-0.004363300,0.005781569
open_floor,-0.10,10.50,open_floor:-0.10:10.50,237,0.120386923,0.126170129,0.005783205,4.803848,0.599156118,-0.003823188,0.005771338
open_floor,-0.10,11.00,open_floor:-0.10:11.00,278,0.131181116,0.138322831,0.007141715,5.444164,0.604316547,-0.003155891,0.005186453
open_floor,-0.10,11.50,open_floor:-0.10:11.50,327,0.115413124,0.118822103,0.003408979,2.953718,0.550458716,-0.003701415,0.005561383
open_floor,-0.10,12.00,open_floor:-0.10:12.00,292,0.118507878,0.123575352,0.005067474,4.276065,0.541095890,-0.003473837,0.005282044
open_floor,-0.10,12.50,open_floor:-0.10:12.50,240,0.115261054,0.119704338,0.004443285,3.854975,0.500000000,-0.002954611,0.005094758
open_floor,-0.10,13.00,open_floor:-0.10:13.00,228,0.121177844,0.127013606,0.005835762,4.815865,0.548245614,-0.002736295,0.004771006
open_floor,-0.10,13.50,open_floor:-0.10:13.50,195,0.135095532,0.139268957,0.004173425,3.089240,0.517948718,-0.001554748,0.003998574
open_floor,-0.10,14.00,open_floor:-0.10:14.00,183,0.136412666,0.140478317,0.004065650,2.980405,0.508196721,-0.001623998,0.004071534
open_floor,-0.10,14.50,open_floor:-0.10:14.50,186,0.134417590,0.139604864,0.005187273,3.859073,0.596774194,-0.001460052,0.003636912
open_floor,-0.10,15.00,open_floor:-0.10:15.00,128,0.141954343,0.145297022,0.003342679,2.354756,0.468750000,-0.000653475,0.003226644
open_floor,-0.10,15.50,open_floor:-0.10:15.50,124,0.138084681,0.142090347,0.004005666,2.900876,0.580645161,-0.001164696,0.003389660
open_floor,-0.10,16.00,open_floor:-0.10:16.00,107,0.149940915,0.155736879,0.005795963,3.865498,0.738317757,-0.001528200,0.002976297
open_floor,-0.10,16.50,open_floor:-0.10:16.50,95,0.145404226,0.149976395,0.004572169,3.144454,0.652631579,-0.001334747,0.002701693
open_floor,-0.10,2.00,open_floor:-0.10:2.00,4443,0.165465941,0.160916618,-0.004549324,-2.749402,0.345037137,-0.007421268,0.009151165
open_floor,-0.10,2.50,open_floor:-0.10:2.50,4268,0.183759858,0.184442250,0.000682391,0.371349,0.457122774,-0.006623078,0.008201410
open_floor,-0.10,3.00,open_floor:-0.10:3.00,2751,0.214498267,0.213251690,-0.001246577,-0.581159,0.489276627,-0.005668368,0.007085517
open_floor,-0.10,3.50,open_floor:-0.10:3.50,1766,0.212186796,0.204959083,-0.007227713,-3.406297,0.381653454,-0.004789407,0.006427347
open_floor,-0.10,4.00,open_floor:-0.10:4.00,1394,0.160798187,0.142084898,-0.018713288,-11.637748,0.164992826,-0.006181373,0.007201187
open_floor,-0.10,4.50,open_floor:-0.10:4.50,723,0.144389827,0.128283077,-0.016106750,-11.155045,0.222683264,-0.006489488,0.007893144
open_floor,-0.10,5.00,open_floor:-0.10:5.00,699,0.136995979,0.119382255,-0.017613724,-12.857110,0.248927039,-0.006600367,0.008019938
open_floor,-0.10,5.50,open_floor:-0.10:5.50,477,0.112263877,0.099633048,-0.012630829,-11.251018,0.318658281,-0.006788937,0.008217488
open_floor,-0.10,6.00,open_floor:-0.10:6.00,490,0.113402467,0.105415907,-0.007986560,-7.042669,0.367346939,-0.007441372,0.008546760
open_floor,-0.10,6.50,open_floor:-0.10:6.50,493,0.124011728,0.118985076,-0.005026652,-4.053369,0.397565923,-0.006879601,0.008238560
open_floor,-0.10,7.00,open_floor:-0.10:7.00,493,0.107626112,0.103288810,-0.004337302,-4.029972,0.405679513,-0.006491712,0.007812233
open_floor,-0.10,7.50,open_floor:-0.10:7.50,576,0.102558775,0.100138896,-0.002419879,-2.359504,0.401041667,-0.005832758,0.007160010
open_floor,-0.10,8.00,open_floor:-0.10:8.00,586,0.100676073,0.099354194,-0.001321879,-1.313002,0.430034130,-0.005648883,0.006911317
open_floor,-0.10,8.50,open_floor:-0.10:8.50,619,0.097896468,0.097705143,-0.000191325,-0.195437,0.421647819,-0.005594077,0.006467683
open_floor,-0.10,9.00,open_floor:-0.10:9.00,607,0.100715428,0.102819946,0.002104518,2.089569,0.484349259,-0.005181033,0.006051766
open_floor,-0.10,9.50,open_floor:-0.10:9.50,443,0.107915502,0.110506048,0.002590547,2.400532,0.485327314,-0.005149357,0.006247497
open_floor,-0.20,-0.50,open_floor:-0.20:-0.50,10026,0.191856399,0.187049356,-0.004807043,-2.505542,0.480251346,-0.002050886,0.005243737
open_floor,-0.20,-1.00,open_floor:-0.20:-1.00,1941,0.304150175,0.294837823,-0.009312352,-3.061761,0.171045853,-0.005392972,0.009283802
open_floor,-0.20,-1.50,open_floor:-0.20:-1.50,1409,0.231295273,0.224991456,-0.006303816,-2.725441,0.237757275,-0.003915423,0.009596068
open_floor,-0.20,-2.00,open_floor:-0.20:-2.00,1365,0.196836610,0.189483763,-0.007352847,-3.735508,0.243223443,-0.003751168,0.009941695
open_floor,-0.20,-2.50,open_floor:-0.20:-2.50,1554,0.217503168,0.211639148,-0.005864019,-2.696062,0.163449163,-0.003829219,0.006821943
open_floor,-0.20,-3.00,open_floor:-0.20:-3.00,1257,0.258989619,0.252232013,-0.006757606,-2.609219,0.097056484,-0.002746134,0.004438993
open_floor,-0.20,-3.50,open_floor:-0.20:-3.50,492,0.258034823,0.252341722,-0.005693101,-2.206330,0.107723577,-0.001807105,0.003603041
open_floor,-0.20,-4.00,open_floor:-0.20:-4.00,142,0.228943030,0.225259122,-0.003683907,-1.609094,0.309859155,-0.000310007,0.003763575
open_floor,-0.20,-4.50,open_floor:-0.20:-4.50,87,0.189787221,0.188506486,-0.001280735,-0.674827,0.321839080,0.000586827,0.005426001
open_floor,-0.20,-5.50,open_floor:-0.20:-5.50,80,0.140717859,0.138711395,-0.002006463,-1.425877,0.450000000,0.000776411,0.004900986
open_floor,-0.20,-6.00,open_floor:-0.20:-6.00,87,0.130269669,0.130413709,0.000144040,0.110571,0.448275862,0.000065704,0.004106047
open_floor,-0.20,-6.50,open_floor:-0.20:-6.50,81,0.165693112,0.164931389,-0.000761723,-0.459719,0.456790123,0.000126593,0.004265608
open_floor,-0.20,0.00,open_floor:-0.20:0.00,71899,0.076093867,0.072387837,-0.003706031,-4.870341,0.337306499,-0.000097220,0.003023215
open_floor,-0.20,0.50,open_floor:-0.20:0.50,4439,0.234950366,0.238767616,0.003817251,1.624705,0.423969362,-0.002894807,0.008884668
open_floor,-0.20,1.00,open_floor:-0.20:1.00,2511,0.273147090,0.269019158,-0.004127932,-1.511249,0.298287535,-0.004164662,0.010072062
open_floor,-0.20,1.50,open_floor:-0.20:1.50,1569,0.177811842,0.179806046,0.001994204,1.121525,0.420650096,-0.008642710,0.011964406
open_floor,-0.20,11.50,open_floor:-0.20:11.50,114,0.148314298,0.160581083,0.012266785,8.270804,0.719298246,-0.006478662,0.006997480
open_floor,-0.20,12.00,open_floor:-0.20:12.00,102,0.121908214,0.128816383,0.006908170,5.666698,0.617647059,-0.006646117,0.007276457
open_floor,-0.20,2.00,open_floor:-0.20:2.00,1095,0.173149128,0.181893056,0.008743927,5.049940,0.552511416,-0.010103142,0.012038461
open_floor,-0.20,2.50,open_floor:-0.20:2.50,866,0.219854566,0.232037863,0.012183297,5.541526,0.713625866,-0.009172227,0.010676039
open_floor,-0.20,3.00,open_floor:-0.20:3.00,631,0.267527487,0.277784029,0.010256542,3.833827,0.795562599,-0.006571552,0.007963324
open_floor,-0.20,3.50,open_floor:-0.20:3.50,350,0.247845028,0.249960968,0.002115940,0.853735,0.677142857,-0.006614897,0.007669180
open_floor,-0.20,4.00,open_floor:-0.20:4.00,183,0.212708596,0.204513460,-0.008195136,-3.852753,0.459016393,-0.008137448,0.009300806
open_floor,-0.20,4.50,open_floor:-0.20:4.50,139,0.147099082,0.131829061,-0.015270021,-10.380773,0.345323741,-0.009916458,0.010382261
open_floor,-0.20,5.00,open_floor:-0.20:5.00,120,0.109991373,0.096840319,-0.013151053,-11.956441,0.408333333,-0.010274640,0.010834929
open_floor,-0.20,5.50,open_floor:-0.20:5.50,120,0.112990709,0.109048791,-0.003941919,-3.488711,0.508333333,-0.010619490,0.011038461
open_floor,-0.20,6.00,open_floor:-0.20:6.00,116,0.121188968,0.115984540,-0.005204428,-4.294474,0.456896552,-0.009856792,0.010279392
open_floor,-0.20,6.50,open_floor:-0.20:6.50,102,0.120901408,0.113523705,-0.007377703,-6.102247,0.450980392,-0.010286176,0.010559470
open_floor,-0.20,7.00,open_floor:-0.20:7.00,113,0.117891274,0.107745767,-0.010145507,-8.605817,0.380530973,-0.010361669,0.010704093
open_floor,-0.20,7.50,open_floor:-0.20:7.50,110,0.114641788,0.117205361,0.002563573,2.236160,0.490909091,-0.009267892,0.009494089
open_floor,-0.20,8.00,open_floor:-0.20:8.00,105,0.120077228,0.114791476,-0.005285752,-4.401961,0.409523810,-0.008927014,0.009183918
open_floor,-0.20,8.50,open_floor:-0.20:8.50,123,0.114980970,0.114052194,-0.000928776,-0.807765,0.512195122,-0.009026572,0.009341640
open_floor,-0.20,9.00,open_floor:-0.20:9.00,99,0.116650539,0.128862290,0.012211751,10.468663,0.626262626,-0.008471216,0.008936557
open_floor,-0.30,-0.50,open_floor:-0.30:-0.50,2265,0.281633610,0.271299435,-0.010334175,-3.669369,0.322737307,-0.005059621,0.008345411
open_floor,-0.30,-1.00,open_floor:-0.30:-1.00,1300,0.328962725,0.313973750,-0.014988976,-4.556436,0.187692308,-0.007432354,0.010200377
open_floor,-0.30,-1.50,open_floor:-0.30:-1.50,615,0.277312538,0.271814626,-0.005497912,-1.982569,0.263414634,-0.006777601,0.009901919
open_floor,-0.30,-2.00,open_floor:-0.30:-2.00,503,0.205243666,0.211287687,0.006044021,2.944803,0.383697813,-0.007370143,0.010803165
open_floor,-0.30,-2.50,open_floor:-0.30:-2.50,595,0.235330610,0.234641694,-0.000688915,-0.292744,0.260504202,-0.006308026,0.009566254
open_floor,-0.30,-3.00,open_floor:-0.30:-3.00,429,0.264100791,0.260005275,-0.004095517,-1.550740,0.186480186,-0.004320664,0.006980035
open_floor,-0.30,-3.50,open_floor:-0.30:-3.50,126,0.298935333,0.292829496,-0.006105836,-2.042527,0.119047619,-0.003034443,0.005344455
open_floor,-0.30,0.00,open_floor:-0.30:0.00,73274,0.071725544,0.066413486,-0.005312057,-7.406089,0.419753255,0.000134046,0.002855325
open_floor,-0.30,0.50,open_floor:-0.30:0.50,2918,0.228322798,0.225948990,-0.002373807,-1.039672,0.391363948,-0.001148770,0.006675846
open_floor,-0.30,1.00,open_floor:-0.30:1.00,1159,0.298350564,0.293331728,-0.005018837,-1.682194,0.246764452,-0.004282678,0.009991423
open_floor,-0.30,1.50,open_floor:-0.30:1.50,534,0.183732358,0.182167508,-0.001564850,-0.851701,0.440074906,-0.010563727,0.012963673
open_floor,-0.30,2.00,open_floor:-0.30:2.00,465,0.157407503,0.164256136,0.006848633,4.350894,0.537634409,-0.011433926,0.013056330
open_floor,-0.30,2.50,open_floor:-0.30:2.50,352,0.182776545,0.194106109,0.011329564,6.198588,0.735795455,-0.010137732,0.011474780
open_floor,-0.30,3.00,open_floor:-0.30:3.00,240,0.189388135,0.200884665,0.011496529,6.070354,0.750000000,-0.009418736,0.010271818
open_floor,-0.30,3.50,open_floor:-0.30:3.50,135,0.158771132,0.159381497,0.000610365,0.384431,0.511111111,-0.009306615,0.010064743
open_floor,-0.40,-0.50,open_floor:-0.40:-0.50,1448,0.306175614,0.289218745,-0.016956868,-5.538282,0.238259669,-0.004665968,0.009230183
open_floor,-0.40,-1.00,open_floor:-0.40:-1.00,933,0.324251955,0.302190439,-0.022061516,-6.803819,0.111468382,-0.005884353,0.010241865
open_floor,-0.40,-1.50,open_floor:-0.40:-1.50,300,0.281186782,0.255682613,-0.025504169,-9.070188,0.080000000,-0.006503127,0.010334822
open_floor,-0.40,-2.00,open_floor:-0.40:-2.00,147,0.250116081,0.205329896,-0.044786186,-17.906160,0.034013605,0.005757608,0.015500453
open_floor,-0.40,0.00,open_floor:-0.40:0.00,4003,0.230445943,0.207578600,-0.022867343,-9.923083,0.336997252,0.001338439,0.008373806
open_floor,-0.40,0.50,open_floor:-0.40:0.50,947,0.258302322,0.256368514,-0.001933808,-0.748661,0.403379092,-0.001662803,0.006941103
open_floor,-0.40,1.00,open_floor:-0.40:1.00,364,0.349317226,0.343521477,-0.005795749,-1.659165,0.156593407,-0.000787081,0.006753326
open_floor,-0.40,1.50,open_floor:-0.40:1.50,88,0.215228287,0.197249449,-0.017978837,-8.353380,0.181818182,-0.007051391,0.009812883
open_floor,-0.50,-0.50,open_floor:-0.50:-0.50,1484,0.307430052,0.285434360,-0.021995693,-7.154698,0.219676550,-0.001990792,0.008338622
open_floor,-0.50,-1.00,open_floor:-0.50:-1.00,858,0.298623550,0.271377284,-0.027246266,-9.123951,0.101398601,-0.004067957,0.010088127
open_floor,-0.50,-1.50,open_floor:-0.50:-1.50,262,0.257160890,0.229553470,-0.027607420,-10.735466,0.045801527,-0.005647775,0.009700250
open_floor,-0.50,0.00,open_floor:-0.50:0.00,8086,0.254195092,0.241052884,-0.013142208,-5.170127,0.297427653,0.000817698,0.004679079
open_floor,-0.50,0.50,open_floor:-0.50:0.50,1991,0.210129325,0.205506332,-0.004622993,-2.200070,0.367654445,-0.001316331,0.005483961
open_floor,-0.50,1.00,open_floor:-0.50:1.00,464,0.356342377,0.352339056,-0.004003321,-1.123448,0.209051724,0.000957361,0.003841716
open_floor,-0.60,-0.50,open_floor:-0.60:-0.50,712,0.295862486,0.286005034,-0.009857452,-3.331768,0.317415730,-0.005600245,0.008253715
open_floor,-0.60,-1.00,open_floor:-0.60:-1.00,360,0.346137992,0.330388537,-0.015749455,-4.550051,0.119444444,-0.007996815,0.010101113
open_floor,-0.60,-1.50,open_floor:-0.60:-1.50,106,0.271923492,0.246816185,-0.025107307,-9.233225,0.122641509,-0.009059605,0.010153205
open_floor,-0.60,0.00,open_floor:-0.60:0.00,20991,0.069071874,0.067250103,-0.001821771,-2.637500,0.417274070,-0.000097262,0.001752481
open_floor,-0.60,0.50,open_floor:-0.60:0.50,1189,0.160327642,0.159085029,-0.001242612,-0.775046,0.430613961,-0.000489664,0.004138821
open_floor,-0.60,1.00,open_floor:-0.60:1.00,123,0.394621482,0.389908594,-0.004712887,-1.194280,0.162601626,0.001590428,0.003650420
open_floor,-0.70,-0.50,open_floor:-0.70:-0.50,323,0.309855768,0.288631503,-0.021224265,-6.849724,0.247678019,-0.008473757,0.010079951
open_floor,-0.70,-1.00,open_floor:-0.70:-1.00,181,0.362842620,0.337872382,-0.024970238,-6.881837,0.099447514,-0.009387107,0.011148144
open_floor,-0.70,0.00,open_floor:-0.70:0.00,292,0.174727982,0.164702205,-0.010025777,-5.737934,0.434931507,-0.006767894,0.008510913
