family,forward_velocity_bin_mps,yaw_rate_bin_radps,dataset,samples,old_rmse_radps,new_rmse_radps,delta_rmse_radps,relative_delta_pct,worsened_sample_fraction,mean_patch_delta_yaw_moment_nm,rmse_patch_delta_yaw_moment_nm
open_floor,-0.70,0.50,open_floor:-0.70:0.50,150,0.286952190,0.289913431,0.002961242,1.031963,0.480000000,-0.003755477,0.006995778
open_floor,-0.80,-0.50,open_floor:-0.80:-0.50,96,0.318043227,0.294392374,-0.023650853,-7.436364,0.281250000,-0.010769995,0.011688548
open_floor,-0.80,-1.00,open_floor:-0.80:-1.00,91,0.325981702,0.305913816,-0.020067886,-6.156139,0.153846154,-0.008960114,0.010715705
open_floor,0.00,-0.50,open_floor:0.00:-0.50,46409,0.205836468,0.201904628,-0.003931840,-1.910176,0.364562908,-0.000337803,0.004307696
open_floor,0.00,-1.00,open_floor:0.00:-1.00,18774,0.224860453,0.218108457,-0.006751996,-3.002750,0.359113668,0.000299256,0.006242525
open_floor,0.00,-1.50,open_floor:0.00:-1.50,10743,0.211317115,0.207298765,-0.004018350,-1.901573,0.416177976,0.002096051,0.007062858
open_floor,0.00,-10.00,open_floor:0.00:-10.00,1001,0.106489416,0.103126628,-0.003362787,-3.157861,0.490509491,0.004062013,0.005178717
open_floor,0.00,-10.50,open_floor:0.00:-10.50,768,0.108599843,0.107746510,-0.000853333,-0.785759,0.523437500,0.003844920,0.004923953
open_floor,0.00,-11.00,open_floor:0.00:-11.00,702,0.107904112,0.106178391,-0.001725721,-1.599310,0.471509972,0.004388899,0.005370674
open_floor,0.00,-11.50,open_floor:0.00:-11.50,642,0.107442141,0.106003700,-0.001438440,-1.338805,0.470404984,0.004037040,0.005197941
open_floor,0.00,-12.00,open_floor:0.00:-12.00,618,0.102592161,0.103428140,0.000835978,0.814856,0.498381877,0.003863516,0.004821617
open_floor,0.00,-12.50,open_floor:0.00:-12.50,527,0.099403807,0.101050281,0.001646474,1.656349,0.480075901,0.003361991,0.004501390
open_floor,0.00,-13.00,open_floor:0.00:-13.00,445,0.106638231,0.108361974,0.001723743,1.616440,0.555056180,0.002808095,0.003831443
open_floor,0.00,-13.50,open_floor:0.00:-13.50,443,0.104668705,0.107596370,0.002927666,2.797078,0.625282167,0.002325695,0.003184380
open_floor,0.00,-14.00,open_floor:0.00:-14.00,339,0.117811042,0.120455171,0.002644129,2.244381,0.625368732,0.002350239,0.003373433
open_floor,0.00,-14.50,open_floor:0.00:-14.50,220,0.119730435,0.123147698,0.003417263,2.854131,0.618181818,0.002061403,0.003027517
open_floor,0.00,-15.00,open_floor:0.00:-15.00,143,0.117540315,0.120119926,0.002579610,2.194660,0.741258741,0.001849109,0.002758403
open_floor,0.00,-2.00,open_floor:0.00:-2.00,9736,0.205521405,0.204578892,-0.000942513,-0.458596,0.432415776,0.003180647,0.007222765
open_floor,0.00,-2.50,open_floor:0.00:-2.50,11423,0.241580423,0.241380320,-0.000200103,-0.082831,0.409612186,0.002719820,0.005975707
open_floor,0.00,-3.00,open_floor:0.00:-3.00,9554,0.278965561,0.277142336,-0.001823226,-0.653567,0.354720536,0.001868368,0.004625487
open_floor,0.00,-3.50,open_floor:0.00:-3.50,6309,0.269607484,0.263452184,-0.006155299,-2.283060,0.272150896,0.002282145,0.004873301
open_floor,0.00,-4.00,open_floor:0.00:-4.00,2889,0.202944060,0.191507388,-0.011436672,-5.635381,0.277258567,0.003302391,0.005776310
open_floor,0.00,-4.50,open_floor:0.00:-4.50,1629,0.154135555,0.139596523,-0.014539032,-9.432627,0.264579497,0.004063623,0.006177862
open_floor,0.00,-5.00,open_floor:0.00:-5.00,1707,0.143383886,0.128138250,-0.015245636,-10.632740,0.187463386,0.004333348,0.006018301
open_floor,0.00,-5.50,open_floor:0.00:-5.50,2057,0.138311016,0.121667207,-0.016643809,-12.033610,0.135148274,0.004972709,0.006136450
open_floor,0.00,-6.00,open_floor:0.00:-6.00,1289,0.129564418,0.115855997,-0.013708421,-10.580390,0.214119472,0.004153439,0.006002816
open_floor,0.00,-6.50,open_floor:0.00:-6.50,1200,0.115181453,0.105064344,-0.010117109,-8.783627,0.290833333,0.003486018,0.005683543
open_floor,0.00,-7.00,open_floor:0.00:-7.00,930,0.114711053,0.106540083,-0.008170971,-7.123089,0.305376344,0.003966232,0.005825494
open_floor,0.00,-7.50,open_floor:0.00:-7.50,739,0.122966932,0.117499396,-0.005467535,-4.446346,0.353179973,0.004735385,0.006245830
open_floor,0.00,-8.00,open_floor:0.00:-8.00,737,0.112925630,0.107448392,-0.005477238,-4.850305,0.385345997,0.004611354,0.006011349
open_floor,0.00,-8.50,open_floor:0.00:-8.50,832,0.105577209,0.099165928,-0.006411281,-6.072599,0.379807692,0.004970259,0.006144755
open_floor,0.00,-9.00,open_floor:0.00:-9.00,881,0.108045274,0.104788205,-0.003257068,-3.014540,0.449489217,0.004564185,0.005710731
open_floor,0.00,-9.50,open_floor:0.00:-9.50,884,0.105717551,0.102437743,-0.003279809,-3.102426,0.444570136,0.004251748,0.005385607
open_floor,0.00,0.00,open_floor:0.00:0.00,540414,0.126066996,0.122676087,-0.003390909,-2.689767,0.393759229,0.000088828,0.002077996
open_floor,0.00,0.50,open_floor:0.00:0.50,47470,0.189031941,0.185180712,-0.003851229,-2.037343,0.470613019,0.000414520,0.004155979
open_floor,0.00,1.00,open_floor:0.00:1.00,16117,0.220535673,0.213492528,-0.007043144,-3.193653,0.423155674,-0.000319670,0.006364059
open_floor,0.00,1.50,open_floor:0.00:1.50,11749,0.206831214,0.202786817,-0.004044396,-1.955409,0.447953017,-0.001776046,0.006485444
open_floor,0.00,10.00,open_floor:0.00:10.00,927,0.118950682,0.116746784,-0.002203897,-1.852782,0.422869471,-0.003148135,0.005023128
open_floor,0.00,10.50,open_floor:0.00:10.50,759,0.126005832,0.126696582,0.000690751,0.548189,0.474308300,-0.002361064,0.004553892
open_floor,0.00,11.00,open_floor:0.00:11.00,738,0.122743317,0.123117143,0.000373826,0.304559,0.481029810,-0.001820816,0.004082157
open_floor,0.00,11.50,open_floor:0.00:11.50,725,0.122553021,0.124643725,0.002090704,1.705959,0.521379310,-0.002430857,0.004331730
open_floor,0.00,12.00,open_floor:0.00:12.00,631,0.121392332,0.123648133,0.002255801,1.858273,0.567353407,-0.001992262,0.003704804
open_floor,0.00,12.50,open_floor:0.00:12.50,454,0.128395858,0.129426317,0.001030458,0.802564,0.422907489,-0.001173509,0.003257155
open_floor,0.00,13.00,open_floor:0.00:13.00,454,0.141246230,0.142584626,0.001338396,0.947562,0.374449339,-0.001165273,0.003610898
open_floor,0.00,13.50,open_floor:0.00:13.50,555,0.144643849,0.143777462,-0.000866387,-0.598979,0.290090090,-0.000014977,0.002779248
open_floor,0.00,14.00,open_floor:0.00:14.00,360,0.145717484,0.146942413,0.001224930,0.840619,0.452777778,-0.000634070,0.002896271
open_floor,0.00,14.50,open_floor:0.00:14.50,403,0.147079739,0.149536564,0.002456825,1.670404,0.625310174,-0.000983211,0.002643306
open_floor,0.00,15.00,open_floor:0.00:15.00,258,0.162696249,0.165973663,0.003277414,2.014438,0.631782946,-0.000901984,0.002580793
open_floor,0.00,15.50,open_floor:0.00:15.50,345,0.158451873,0.159927100,0.001475228,0.931026,0.562318841,-0.000299188,0.002219721
open_floor,0.00,16.00,open_floor:0.00:16.00,459,0.155722649,0.155928795,0.000206147,0.132381,0.479302832,-0.000034357,0.001965959
open_floor,0.00,16.50,open_floor:0.00:16.50,569,0.147996026,0.146758511,-0.001237515,-0.836181,0.367311072,0.000337696,0.001750795
open_floor,0.00,17.00,open_floor:0.00:17.00,404,0.159376416,0.156422549,-0.002953867,-1.853390,0.175742574,0.000906085,0.001649928
open_floor,0.00,17.50,open_floor:0.00:17.50,348,0.152700384,0.149667806,-0.003032577,-1.985966,0.201149425,0.000914206,0.001647546
open_floor,0.00,18.00,open_floor:0.00:18.00,134,0.154957422,0.154820065,-0.000137357,-0.088642,0.485074627,0.000038721,0.002097171
open_floor,0.00,2.00,open_floor:0.00:2.00,10787,0.212819167,0.211260043,-0.001559124,-0.732605,0.428478724,-0.001939267,0.005801858
open_floor,0.00,2.50,open_floor:0.00:2.50,11419,0.248777122,0.247230230,-0.001546891,-0.621798,0.348979771,-0.002115463,0.005236827
open_floor,0.00,21.50,open_floor:0.00:21.50,80,0.184067540,0.180718255,-0.003349285,-1.819595,0.212500000,0.000952111,0.001793255
open_floor,0.00,3.00,open_floor:0.00:3.00,10768,0.283514649,0.281427122,-0.002087528,-0.736303,0.315100297,-0.001873579,0.004377913
open_floor,0.00,3.50,open_floor:0.00:3.50,6353,0.274299551,0.269365375,-0.004934176,-1.798828,0.248229183,-0.001901758,0.004274699
open_floor,0.00,4.00,open_floor:0.00:4.00,3539,0.185268962,0.173007916,-0.012261047,-6.617971,0.213054535,-0.003633719,0.005629356
open_floor,0.00,4.50,open_floor:0.00:4.50,2567,0.148414379,0.134181460,-0.014232919,-9.589987,0.153876120,-0.004141701,0.005727648
open_floor,0.00,5.00,open_floor:0.00:5.00,1782,0.128576410,0.116783260,-0.011793150,-9.172094,0.240179574,-0.003042871,0.005534343
open_floor,0.00,5.50,open_floor:0.00:5.50,1998,0.122462393,0.108636532,-0.013825861,-11.289883,0.185185185,-0.003565087,0.005685801
open_floor,0.00,6.00,open_floor:0.00:6.00,2077,0.124677311,0.108759227,-0.015918084,-12.767426,0.146364949,-0.004154852,0.005867781
open_floor,0.00,6.50,open_floor:0.00:6.50,1641,0.120045478,0.107020425,-0.013025053,-10.850099,0.171237051,-0.003967226,0.005683885
open_floor,0.00,7.00,open_floor:0.00:7.00,1314,0.119612464,0.111103139,-0.008509325,-7.114079,0.237442922,-0.003397860,0.005569007
open_floor,0.00,7.50,open_floor:0.00:7.50,1151,0.115290648,0.105964492,-0.009326156,-8.089256,0.255430061,-0.003724524,0.005803709
open_floor,0.00,8.00,open_floor:0.00:8.00,936,0.116855051,0.112242428,-0.004612623,-3.947303,0.308760684,-0.003286491,0.005526508
open_floor,0.00,8.50,open_floor:0.00:8.50,1097,0.110891029,0.106080541,-0.004810488,-4.338032,0.346399271,-0.003485144,0.005460271
open_floor,0.00,9.00,open_floor:0.00:9.00,1042,0.109466982,0.106351730,-0.003115251,-2.845836,0.388675624,-0.003408032,0.005080081
open_floor,0.00,9.50,open_floor:0.00:9.50,1094,0.112811260,0.108822939,-0.003988321,-3.535393,0.389396709,-0.003574211,0.005249635
open_floor,0.10,-0.50,open_floor:0.10:-0.50,16549,0.207337602,0.203891794,-0.003445807,-1.661931,0.387999275,0.001065521,0.005596504
open_floor,0.10,-1.00,open_floor:0.10:-1.00,5536,0.256304072,0.246345529,-0.009958543,-3.885441,0.202673410,0.004601789,0.008589165
open_floor,0.10,-1.50,open_floor:0.10:-1.50,4107,0.195262804,0.186265675,-0.008997129,-4.607702,0.256878500,0.007242916,0.009712831
open_floor,0.10,-10.00,open_floor:0.10:-10.00,291,0.104824301,0.113863488,0.009039187,8.623179,0.642611684,0.006900782,0.007262101
open_floor,0.10,-10.50,open_floor:0.10:-10.50,230,0.123008902,0.131582106,0.008573204,6.969580,0.656521739,0.006436721,0.006814319
open_floor,0.10,-11.00,open_floor:0.10:-11.00,303,0.114541310,0.119147313,0.004606004,4.021260,0.580858086,0.006536142,0.006856207
open_floor,0.10,-11.50,open_floor:0.10:-11.50,320,0.118363432,0.123755074,0.005391641,4.555158,0.603125000,0.006999809,0.007258732
open_floor,0.10,-12.00,open_floor:0.10:-12.00,220,0.124050403,0.127686333,0.003635931,2.931011,0.509090909,0.006761145,0.006993209
open_floor,0.10,-12.50,open_floor:0.10:-12.50,194,0.104551915,0.108178559,0.003626645,3.468750,0.592783505,0.006023476,0.006304909
open_floor,0.10,-13.00,open_floor:0.10:-13.00,156,0.112763876,0.115953543,0.003189667,2.828625,0.628205128,0.005667462,0.005964142
open_floor,0.10,-13.50,open_floor:0.10:-13.50,106,0.128532315,0.134640142,0.006107827,4.751978,0.632075472,0.005388419,0.005770335
open_floor,0.10,-2.00,open_floor:0.10:-2.00,3768,0.173097762,0.170066383,-0.003031379,-1.751253,0.371549894,0.007997683,0.009641370
open_floor,0.10,-2.50,open_floor:0.10:-2.50,3866,0.205421295,0.205316415,-0.000104881,-0.051056,0.446714951,0.006728681,0.008325782
open_floor,0.10,-3.00,open_floor:0.10:-3.00,3638,0.234902905,0.231080494,-0.003822412,-1.627231,0.422210005,0.006181189,0.007346370
open_floor,0.10,-3.50,open_floor:0.10:-3.50,3090,0.217685992,0.203186302,-0.014499690,-6.660828,0.216181230,0.006856335,0.007539234
open_floor,0.10,-4.00,open_floor:0.10:-4.00,1809,0.181974811,0.159966741,-0.022008070,-12.094020,0.143173024,0.007924876,0.008361298
open_floor,0.10,-4.50,open_floor:0.10:-4.50,1082,0.161487981,0.140746017,-0.020741964,-12.844277,0.192236599,0.008670351,0.009066324
open_floor,0.10,-5.00,open_floor:0.10:-5.00,796,0.150337860,0.130992035,-0.019345826,-12.868233,0.237437186,0.008549508,0.008934448
open_floor,0.10,-5.50,open_floor:0.10:-5.50,713,0.142789507,0.126780334,-0.016009173,-11.211729,0.281907433,0.008582790,0.009016822
open_floor,0.10,-6.00,open_floor:0.10:-6.00,681,0.146335910,0.130282478,-0.016053432,-10.970262,0.283406755,0.008190930,0.008676174
open_floor,0.10,-6.50,open_floor:0.10:-6.50,632,0.129526472,0.113165790,-0.016360682,-12.631149,0.295886076,0.008472321,0.008763460
open_floor,0.10,-7.00,open_floor:0.10:-7.00,532,0.127501449,0.113558421,-0.013943028,-10.935584,0.323308271,0.008712711,0.009017014
open_floor,0.10,-7.50,open_floor:0.10:-7.50,443,0.122184624,0.115210099,-0.006974525,-5.708185,0.399548533,0.007984535,0.008349351
open_floor,0.10,-8.00,open_floor:0.10:-8.00,378,0.114118302,0.111762184,-0.002356118,-2.064628,0.481481481,0.007977307,0.008402185
open_floor,0.10,-8.50,open_floor:0.10:-8.50,361,0.108127967,0.111261778,0.003133811,2.898243,0.545706371,0.007300823,0.007685529
open_floor,0.10,-9.00,open_floor:0.10:-9.00,360,0.109570788,0.115616342,0.006045554,5.517487,0.586111111,0.007026607,0.007419267
open_floor,0.10,-9.50,open_floor:0.10:-9.50,323,0.104287630,0.110099928,0.005812298,5.573334,0.582043344,0.006879144,0.007243496
open_floor,0.10,0.00,open_floor:0.10:0.00,364091,0.086033679,0.081900858,-0.004132820,-4.803724,0.357322757,0.000469970,0.002070386
open_floor,0.10,0.50,open_floor:0.10:0.50,18055,0.184899433,0.181018551,-0.003880882,-2.098915,0.428302409,0.001799552,0.004776146
open_floor,0.10,1.00,open_floor:0.10:1.00,4959,0.238503754,0.231912067,-0.006591687,-2.763766,0.266384352,0.002696636,0.006742521
open_floor,0.10,1.50,open_floor:0.10:1.50,4050,0.195992687,0.191828389,-0.004164298,-2.124721,0.270864198,0.000994400,0.005674501
open_floor,0.10,10.00,open_floor:0.10:10.00,339,0.140500273,0.141061794,0.000561521,0.399658,0.424778761,-0.000643025,0.003551174
open_floor,0.10,10.50,open_floor:0.10:10.50,360,0.143931723,0.143182953,-0.000748770,-0.520226,0.391666667,-0.000335205,0.003158933
open_floor,0.10,11.00,open_floor:0.10:11.00,428,0.142748538,0.141110496,-0.001638043,-1.147502,0.289719626,0.000323396,0.002613156
open_floor,0.10,11.50,open_floor:0.10:11.50,240,0.147116024,0.146818834,-0.000297190,-0.202010,0.391666667,-0.000379848,0.003426952
open_floor,0.10,12.00,open_floor:0.10:12.00,122,0.151709507,0.152940654,0.001231147,0.811516,0.450819672,-0.000727441,0.003351828
open_floor,0.10,12.50,open_floor:0.10:12.50,88,0.147428005,0.151566836,0.004138830,2.807357,0.556818182,-0.001287874,0.003404990
open_floor,0.10,14.00,open_floor:0.10:14.00,91,0.160641659,0.161798750,0.001157091,0.720293,0.472527473,0.000154920,0.002880877
open_floor,0.10,14.50,open_floor:0.10:14.50,99,0.143747188,0.144542183,0.000794994,0.553050,0.454545455,0.000215012,0.002607211
open_floor,0.10,15.50,open_floor:0.10:15.50,84,0.154344349,0.154086754,-0.000257595,-0.166897,0.511904762,0.000156441,0.002548337
open_floor,0.10,2.00,open_floor:0.10:2.00,3968,0.192135350,0.189094930,-0.003040420,-1.582436,0.273689516,0.000643643,0.004575663
open_floor,0.10,2.50,open_floor:0.10:2.50,3888,0.220746645,0.218558261,-0.002188384,-0.991356,0.272376543,0.000553414,0.003652623
open_floor,0.10,3.00,open_floor:0.10:3.00,3397,0.261819911,0.258063096,-0.003756815,-1.434885,0.197527230,0.000867360,0.002766262
open_floor,0.10,3.50,open_floor:0.10:3.50,1833,0.267974188,0.263508573,-0.004465616,-1.666435,0.154937261,0.000542443,0.002755911
open_floor,0.10,4.00,open_floor:0.10:4.00,661,0.244579928,0.239640066,-0.004939862,-2.019733,0.166414523,-0.000095827,0.003228540
open_floor,0.10,4.50,open_floor:0.10:4.50,450,0.155154100,0.150607253,-0.004546847,-2.930536,0.206666667,-0.000867063,0.003937995
open_floor,0.10,5.00,open_floor:0.10:5.00,337,0.150287888,0.146647958,-0.003639930,-2.421972,0.364985163,-0.000994682,0.004011964
open_floor,0.10,5.50,open_floor:0.10:5.50,336,0.124071324,0.119221538,-0.004849785,-3.908869,0.244047619,-0.001118100,0.003655350
open_floor,0.10,6.00,open_floor:0.10:6.00,257,0.115741209,0.111905771,-0.003835438,-3.313805,0.396887160,-0.001035340,0.003747428
open_floor,0.10,6.50,open_floor:0.10:6.50,193,0.111535953,0.105268211,-0.006267741,-5.619481,0.259067358,-0.000206203,0.004077317
open_floor,0.10,7.00,open_floor:0.10:7.00,207,0.119693311,0.115016199,-0.004677112,-3.907580,0.280193237,-0.000480243,0.004357419
open_floor,0.10,7.50,open_floor:0.10:7.50,194,0.131151611,0.128874091,-0.002277519,-1.736555,0.381443299,-0.001252890,0.004587964
open_floor,0.10,8.00,open_floor:0.10:8.00,252,0.136138830,0.136768368,0.000629539,0.462424,0.384920635,-0.000964599,0.004295769
open_floor,0.10,8.50,open_floor:0.10:8.50,255,0.124444999,0.123943167,-0.000501832,-0.403256,0.376470588,-0.000822047,0.003966947
open_floor,0.10,9.00,open_floor:0.10:9.00,255,0.127722106,0.130464413,0.002742307,2.147089,0.474509804,-0.001144306,0.004014315
open_floor,0.10,9.50,open_floor:0.10:9.50,255,0.135011615,0.136059519,0.001047905,0.776159,0.431372549,-0.000614697,0.003635466
open_floor,0.20,-0.50,open_floor:0.20:-0.50,4524,0.233723018,0.235309379,0.001586362,0.678736,0.416224580,0.003750990,0.009192010
open_floor,0.20,-1.00,open_floor:0.20:-1.00,2890,0.271335799,0.265621146,-0.005714653,-2.106118,0.282352941,0.004546122,0.010378765
open_floor,0.20,-1.50,open_floor:0.20:-1.50,1653,0.193501137,0.195094668,0.001593531,0.823525,0.392014519,0.008274847,0.012040653
open_floor,0.20,-10.00,open_floor:0.20:-10.00,89,0.113436511,0.117706555,0.004270044,3.764259,0.617977528,0.006866113,0.007429274
open_floor,0.20,-10.50,open_floor:0.20:-10.50,84,0.090629401,0.095516681,0.004887281,5.392600,0.583333333,0.007068974,0.007657423
open_floor,0.20,-11.00,open_floor:0.20:-11.00,93,0.093089122,0.098646443,0.005557322,5.969894,0.602150538,0.007527147,0.007868725
open_floor,0.20,-11.50,open_floor:0.20:-11.50,93,0.118948942,0.113167643,-0.005781299,-4.860320,0.376344086,0.007770525,0.008127641
open_floor,0.20,-2.00,open_floor:0.20:-2.00,1182,0.191177152,0.198298293,0.007121141,3.724891,0.547377327,0.010444913,0.012545937
open_floor,0.20,-2.50,open_floor:0.20:-2.50,1128,0.212582501,0.224166338,0.011583836,5.449102,0.675531915,0.009544920,0.011104224
open_floor,0.20,-3.00,open_floor:0.20:-3.00,918,0.258986423,0.268342518,0.009356095,3.612581,0.738562092,0.007272197,0.008836976
open_floor,0.20,-3.50,open_floor:0.20:-3.50,429,0.249233724,0.254176599,0.004942875,1.983229,0.687645688,0.007116771,0.008586912
open_floor,0.20,-4.00,open_floor:0.20:-4.00,199,0.182316286,0.173425913,-0.008890373,-4.876346,0.487437186,0.008830168,0.009559458
open_floor,0.20,-4.50,open_floor:0.20:-4.50,103,0.149108649,0.137569960,-0.011538689,-7.738444,0.446601942,0.010554170,0.011056972
open_floor,0.20,-5.00,open_floor:0.20:-5.00,114,0.125266016,0.120942349,-0.004323667,-3.451588,0.491228070,0.010925593,0.011380573
open_floor,0.20,-5.50,open_floor:0.20:-5.50,81,0.124404185,0.116043470,-0.008360715,-6.720606,0.407407407,0.011479381,0.011838641
open_floor,0.20,-6.00,open_floor:0.20:-6.00,80,0.124188421,0.117207393,-0.006981028,-5.621320,0.437500000,0.010558644,0.010849239
open_floor,0.20,-6.50,open_floor:0.20:-6.50,86,0.108954356,0.111207756,0.002253400,2.068206,0.558139535,0.010337577,0.010619178
open_floor,0.20,-7.00,open_floor:0.20:-7.00,84,0.130879559,0.118189344,-0.012690215,-9.696102,0.380952381,0.010266302,0.010471860
open_floor,0.20,-7.50,open_floor:0.20:-7.50,109,0.113962721,0.113151447,-0.000811274,-0.711877,0.458715596,0.009486367,0.009724885
open_floor,0.20,-8.00,open_floor:0.20:-8.00,88,0.123104032,0.128801812,0.005697780,4.628427,0.613636364,0.009156733,0.009377728
open_floor,0.20,-8.50,open_floor:0.20:-8.50,89,0.121621209,0.125024268,0.003403059,2.798080,0.606741573,0.008566761,0.008965715
open_floor,0.20,-9.00,open_floor:0.20:-9.00,82,0.122628801,0.129050884,0.006422082,5.237010,0.512195122,0.008338272,0.008931731
open_floor,0.20,-9.50,open_floor:0.20:-9.50,84,0.102895722,0.100776234,-0.002119488,-2.059841,0.452380952,0.008552403,0.009081489
open_floor,0.20,0.00,open_floor:0.20:0.00,68775,0.064761379,0.063299537,-0.001461842,-2.257274,0.338814976,0.000407242,0.002922493
open_floor,0.20,0.50,open_floor:0.20:0.50,5068,0.219923395,0.213258378,-0.006665018,-3.030609,0.327742699,0.004087948,0.007509674
open_floor,0.20,1.00,open_floor:0.20:1.00,2335,0.296178463,0.282782952,-0.013395510,-4.522783,0.180299786,0.005382856,0.009194064
open_floor,0.20,1.50,open_floor:0.20:1.50,1335,0.224797160,0.217162167,-0.007634992,-3.396392,0.262921348,0.004913740,0.009262623
open_floor,0.20,11.00,open_floor:0.20:11.00,88,0.179281207,0.179873474,0.000592266,0.330356,0.397727273,0.000776671,0.002814328
open_floor,0.20,11.50,open_floor:0.20:11.50,86,0.152129036,0.151957024,-0.000172012,-0.113070,0.325581395,0.001215702,0.002933450
open_floor,0.20,12.00,open_floor:0.20:12.00,86,0.149790093,0.150337063,0.000546971,0.365158,0.325581395,0.000792235,0.003194448
open_floor,0.20,12.50,open_floor:0.20:12.50,92,0.146704312,0.142883574,-0.003820739,-2.604381,0.228260870,0.001828790,0.002900254
open_floor,0.20,13.00,open_floor:0.20:13.00,96,0.144741309,0.141697943,-0.003043367,-2.102625,0.229166667,0.001118306,0.002845029
open_floor,0.20,13.50,open_floor:0.20:13.50,88,0.158157485,0.155487030,-0.002670456,-1.688479,0.204545455,0.001122459,0.001981464
open_floor,0.20,14.50,open_floor:0.20:14.50,80,0.181424341,0.176169058,-0.005255282,-2.896680,0.187500000,0.001546260,0.002129750
open_floor,0.20,15.00,open_floor:0.20:15.00,81,0.165180385,0.160053172,-0.005127213,-3.104008,0.234567901,0.002044617,0.002418452
open_floor,0.20,18.50,open_floor:0.20:18.50,141,0.199640730,0.195041919,-0.004598811,-2.303543,0.042553191,0.001359960,0.001495506
open_floor,0.20,19.00,open_floor:0.20:19.00,94,0.194164920,0.189806905,-0.004358015,-2.244492,0.042553191,0.001400763,0.001555298
open_floor,0.20,2.00,open_floor:0.20:2.00,1353,0.217096052,0.206609432,-0.010486620,-4.830406,0.221729490,0.005379028,0.009560544
open_floor,0.20,2.50,open_floor:0.20:2.50,1499,0.229206843,0.218523205,-0.010683638,-4.661134,0.168779186,0.004798051,0.007728910
open_floor,0.20,21.00,open_floor:0.20:21.00,96,0.158671313,0.154629353,-0.004041960,-2.547379,0.031250000,0.001121583,0.001184049
open_floor,0.20,3.00,open_floor:0.20:3.00,1233,0.247175181,0.238022600,-0.009152581,-3.702872,0.120032441,0.003546261,0.005476049
open_floor,0.20,3.50,open_floor:0.20:3.50,540,0.248823432,0.241158057,-0.007665375,-3.080648,0.129629630,0.002418138,0.003959315
open_floor,0.20,4.00,open_floor:0.20:4.00,177,0.200346844,0.197637728,-0.002709116,-1.352213,0.276836158,0.000542288,0.003850250
open_floor,0.20,4.50,open_floor:0.20:4.50,106,0.157276047,0.155436819,-0.001839228,-1.169427,0.424528302,0.000641564,0.003971246
open_floor,0.20,7.00,open_floor:0.20:7.00,81,0.136443873,0.135377874,-0.001065999,-0.781273,0.308641975,0.001163758,0.003949559
open_floor,0.20,8.50,open_floor:0.20:8.50,105,0.108304609,0.109142729,0.000838120,0.773854,0.571428571,-0.000263267,0.002453508
open_floor,0.30,-0.50,open_floor:0.30:-0.50,3629,0.275555997,0.266416501,-0.009139495,-3.316747,0.326260678,0.002655457,0.009201302
open_floor,0.30,-1.00,open_floor:0.30:-1.00,2091,0.322530024,0.301512301,-0.021017723,-6.516517,0.195121951,0.006323554,0.010802262
open_floor,0.30,-1.50,open_floor:0.30:-1.50,1237,0.299653214,0.275152267,-0.024500947,-8.176434,0.237671787,0.009832861,0.012368297
open_floor,0.30,-10.00,open_floor:0.30:-10.00,227,0.083948189,0.078867335,-0.005080854,-6.052369,0.387665198,0.006322924,0.006727732
open_floor,0.30,-10.50,open_floor:0.30:-10.50,289,0.085224063,0.084352698,-0.000871365,-1.022440,0.463667820,0.005595646,0.005915009
open_floor,0.30,-11.00,open_floor:0.30:-11.00,308,0.074308151,0.075450951,0.001142800,1.537920,0.568181818,0.005297364,0.005674137
open_floor,0.30,-11.50,open_floor:0.30:-11.50,224,0.080154723,0.083894508,0.003739785,4.665708,0.593750000,0.005545419,0.005807102
open_floor,0.30,-12.00,open_floor:0.30:-12.00,132,0.115896350,0.120152015,0.004255664,3.671957,0.636363636,0.004169706,0.004662755
open_floor,0.30,-12.50,open_floor:0.30:-12.50,230,0.079304018,0.085621209,0.006317190,7.965789,0.756521739,0.004038909,0.004256783
open_floor,0.30,-13.00,open_floor:0.30:-13.00,456,0.085480181,0.093676140,0.008195958,9.588139,0.798245614,0.003610975,0.003758285
open_floor,0.30,-13.50,open_floor:0.30:-13.50,342,0.084310441,0.091231616,0.006921175,8.209155,0.783625731,0.003266321,0.003421157
open_floor,0.30,-2.00,open_floor:0.30:-2.00,1117,0.271703708,0.241905659,-0.029798049,-10.967111,0.200537153,0.010505107,0.012478982
open_floor,0.30,-2.50,open_floor:0.30:-2.50,970,0.225512271,0.199010278,-0.026501993,-11.751907,0.242268041,0.010363414,0.011792512
open_floor,0.30,-3.00,open_floor:0.30:-3.00,826,0.183505026,0.160351404,-0.023153622,-12.617432,0.220338983,0.008761565,0.010233567
open_floor,0.30,-3.50,open_floor:0.30:-3.50,599,0.146122816,0.123653306,-0.022469510,-15.377140,0.165275459,0.007837751,0.009072117
open_floor,0.30,-4.00,open_floor:0.30:-4.00,483,0.200503797,0.183283319,-0.017220479,-8.588605,0.157349896,0.007599724,0.008907301
open_floor,0.30,-4.50,open_floor:0.30:-4.50,491,0.116427926,0.094793674,-0.021634251,-18.581669,0.264765784,0.006595985,0.007953964
open_floor,0.30,-5.00,open_floor:0.30:-5.00,511,0.122373976,0.100250723,-0.022123253,-18.078397,0.250489237,0.007203717,0.008523085
open_floor,0.30,-5.50,open_floor:0.30:-5.50,506,0.141301484,0.116655724,-0.024645760,-17.441968,0.270750988,0.007042527,0.008391829
