variant,name,gate_scope,reserve_yield,speed_knee_mps,util_knee,rel_weight,speed_fade_mps,force_sliding_nm,extra_opposing_yaw_torque_nm,base_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,left_command,right_command,lr_delta_command,max_abs_command,passes_abs_0p6_gate,speed_low,util_gate,blend,nominal_yield_nm
selected_true_patch_force_blend,per_patch_full_yaw,per_patch,full_yaw,0.5,0.16,1.0,0.64,0.064,0.06093253408534723,0.014794249999999998,0.07572678408534723,0.6188342543836367,-0.6188342543836367,1.2376685087672734,0.6188342543836367,True,0.9991305066765648,0.9750390015600623,0.9741912116581168,0.1175168045456451
