name,gate_scope,reserve_yield,speed_knee_mps,util_knee,rel_weight,speed_fade_mps,force_sliding_nm,primary_rmse_nm,primary_regime_rmse_nm,validation_rmse_nm,validation_rb_rmse_nm,validation_regime_rmse_nm,forward_ge_0p5_rmse_nm,straight_rmse_nm,low_speed_yaw_rmse_nm,in_place_max_abs_command,in_place_extra_opposing_nm,score
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.16,0.75,0.64,0.064,0.02323412335747538,0.029300061486716895,0.032394347889859405,0.029413991006554525,0.036707249421327935,0.031646926105155335,0.019372707920205623,0.03884619932386426,0.6191015081602886,0.06097813725931704,0.037717825344622986
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.16,0.75,0.64,0.06741675635026155,0.02339805662860363,0.02949823247345913,0.0327111374123139,0.029572197029844104,0.03691222582850431,0.03140292918873561,0.01945638941884677,0.039227905605308824,0.6380594493724917,0.06421304866838991,0.0378998944346199
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.16,0.75,0.64,0.06741675635026155,0.023422565069225455,0.029517575467790925,0.03260150196411692,0.02952039747830313,0.03682024834875456,0.03165406161714246,0.019300704509988355,0.039097645331353625,0.6381267966894463,0.06422454055991694,0.03794770954523775
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.16,1.0,0.64,0.06741675635026155,0.023578018854037132,0.029599620489698802,0.03281853672481376,0.029850379011503024,0.03708850358138542,0.03162437309225303,0.019961135352993386,0.039114340644219404,0.6379637154185348,0.06419671298845377,0.038052126811675295
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.16,1.0,0.64,0.072,0.023596321232902118,0.0296520867700616,0.03294378568330205,0.029780805847400654,0.03710406772047987,0.03143491710538367,0.019517650447326836,0.0394555166035561,0.6633439213582842,0.06852749536825489,0.03807773110791714
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.16,0.75,0.64,0.06741675635026155,0.023802439145662043,0.029860932327311712,0.032960880342564544,0.02989211535952154,0.03713223135579373,0.031697358329390225,0.020047535180286867,0.03927272196634406,0.6381267966894463,0.06422454055991694,0.03832875921229962
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.16,0.75,0.64,0.072,0.023829613265431565,0.02993098381361928,0.0331072161446993,0.029852585443800064,0.037164828511725756,0.03143498487212631,0.01959062726731301,0.03966621663411785,0.6635749105302867,0.0685669104872026,0.0383627143956108
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.16,1.0,0.64,0.072,0.0239988724405012,0.030001527635059907,0.03332472735949052,0.030177718317361282,0.03743406413532943,0.031458301887202514,0.02030615504938983,0.03964238899249435,0.6633439213582842,0.06852749536825489,0.038463679331673224
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.16,1.0,0.64,0.072,0.023991760441612164,0.030013598482735174,0.03320460636320853,0.03013096974094293,0.03734218073577493,0.031657447658348443,0.02008883293097839,0.039529899707522284,0.6634726021434476,0.06854945297089717,0.038496433705064934
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.16,0.75,0.64,0.072,0.02424115080196061,0.030294194441164417,0.033492046228108134,0.030252254141431772,0.037497895291721116,0.03145919267985879,0.020378330650862444,0.039864795939092715,0.6635749105302867,0.0685669104872026,0.03876286287231535
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.16,0.75,0.64,0.072,0.024232020671530043,0.03030176769510092,0.03336517648642246,0.03016507754039633,0.03739063202616954,0.03172268126148602,0.02017067074391428,0.0397179122450049,0.6636473559265799,0.06857927229571231,0.038799233086940776
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.16,1.0,0.64,0.072,0.024416105202993435,0.030389910876007193,0.03360425513503608,0.030544432902153407,0.037690697897532766,0.03170548547337253,0.02090667245803099,0.03972270242314281,0.6634726021434476,0.06854945297089717,0.03891480348676635
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.16,0.75,0.64,0.072,0.024664635703537958,0.030691107116039534,0.03376829801948213,0.03058138136129723,0.0377419149630678,0.03177209650151241,0.020987110827363226,0.03992168286820183,0.6636473559265799,0.06857927229571231,0.039231113087573176
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.1,1.0,0.64,0.064,0.02544612137236854,0.031085121041537718,0.03473114014963776,0.03186641376899694,0.03881953800677474,0.031539063281318544,0.02453387657831579,0.03974245773317816,0.6293282607633008,0.06272319165646617,0.039697934334412974
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.1,0.75,0.64,0.064,0.025687912147953445,0.0313835694001818,0.03487824613958669,0.0319626977689215,0.03888631057404845,0.0315485200625278,0.0246031914819782,0.03995759253215902,0.6295385373194181,0.06275907245295301,0.04000447846696581
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.1,1.0,0.64,0.064,0.0259005414172717,0.03145362789389838,0.0351605523946593,0.032327790025227274,0.03920474410691327,0.03157205584151054,0.025434928137927547,0.03989861374781873,0.6293282607633008,0.06272319165646617,0.040109910680816284
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.1,1.0,0.64,0.064,0.025974066574506228,0.03159368956203033,0.03509121466061065,0.03233031766616421,0.03916299391943322,0.03192843296747707,0.02530006629525035,0.03983291137692745,0.6294448616926877,0.06274308799819231,0.040299253899095215
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.1,0.75,0.64,0.064,0.026146868842975242,0.03176105477695081,0.035309394921614876,0.032425163038359295,0.039273308507621195,0.03158205320813335,0.02550303490086024,0.04012201333802882,0.6295385373194181,0.06275907245295301,0.04042569360893294
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.1,1.0,0.64,0.06741675635026155,0.026266078128280242,0.03183128272416516,0.0355126523435619,0.0326024719417108,0.03944836977674376,0.03160327680835,0.02560024457429397,0.040265638905506926,0.6489298662874008,0.06606793551004668,0.04051661122309204
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.1,0.75,0.64,0.064,0.026222394360947036,0.031898043269219925,0.03523547927825301,0.03239113086395077,0.03921657625309146,0.03201416891865896,0.025378822917752696,0.0400238937908268,0.6296041821280223,0.06277027383489227,0.040621826232327914
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.1,1.0,0.64,0.064,0.026450121316383066,0.031988593692515194,0.035539445588529506,0.03280838754194463,0.03956774127069401,0.031991314632465906,0.026230712078508172,0.039993304873962826,0.6294448616926877,0.06274308799819231,0.04074406501445448
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.1,0.75,0.64,0.06741675635026155,0.026528554327815007,0.03216314124620566,0.035675889715156665,0.032694643579978706,0.039521200090464365,0.031611034938936966,0.02566709607204072,0.04051632167951939,0.6491521576262187,0.06610586646362601,0.04085691649609264
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.1,1.0,0.64,0.06741675635026155,0.026761221123755452,0.03223393997449722,0.03597950537042768,0.03310322441290458,0.03986854361651565,0.031640344790513114,0.02655934762616485,0.04043980904216963,0.6489298662874008,0.06606793551004668,0.04096684605472576
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.1,0.75,0.64,0.064,0.026702367104298755,0.03230118805488124,0.03568517896127142,0.03287054924573721,0.03962293718452905,0.03207781918648241,0.026307752345603976,0.040192093821384896,0.6296041821280223,0.06277027383489227,0.04107515465130651
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.1,1.0,0.64,0.06741675635026155,0.026817822528022738,0.03237586402688272,0.03590064637162597,0.03308005788779351,0.03981862522252586,0.03202420883918129,0.02639429202996504,0.040368091329147225,0.6490534282624819,0.06608901965829057,0.0411613578750125
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.1,0.75,0.64,0.06741675635026155,0.027028378175625912,0.03257528295503198,0.03614444492118658,0.033196641343524125,0.03994325967582842,0.03164866039569635,0.02662507023422672,0.0406996112228791,0.6491521576262187,0.06610586646362601,0.04131690798196928
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.1,0.75,0.64,0.06741675635026155,0.02708460982673265,0.032712246462180385,0.03605980936487605,0.033136465922934004,0.039877746418190904,0.03210477202471941,0.026468474414445695,0.04059310860546861,0.6492217213054957,0.0661177365468398,0.041515736907707386
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.1,1.0,0.64,0.06741675635026155,0.027335994165417647,0.03280668706335159,0.036387502974076266,0.03359869957384882,0.04025974961443449,0.03209398183235015,0.027384976690538798,0.04054695268583306,0.6490534282624819,0.06608901965829057,0.041646759299647555
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.1,1.0,0.64,0.072,0.027464880733512456,0.03291091649781558,0.03661171867078127,0.03363903627583343,0.04033794948041465,0.03169542466755961,0.027057779756310848,0.041049355854787674,0.6752234982685436,0.07055458145591613,0.041699025145990984
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.1,0.75,0.64,0.06741675635026155,0.027606831639644672,0.03315175619624213,0.036548097902415394,0.03365664208504678,0.0403205718173647,0.032175325122204536,0.02745758156931305,0.04078057789777375,0.6492217213054957,0.0661177365468398,0.04201101234742711
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.1,0.75,0.64,0.072,0.027757236999160797,0.033290898766447106,0.03679848449756754,0.033728658415126726,0.04042024475040494,0.03170127891451426,0.02712243204702977,0.04135233159354136,0.6754619062603708,0.0705952624942284,0.04208811507866474
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.1,1.0,0.64,0.072,0.02801443595421726,0.033360049590529996,0.03712952918449485,0.03419324261895309,0.04080616883461784,0.03173830843254673,0.028094146210181723,0.041248951483775546,0.6752234982685436,0.07055458145591613,0.04220141273887379
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.1,1.0,0.64,0.072,0.02805155948997193,0.03350799805196426,0.03703910640526416,0.03413739297205172,0.040746039662992936,0.032162598560249216,0.02789120598198128,0.04117088560928382,0.675356397803931,0.07057725893014569,0.04240699180230094
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.1,0.75,0.64,0.072,0.02831161390747583,0.03375012460732306,0.037317906007702226,0.034284299064689064,0.040890458634783015,0.031744745938299075,0.02815775356730744,0.04156218943332201,0.6754619062603708,0.0705952624942284,0.04260088236154622
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.1,0.75,0.64,0.072,0.028345115270769487,0.03389045312011461,0.037220115405759535,0.0341910618035275,0.04081391108814769,0.03223683339276649,0.027960619001422847,0.041445629924617144,0.6755367267204322,0.07060802957463952,0.04282979733365885
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.1,1.0,0.64,0.072,0.02862594262261274,0.033987599606093134,0.03757846281954215,0.03471107168914188,0.04123708106828903,0.032242159563021636,0.028961773227823125,0.041375792550427205,0.675356397803931,0.07057725893014569,0.04297192390277909
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.1,0.75,0.64,0.072,0.028923679454806957,0.03437926845115583,0.03776081111000667,0.03476649818027374,0.041306753118533795,0.032317195147580906,0.02902976880711213,0.04166021059087932,0.6755367267204322,0.07060802957463952,0.04340807774514589
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.05,1.0,0.64,0.064,0.03136561916712702,0.035736427407553076,0.040089075770183,0.03781374103481862,0.04376327097801891,0.03204521014568277,0.0351984769412408,0.04159337914882812,0.6345520407125298,0.06361455771605547,0.044919536027207385
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.05,0.75,0.64,0.064,0.0316399076429147,0.03611637682507827,0.04024756198654298,0.03791682840608735,0.04384525325471954,0.03206006993297706,0.0352568255734813,0.04189242709403969,0.634765586683002,0.06365099639304625,0.04530991264049678
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.05,1.0,0.64,0.064,0.03185038537869268,0.03610523049372198,0.04050263565486308,0.03829184413477779,0.04415291531319934,0.03209375395616183,0.03597869000834052,0.041734762506994996,0.6345520407125298,0.06361455771605547,0.04533458511846619
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.05,0.75,0.64,0.064,0.03212578268240969,0.03648955129826451,0.04066145052544639,0.038395098839643066,0.04423566097810634,0.032108977064298404,0.0360364901813269,0.04203909192422868,0.634765586683002,0.06365099639304625,0.045729463955719904
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.05,1.0,0.64,0.064,0.03215228574866808,0.03655900651250213,0.040663530161397246,0.03847463752396094,0.04433816958985515,0.03285432873711525,0.03630959557039455,0.041727236093956545,0.6346704967435756,0.0636347706053146,0.0461595242483915
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.05,1.0,0.64,0.06741675635026155,0.03265613104293071,0.03687740417292986,0.04130771439433431,0.039023362941662074,0.04481500852877966,0.032168153864237665,0.03691725280059535,0.042315175817675965,0.6544480341903163,0.06700953481698145,0.04618412810544348
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.05,0.75,0.64,0.064,0.032426918293430036,0.03693655451816445,0.04081676413977234,0.03854572401485552,0.04440545880108241,0.0329465946138927,0.036373022576125236,0.041997493407842194,0.6348322758745469,0.06366237598454176,0.046589934113565275
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.05,0.75,0.64,0.06741675635026155,0.03295117043389572,0.03729400618755911,0.04148135466380552,0.03912374287685751,0.04490357575564169,0.03218155257138006,0.03697393441259552,0.04265760798203955,0.6546737753882633,0.06704805444147882,0.04661467645715954
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.05,1.0,0.64,0.064,0.032656620314357385,0.03695133071938002,0.041092125652325485,0.03896729681979709,0.04474462453415963,0.03294037533031104,0.03711495686850585,0.04187138027928268,0.6346704967435756,0.0636347706053146,0.046635517246297734
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.05,1.0,0.64,0.06741675635026155,0.03317527940081895,0.037274871902315945,0.041752745540580706,0.03953688733827197,0.045235972050126666,0.03222203230489201,0.03774305882385217,0.042470533735696425,0.6544480341903163,0.06700953481698145,0.04664902166812084
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.05,0.75,0.64,0.064,0.032931987580693635,0.03733268297965114,0.04124555528863955,0.03903881246837394,0.04481260023681942,0.03303298723331818,0.0371776117291913,0.04214661505386683,0.6348322758745469,0.06366237598454176,0.047069973028338395
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.05,0.75,0.64,0.06741675635026155,0.033471351748831125,0.03769592550873372,0.041926620189751816,0.039637513068341484,0.04532530992012137,0.032235814122758936,0.03779923904539916,0.04281867779782142,0.6546737753882633,0.06704805444147882,0.04708589997047156
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.05,1.0,0.64,0.06741675635026155,0.03348224018090534,0.03775539832181178,0.04192254640097583,0.039711238419949474,0.04543203151033607,0.033048059894678364,0.03807814346274718,0.04246538367379512,0.6545735558119614,0.06703095335190572,0.047562167828530795
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.05,0.75,0.64,0.06741675635026155,0.03377542718525991,0.03816768448628904,0.04208972958318778,0.0397795882585325,0.04550534940712773,0.033135345878126284,0.03813834269310594,0.04277699769548132,0.6547444423062888,0.06706011277718131,0.04802542877441118
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.05,1.0,0.64,0.072,0.03447727593777076,0.03848863174008836,0.04299754795398117,0.04069824512394193,0.04628117302239457,0.03234374621489291,0.039243699016747007,0.043375546356339556,0.6811365587482119,0.07156356373907165,0.0480281585581205
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.05,1.0,0.64,0.06741675635026155,0.03402206973195152,0.03817772427232355,0.04238341114501113,0.04024023475363804,0.045870812540331055,0.03314285854671628,0.038930606633136626,0.042623756448674326,0.6545735558119614,0.06703095335190572,0.04807577120806103
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.5,0.05,0.75,0.64,0.072,0.034801828316095046,0.03895694036301125,0.04319295758058426,0.04079766262108939,0.046379693430756354,0.032355586583298644,0.039299010768572964,0.043780558538083054,0.6813786586481422,0.07160487475062366,0.04851223940608244
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.05,1.0,0.64,0.072,0.03504158885027413,0.03892434138223359,0.04348484451947996,0.04125922527223393,0.04674452415660758,0.03240517030699059,0.04013029896782994,0.043550107085886434,0.6811365587482119,0.07156356373907165,0.04854091535973588
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.05,0.75,0.64,0.06741675635026155,0.03431592703323211,0.03859386800639563,0.042550700755737025,0.04030910491409056,0.04594482353194137,0.03323050757265779,0.03899011025977198,0.04294074724306001,0.6547444423062888,0.06706011277718131,0.04854314055426489
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.5,0.05,0.75,0.64,0.072,0.03536704961621729,0.03939716187008651,0.04368033648381295,0.04135896988282771,0.04684380960822841,0.03241742161816847,0.040185157843126366,0.04396138193770202,0.6813786586481422,0.07160487475062366,0.04902979004833982
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.05,1.0,0.64,0.072,0.03535852685693056,0.039444206122559965,0.04366791506462992,0.04142438587832992,0.046956194309289684,0.03332484398540085,0.04047289587465536,0.04355066690933475,0.6812715581669044,0.07158659952944879,0.049541783954535595
bank_aggregate_full_yaw,bank_aggregate,full_yaw,0.65,0.05,0.75,0.64,0.072,0.035678215472066115,0.039905458233231675,0.04385524448677418,0.041491871938789095,0.047038699156617785,0.033406108733120804,0.04052984203725886,0.043921573257171505,0.6814546612962471,0.07161784355513269,0.050051918923800086
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.05,1.0,0.64,0.072,0.03594496528222483,0.039906497130926775,0.04417207712965698,0.04200203782732465,0.0474386772600951,0.033431940008272244,0.04138814986728706,0.04372857503792398,0.6812715581669044,0.07158659952944879,0.050105871269418636
bank_aggregate_longitudinal,bank_aggregate,longitudinal,0.65,0.05,0.75,0.64,0.072,0.03626521812507337,0.04037163445416463,0.04435936905504901,0.04207013826804051,0.04752186882384499,0.03351359336980534,0.04144448493991501,0.044105366998919406,0.6814546612962471,0.07161784355513269,0.05062015442979803
