group,true_patch_corrected_rmse_nm,true_patch_run_balanced_rmse_nm,rational_residual_corrected_rmse_nm,cubic_force_only_partition_rmse_nm,force_domain_stribeck_rmse_nm
primary_open_floor_fit_authoritative,0.019519867783538924,0.01935389798060769,0.021083018384621146,0.018340962145958675,0.027907821180421354
open_floor_fit_downweighted,0.034836888756372,0.0320729222953324,0.03282316561347566,0.03309252577361895,0.04150718685740355
open_floor_validation_only,0.008849476125192358,0.008982544811599245,0.011206860684196811,0.010491392588553741,0.01139376781450519
diag_validation_only,0.02570299117809136,0.025505094447560033,0.03848912769383371,0.029430103867343255,0.08441017836709906
aux_downweighted_validation,0.027895852240170986,0.02825153207510105,0.027490242677710965,0.029397120490599445,0.048819706958314515
validation_non_authoritative,0.028415959824015274,0.025616913915422836,0.029680153603611304,0.028488509193164188,
