group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,rmse_delta_vs_baseline_pct,corrected_mae_nm,corrected_median_abs_nm,run_balanced_corrected_rmse_nm,median_pred_opposes_nm,mean_blend
primary_open_floor_fit_authoritative,47317,15,0.036866176895009706,0.019519867783538924,-47.0520964538062,0.013601862143566507,0.009709509746228483,0.01935389798060769,0.0030150154266805414,0.24704197155798832
open_floor_fit_downweighted,31165,9,0.043194073119807955,0.034836888756372,-19.347988647089434,0.021826178552764315,0.010548439981519088,0.0320729222953324,0.0016462437858602054,0.23545957854744268
open_floor_validation_only,14542,9,0.01693070910006944,0.008849476125192358,-47.73121389726044,0.0059746931606942996,0.00454478504820075,0.008982544811599245,0.001872700864797558,0.20874774903154267
diag_validation_only,11108,3,0.0846209251204878,0.02570299117809136,-69.62572656645615,0.019132222583090622,0.01390954333280203,0.025505094447560033,-0.08400417730965151,0.03868935974461219
aux_downweighted_validation,14448,13,0.05126637392308135,0.027895852240170986,-45.586453447975174,0.014554706392436983,0.0061726266707297925,0.02825153207510105,-0.009666228314318664,0.1368646891808878
validation_non_authoritative,71263,34,0.05023383204822011,0.028415959824015274,-43.43262565209354,0.016697360045895015,0.008028693522446633,0.025616913915422836,-0.001131333756047962,0.1793481886698057
