group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,rmse_delta_vs_baseline_pct,corrected_mae_nm,corrected_median_abs_nm,run_balanced_corrected_rmse_nm,median_pred_opposes_nm,mean_blend
entry,26089,49,0.061513173127838466,0.03418438409080761,-44.42753909026181,0.022975947013887242,0.014451894810349454,0.032211060421269894,-0.001595647172804659,0.22890536873593922
exit,27109,49,0.054677627739610137,0.03371785928836944,-38.33335372751879,0.02255457300873545,0.01405261269659761,0.029808395475040956,-0.004532174619051053,0.2179753675096481
plateau,65382,49,0.03137791068912442,0.01535424816702336,-51.06669682648711,0.01013966125343641,0.007090542589016225,0.01612940721658432,0.0015606099940039288,0.19254792656411138
