candidate_id,trial_id,train_score,validation_score,is_nominal,is_fixed,parameter_json
baseline/current_holdover,baseline/current_holdover:fixed,1857.2911291,627.339023289,true,true,"{""combined_slip_envelope_exponent"": 2.0, ""lateral_slip_gain_n_per_mps"": 16.0, ""longitudinal_slip_gain_n_per_mps"": 16.0, ""low_speed_blend_mps"": 0.07, ""peak_friction_coefficient_at_80pct_fan"": 1.65}"
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_006,1723.7799694,562.055473225,false,false,"{""combined_slip_envelope_exponent"": 2.8360687463835674, ""lateral_slip_gain_n_per_mps"": 17.12797730408157, ""longitudinal_slip_gain_n_per_mps"": 21.455186142927115, ""low_speed_blend_mps"": 0.19158110716287946, ""peak_friction_coefficient_at_80pct_fan"": 2.3573859807313937}"
candidate_2_stribeck,candidate_2_stribeck:trial_008,1787.71451084,592.426158291,false,false,"{""dynamic_to_static_grip_ratio"": 0.8355663511625303, ""low_speed_blend_mps"": 0.15059803545733166, ""peak_friction_coefficient_at_80pct_fan"": 2.403463682838297, ""stribeck_velocity_mps"": 0.03603875736698851, ""viscous_slip_damping_n_per_mps"": 11.274738671609192}"
candidate_3_load_sensitive,candidate_3_load_sensitive:trial_001,1714.94520851,556.860833674,false,false,"{""lateral_load_sensitivity"": 0.5709794495227526, ""lateral_slip_gain_n_per_mps"": 4.356285894978246, ""longitudinal_load_sensitivity"": -0.18477160123621, ""longitudinal_slip_gain_n_per_mps"": 38.56632561981559, ""low_speed_blend_mps"": 0.14987142162683417, ""peak_friction_coefficient_at_80pct_fan"": 2.269551807725689, ""yaw_coupling_gain"": -0.12653288620844602}"
