vf_mps,yaw_rate_radps,variant,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,left_command,right_command,lr_delta_command,left_surface_mps,right_surface_mps,left_command_torque_nm,right_command_torque_nm,max_abs_command,command_outside_unit,contact_utilization_raw,limiter_activity_proxy,contact_projection_sensitive,low_speed_launch_sensitive,caveat
0.0,3.422222222,Baseline,0.050629211107823494,0.0,0.050629211107823494,0.4842781852671579,-0.4842781852671579,0.9685563705343158,0.144819888879485,-0.144819888879485,0.011263384558039278,-0.011263384558039278,0.4842781852671579,False,1.385959837025553,0.38595983702555303,True,False,current raw right-contact scrub approximation
0.0,3.422222222,B_stribeck,0.050629211107823494,0.06487531702828246,0.11550452813610596,0.8644748246235678,-0.8644748246235678,1.7289496492471357,0.144819888879485,-0.144819888879485,0.020929335378936563,-0.020929335378936563,0.8644748246235678,False,1.385959837025553,0.38595983702555303,True,False,request-activated Stribeck scrub
0.0,3.422222222,C_combined_slip,0.050629211107823494,0.05323694494123266,0.10386615604905616,0.7962690699889239,-0.7962690699889239,1.5925381399778478,0.144819888879485,-0.144819888879485,0.019195302508165632,-0.019195302508165632,0.7962690699889239,False,1.385959837025553,0.38595983702555303,True,False,prior combined-slip surface
0.0,3.422222222,Round2_static_yield_contact,0.050629211107823494,0.02417660731628074,0.07480581842410423,0.625963270962883,-0.625963270962883,1.251926541925766,0.144819888879485,-0.144819888879485,0.01486552336891303,-0.01486552336891303,0.625963270962883,False,1.385959837025553,0.38595983702555303,True,False,static-yield plus sliding combined-slip residual
0.0,4.066666667,Baseline,0.060163283338264734,0.0,0.060163283338264734,0.5434845332201941,-0.5434845332201941,1.0869690664403882,0.17209116668077248,-0.17209116668077248,0.01268389204106479,-0.01268389204106479,0.5434845332201941,False,1.6469522741099683,0.6469522741099683,True,False,current raw right-contact scrub approximation
0.0,4.066666667,B_stribeck,0.060163283338264734,0.06466499733341713,0.12482828067168186,0.9224486107203992,-0.9224486107203992,1.8448972214407984,0.17209116668077248,-0.17209116668077248,0.02231850675571464,-0.02231850675571464,0.9224486107203992,False,1.6469522741099683,0.6469522741099683,True,False,request-activated Stribeck scrub
0.0,4.066666667,C_combined_slip,0.060163283338264734,0.05824502911611673,0.11840831245438146,0.884824897221959,-0.884824897221959,1.769649794443918,0.17209116668077248,-0.17209116668077248,0.02136197814201867,-0.02136197814201867,0.884824897221959,False,1.6469522741099683,0.6469522741099683,True,False,prior combined-slip surface
0.0,4.066666667,Round2_static_yield_contact,0.060163283338264734,0.0102960937487571,0.07045937708702184,0.6038239723333693,-0.6038239723333693,1.2076479446667385,0.17209116668077248,-0.17209116668077248,0.014217935193092047,-0.014217935193092047,0.6038239723333693,False,1.6469522741099683,0.6469522741099683,True,False,static-yield plus sliding combined-slip residual
0.0,4.711111111,Baseline,0.06969735555391174,0.0,0.06969735555391174,0.6026908810813584,-0.6026908810813584,1.2053817621627168,0.19936244443974252,-0.19936244443974252,0.014104399521886062,-0.014104399521886062,0.6026908810813584,False,1.9079447107893954,0.9079447107893954,True,False,current raw right-contact scrub approximation
0.0,4.711111111,B_stribeck,0.06969735555391174,0.06442681707718241,0.13412417263109416,0.9802591221197241,-0.9802591221197241,1.9605182442394482,0.19936244443974252,-0.19936244443974252,0.023703527109093136,-0.023703527109093136,0.9802591221197241,False,1.9079447107893954,0.9079447107893954,True,False,request-activated Stribeck scrub
