group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_corrected_rmse_nm,run_balanced_baseline_mae_nm,run_balanced_corrected_mae_nm,prediction_rmse_nm,improvement_fraction_rmse,run_balanced_improvement_fraction_rmse
primary_open_floor_fit_authoritative,47317,15,0.036866176895009706,0.02811048451878521,0.02548019573643722,0.018567225162899926,0.016044602,0.011572791327679726,0.001648731,0.001108029635709257,0.03636331610641916,0.027197423477540367,0.02457345343167676,0.01757183245286154,0.026785252546942213,0.23749933173596005,0.25206426724268827
open_floor_fit_downweighted,31165,9,0.043194073119807955,0.03685502226139693,0.027849684910123535,0.02439766808048896,0.013314394,0.012999626429948327,0.000637863,0.00017251554611475187,0.04144061576621013,0.03533951767700692,0.02621486053140455,0.02318286499042254,0.028181004778854813,0.1467574229646812,0.14722508284198643
open_floor_validation_only,14542,9,0.016930709100069437,0.025701409330535538,0.010368821404827396,0.0153721632418785,0.005201232,0.007584938892820293,-0.000858939,0.0005423648262734248,0.013964777505761389,0.02274266803902429,0.00853482944415432,0.01375868892914356,0.02531768667297885,-0.5180350201888548,-0.6285736045305015
diag_validation_only,11108,3,0.0846209251204878,0.08853177376335526,0.0738060716588945,0.07734022288272506,0.082360023,0.08372644187647066,-0.006359523000000001,-0.009667580695489788,0.08439010276311168,0.08827617217833628,0.07338767615724866,0.07694550563310648,0.0374736614144453,-0.04621609415518657,-0.046048876443876896
aux_downweighted_validation,14448,13,0.05126637392308136,0.06126619171260363,0.03305637759772979,0.04327287806070207,0.016359514999999998,0.02439250691932353,-0.0012553224999999999,-0.0011642888991700395,0.057454043661302946,0.06240304134133317,0.03863710067442005,0.04547124346857793,0.03804142659811912,-0.19505607719644313,-0.08613837015902726
validation_non_authoritative,71263,34,0.05023383204822011,0.05207231023906409,0.032501511564374225,0.03463504289174142,0.014290832,0.0164636786983854,-0.000435785,-0.0002574929172565504,0.04895637249734892,0.051420085411989565,0.03044683961821284,0.033954019625497864,0.03147056001666019,-0.03659840621116084,-0.05032466232611621
