group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_corrected_rmse_nm,run_balanced_baseline_mae_nm,run_balanced_corrected_mae_nm,prediction_rmse_nm,improvement_fraction_rmse,run_balanced_improvement_fraction_rmse,run_id,present,dataset_split
2026-05-04_20-35-47,3456,1,0.035845955637305665,0.04515548980719602,0.028876796463541667,0.03274192084755235,0.025485003,0.02470358634195365,0.0093600005,-0.0035855060998000064,0.035845955637305665,0.04515548980719602,0.028876796463541667,0.03274192084755234,0.05240467196228054,-0.2597094708280485,-0.2597094708280485,2026-05-04_20-35-47,1,open_floor_fit_downweighted
2026-05-04_16-57-53,1761,1,0.023277853453219116,0.039548115554105756,0.017940518580919933,0.028524091418361486,0.013238941,0.017653137411630916,-0.000686103,-0.0004331266103778835,0.023277853453219116,0.039548115554105756,0.017940518580919933,0.028524091418361482,0.04187330076820011,-0.6989588680753813,-0.6989588680753813,2026-05-04_16-57-53,1,open_floor_validation_only
2026-04-22_12-10-34,2187,1,0.016217132966177106,0.02271426472621542,0.013081637973022406,0.015524328709618836,0.011327229,0.011365790659429508,-0.003115615,-0.0005400853853896658,0.016217132966177106,0.02271426472621542,0.013081637973022404,0.015524328709618836,0.022037735790522758,-0.4006338095388937,-0.4006338095388937,2026-04-22_12-10-34,1,open_floor_fit_downweighted
2026-04-22_01-06-32,1031,1,0.04497527944035794,0.027210947543938567,0.033356145290009694,0.016332672883900612,0.026813516,0.008940510944698846,0.009991152,0.0016509278304651862,0.04497527944035794,0.027210947543938567,0.0333561452900097,0.016332672883900612,0.0272733804155022,0.3949799115751307,0.3949799115751307,2026-04-22_01-06-32,1,primary_open_floor_fit_authoritative
2026-04-21_05-32-06,8880,1,0.04258417382836225,0.03134324986754633,0.036559892826801804,0.0240553843622878,0.034704941,0.019235072014551463,0.0121550075,0.003865929450222731,0.04258417382836226,0.03134324986754633,0.036559892826801804,0.0240553843622878,0.03471993182907541,0.26396952083943337,0.2639695208394335,2026-04-21_05-32-06,1,primary_open_floor_fit_authoritative
2026-04-21_00-16-10,3757,1,0.039823975586254654,0.028640781733095175,0.02832533189938781,0.020058052569104597,0.019252263,0.013877281748270819,0.008941154,0.0044199785743187295,0.039823975586254654,0.028640781733095175,0.028325331899387813,0.0200580525691046,0.021762690803781664,0.28081560639112546,0.28081560639112546,2026-04-21_00-16-10,1,primary_open_floor_fit_authoritative
2026-04-20_12-10-58,2925,1,0.04035482301988178,0.030143895454507953,0.027066004325470086,0.020692982849847046,0.015359407,0.013016762407889664,0.003674954,0.0013885218162022657,0.04035482301988178,0.030143895454507953,0.027066004325470086,0.020692982849847046,0.021865225915815707,0.2530286791331774,0.2530286791331774,2026-04-20_12-10-58,1,primary_open_floor_fit_authoritative
2026-04-20_08-38-39,7284,1,0.05622535775152191,0.04262191907565028,0.042291618721306976,0.030892540928690735,0.036814327499999994,0.022731952237211105,0.0001673695,0.00031385453510716715,0.05622535775152192,0.04262191907565028,0.042291618721306976,0.030892540928690735,0.028270167854589495,0.24194490208474329,0.2419449020847434,2026-04-20_08-38-39,1,open_floor_fit_downweighted
diag003,5580,1,0.08523812922205401,0.08913685536024427,0.07495094215232975,0.07833539201049185,0.085086003,0.08438482942676184,-0.0124400895,-0.014927149997540367,0.08523812922205401,0.08913685536024427,0.07495094215232975,0.07833539201049185,0.037401254645300495,-0.04573922696066779,-0.04573922696066779,diag003,1,diag_validation_only
