forward_velocity_bin_mps,yaw_rate_bin_radps,abs_forward_velocity_bin_mps,abs_yaw_rate_bin_radps,count,median_residual_additive_yaw_torque_nm,trimmed_mean_residual_additive_yaw_torque_nm,mad_residual_additive_yaw_torque_nm,iqr_residual_additive_yaw_torque_nm,median_opposing_yaw_resistance_nm,trimmed_mean_opposing_yaw_resistance_nm,mad_opposing_yaw_resistance_nm,iqr_opposing_yaw_resistance_nm
0.10,-10.00,0.10,10.00,207,-0.124519708,-0.124826976,0.016982010,0.033835378,-0.124519708,-0.124826976,0.016982010,0.033835378
0.10,-9.50,0.10,9.50,230,-0.122617540,-0.124387834,0.017764601,0.034284547,-0.122617540,-0.124387834,0.017764601,0.034284547
0.10,-9.00,0.10,9.00,272,-0.123415248,-0.122795041,0.018563040,0.036754882,-0.123415248,-0.122795041,0.018563040,0.036754882
0.10,-8.50,0.10,8.50,306,-0.121647760,-0.117582863,0.023853716,0.048448946,-0.121647760,-0.117582863,0.023853716,0.048448946
0.10,-8.00,0.10,8.00,365,-0.118643595,-0.118440579,0.022360465,0.045014007,-0.118643595,-0.118440579,0.022360465,0.045014007
0.10,-7.50,0.10,7.50,417,-0.116530447,-0.114856389,0.022432392,0.043246102,-0.116530447,-0.114856389,0.022432392,0.043246102
0.10,-7.00,0.10,7.00,518,-0.114698396,-0.114269551,0.018276545,0.036824429,-0.114698396,-0.114269551,0.018276545,0.036824429
0.10,-6.50,0.10,6.50,597,-0.115400424,-0.115247263,0.019162504,0.037789008,-0.115400424,-0.115247263,0.019162504,0.037789008
0.10,-6.00,0.10,6.00,672,-0.114415568,-0.112644414,0.020804610,0.041486409,-0.114415568,-0.112644414,0.020804610,0.041486409
0.10,-5.50,0.10,5.50,703,-0.112469122,-0.110267093,0.018670392,0.037147227,-0.112469122,-0.110267093,0.018670392,0.037147227
0.10,-5.00,0.10,5.00,764,-0.105941140,-0.102845647,0.023158431,0.048008931,-0.105941140,-0.102845647,0.023158431,0.048008931
0.10,-4.50,0.10,4.50,1002,-0.106473797,-0.101825358,0.023164570,0.049921031,-0.106473797,-0.101825358,0.023164570,0.049921031
0.10,-4.00,0.10,4.00,1705,-0.071923194,-0.071824982,0.037570973,0.074792992,-0.071923194,-0.071824982,0.037570973,0.074792992
0.10,-3.50,0.10,3.50,2686,-0.049742887,-0.056551657,0.033091018,0.071061483,-0.049742887,-0.056551657,0.033091018,0.071061483
0.10,-3.00,0.10,3.00,2775,-0.042768291,-0.051465222,0.027990183,0.061944746,-0.042768291,-0.051465222,0.027990183,0.061944746
0.10,-2.50,0.10,2.50,2740,-0.050268408,-0.059578406,0.034610887,0.086037060,-0.050268408,-0.059578406,0.034610887,0.086037060
0.10,-2.00,0.10,2.00,2638,-0.054238819,-0.058576059,0.035240265,0.074048445,-0.054238819,-0.058576059,0.035240265,0.074048445
0.10,-1.50,0.10,1.50,2794,-0.056889582,-0.057825056,0.042512497,0.085135463,-0.056889582,-0.057825056,0.042512497,0.085135463
0.10,-1.00,0.10,1.00,4371,-0.047322478,-0.044833558,0.048623950,0.094725245,-0.047322478,-0.044833558,0.048623950,0.094725245
0.10,-0.50,0.10,0.50,20576,-0.027266760,-0.036693253,0.059712419,0.116754035,-0.027266760,-0.036693253,0.059712419,0.116754035
0.10,0.00,0.10,0.00,394754,0.000903508,0.004567369,0.008266672,0.018213646,0.000574843,0.002453619,0.008128663,0.017066593
0.10,0.50,0.10,0.50,23395,0.006731534,0.027328691,0.067802013,0.137303608,-0.006731534,-0.027328691,0.067802013,0.137303608
0.10,1.00,0.10,1.00,4282,-0.004621501,0.000808228,0.057300684,0.128082522,0.004621501,-0.000808228,0.057300684,0.128082522
0.10,1.50,0.10,1.50,2794,-0.015099808,-0.015674598,0.047686492,0.094695253,0.015099808,0.015674598,0.047686492,0.094695253
0.10,2.00,0.10,2.00,2274,-0.018007742,-0.019301751,0.042389928,0.084065643,0.018007742,0.019301751,0.042389928,0.084065643
0.10,2.50,0.10,2.50,1923,-0.013770699,-0.008179661,0.046292166,0.093439813,0.013770699,0.008179661,0.046292166,0.093439813
0.10,3.00,0.10,3.00,1662,-0.003061698,0.005360931,0.046296250,0.102803444,0.003061698,-0.005360931,0.046296250,0.102803444
0.10,3.50,0.10,3.50,962,0.000159521,0.010482226,0.048791779,0.103935997,-0.000159521,-0.010482226,0.048791779,0.103935997
0.10,4.00,0.10,4.00,386,0.001217918,0.004583235,0.043387854,0.083368377,-0.001217918,-0.004583235,0.043387854,0.083368377
0.10,4.50,0.10,4.50,388,0.005191344,0.010429745,0.033557148,0.074255878,-0.005191344,-0.010429745,0.033557148,0.074255878
0.10,5.00,0.10,5.00,322,0.018989456,0.026450318,0.033920589,0.068619158,-0.018989456,-0.026450318,0.033920589,0.068619158
0.10,5.50,0.10,5.50,306,0.030113210,0.036105541,0.040609357,0.082199548,-0.030113210,-0.036105541,0.040609357,0.082199548
0.10,6.00,0.10,6.00,264,0.050782279,0.047929603,0.036594046,0.073005605,-0.050782279,-0.047929603,0.036594046,0.073005605
0.10,6.50,0.10,6.50,206,0.038363662,0.043358388,0.033101108,0.070617003,-0.038363662,-0.043358388,0.033101108,0.070617003
0.10,7.00,0.10,7.00,189,0.048322138,0.051770657,0.037083500,0.074828911,-0.048322138,-0.051770657,0.037083500,0.074828911
0.10,7.50,0.10,7.50,159,0.074874528,0.073168377,0.034377604,0.068116038,-0.074874528,-0.073168377,0.034377604,0.068116038
0.10,8.00,0.10,8.00,227,0.087161872,0.080362477,0.030170860,0.062954173,-0.087161872,-0.080362477,0.030170860,0.062954173
0.10,8.50,0.10,8.50,214,0.093623092,0.088404132,0.026672106,0.056228910,-0.093623092,-0.088404132,0.026672106,0.056228910
0.10,9.00,0.10,9.00,206,0.096633349,0.097187355,0.026185640,0.051506041,-0.096633349,-0.097187355,0.026185640,0.051506041
0.10,9.50,0.10,9.50,212,0.103160014,0.100343776,0.020330354,0.040801676,-0.103160014,-0.100343776,0.020330354,0.040801676
0.10,10.00,0.10,10.00,289,0.103547236,0.104742399,0.019848186,0.039602590,-0.103547236,-0.104742399,0.019848186,0.039602590
0.10,10.50,0.10,10.50,310,0.107014333,0.106109804,0.017659915,0.035194151,-0.107014333,-0.106109804,0.017659915,0.035194151
0.10,11.00,0.10,11.00,379,0.108869781,0.109011854,0.015256611,0.030447633,-0.108869781,-0.109011854,0.015256611,0.030447633
0.10,11.50,0.10,11.50,193,0.111356179,0.110395453,0.018766307,0.035465466,-0.111356179,-0.110395453,0.018766307,0.035465466
0.10,12.00,0.10,12.00,89,0.107258459,0.108899258,0.020578815,0.038900981,-0.107258459,-0.108899258,0.020578815,0.038900981
0.10,14.50,0.10,14.50,82,0.111767828,0.112818091,0.019703371,0.038232546,-0.111767828,-0.112818091,0.019703371,0.038232546
0.20,-6.00,0.20,6.00,158,-0.008328407,-0.008658994,0.007952254,0.016193550,-0.008328407,-0.008658994,0.007952254,0.016193550
0.20,-5.50,0.20,5.50,84,-0.009412941,-0.040452328,0.020160544,0.115862991,-0.009412941,-0.040452328,0.020160544,0.115862991
0.20,-5.00,0.20,5.00,87,-0.025623964,-0.054335986,0.039361839,0.124288041,-0.025623964,-0.054335986,0.039361839,0.124288041
0.20,-4.50,0.20,4.50,188,-0.012496474,-0.020987191,0.013950276,0.029674094,-0.012496474,-0.020987191,0.013950276,0.029674094
0.20,-4.00,0.20,4.00,1250,-0.013388742,-0.014823529,0.010174310,0.020676341,-0.013388742,-0.014823529,0.010174310,0.020676341
0.20,-3.50,0.20,3.50,1937,-0.017420765,-0.022254772,0.011948589,0.027501046,-0.017420765,-0.022254772,0.011948589,0.027501046
0.20,-3.00,0.20,3.00,947,-0.040601144,-0.049618706,0.038728033,0.089518908,-0.040601144,-0.049618706,0.038728033,0.089518908
0.20,-2.50,0.20,2.50,832,-0.052020255,-0.058914348,0.049959455,0.104145012,-0.052020255,-0.058914348,0.049959455,0.104145012
0.20,-2.00,0.20,2.00,801,-0.057636546,-0.063303925,0.047487793,0.096356815,-0.057636546,-0.063303925,0.047487793,0.096356815
0.20,-1.50,0.20,1.50,1167,-0.050339305,-0.050982723,0.043936923,0.086908569,-0.050339305,-0.050982723,0.043936923,0.086908569
0.20,-1.00,0.20,1.00,2208,-0.031754035,-0.035678272,0.036764138,0.075734940,-0.031754035,-0.035678272,0.036764138,0.075734940
0.20,-0.50,0.20,0.50,9718,-0.008755777,-0.021896354,0.023530418,0.057520960,-0.008755777,-0.021896354,0.023530418,0.057520960
0.20,0.00,0.20,0.00,98108,-0.000086420,-0.000174637,0.005422561,0.010850636,0.000000000,-0.000146477,0.005393799,0.010799640
0.20,0.50,0.20,0.50,11071,0.008088522,0.027125690,0.034169216,0.077492869,-0.008088522,-0.027125690,0.034169216,0.077492869
0.20,1.00,0.20,1.00,2101,-0.000875753,0.000045800,0.045876513,0.089337949,0.000875753,-0.000045800,0.045876513,0.089337949
0.20,1.50,0.20,1.50,924,-0.012382269,-0.005193310,0.062082601,0.131914254,0.012382269,0.005193310,0.062082601,0.131914254
0.20,2.00,0.20,2.00,813,-0.000632637,0.008148532,0.071721004,0.160909411,0.000632637,-0.008148532,0.071721004,0.160909411
0.20,2.50,0.20,2.50,979,0.003823802,0.015680686,0.058310351,0.131126861,-0.003823802,-0.015680686,0.058310351,0.131126861
0.20,3.00,0.20,3.00,1135,0.011798543,0.025092889,0.043913242,0.097254430,-0.011798543,-0.025092889,0.043913242,0.097254430
0.20,3.50,0.20,3.50,784,0.012980288,0.021644298,0.028794177,0.065054645,-0.012980288,-0.021644298,0.028794177,0.065054645
0.20,4.00,0.20,4.00,1093,0.018184462,0.022033093,0.016693869,0.035102483,-0.018184462,-0.022033093,0.016693869,0.035102483
0.20,4.50,0.20,4.50,552,0.015891328,0.020600786,0.018063483,0.039291300,-0.015891328,-0.020600786,0.018063483,0.039291300
0.20,5.00,0.20,5.00,165,0.016133102,0.016372192,0.018577233,0.036314289,-0.016133102,-0.016372192,0.018577233,0.036314289
0.20,5.50,0.20,5.50,119,0.007704676,0.008341670,0.018208111,0.035470464,-0.007704676,-0.008341670,0.018208111,0.035470464
0.20,13.00,0.20,13.00,82,0.104242572,0.106486136,0.013063218,0.025563754,-0.104242572,-0.106486136,0.013063218,0.025563754
0.20,18.50,0.20,18.50,100,0.124062217,0.124646580,0.016418611,0.033401998,-0.124062217,-0.124646580,0.016418611,0.033401998
0.20,21.00,0.20,21.00,81,0.120503454,0.118828906,0.010751930,0.018980217,-0.120503454,-0.118828906,0.010751930,0.018980217
0.30,-13.50,0.30,13.50,308,-0.114541084,-0.114637548,0.009222120,0.018239370,-0.114541084,-0.114637548,0.009222120,0.018239370
0.30,-13.00,0.30,13.00,423,-0.116489643,-0.116948349,0.009301225,0.018307963,-0.116489643,-0.116948349,0.009301225,0.018307963
0.30,-12.50,0.30,12.50,216,-0.115983269,-0.115965927,0.010027925,0.020077942,-0.115983269,-0.115965927,0.010027925,0.020077942
0.30,-12.00,0.30,12.00,120,-0.115048365,-0.114311626,0.014896375,0.028949278,-0.115048365,-0.114311626,0.014896375,0.028949278
0.30,-11.50,0.30,11.50,211,-0.115801038,-0.115284007,0.011670368,0.023780537,-0.115801038,-0.115284007,0.011670368,0.023780537
0.30,-11.00,0.30,11.00,294,-0.115148188,-0.113899657,0.008579973,0.017961811,-0.115148188,-0.113899657,0.008579973,0.017961811
0.30,-10.50,0.30,10.50,275,-0.114755092,-0.113666414,0.012307668,0.023663031,-0.114755092,-0.113666414,0.012307668,0.023663031
0.30,-10.00,0.30,10.00,203,-0.109792516,-0.109117095,0.011443732,0.022594760,-0.109792516,-0.109117095,0.011443732,0.022594760
0.30,-9.50,0.30,9.50,256,-0.110843409,-0.110902364,0.010834247,0.021431206,-0.110843409,-0.110902364,0.010834247,0.021431206
0.30,-9.00,0.30,9.00,253,-0.106468715,-0.105634356,0.013046079,0.025724199,-0.106468715,-0.105634356,0.013046079,0.025724199
0.30,-8.50,0.30,8.50,235,-0.102640700,-0.100562614,0.012195752,0.025409908,-0.102640700,-0.100562614,0.012195752,0.025409908
0.30,-8.00,0.30,8.00,232,-0.105200782,-0.102057591,0.013224857,0.029220179,-0.105200782,-0.102057591,0.013224857,0.029220179
0.30,-7.50,0.30,7.50,127,-0.098621376,-0.091459533,0.018417469,0.041108938,-0.098621376,-0.091459533,0.018417469,0.041108938
0.30,-7.00,0.30,7.00,279,-0.087362212,-0.075827192,0.021816704,0.053750118,-0.087362212,-0.075827192,0.021816704,0.053750118
0.30,-6.50,0.30,6.50,445,-0.103131840,-0.093970152,0.016174978,0.049576902,-0.103131840,-0.093970152,0.016174978,0.049576902
0.30,-6.00,0.30,6.00,854,-0.065604624,-0.060879830,0.049977063,0.100762658,-0.065604624,-0.060879830,0.049977063,0.100762658
0.30,-5.50,0.30,5.50,1019,-0.013033011,-0.027623729,0.017001000,0.060932920,-0.013033011,-0.027623729,0.017001000,0.060932920
0.30,-5.00,0.30,5.00,1228,-0.009804589,-0.018792575,0.012858106,0.033832806,-0.009804589,-0.018792575,0.012858106,0.033832806
0.30,-4.50,0.30,4.50,976,-0.014769438,-0.026326957,0.018926366,0.053613972,-0.014769438,-0.026326957,0.018926366,0.053613972
0.30,-4.00,0.30,4.00,1234,-0.016014615,-0.024686222,0.015925613,0.042276439,-0.016014615,-0.024686222,0.015925613,0.042276439
0.30,-3.50,0.30,3.50,1301,-0.018822522,-0.025911564,0.016105415,0.038780889,-0.018822522,-0.025911564,0.016105415,0.038780889
0.30,-3.00,0.30,3.00,889,-0.032120468,-0.039032952,0.022298956,0.050422949,-0.032120468,-0.039032952,0.022298956,0.050422949
0.30,-2.50,0.30,2.50,1638,-0.011001992,-0.019776192,0.015767353,0.039830524,-0.011001992,-0.019776192,0.015767353,0.039830524
0.30,-2.00,0.30,2.00,1663,-0.012690969,-0.025608367,0.016794522,0.050287536,-0.012690969,-0.025608367,0.016794522,0.050287536
0.30,-1.50,0.30,1.50,1429,-0.017563112,-0.032894042,0.026726334,0.083239902,-0.017563112,-0.032894042,0.026726334,0.083239902
0.30,-1.00,0.30,1.00,2849,-0.004862171,-0.013163038,0.014864333,0.036010864,-0.004862171,-0.013163038,0.014864333,0.036010864
0.30,-0.50,0.30,0.50,8892,-0.000117979,-0.003209019,0.008858290,0.018203850,-0.000117979,-0.003209019,0.008858290,0.018203850
0.30,0.00,0.30,0.00,129344,-0.000067951,-0.000152659,0.005814571,0.011635889,0.001038549,0.001249860,0.005739138,0.011522650
0.30,0.50,0.30,0.50,8605,-0.002353066,-0.006247730,0.010950128,0.022935599,0.002353066,0.006247730,0.010950128,0.022935599
0.30,1.00,0.30,1.00,2367,-0.012235178,-0.021496144,0.030021508,0.068585478,0.012235178,0.021496144,0.030021508,0.068585478
0.30,1.50,0.30,1.50,1157,-0.020262657,-0.028947466,0.038959334,0.084044452,0.020262657,0.028947466,0.038959334,0.084044452
0.30,2.00,0.30,2.00,986,0.003058751,-0.002540740,0.015977005,0.034775260,-0.003058751,0.002540740,0.015977005,0.034775260
0.30,2.50,0.30,2.50,841,0.004113472,0.001710370,0.020415906,0.040802796,-0.004113472,-0.001710370,0.020415906,0.040802796
0.30,3.00,0.30,3.00,626,0.014435691,0.010748079,0.022442810,0.047407091,-0.014435691,-0.010748079,0.022442810,0.047407091
0.30,3.50,0.30,3.50,658,0.015459105,0.015241707,0.013255984,0.026514587,-0.015459105,-0.015241707,0.013255984,0.026514587
0.30,4.00,0.30,4.00,1446,0.013665217,0.013990156,0.010414921,0.020921973,-0.013665217,-0.013990156,0.010414921,0.020921973
0.30,4.50,0.30,4.50,1074,0.010075638,0.009812864,0.011500550,0.022987320,-0.010075638,-0.009812864,0.011500550,0.022987320
0.30,5.00,0.30,5.00,756,0.008734701,0.009201808,0.010114085,0.020367148,-0.008734701,-0.009201808,0.010114085,0.020367148
0.30,5.50,0.30,5.50,759,0.009283777,0.009728735,0.010550329,0.021267733,-0.009283777,-0.009728735,0.010550329,0.021267733
0.30,6.00,0.30,6.00,454,0.010746200,0.011731438,0.012685307,0.025793518,-0.010746200,-0.011731438,0.012685307,0.025793518
0.30,6.50,0.30,6.50,258,0.024188683,0.025714689,0.019326585,0.039173621,-0.024188683,-0.025714689,0.019326585,0.039173621
0.30,7.00,0.30,7.00,201,0.047855729,0.052818416,0.026028817,0.054056962,-0.047855729,-0.052818416,0.026028817,0.054056962
0.30,7.50,0.30,7.50,266,0.041166860,0.049086294,0.031397369,0.066138300,-0.041166860,-0.049086294,0.031397369,0.066138300
0.30,8.00,0.30,8.00,743,0.033952928,0.043160014,0.026344971,0.062005480,-0.033952928,-0.043160014,0.026344971,0.062005480
0.30,8.50,0.30,8.50,926,0.047885447,0.048520182,0.026872807,0.054148143,-0.047885447,-0.048520182,0.026872807,0.054148143
0.30,9.00,0.30,9.00,744,0.043857614,0.048656072,0.028145218,0.059472756,-0.043857614,-0.048656072,0.028145218,0.059472756
0.30,9.50,0.30,9.50,533,0.072126723,0.067932300,0.029971310,0.061546351,-0.072126723,-0.067932300,0.029971310,0.061546351
0.30,10.00,0.30,10.00,456,0.079216961,0.077690402,0.023998780,0.048719118,-0.079216961,-0.077690402,0.023998780,0.048719118
0.30,10.50,0.30,10.50,602,0.080485456,0.077374102,0.025390209,0.053172094,-0.080485456,-0.077374102,0.025390209,0.053172094
0.30,11.00,0.30,11.00,862,0.077121201,0.074971871,0.025718478,0.051413692,-0.077121201,-0.074971871,0.025718478,0.051413692
0.30,11.50,0.30,11.50,731,0.092044824,0.089136974,0.016935355,0.035585629,-0.092044824,-0.089136974,0.016935355,0.035585629
0.30,12.00,0.30,12.00,595,0.094360677,0.091736714,0.016919873,0.035078936,-0.094360677,-0.091736714,0.016919873,0.035078936
0.30,12.50,0.30,12.50,969,0.107218865,0.107929018,0.013184485,0.026094157,-0.107218865,-0.107929018,0.013184485,0.026094157
0.30,13.00,0.30,13.00,1577,0.111163797,0.111050205,0.012436354,0.024945096,-0.111163797,-0.111050205,0.012436354,0.024945096
0.30,13.50,0.30,13.50,1286,0.110021776,0.109654392,0.013241210,0.026657495,-0.110021776,-0.109654392,0.013241210,0.026657495
0.30,14.00,0.30,14.00,1441,0.112108122,0.111973442,0.012819178,0.025532339,-0.112108122,-0.111973442,0.012819178,0.025532339
0.30,14.50,0.30,14.50,1695,0.114083021,0.114340840,0.012303026,0.024578810,-0.114083021,-0.114340840,0.012303026,0.024578810
0.30,15.00,0.30,15.00,1426,0.114138683,0.114553973,0.011459459,0.022895064,-0.114138683,-0.114553973,0.011459459,0.022895064
0.30,15.50,0.30,15.50,570,0.112286206,0.113181379,0.013657583,0.027631589,-0.112286206,-0.113181379,0.013657583,0.027631589
0.30,16.00,0.30,16.00,418,0.116315342,0.115508315,0.013995773,0.027887977,-0.116315342,-0.115508315,0.013995773,0.027887977
0.30,16.50,0.30,16.50,301,0.114857660,0.115404456,0.014148891,0.028458384,-0.114857660,-0.115404456,0.014148891,0.028458384
0.30,17.00,0.30,17.00,293,0.115996952,0.115906506,0.014339780,0.028766993,-0.115996952,-0.115906506,0.014339780,0.028766993
0.30,17.50,0.30,17.50,246,0.117700875,0.117366962,0.014793038,0.029397602,-0.117700875,-0.117366962,0.014793038,0.029397602
0.30,18.00,0.30,18.00,295,0.117269981,0.116364810,0.013735398,0.027759212,-0.117269981,-0.116364810,0.013735398,0.027759212
0.30,18.50,0.30,18.50,618,0.114308224,0.115131006,0.011794878,0.024177588,-0.114308224,-0.115131006,0.011794878,0.024177588
0.30,19.00,0.30,19.00,348,0.112746081,0.112613720,0.010977447,0.021774850,-0.112746081,-0.112613720,0.010977447,0.021774850
0.30,19.50,0.30,19.50,164,0.114502118,0.115175510,0.013300572,0.027381820,-0.114502118,-0.115175510,0.013300572,0.027381820
0.30,20.00,0.30,20.00,233,0.115913485,0.117461269,0.013237915,0.026909169,-0.115913485,-0.117461269,0.013237915,0.026909169
0.30,20.50,0.30,20.50,255,0.113956362,0.114319043,0.010797626,0.021325366,-0.113956362,-0.114319043,0.010797626,0.021325366
0.30,21.00,0.30,21.00,180,0.116190077,0.115836482,0.011854029,0.023448415,-0.116190077,-0.115836482,0.011854029,0.023448415
0.40,-10.50,0.40,10.50,126,-0.081832473,-0.085296169,0.015779749,0.030874620,-0.081832473,-0.085296169,0.015779749,0.030874620
0.40,-10.00,0.40,10.00,260,-0.088484038,-0.087445507,0.020371879,0.041494248,-0.088484038,-0.087445507,0.020371879,0.041494248
0.40,-9.50,0.40,9.50,219,-0.083625290,-0.080409680,0.024316522,0.050126838,-0.083625290,-0.080409680,0.024316522,0.050126838
0.40,-9.00,0.40,9.00,385,-0.073011128,-0.071512367,0.018412369,0.036818015,-0.073011128,-0.071512367,0.018412369,0.036818015
0.40,-8.50,0.40,8.50,675,-0.058474075,-0.058120256,0.021245628,0.042181643,-0.058474075,-0.058120256,0.021245628,0.042181643
0.40,-8.00,0.40,8.00,827,-0.036284354,-0.040026238,0.021230794,0.044764669,-0.036284354,-0.040026238,0.021230794,0.044764669
0.40,-7.50,0.40,7.50,1095,-0.029059766,-0.034449658,0.019810427,0.044397170,-0.029059766,-0.034449658,0.019810427,0.044397170
0.40,-7.00,0.40,7.00,1747,-0.026154422,-0.028731597,0.019899143,0.041572085,-0.026154422,-0.028731597,0.019899143,0.041572085
0.40,-6.50,0.40,6.50,2094,-0.023782716,-0.027128472,0.018901016,0.041362800,-0.023782716,-0.027128472,0.018901016,0.041362800
0.40,-6.00,0.40,6.00,3256,-0.016265691,-0.017830420,0.014252688,0.028902834,-0.016265691,-0.017830420,0.014252688,0.028902834
0.40,-5.50,0.40,5.50,3834,-0.012138995,-0.012786503,0.012871612,0.025855390,-0.012138995,-0.012786503,0.012871612,0.025855390
0.40,-5.00,0.40,5.00,3756,-0.010420011,-0.010796591,0.012290059,0.024511355,-0.010420011,-0.010796591,0.012290059,0.024511355
0.40,-4.50,0.40,4.50,3541,-0.008563019,-0.008613048,0.011640119,0.023307044,-0.008563019,-0.008613048,0.011640119,0.023307044
0.40,-4.00,0.40,4.00,2079,-0.008316978,-0.008698046,0.012097233,0.024126130,-0.008316978,-0.008698046,0.012097233,0.024126130
0.40,-3.50,0.40,3.50,1458,-0.008715919,-0.009380363,0.012787431,0.025459123,-0.008715919,-0.009380363,0.012787431,0.025459123
0.40,-3.00,0.40,3.00,1664,-0.009485686,-0.010405611,0.014969557,0.029874936,-0.009485686,-0.010405611,0.014969557,0.029874936
0.40,-2.50,0.40,2.50,1990,-0.005355067,-0.008891735,0.013943657,0.028725772,-0.005355067,-0.008891735,0.013943657,0.028725772
0.40,-2.00,0.40,2.00,2773,-0.004261228,-0.005559534,0.013500304,0.026979586,-0.004261228,-0.005559534,0.013500304,0.026979586
0.40,-1.50,0.40,1.50,2862,-0.002726364,-0.004775176,0.012853327,0.026282413,-0.002726364,-0.004775176,0.012853327,0.026282413
0.40,-1.00,0.40,1.00,5603,-0.001899835,-0.003444426,0.013804456,0.027832081,-0.001899835,-0.003444426,0.013804456,0.027832081
0.40,-0.50,0.40,0.50,9398,0.001857988,0.009939352,0.013326049,0.027296751,0.001857988,0.009939352,0.013326049,0.027296751
0.40,0.00,0.40,0.00,65446,0.000637675,0.001829729,0.008127511,0.016319098,0.001136205,0.001323322,0.007964973,0.015917895
0.40,0.50,0.40,0.50,11068,0.000217630,0.004088356,0.012364553,0.024995701,-0.000217630,-0.004088356,0.012364553,0.024995701
0.40,1.00,0.40,1.00,6190,-0.001955067,-0.002385587,0.013110509,0.026117770,0.001955067,0.002385587,0.013110509,0.026117770
0.40,1.50,0.40,1.50,3619,-0.002949622,-0.001989916,0.012970614,0.025935549,0.002949622,0.001989916,0.012970614,0.025935549
0.40,2.00,0.40,2.00,1928,-0.001910506,-0.001537818,0.014317002,0.028983091,0.001910506,0.001537818,0.014317002,0.028983091
0.40,2.50,0.40,2.50,1714,-0.000609015,-0.000086855,0.014734613,0.029467556,0.000609015,0.000086855,0.014734613,0.029467556
0.40,3.00,0.40,3.00,1286,0.003447833,0.003098447,0.016260369,0.032200421,-0.003447833,-0.003098447,0.016260369,0.032200421
0.40,3.50,0.40,3.50,1019,0.002193038,0.002657364,0.014829194,0.029402317,-0.002193038,-0.002657364,0.014829194,0.029402317
0.40,4.00,0.40,4.00,814,0.007263719,0.006599374,0.014648206,0.029615243,-0.007263719,-0.006599374,0.014648206,0.029615243
0.40,4.50,0.40,4.50,1029,0.007757649,0.007977997,0.013409913,0.027023734,-0.007757649,-0.007977997,0.013409913,0.027023734
0.40,5.00,0.40,5.00,1465,0.007965988,0.008004130,0.012321449,0.024544080,-0.007965988,-0.008004130,0.012321449,0.024544080
0.40,5.50,0.40,5.50,1678,0.008131598,0.008436842,0.012762456,0.025479582,-0.008131598,-0.008436842,0.012762456,0.025479582
0.40,6.00,0.40,6.00,1504,0.009754689,0.010266264,0.013089253,0.026421967,-0.009754689,-0.010266264,0.013089253,0.026421967
0.40,6.50,0.40,6.50,2324,0.008611329,0.008926622,0.012628373,0.025130319,-0.008611329,-0.008926622,0.012628373,0.025130319
0.40,7.00,0.40,7.00,1574,0.011142227,0.011645716,0.013191208,0.026242150,-0.011142227,-0.011645716,0.013191208,0.026242150
0.40,7.50,0.40,7.50,877,0.017993048,0.020340327,0.016122649,0.033361957,-0.017993048,-0.020340327,0.016122649,0.033361957
0.40,8.00,0.40,8.00,516,0.034864880,0.040656228,0.022243355,0.052481418,-0.034864880,-0.040656228,0.022243355,0.052481418
0.40,8.50,0.40,8.50,698,0.034698348,0.040371438,0.022040020,0.048788925,-0.034698348,-0.040371438,0.022040020,0.048788925
0.40,9.00,0.40,9.00,914,0.035166840,0.039286356,0.018727797,0.040550816,-0.035166840,-0.039286356,0.018727797,0.040550816
0.40,9.50,0.40,9.50,970,0.043258415,0.046946010,0.025363572,0.052229505,-0.043258415,-0.046946010,0.025363572,0.052229505
0.40,10.00,0.40,10.00,906,0.049681556,0.050944255,0.025167440,0.050018415,-0.049681556,-0.050944255,0.025167440,0.050018415
0.40,10.50,0.40,10.50,877,0.052350781,0.053100477,0.022184749,0.044174535,-0.052350781,-0.053100477,0.022184749,0.044174535
0.40,11.00,0.40,11.00,446,0.055412793,0.057185154,0.022495018,0.045728106,-0.055412793,-0.057185154,0.022495018,0.045728106
0.40,11.50,0.40,11.50,271,0.049617050,0.056601454,0.020268977,0.046216100,-0.049617050,-0.056601454,0.020268977,0.046216100
0.40,12.00,0.40,12.00,208,0.065647562,0.066199427,0.022465466,0.044163497,-0.065647562,-0.066199427,0.022465466,0.044163497
0.40,12.50,0.40,12.50,133,0.076469186,0.077754783,0.021718915,0.043541579,-0.076469186,-0.077754783,0.021718915,0.043541579
0.40,13.00,0.40,13.00,178,0.085367759,0.082597154,0.019659895,0.040764718,-0.085367759,-0.082597154,0.019659895,0.040764718
0.40,13.50,0.40,13.50,278,0.089156758,0.088693486,0.023194663,0.047214708,-0.089156758,-0.088693486,0.023194663,0.047214708
0.40,14.00,0.40,14.00,274,0.098944721,0.098486839,0.016477389,0.032992410,-0.098944721,-0.098486839,0.016477389,0.032992410
0.40,14.50,0.40,14.50,164,0.102702904,0.102827596,0.015374441,0.030822145,-0.102702904,-0.102827596,0.015374441,0.030822145
0.40,15.00,0.40,15.00,110,0.105549047,0.101202883,0.016327064,0.032532946,-0.105549047,-0.101202883,0.016327064,0.032532946
0.40,15.50,0.40,15.50,82,0.102737230,0.104023504,0.017821859,0.036403970,-0.102737230,-0.104023504,0.017821859,0.036403970
0.40,16.00,0.40,16.00,108,0.109316442,0.109380302,0.015619412,0.030920493,-0.109316442,-0.109380302,0.015619412,0.030920493
0.40,18.50,0.40,18.50,83,0.114156040,0.111180662,0.015186580,0.029868942,-0.114156040,-0.111180662,0.015186580,0.029868942
