log_parameter,count,rms_nis,sqrt_mean_nis,rejected_rate,accepted_only_rms_nis,physical_residual_rms
forward_accel_nis,174625.0,103.3711407039546,5.812025721632607,0.1500586972083035,7.0426984553452305,7.510716458261993
right_accel_nis,174625.0,48.58584761145012,3.7804554916214004,0.10536864710093057,5.5695432554529924,4.663642634133517
yaw_rate_nis,174625.0,141.03336338832153,5.253124211004359,0.0,141.03336338832153,0.23028329867550026
